"Segment"	"en-ZZ"	"mk-MK"	"ID"	"File"
"1501"	"&lt;i&gt;Refer to &quot;Work Right&quot; on the right."	"&lt;i&gt;Погледнете во &quot;Тип-топ Офис&quot; од десно."	"R466_question_itemDirections_5c3f627ed04b26.72073889_0_0"	"PISA_mkd-MKD_REA_R466-WorkRight_en21_MS2022.xlf"
"5185"	"Click on the NEXT arrow to read the article."	"Кликни на стрелката СЛЕДНО и прочитај го написот."	"q0b-body_q0b-p2_5c9d225b9d8ad3.57377464_0"	"PISA_mkd-MKD_REA_R568-SpaceDebris_en21_MS2022.xlf"
"2044"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"Кликни на избор и потоа напиши објаснување за да одговориш на прашањето.&lt;/i&gt;"	"R543_question11_itemDirections_5c9d219e7bf886.70940930_1_0"	"PISA_mkd-MKD_REA_R543-Nobel_en21_MS2022.xlf"
"3624"	"Type your answer to the question.&lt;/i&gt;"	"Напиши го твојот одговорот на прашањето.&lt;/i&gt;"	"R558_question4_itemDirections_5c9d2259d9d989.95651222_1_0"	"PISA_mkd-MKD_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"5325"	"Use drag and drop to answer the question."	"Користи влечи и пушти за да го одговориш прашањето."	"q2R569_question_q02itemDirections_5c9d225bc00fc8.49987510_1_0"	"PISA_mkd-MKD_REA_R569-TheCleanup_en21_MS2022.xlf"
"5179"	"Click on the NEXT arrow to read the webpage."	"Кликни на стрелката СЛЕДНО да ја прочиташ веб-страницата."	"q0a-body_q0a-p2_5c9d225b9c1346.99722333_0"	"PISA_mkd-MKD_REA_R568-SpaceDebris_en21_MS2022.xlf"
"4569"	"&lt;i&gt;Read the Introduction."	"&lt;i&gt;Прочитај го воведот."	"question00a_1_itemDirections00_5c9d225af0b1a4.44659479_0_0"	"PISA_mkd-MKD_REA_R565-SittingDisease_en21_MS2022.xlf"
"4708"	"20 August 2015"	"20 Август 2015"	"pg4_stimulus_date_5c9d225b22d9b2.24361207_0"	"PISA_mkd-MKD_REA_R566-SkelligRocks_en21_MS2022.xlf"
"3480"	"Click on a choice to answer the question.&lt;/i&gt;"	"Кликни на избор за да одговориш на прашањето&lt;/i&gt;"	"R556_question5_itemDirections_5c9d21a02610c3.63790339_1_0"	"PISA_mkd-MKD_REA_R556-Microlending_en21_MS2022.xlf"
"5176"	"Read the information below."	"Прочитај ги информациите подолу."	"q0a-body_q0a-itemDirections_5c9d225b9c1047.88297843_0_0"	"PISA_mkd-MKD_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5314"	"Click on a choice to answer the question."	"Кликни за да одговориш на прашањето."	"q1R569_question_q01itemDirections_5c9d225bbe7a46.56649318_1_0"	"PISA_mkd-MKD_REA_R569-TheCleanup_en21_MS2022.xlf"
"5493"	"Click on the choices in the table to answer the question."	"Кликни на изборите во табелата за да одговориш на прашањето."	"R570_question04_q04itemDirections_5c9d225be9dcc8.06998933_1_0"	"PISA_mkd-MKD_REA_R570-TheFavour_en21_MS2022.xlf"
"3500"	"Click on a choice to answer the question.&lt;/i&gt;"	"Кликни на избор за да одговориш на прашањето&lt;/i&gt;"	"R556_question8_itemDirections_5c9d21a02a9c27.07477347_1_0"	"PISA_mkd-MKD_REA_R556-Microlending_en21_MS2022.xlf"
"1462"	"County/ State:"	"Поштенски број:"	"R466_stimulus_s2line11_5c3f627ecd4984.48600597_0"	"PISA_mkd-MKD_REA_R466-WorkRight_en21_MS2022.xlf"
"5643"	"Then click on the NEXT arrow.&lt;/i&gt;"	"Потоа притисни на стрелката СЛЕДНО.&lt;/i&gt;"	"q00body_q00itemDirections_5c9d225c1daca6.57636802_1_0"	"PISA_mkd-MKD_REA_R590-Sentences01_en21_MS2022.xlf"
"4363"	"Click on a choice to answer the question."	"Кликни за да одговориш на прашањето."	"R563_question05_q05itemDirections_5c9d225aaed320.38553670_1_0"	"PISA_mkd-MKD_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"4338"	"Refer to the different webpages of the website on the right."	"Погледнете ги различните веб-страници на веб-сајтот десно."	"R563_question02_q02itemDirections_5c9d225aa9b1d6.23322413_0_0"	"PISA_mkd-MKD_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"5156"	"Click on a choice to answer the question."	"Кликни за да одговориш на прашањето."	"R568_question06_q06itemDirections_5c9d225b95c7c2.45173392_1_0"	"PISA_mkd-MKD_REA_R568-SpaceDebris_en21_MS2022.xlf"
"2251"	"Click on a choice to answer the question.&lt;/i&gt;"	"Кликни на избор за да одговориш на прашањето&lt;/i&gt;"	"R544_question5_itemDirections_5c9d219eb518f0.13045807_1_0"	"PISA_mkd-MKD_REA_R544-Tesla_en21_MS2022.xlf"
"3857"	"Click on a choice to answer the question."	"Кликни за да одговориш на прашањето."	"R560_question06_q06itemDirections_5c9d225a2dfd60.74432509_1_0"	"PISA_mkd-MKD_REA_R560-GarbagePatch_en21_MS2022.xlf"
"5182"	"Read the information below."	"Прочитај ги информациите подолу."	"q0b-body_q0b-itemDirections_5c9d225b9d8809.57535043_0_0"	"PISA_mkd-MKD_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5482"	"Click on a choice to answer the question."	"Кликни за да одговориш на прашањето."	"R570_question02_q02itemDirections_5c9d225be73056.15969994_1_0"	"PISA_mkd-MKD_REA_R570-TheFavour_en21_MS2022.xlf"
"4437"	"Click on a choice to answer the question."	"Кликни за да одговориш на прашањето."	"R564_question01_q01itemDirections_5c9d225ad74907.41710504_1_0"	"PISA_mkd-MKD_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"635"	"Meanwhile, Scott, who had set out from McMurdo base on 1 November 1911, reached the foot of the Beardmore glacier with his men."	"Во меѓувреме, на 1 ноември 1911, Скот заедно со својот екипаж тргнал од базата Мек Мурдо, а потоа пристигнал на подножјето од глечерот Бирдмур."	"R220_stimulus_p5_5c3f6272b4dac7.86096583_0_0"	"PISA_mkd-MKD_REA_R220-SouthPole_en21_MS2022.xlf"
"4766"	"Click on a choice to answer the question."	"Кликни за да одговориш на прашањето."	"R566_question04_q04itemDirections_5c9d225b2cb4d1.11527511_1_0"	"PISA_mkd-MKD_REA_R566-SkelligRocks_en21_MS2022.xlf"
"1951"	"Friday"	"Петок"	"Q09R542_question_Q09r6c1_5c9d219e5fb679.92988704_0"	"PISA_mkd-MKD_REA_R542-BulletinBoard_en21_MS2022.xlf"
