"Segment"	"en-ZZ"	"sq-XK"	"ID"	"File"
"5221"	"Click on a search result to answer the question."	"Kliko rezulatin e kërkimit për t'iu prëgjigjur pyetjes."	"R567_question06_q06itemDirections_56fc7879127de3.09243109_1_0"	"PISA_sqi-KSV_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1199"	"Refer to the flyer on the right."	"Referoju fletushkës në të djathtë"	"Q03_question_Q03itemDirections_56fc7820d02020.47983670_0_0"	"PISA_sqi-KSV_REA_R541-Plastic_en18_MS2022.xlf"
"1570"	"Question"	"Pyetje"	"R543_question1_itemTitle_56fc782131aca6.78376814_1_0"	"PISA_sqi-KSV_REA_R543-Nobel_en18_MS2022.xlf"
"1289"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"Q10_question_Q10itemDirections_56fc7820d94ce2.32272970_1_0"	"PISA_sqi-KSV_REA_R541-Plastic_en18_MS2022.xlf"
"1632"	"Question"	"Pyetje"	"R543_question4_itemTitle_56fc7821380e36.68991427_1_0"	"PISA_sqi-KSV_REA_R543-Nobel_en18_MS2022.xlf"
"1215"	"Refer to the flyer on the right."	"Referoju fletushkës në të djathtë"	"Q04_question_Q04itemDirections_56fc7820d17db9.88786627_0_0"	"PISA_sqi-KSV_REA_R541-Plastic_en18_MS2022.xlf"
"4486"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R563_question05_q05itemDirections_56fc786b43f8f6.16712887_1_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1788"	"Click on the NEXT arrow to read the second source."	"Kliko shigjetën TJETËR për të lexuar burimin e dytë."	"question0b_1_q00p2_56fc7821660387.38299255_0"	"PISA_sqi-KSV_REA_R544-Tesla_en18_MS2022.xlf"
"5556"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjijgur pyetjes."	"R568_question08_q08itemDirections_56fc784aadc160.19925657_1_0"	"PISA_sqi-KSV_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4551"	"Refer to the different webpages of the website on the right."	"Referoju ueb-faqeve të ndryshme në ueb-sajtin në të djathtë."	"R563_question09_q09itemDirections_56fc786b4ba5d3.14167925_0_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4565"	"Refer to the different webpages of the website on the right."	"Referoju ueb-faqeve të ndryshme në ueb-sajtin në të djathtë."	"R563_question10_q10itemDirections_56fc786b4e31f5.41702157_0_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2060"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R545_question02_Q06itemDirections_56fc7821b05912.78337269_1_0"	"PISA_sqi-KSV_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1393"	"Question"	"Pyetje"	"Q02R542_question_Q02itemTitle_56fc782107e630.51918183_1_0"	"PISA_sqi-KSV_REA_R542-BulletinBoard_en18_MS2022.xlf"
"4381"	"About Us"	"Për ne"	"R563-stimulus-communtity_stimulus_culture_sports_5_56fc786b3809e6.65774760_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4566"	"Type your answers to the questions."	"Shtyp përgjigjet e tua për pyetjen."	"R563_question10_q10itemDirections_56fc786b4e31f5.41702157_1_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5520"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjijgur pyetjes."	"R568_question06_q06itemDirections_56fc784aaa2498.41264310_1_0"	"PISA_sqi-KSV_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3720"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R559_question01_q01itemDirections_56fc783b245423.47469729_1_0"	"PISA_sqi-KSV_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"5319"	"Read the information below."	"Lexo informatën më poshtë."	"q0b-body_q0b-itemDirections_56fc78791b8ef9.93560623_0_0"	"PISA_sqi-KSV_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5881"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjigjur pyetjes."	"R570_question01_q01itemDirections_56fc787977c2c5.49256860_1_0"	"PISA_sqi-KSV_REA_R570-TheFavour_en18_MS2022.xlf"
"4254"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R562_question05_q05itemDirections_56fc783b44e892.36199768_1_0"	"PISA_sqi-KSV_REA_R562-OpeningNight_en18_MS2022.xlf"
"3289"	"MICROLENDING – GENEROSITY OR GREED?"	"MIKROKREDIA &amp;ndash; BUJARI APO LAKMI?"	"Page3_stimulus_pg3Title_56fc783ab5dfc8.56294685_0"	"PISA_sqi-KSV_REA_R556-Microlending_en18_MS2022.xlf"
"3574"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Kliko alternativat në tabelë për t'iu përgjigjur pyetjes.&lt;/i&gt;"	"R558_question2_itemDirections_56fc786b09be36.87322307_1_0"	"PISA_sqi-KSV_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"3416"	"&lt;i&gt;Refer to “Microlending Gone Wrong” on the right."	"&lt;i&gt;Referoju pjesës “Mikrokredia e Përdorur Keq” në të djathtë."	"R556_question8_itemDirections_56fc783adbd281.82516807_0_0"	"PISA_sqi-KSV_REA_R556-Microlending_en18_MS2022.xlf"
"1654"	"Question"	"Pyetje"	"R543_question6_itemTitle_56fc78213bc834.89879085_1_0"	"PISA_sqi-KSV_REA_R543-Nobel_en18_MS2022.xlf"
"5709"	"Use drag and drop to answer the question."	"Përdor tërhiq dhe lësho për t'iu përgjigjur pyetjes."	"q2R569_question_q02itemDirections_56fc78794f33a1.24376468_1_0"	"PISA_sqi-KSV_REA_R569-TheCleanup_en18_MS2022.xlf"
"4501"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjigjur pyetjes."	"R563_question06_q06itemDirections_56fc786b45cd07.83714228_1_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3401"	"&lt;i&gt;Refer to “The Power of Twenty-five Dollars” on the right."	"&lt;i&gt;Referoju pjesës “Fuqia e Njëzetepesë Eurove&quot;, në të djathtë."	"R556_question6_itemDirections_56fc783ad7eec4.09705116_0_0"	"PISA_sqi-KSV_REA_R556-Microlending_en18_MS2022.xlf"
"5576"	"&lt;b&gt;Space Debris&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Mbetjet në Gjithësis&lt;/b&gt;&lt;br /&gt;"	"q0a-body_itemTitle0a_56fc784ab0bb14.87991620_0"	"PISA_sqi-KSV_REA_R568-SpaceDebris_en18_MS2022.xlf"
"268"	"T"	"E"	"R219_stimulus_stimulus_7_569170a97fe782.45380159_0"	"PISA_sqi-KSV_REA_R219-Employment_en18_MS2022.xlf"
"4439"	"&lt;b&gt;Question of the Week&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Pyetja e javës &lt;/b&gt;&lt;br /&gt;"	"R563_question01_q01itemTitle_56fc786b3d8ac0.85237640_0_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4552"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjigjur pyetjes."	"R563_question09_q09itemDirections_56fc786b4ba5d3.14167925_1_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2569"	"Type your answer to the question."	"Shhtyp përgjigjen tënde për pyetjen."	"R549_question10_q10itemDirections_56fc786ad94ab3.52290992_1_0"	"PISA_sqi-KSV_REA_R549-MessageInABottle_en18_MS2022.xlf"
"3642"	"Click on a search result to answer the question.&lt;/i&gt;"	"Kliko një rezultat kërkimi për t’iu përgjigjur pyetjes.&lt;/i&gt;"	"R558_question7_itemDirections_56fc786b10a3c6.39234435_1_0"	"PISA_sqi-KSV_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"4946"	"Read the information below."	"Lexo informatën më poshtë."	"q00c-body_q00c-itemDirections_56fc786b7db3f5.52043399_0_0"	"PISA_sqi-KSV_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5977"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjigjur pyetjes."	"R570_question07_q07itemDirections_56fc787980d0d7.70659870_1_0"	"PISA_sqi-KSV_REA_R570-TheFavour_en18_MS2022.xlf"
"4463"	"Refer to the different webpages of the website on the right."	"Referoju ueb-faqeve të ndryshme në ueb-sajtin në të djathtë."	"R563_question03_q03itemDirections_56fc786b410592.73244337_0_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5742"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjigjur pyetjes."	"q4R569_question_q04itemDirections_56fc787951ec51.23159211_1_0"	"PISA_sqi-KSV_REA_R569-TheCleanup_en18_MS2022.xlf"
"5220"	"Refer to the Web Search on the right."	"Referoju Ueb Kërkimit në të djathtë."	"R567_question06_q06itemDirections_56fc7879127de3.09243109_0_0"	"PISA_sqi-KSV_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"2962"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjigjur pyetjes."	"R552_question01_q01itemDirections_56fd79425dd6c9.52135901_1_0"	"PISA_sqi-KSV_REA_R552-FestiRock_en18_MS2022.xlf"
"1380"	"Yes, that’s my plan, but I’m more interested in the tutoring post..."	"Po, atë kam në plan, por më shumë jam i interesuar për postimin e konsultimeve..."	"Q01R542_question_Convp7_56fc782106bb52.01850166_1_0"	"PISA_sqi-KSV_REA_R542-BulletinBoard_en18_MS2022.xlf"
"1172"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjijgur pyetjes."	"Q01_question_Q01itemDirections_56fc7820cd87b9.08306338_1_0"	"PISA_sqi-KSV_REA_R541-Plastic_en18_MS2022.xlf"
"4320"	"A PUBLICATION OF ZEDTOWN HIGH SCHOOL"	"BOTIM I SHKOLLËS SË MESME NË ZEDTOWN"	"R563-stimulus-communtity_news-caption_56fc786b34c954.74055948_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2811"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R550_question07_q07itemDirections_56fc785ce9aa50.47831080_1_0"	"PISA_sqi-KSV_REA_R550-CliffPalace_en18_MS2022.xlf"
"3594"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliko një alternativë për t'iu përgjigjur pyetjes.&lt;/i&gt;"	"R558_question_itemDirections_56fc786b0b1541.82805878_1_0"	"PISA_sqi-KSV_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"1448"	"&lt;b&gt;Bulletin Board&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Tabela  e Shpalljeve&lt;/b&gt;&lt;br /&gt;"	"Q06R542_question_Q06itemTitle_56fc78210ed136.42863307_0_0"	"PISA_sqi-KSV_REA_R542-BulletinBoard_en18_MS2022.xlf"
"5070"	"Click on a choice and then type an explanation to answer the question."	"Kliko një alternativë dhe pastaj shtyp një shpjegim për t’iu përgjigjur pyetjes."	"R566_question09_q09itemDirections_56fc786b8ffd83.26531494_1_0"	"PISA_sqi-KSV_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4215"	"Question"	"Pyetje"	"R562_question01_q01itemTitle_56fc783b4081b5.03866160_1_0"	"PISA_sqi-KSV_REA_R562-OpeningNight_en18_MS2022.xlf"
"1836"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Referoju të dy burimeve në të djathtë duke klikuar në secilën ikonë."	"R544_question12_itemDirections_56fc78216b9a04.98619256_0_0"	"PISA_sqi-KSV_REA_R544-Tesla_en18_MS2022.xlf"
"4450"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjigjur pyetjes."	"R563_question02_q02itemDirections_56fc786b3ef669.06586663_1_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5230"	"Refer to the Web Search on the right."	"Referoju Ueb Kërkimit në të djathtë."	"R567_question07_q07itemDirections_56fc787913cff0.88321485_0_0"	"PISA_sqi-KSV_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4808"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliko një alternativë për t'iu përgjigjur pyetjes.&lt;/i&gt;"	"R565_question6_itemDirections_56fc785d6051c6.45976345_1_0"	"PISA_sqi-KSV_REA_R565-SittingDisease_en18_MS2022.xlf"
"843"	"True"	"I vërtetë"	"R455_question_tr1th2_569170aa01fc20.89829523_0"	"PISA_sqi-KSV_REA_R455-ChocolateAndHealth_en18_MS2022.xlf"
"4635"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R564_question03_q03itemDirections_56fc783b5e5cd1.57939726_1_0"	"PISA_sqi-KSV_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"1493"	"Monday"	"E Hënë"	"Q09R542_question_Q09r2c1_56fc7821124854.81457215_0"	"PISA_sqi-KSV_REA_R542-BulletinBoard_en18_MS2022.xlf"
"5318"	"&lt;b&gt;Smokejumpers&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Zjarrfikësit me Parashutë&lt;/b&gt;&lt;br /&gt;"	"q0b-body_itemTitle0b_56fc78791b8bb1.21197988_0"	"PISA_sqi-KSV_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5038"	"Click on one or more boxes to answer the question."	"Kliko një apo më shumë kuti për t'iu përgjigjur pyetjes."	"R566_question07_q07itemDirections_56fc786b8bda87.23847372_1_0"	"PISA_sqi-KSV_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3928"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R560_question06_q06itemDirections_56fc784a7f68d8.83936530_1_0"	"PISA_sqi-KSV_REA_R560-GarbagePatch_en18_MS2022.xlf"
"4469"	"Refer to the different webpages of the website on the right."	"Referoju ueb-faqeve të ndryshme në ueb-sajtin në të djathtë."	"R563_question04_q04itemDirections_56fc786b4263f7.31451763_0_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4328"	"About Us"	"Për ne"	"R563-stimulus-communtity_stimulus_culture_community_5_56fc786b34e7e8.94779133_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2250"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliko një alternativë për t'u përgjigjur Pyetjas.&lt;/i&gt;"	"R547_question6_itemDirections_56fc782e0d8454.46459147_1_0"	"PISA_sqi-KSV_REA_R547-BookSurvey_en18_MS2022.xlf"
"1411"	"Yes, that’s my plan, but I’m more interested in the tutoring post..."	"Po, atë kam në plan, por më shumë jam i interesuar për postimin e konsultimev..."	"Q02R542_question_Convp7_56fc782107fe14.69518872_1_0"	"PISA_sqi-KSV_REA_R542-BulletinBoard_en18_MS2022.xlf"
"1494"	"Tuesday"	"E Martë"	"Q09R542_question_Q09r3c1_56fc7821124ea0.25543296_0"	"PISA_sqi-KSV_REA_R542-BulletinBoard_en18_MS2022.xlf"
"4822"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliko një alternativë për t'iu përgjigjur pyetjes.&lt;/i&gt;"	"R565_question7_itemDirections_56fc785d61d9f9.86494574_1_0"	"PISA_sqi-KSV_REA_R565-SittingDisease_en18_MS2022.xlf"
"4054"	"Click on a choice to answer the question."	"Kliko një alternativë për t’u përgjigjur pyetjes."	"R561_question01_q01itemDirections_56fc785d275c31.65450272_1_0"	"PISA_sqi-KSV_REA_R561-OlympicFlag_en18_MS2022.xlf"
"3431"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliko një alternativën për t'iu përgjigjur pyetjes.&lt;/i&gt;"	"R556_question9_itemDirections9_56fc783add6b18.78125777_1_0"	"PISA_sqi-KSV_REA_R556-Microlending_en18_MS2022.xlf"
"4944"	"Click on the NEXT arrow to read the website."	"Kliko shigjetën TJETËR për të lexuar ueb-sajtin."	"q00b-body_q00b-p2_56fc786b7c7ef2.52502321_0"	"PISA_sqi-KSV_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5505"	"Type your answer to the question."	"Shhtyp përgjigjen tënde për pyetjen."	"R568_question04_q04itemDirections_56fc784aa79954.99366440_1_0"	"PISA_sqi-KSV_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2731"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R550_question01_q01itemDirections_56fc785cdd5b03.75076790_1_0"	"PISA_sqi-KSV_REA_R550-CliffPalace_en18_MS2022.xlf"
"5178"	"Type your answer to the question."	"Shhtyp përgjigjen tënde për pyetjen."	"R567_question03_q03itemDirections_56fc78790e6414.00199794_1_0"	"PISA_sqi-KSV_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"2310"	"Fantasy&lt;br/&gt;5%"	"Fantastike &lt;br/&gt;5%"	"R547_question10_fantasyLbl_56fc782e14af33.32289400_0"	"PISA_sqi-KSV_REA_R547-BookSurvey_en18_MS2022.xlf"
"3710"	"Introduction"	"Hyrje"	"q00body_itemTitle00_56fc783b2345c2.65472154_1_0"	"PISA_sqi-KSV_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"4621"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R564_question02_q02itemDirections_56fc783b5cfdd4.82081497_1_0"	"PISA_sqi-KSV_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"3242"	"MICROLENDING – GENEROSITY OR GREED?"	"MIKROKREDIA &amp;ndash; BUJARI APO LAKMI?"	"Page2_stimulus_pg2Title_56fc783ab45909.01682830_0"	"PISA_sqi-KSV_REA_R556-Microlending_en18_MS2022.xlf"
"5756"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjigjur pyetjes."	"q5R569_question_q05itemDirections_56fc78795345f0.48202417_1_0"	"PISA_sqi-KSV_REA_R569-TheCleanup_en18_MS2022.xlf"
"3614"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliko një alternativë për t'iu përgjigjur pyetjes.&lt;/i&gt;"	"R558_question5_itemDirections_56fc786b0dd1f3.21650180_1_0"	"PISA_sqi-KSV_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"1496"	"Thursday"	"E Enjte"	"Q09R542_question_Q09r5c1_56fc7821125b03.05473188_0"	"PISA_sqi-KSV_REA_R542-BulletinBoard_en18_MS2022.xlf"
"4357"	"About Us"	"Për ne"	"R563-stimulus-communtity_stimulus_culture_music_5_56fc786b3667e1.34991282_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5203"	"True"	"E Vërtetë"	"R567_question05_q05tr1th2_56fc787910f8b1.79894974_0"	"PISA_sqi-KSV_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4101"	"True"	"E Vërtetë"	"R561_question04_q04tr1th2_56fc785d2bc6f9.19184840_0"	"PISA_sqi-KSV_REA_R561-OlympicFlag_en18_MS2022.xlf"
"2475"	"Type your answer to the question."	"Shhtyp përgjigjen tënde për pyetjen."	"R549_question04_q04itemDirections_56fc786ad05882.39043317_1_0"	"PISA_sqi-KSV_REA_R549-MessageInABottle_en18_MS2022.xlf"
"981"	"GENERAL TERMS OF THE 10 YEARS £100 OFFER&lt;br /&gt; 1.  The promotion excludes wholesalers and retailers who sell this range of products. 2.  The offer only concerns the following ranges of Work Right products: Stationery, print and promotion products, technology supplies. Any other range of Work Right products is excluded from the offer, in particular furniture products."	"KUSHTET E PËRGJITHSHME TË OFERTËS 10 VJET 100 Euro&lt;br /&gt; 1.  Reklama përjashton shitësit me shumicë dhe pakicë, që shesin këto lloj produktesh 2. 2.  Oferta ka të bëjë vetëm me produktet e mëposhtme të kompanisë &quot;Punë e Bukur&quot;: Kancelari, produkte printimi dhe reklame, pajisje teknologjike. Çdo produkt tjetër i kompanisë &quot;Punë e Bukur&quot; përjashtohet nga oferta e veçanërisht produktet e mobilieve."	"R466_stimulus_section4_569170aa1c0c59.59644026_0"	"PISA_sqi-KSV_REA_R466-WorkRight_en18_MS2022.xlf"
"2767"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R550_question04_q04itemDirections_56fc785ce36323.12198026_1_0"	"PISA_sqi-KSV_REA_R550-CliffPalace_en18_MS2022.xlf"
"1433"	"Question"	"Pyetje"	"Q05R542_question_Q05itemTitle_56fc78210d08e5.80360931_1_0"	"PISA_sqi-KSV_REA_R542-BulletinBoard_en18_MS2022.xlf"
"3196"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliko një alternativë për t'iu prëgjigjur pyetjes.&lt;/i&gt;"	"R553_question4_q04itemDirections_56fc784a5fe943.11595551_1_0"	"PISA_sqi-KSV_REA_R553-HealthForum_en18_MS2022.xlf"
"3175"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R553_question2_q02itemDirections_56fc784a5d6452.10662812_1_0"	"PISA_sqi-KSV_REA_R553-HealthForum_en18_MS2022.xlf"
"4235"	"Question"	"Pyetje"	"R562_question03_q03itemTitle_56fc783b427b88.62517421_1_0"	"PISA_sqi-KSV_REA_R562-OpeningNight_en18_MS2022.xlf"
"5164"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjigjur pyetjes."	"R567_question02_q02itemDirections_56fc78790d2db7.39880018_1_0"	"PISA_sqi-KSV_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4518"	"Refer to the different webpages of the website on the right."	"Referoju ueb-faqeve të ndryshme në ueb-sajtin në të djathtë."	"R563_question07_q07itemDirections_56fc786b47b763.06450393_0_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3712"	"Then click on the NEXT arrow."	"Më pas kliko shigjetaën TJETËR."	"q00body_q00itemDirections_56fc783b2348f3.80349298_1_0"	"PISA_sqi-KSV_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"5571"	"Type your answer to the question."	"Shhtyp përgjigjen tënde për pyetjen."	"R568_question09_q09itemDirections_56fc784aaf50f2.75963302_1_0"	"PISA_sqi-KSV_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4330"	"Posted: Today, 9:33 A.M."	"Postuar: Sot, ora 9:33."	"R563-stimulus-communtity_community-post-date_56fc786b34eff6.96423413_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4794"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliko një alternativë për t'iu përgjigjur pyetjes.&lt;/i&gt;"	"R565_question5_itemDirections_56fc785d5ef754.99956789_1_0"	"PISA_sqi-KSV_REA_R565-SittingDisease_en18_MS2022.xlf"
"1618"	"Question"	"Pyetje"	"R543_question3_itemTitle_56fc7821368b84.63074226_1_0"	"PISA_sqi-KSV_REA_R543-Nobel_en18_MS2022.xlf"
"5720"	"Park"	"Parku"	"q2R569_question_source2_56fc78794f5ed5.21217846_0"	"PISA_sqi-KSV_REA_R569-TheCleanup_en18_MS2022.xlf"
"1485"	"Question"	"Pyetje"	"Q09R542_question_Q09itemTitle_56fc7821123080.43208233_1_0"	"PISA_sqi-KSV_REA_R542-BulletinBoard_en18_MS2022.xlf"
"3891"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R560_question04_q04itemDirections_56fc784a7c0426.30672562_1_0"	"PISA_sqi-KSV_REA_R560-GarbagePatch_en18_MS2022.xlf"
"4650"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R564_question04_q04itemDirections_56fc783b5f9314.54350838_1_0"	"PISA_sqi-KSV_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"2796"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R550_question06_q06itemDirections_56fc785ce7bab6.58395989_1_0"	"PISA_sqi-KSV_REA_R550-CliffPalace_en18_MS2022.xlf"
"1927"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"Kliko një alternativë dhe më pas shtyp një shpjegim për t’iu përgjigjur pyetjes.&lt;/i&gt;"	"R544_question6_itemDirections_56fc78217e75b4.12434036_1_0"	"PISA_sqi-KSV_REA_R544-Tesla_en18_MS2022.xlf"
"5327"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjigjur pyetjes."	"R568_question10_q10itemDirections_56fc78791dc480.80691911_1_0"	"PISA_sqi-KSV_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4836"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliko një alternativë për t'iu përgjigjur pyetjes.&lt;/i&gt;"	"R565_question8_itemDirections_56fc785d634c08.07217589_1_0"	"PISA_sqi-KSV_REA_R565-SittingDisease_en18_MS2022.xlf"
"4470"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjigjur pyetjes."	"R563_question04_q04itemDirections_56fc786b4263f7.31451763_1_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1848"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Referoju të dy burimeve në të djathtë duke klikuar në secilën ikonë."	"R544_question13_itemDirections_56fc7821777325.89058352_0_0"	"PISA_sqi-KSV_REA_R544-Tesla_en18_MS2022.xlf"
"1449"	"Question"	"Pyetje"	"Q06R542_question_Q06itemTitle_56fc78210ed136.42863307_1_0"	"PISA_sqi-KSV_REA_R542-BulletinBoard_en18_MS2022.xlf"
"3628"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliko një alternativë për t'iu përgjigjur pyetjes.&lt;/i&gt;"	"R558_question6_itemDirections_56fc786b0f3f55.03223461_1_0"	"PISA_sqi-KSV_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"5582"	"Read the information below."	"Lexo informatën e mëposhtme."	"q0b-body_q0b-itemDirections_56fc784ab20015.89980695_0_0"	"PISA_sqi-KSV_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4348"	"ZEDTOWN YOUTH MAGAZINE"	"REVISTA RINORE NË ZEDTOWN"	"R563-stimulus-communtity_news-h1_56fc786b364995.78257353_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1990"	"Introduction"	"Hyrje"	"R545_question00_R545itemTitle00_56fc7821a9d015.80843905_1_0"	"PISA_sqi-KSV_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1365"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"Q01R542_question_Q01itemDirections_56fc782106a666.48274673_1_0"	"PISA_sqi-KSV_REA_R542-BulletinBoard_en18_MS2022.xlf"
"4229"	"Question"	"Pyetje"	"R562_question02_q02itemTitle_56fc783b419537.95191742_1_0"	"PISA_sqi-KSV_REA_R562-OpeningNight_en18_MS2022.xlf"
"5312"	"Click on the NEXT arrow to read the webpage."	"Kliko shigjetën TJETËR për të lexuar uebsajtin."	"q0a-body_q0a-p3_56fc787919cf45.17795726_0"	"PISA_sqi-KSV_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3748"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R559_question03_q03itemDirections_56fc783b26ca61.80059891_1_0"	"PISA_sqi-KSV_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
