"Segment"	"en-ZZ"	"th-TH"	"ID"	"File"
"961"	"You can also clear all cells by clicking on “Clear”."	"นักเรียนสามารถลบค่าในทุกช่องได้โดยการคลิกปุ่ม &lt;br /&gt;“ลบทั้งหมด”"	"menu_1_aMenu_part1_li2_5c9d2136e912a9.52248706_1_0"	"PISA_tha-THA_MAT_MA112-Metabolism_en21_MS2022.xlf"
"4598"	"A"	"C"	"MA154_stimulus3_img2Lbl3_5c9d21655aa3a4.29260706_0"	"PISA_tha-THA_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"827"	"Click on a choice to answer the question."	"ให้คลิกหนึ่ง&lt;br /&gt;ตัวเลือกเพื่อตอบคำถาม"	"Q2M111_question_Q2itemDirections_5c9d214a59d864.67731521_1_0"	"PISA_tha-THA_MAT_MA111-HealthApp_en21_MS2022.xlf"
"5189"	"Use the spreadsheet to help you answer the question below."	"ให้ใช้โปรแกรมสเปรดชีตเพื่อช่วยนักเรียนในการตอบคำถามข้างล่าง"	"q4MA161_question_q4itemDirections_5c9d2137a76b55.99656517_1_0"	"PISA_tha-THA_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"1915"	"Click on a choice to answer the question."	"ให้คลิกหนึ่งตัวเลือกเพื่อ&lt;br /&gt;ตอบคำถาม"	"MA128_question3_q3itemDirections_5c9d214b34d864.30750173_1_0"	"PISA_tha-THA_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"5348"	"Question"	"คำถาม"	"q2MA161_question_q2tr1th1_5c9d2137d31a65.20583341_0"	"PISA_tha-THA_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"5072"	"Use the spreadsheet to help you answer the question below."	"ให้ใช้โปรแกรมสเปรดชีตเพื่อช่วยนักเรียนในการตอบคำถามข้างล่าง"	"q1MA161_question_q1itemDirections_5c9d2137a0db16.80720504_1_0"	"PISA_tha-THA_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"4902"	"Click on the choices in the table to answer the question."	"&lt;br /&gt;แล้วคลิกตัวเลือกในตารางเพื่อตอบคำถาม"	"q1MA160_question_q1itemDirections_5c9d21377c33e0.63336318_2_0"	"PISA_tha-THA_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"1773"	"Quantity Sold"	"จำนวนที่&lt;br /&gt;ขายได้"	"question0a_1_Q00tr9td1_5c9d214b007937.10580931_0"	"PISA_tha-THA_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"3610"	"Using the number keys, type your answer to the question."	"ให้ใช้แป้นตัวเลข&lt;br /&gt; พิมพ์คำตอบของนักเรียนเพื่อตอบคำถาม"	"MA140_question1_q1itemDirections_5c9d21649b6176.00083543_1_0"	"PISA_tha-THA_MAT_MA140-WalkToSchool_en21_MS2022.xlf"
"4097"	"Click on a choice to answer the question."	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบ&lt;br /&gt;คำถาม"	"MA147q2_question_q2itemDirections_5c9d216508ba43.16937301_1_0"	"PISA_tha-THA_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"2077"	"Using the number keys, type your answer to the question."	"แล้วใช้แป้นตัวเลข พิมพ์คำตอบของนักเรียนเพื่อตอบคำถาม"	"MA125_question2_q02itemDirections_5c9d21370b15c1.08124219_2_0"	"PISA_tha-THA_MAT_MA125-PaintingARoom_en21_MS2022.xlf"
"1183"	"Click on a choice to answer the question."	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบ&lt;br /&gt;คำถาม"	"MA114_question1_itemDirections1_5c9d214a82a650.54712226_1_0"	"PISA_tha-THA_MAT_MA114-Honey_en21_MS2022.xlf"
"4866"	"A survey was sent to all students at a university in Zedland at the end of the academic year with the following question:"	"แบบสำรวจถูกส่งให้กับนักศึกษาทุกคนในมหาวิทยาลัยแห่งหนึ่งในเซดแลนด์เมื่อสิ้นปี&lt;br /&gt;การศึกษา ด้วยคำถามต่อไปนี้:"	"q00body_q0p2_5c9d213777a436.20235046_0"	"PISA_tha-THA_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"2204"	"Click on a choice to answer the question."	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบ&lt;br /&gt;คำถาม"	"MA126_question01_itemDirectionsQ01_5c9d214b506370.60535880_1_0"	"PISA_tha-THA_MAT_MA126-Robot_en21_MS2022.xlf"
"5133"	"Use the spreadsheet to help you answer the question below."	"ให้ใช้โปรแกรมสเปรดชีตเพื่อช่วยนักเรียนในการตอบคำถามข้างล่าง"	"q2MA161_question_q2itemDirections_5c9d2137a35226.15708627_1_0"	"PISA_tha-THA_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"967"	"The row(s) you select will be marked with a star."	"แถวที่นักเรียนเลือกจะมี&lt;br /&gt;เครื่องหมายดาวปรากฏ"	"menu_1_menuP5_5c9d2136e91833.43998594_1_0"	"PISA_tha-THA_MAT_MA112-Metabolism_en21_MS2022.xlf"
"3912"	"Click on the choices in the table to answer the question."	"ให้คลิกตัวเลือกในตารางเพื่อตอบ&lt;br /&gt;คำถาม"	"q3MA144_question_q3itemDirections_5c9d2164d14836.39405170_1_0"	"PISA_tha-THA_MAT_MA144-Yogurt_en21_MS2022.xlf"
"3182"	"Select from the drop-down menus to answer the question."	"ให้เลือกจากรายการตามที่แสดงเพื่อตอบคำถาม"	"Q1MA134_question_Q1ItmDirP1Id_5c9d2164317095.77316110_1_0"	"PISA_tha-THA_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"42"	"Front view"	"มุมมอง&lt;br /&gt;ด้านหน้า"	"MA112_question1_tr0td3_5c9d21361a7fb0.09843308_0"	"PISA_tha-THA_MAT_MA101-BuildingBlocks_en21_MS2022.xlf"
"2658"	"Slept 8 hours or less"	"นอนหลับน้อยกว่าหรือเท่ากับ&lt;br /&gt; 8 ชั่วโมง"	"Page3_stimulus_S03_2tr2td2_5c9d214b867814.73918537_0"	"PISA_tha-THA_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"4578"	"A"	"C"	"MA154_stimulus1_img1aLbl3_5c9d2165588bc7.82795793_0"	"PISA_tha-THA_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"891"	"To run this simulation, follow these steps:"	"ในการใช้โปรแกรมคำนวณ ให้ทำตามขั้นตอนเหล่านี้:"	"q00body_q0p1_5c9d2136e26543.48980409_0"	"PISA_tha-THA_MAT_MA112-Metabolism_en21_MS2022.xlf"
"2493"	"In this simulation, you will be able to explore how different volumes of water from different sources affect the salinity of a water mixture."	"ในสถานการณ์จำลองนี้ นักเรียนจะได้สำรวจว่าปริมาตรของน้ำที่แตกต่างกันจากแหล่งน้ำที่แตกต่างกันส่งผลต่อค่าความเค็มของน้ำที่ผสมกันอย่างไร"	"menu_1_menu_p1_5c9d213730b6c5.78887158_0"	"PISA_tha-THA_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
