"Segment"	"en-ZZ"	"ar-AE"	"ID"	"File"
"2244"	"Low"	"قليل"	"js_translation_low_51940bae34a947.00199980_0"	"PISA_ara-ARE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2500"	"Disadvantage"	"السلبية"	"S638_question2_header2_51804fe1804f46.37227767_0"	"PISA_ara-ARE_SCI_S638-OilSpills_en15_MS2022.xlf"
"1447"	"Species A"	"الأنواع A"	"S608_stimulus2_le21_515e3a72353145.75321740_0"	"PISA_ara-ARE_SCI_S608-Ammonoids_en15_MS2022.xlf"
"2341"	"decrease"	"تنقص"	"question3_1_o3_2_51940bae4048a1.83833544_0"	"PISA_ara-ARE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2449"	"Herring"	"أسماك الرنجة"	"stimulus2_1_stimulus2_32_51940bae4fa633.51525668_0"	"PISA_ara-ARE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2421"	"Herring"	"أسماك الرنجة"	"S635_stimulus1_cap3_51940bae4c1698.60208534_0"	"PISA_ara-ARE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2340"	"increase"	"تزداد"	"question3_1_o3_1_51940bae404654.16466940_0"	"PISA_ara-ARE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2375"	"increase"	"تزداد"	"question5_1_o5b_1_51940bae44bde1.09195708_0"	"PISA_ara-ARE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2407"	"✔ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✔ تذكر أن تختار &lt;b&gt; مربعاً واحداً أو أكثر &lt;/b&gt; للإجابة عن السؤال."	"S662_question7_q7p3_51940bae49c112.44979934_0"	"PISA_ara-ARE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"277"	"Medium"	"متوسطة"	"S413_question3_q3t4tr5td2_50ec425ae7c848.29543493_0"	"PISA_ara-ARE_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2541"	"&lt;b&gt;Oil Spills&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;تسرب النفط &lt;/b&gt;&lt;br /&gt; السؤال"	"S638_question5_itemTitle5_51804fe18b9630.39685907_0"	"PISA_ara-ARE_SCI_S638-OilSpills_en15_MS2022.xlf"
"822"	"B"	"ب"	"S527_question1_tr1th3_1_50ec1f21dd7443.40887573_0"	"PISA_ara-ARE_SCI_S527-ExtinctionOfTheDinosaurs_en15_MS2022.xlf"
"961"	"S602 Urban Heat Island Effect"	"S602 النمو الحضري وارتفاع درجات الحرارة"	"S602_stimulus2_unknownID_515e3a71f23b87.73675307_0"	"PISA_ara-ARE_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"1620"	"Steep"	"شديد"	"sim_1_simSlopeSteep_5193d35634d4b9.08521579_0"	"PISA_ara-ARE_SCI_S615-Tsunami_en15_MS2022.xlf"
"1456"	"Time (million years ago)"	"الزمن( بمليون سنة ماضية)"	"S608_stimulus2_p23_515e3a72356726.27719046_0"	"PISA_ara-ARE_SCI_S608-Ammonoids_en15_MS2022.xlf"
"2585"	"In this simulation, you will be able to see how different types of light bulbs with different power levels function. The light bulb tester will show the amount of light output (measured in lumens) as well as the light bulb's efficiency (measured in lumens per watt)."	"في هذه المحاكاة سترى كيف تعمل أنواع مختلفة من المصابيح الكهربائية ذات مستويات وقدرات مختلفة. سيبين جهاز اختبار المصباح الكهربائي كمية الضوء الناتج (تقاس باللومن)، بالإضافة إلى كفاءة المصباح الكهربائي (تقاس باللومن لكل واط)."	"question2_1_Q02P1_51940c1020aec2.48208157_0"	"PISA_ara-ARE_SCI_S643-LightBulbs_en15_MS2022.xlf"
"806"	"A"	"أ"	"S514_stimulus2_d2l1_50ed29f23cfdc5.56528447_0"	"PISA_ara-ARE_SCI_S514-DevelopmentAndDisaster_en15_MS2022.xlf"
"2173"	"&lt;b&gt;Vaccination and Spreading of Disease&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;التطعيم وتفشي الأمراض&lt;/b&gt;&lt;br /&gt; سؤال"	"question3_1_itemTitle03_5193fde5a01601.20351783_0"	"PISA_ara-ARE_SCI_S634-Vaccination_en15_MS2022.xlf"
"2774"	"The Run button to display the results."	"زر التشغيل لعرض النتائج"	"menu_1_menuLi3_51940c103317a2.93942447_0"	"PISA_ara-ARE_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2454"	"Cod"	"أسماك القد"	"stimulus2_1_stimulus2_40_51940bae4fc2b5.26193598_0"	"PISA_ara-ARE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2999"	"&lt;i&gt;Refer to &quot;Treatment Study&quot; on the right. Click on a choice to answer the question. &lt;/i&gt;"	"&lt;i&gt;ارجع إلى &quot; الآفات الحشرية &quot; على الجانب الأيسر. اطبع إجابتك عن السؤال&lt;/i&gt;"	"S657_question3_itemDirections3_518050dc4491b0.06692657_0"	"PISA_ara-ARE_SCI_S657-InvasiveSpecies_en15_MS2022.xlf"
"808"	"C"	"ج"	"S514_stimulus2_d2l3_50ed29f23d0266.84015134_0"	"PISA_ara-ARE_SCI_S514-DevelopmentAndDisaster_en15_MS2022.xlf"
"1769"	"&lt;i&gt; Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&lt;i&gt; تذكر أن تختار &lt;b&gt;مربعاً واحداً أو أكثر&lt;/b&gt; للإجابة عن السؤال.&lt;/i&gt;"	"S625_question3_Reminder_515e3a72606b12.91412290_0"	"PISA_ara-ARE_SCI_S625-WildfiresAndTheFireTriangle_en15_MS2022.xlf"
"2209"	"&lt;i&gt;Click on one or more boxes to answer the question.&lt;/i&gt;"	"&lt;i&gt;انقر على مربع واحد أو أكثر للاجابة عن السؤال.&lt;/i&gt;"	"CS634_Q05_itemDirections5_5193fde5a492d6.48884888_0"	"PISA_ara-ARE_SCI_S634-Vaccination_en15_MS2022.xlf"
"2456"	"Low"	"منخفض"	"stimulus2_1_stimulus2_44_51940bae4fcc02.17470008_0"	"PISA_ara-ARE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2621"	"&lt;b&gt;Comparing Light Bulbs&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;مقارنة بين المصابيح الكهربائية &lt;/b&gt;&lt;br /&gt; السؤال"	"question5_1_itemTitle05_51940c10264665.80289516_0"	"PISA_ara-ARE_SCI_S643-LightBulbs_en15_MS2022.xlf"
"1541"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;اقرأ المقدمة . ثم إضغط على سهم &quot;التالي&quot;.&lt;/i&gt;"	"question0_1_itemDirections00_5193d3562518e5.63977402_0"	"PISA_ara-ARE_SCI_S615-Tsunami_en15_MS2022.xlf"
"1138"	"Explain why.&lt;br /&gt;"	"علل إجابتك.&lt;br /&gt;"	"S604_question4_q45_51804e6bc71e39.55952968_0"	"PISA_ara-ARE_SCI_S604-WaterFromFog_en15_MS2022.xlf"
"381"	"&lt;i&gt;Refer to &quot;Penguin Island  – Table 1&quot; on the right. Click on a choice to answer to the question.&lt;/i&gt;"	"&lt;i&gt; ارجع إلى &quot;جزيرة البطريق&quot;&amp;ndash; الجدول 1 على الجانب الأيسر. انقر على خيار للإجابة عن السؤال.&lt;/i&gt;"	"S425_question3_itemDirections3_50ec584eda5e33.33364954_0"	"PISA_ara-ARE_SCI_S425-PenguinIsland_en15_MS2022.xlf"
"1443"	"S608 Ammonoids"	"S608 الأمونيات"	"S608_stimulus2_unknownID_515e3a72350b72.98943856_0"	"PISA_ara-ARE_SCI_S608-Ammonoids_en15_MS2022.xlf"
"2231"	"Please click on the NEXT arrow to continue."	"انقر على سهم التالي للمتابعة."	"stimulus_1_automationMsg2_5193fde5a8b6f0.19499830_0"	"PISA_ara-ARE_SCI_S634-Vaccination_en15_MS2022.xlf"
"2461"	"Good!&lt;br /&gt; Please click on the NEXT arrow to continue."	"جيد! &lt;br /&gt; انقر على زر &quot; التالي &quot; للمتابعة."	"stimulus2_1_stimulus2_49_51940bae4fe598.93213774_0"	"PISA_ara-ARE_SCI_S635-SaveTheFish_en15_MS2022.xlf"
