"Segment"	"en-ZZ"	"az-QZ"	"ID"	"File"
"2298"	"select"	"Seçim et"	"question5_1_o5_0_56f9ce166e3af9.74987360_0"	"PISA_aze-QAZ_SCI_S635-SaveTheFish_en18_MS2022.xlf"
"969"	"Elephants and Acacia Trees"	"Fillər və Akasiya Ağacları"	"S603_question2_attr_alt_attr_question2_4_56f9ce15c4da38.35861782_0"	"PISA_aze-QAZ_SCI_S603-ElephantsAndAcaciaTrees_en18_MS2022.xlf"
"963"	"compared with"	"Qarışqası olan A növlərinin"	"S603_question2_nested11a_56f9ce15c4afc2.29681961_0"	"PISA_aze-QAZ_SCI_S603-ElephantsAndAcaciaTrees_en18_MS2022.xlf"
"2801"	"Delete some data to run more trials."	"Daha çox sınaq başlatmaq üçün bəzi məlumatları silin."	"js_translation_deleteMsg_56f9ce16a498c3.89421006_0"	"PISA_aze-QAZ_SCI_S646-Nanoparticles_en18_MS2022.xlf"
"971"	"Elephants and Acacia Trees"	"Fillər və Akasiya Ağacları"	"S603_question2_attr_alt_attr_question2_6_56f9ce15c4dcc7.99218200_0"	"PISA_aze-QAZ_SCI_S603-ElephantsAndAcaciaTrees_en18_MS2022.xlf"
"1912"	"Car Tyres"	"Avtomobil Şinləri"	"S627_stimulus2_attr_alt_attr_stimulus2_3_56f9ce16351b47.95975640_0"	"PISA_aze-QAZ_SCI_S627-CarTyres_en18_MS2022.xlf"
"2922"	"&lt;b&gt;Habitable Zone&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Yaşayış Üçün Yararlı Zonalar&lt;/b&gt;&lt;br /&gt; Sual"	"S648_Q5_QitemTitle5_56f9ce16b3ca09.57483613_0"	"PISA_aze-QAZ_SCI_S648-HabitableZone_en18_MS2022.xlf"
"1875"	"&lt;b&gt;Sound in Marine Habitats&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Dəniz Mühitində Səs&lt;/b&gt;&lt;br /&gt; Sual"	"S626_question3_itemTitle_3_56f9ce1630abb9.61592493_0"	"PISA_aze-QAZ_SCI_S626-SoundInMarineHabitats_en18_MS2022.xlf"
"2182"	"&lt;b&gt;Recovered/Vaccinated:&lt;/b&gt; Individuals in this state either had the disease and then recovered from it or have been vaccinated to prevent the disease. In the simulation, these individuals cannot get the disease."	"&lt;b&gt;Sağalmış/Peyvənd edilmiş:&lt;/b&gt; Bu vəziyyətdə olan şəxslər ya xəstədir və bu xəstəlikdən sağalıb ya da xəstəliyin qarşısı alınmaq üçün peyvənd edilib. Bu simulyasiyada bu şəxslər xəstəliyə yoluxa bilməzlər."	"menu_1_aMenutr3td2_56f9ce16621287.39608320_0"	"PISA_aze-QAZ_SCI_S634-Vaccination_en18_MS2022.xlf"
"2272"	"increase"	"artacaq"	"question3_1_o3b_1_56f9ce166ae2e0.28750180_0"	"PISA_aze-QAZ_SCI_S635-SaveTheFish_en18_MS2022.xlf"
"1207"	"Elephants and Acacia Trees"	"Fillər və Akasiya Ağacları"	"S603_stimulus1_title1_56f9ce15de9559.53908469_0"	"PISA_aze-QAZ_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"2302"	"select"	"Seçim et"	"question5_1_o5b_0_56f9ce166e4685.90770887_0"	"PISA_aze-QAZ_SCI_S635-SaveTheFish_en18_MS2022.xlf"
"2582"	"&lt;b&gt;Comparing Light Bulbs&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;İşıq lampalarının müqayisəsi&lt;/b&gt;&lt;br /&gt; Sual"	"question6_1_itemTitle06_56fd8ed92d59f2.26493141_0"	"PISA_aze-QAZ_SCI_S643-LightBulbs_en18_MS2022.xlf"
"1787"	"Sound in Marine Habitats"	"Dəniz mühitində səs"	"S626_stimulus2_attr_alt_attr_stimulus2_6_56f9ce1628f0f7.27216765_0"	"PISA_aze-QAZ_SCI_S626-SoundInMarineHabitats_en18_MS2022.xlf"
"2912"	"&lt;b&gt;Habitable Zone&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Yaşayış Üçün Yararlı Zonalar&lt;/b&gt;&lt;br /&gt; Sual"	"S648_question4_qitemTitle4_56f9ce16b269d3.38854232_0"	"PISA_aze-QAZ_SCI_S648-HabitableZone_en18_MS2022.xlf"
"2973"	"&lt;i&gt;Refer to &quot;Treatment Study&quot; on the right. Click on a choice to answer the question. &lt;/i&gt;"	"&lt;i&gt;Sağda verilmiş &quot;Müalicə araşdırması&quot; mətninə müraciət edin. Suala cavab vermək üçün seçimlərdən birini klikləyin.&lt;/i&gt;"	"S657_question3_itemDirections3_56f9ce16b9b609.73618562_0"	"PISA_aze-QAZ_SCI_S657-InvasiveSpecies_en18_MS2022.xlf"
"1784"	"Sound in Marine Habitats"	"Dəniz mühitində səs"	"S626_stimulus2_attr_alt_attr_stimulus2_3_56f9ce1628ecb7.68681815_0"	"PISA_aze-QAZ_SCI_S626-SoundInMarineHabitats_en18_MS2022.xlf"
