"Segment"	"en-ZZ"	"lv-LV"	"ID"	"File"
"3123"	"Click on a choice and then type an explanation to answer the question."	"Noklikšķini uz atbildes varianta, un tad uzraksti skaidrojumu, lai atbildētu uz jautājumu."	"R552_question08_q08itemDirections_56fd79426a23e6.65077049_1_0"	"PISA_lav-LVA_REA_R552-FestiRock_en18_MS2022.xlf"
"2249"	"Then click on the Next arrow."	"tad noklikšķini uz bultiņas."	"q00bbody_question00c_1_56fc782e029172.52657575_1_0"	"PISA_lav-LVA_REA_R547-BookSurvey_en18_MS2022.xlf"
"4316"	"&lt;b&gt;Opening Night&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Pirmizrāde&lt;/b&gt;&lt;br /&gt;"	"R562_question05_q05itemTitle_56fc783b44dd42.19551287_0_0"	"PISA_lav-LVA_REA_R562-OpeningNight_en18_MS2022.xlf"
"5039"	"&lt;b&gt;The Skellig Rocks&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Skeligrokas salas &lt;/b&gt;&lt;br /&gt;"	"R566_question03_q03itemTitle_56fc786b847d26.83461585_0_0"	"PISA_lav-LVA_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5826"	"Football Field"	"Futbola laukumā"	"q5R569_question_question05_5_56fc7879535569.34262971_0"	"PISA_lav-LVA_REA_R569-TheCleanup_en18_MS2022.xlf"
"5571"	"Type your answer to the question."	"Uzraksti atbildi uz jautājumu."	"R568_question04_q04itemDirections_56fc784aa79954.99366440_1_0"	"PISA_lav-LVA_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4898"	"&lt;b&gt;Sitting Disease&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Sēdēšanas slimība &lt;/b&gt;&lt;br /&gt;"	"R565_question8_itemTitle_56fc785d634517.47268584_0_0"	"PISA_lav-LVA_REA_R565-SittingDisease_en18_MS2022.xlf"
"6175"	"Then click on the NEXT arrow.&lt;/i&gt;"	"tad noklišķini uz bultiņas.&lt;/i&gt;"	"q00body_q00itemDirections_56fd23111a5057.38756393_1_0"	"PISA_lav-LVA_REA_R590-Sentences01_en18_MS2022.xlf"
"5384"	"&lt;b&gt;Smokejumpers&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Gaisa ugunsdzēsēji&lt;/b&gt;&lt;br /&gt;"	"q0b-body_itemTitle0b_56fc78791b8bb1.21197988_0"	"PISA_lav-LVA_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5393"	"Click on a choice to answer the question."	"Izvēlies atbildi uz jautājumu un uzklikšķini uz tās."	"R568_question10_q10itemDirections_56fc78791dc480.80691911_1_0"	"PISA_lav-LVA_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4280"	"&lt;b&gt;Opening Night&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Pirmizrāde&lt;/b&gt;&lt;br /&gt;"	"R562_question01_q01itemTitle_56fc783b4081b5.03866160_0_0"	"PISA_lav-LVA_REA_R562-OpeningNight_en18_MS2022.xlf"
"5939"	"Then click on the NEXT arrow."	"tad noklikšķini uz bultiņas."	"q00c-body_q00c-itemDirections_56fc787976ba68.37031688_1_0"	"PISA_lav-LVA_REA_R570-TheFavour_en18_MS2022.xlf"
"4330"	"&lt;b&gt;Opening Night&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Pirmizrāde&lt;/b&gt;&lt;br /&gt;"	"R562_question06_q06itemTitle_56fc783b465787.29101936_0_0"	"PISA_lav-LVA_REA_R562-OpeningNight_en18_MS2022.xlf"
"6028"	"Click on a choice to answer the question."	"Izvēlies atbildi uz jautājumu un uzklikšķini uz tās."	"R570_question06_q06itemDirections_56fc78797f34f1.87101971_1_0"	"PISA_lav-LVA_REA_R570-TheFavour_en18_MS2022.xlf"
"2267"	"&lt;i&gt;Refer to the School’s Email on the right."	"&lt;i&gt; Izmanto informāciju no skolas e-pasta, kas atrodas pa labi."	"R547_question2_itemDirections_56fc782e072020.06902189_0_0"	"PISA_lav-LVA_REA_R547-BookSurvey_en18_MS2022.xlf"
"3744"	"Tyson Electronics"	"Uz Taisona elektronikas vietni"	"R558_question09_question09_1_56fc786b14f066.72805285_0"	"PISA_lav-LVA_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"5008"	"Then click on the NEXT arrow."	"tad noklikšķini uz bultiņas."	"q00b-body_q00b-itemDirections_56fc786b7c7802.60907040_1_0"	"PISA_lav-LVA_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4134"	"Type your answer to the question."	"Noklikšķini uz atbildes varianta un tad ieraksti skaidrojumu savai atbildei uz jautājumu."	"R561_question02_q02itemDirections_56fc785d28cac5.31556981_1_0"	"PISA_lav-LVA_REA_R561-OlympicFlag_en18_MS2022.xlf"
"1902"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt; Izpildi uzdevumus, balstoties uz abiem informācijas avotiem labajā pusē, uzklikšķinot uz katras no cilnēm."	"R544_question12_itemDirections_56fc78216b9a04.98619256_0_0"	"PISA_lav-LVA_REA_R544-Tesla_en18_MS2022.xlf"
"582"	"&lt;b&gt;SOUTH POLE - Document 2&lt;/b&gt;"	"&lt;b&gt;DIENVIDPOLS &amp;mdash; 2. DOKUMENTS&lt;/b&gt;"	"R220_stimulus_title_50d3746bdc6bd6.90694267_0"	"PISA_lav-LVA_REA_R220-SouthPole_en15_MS2022.xlf"
"4632"	"Type your answers to the questions."	"Uzraksti savu atbildi uz jautājumu."	"R563_question10_q10itemDirections_56fc786b4e31f5.41702157_1_0"	"PISA_lav-LVA_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3237"	"&lt;b&gt;Teen Health Forum&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt; Pusaudžu veselības forums&lt;/b&gt;&lt;br /&gt;"	"R553_question2_q02itemTitle_56fc784a5d5d98.95342202_0_0"	"PISA_lav-LVA_REA_R553-HealthForum_en18_MS2022.xlf"
"2119"	"Refer to “Visit Majestic Machu Picchu” on the right."	"Izmanto informāciju &quot;Apmeklējiet majestātisko Maču Pikču&quot;, kas atrodas pa labi."	"R545_question04_Q04itemDirections_56fc7821af1393.01483290_0_0"	"PISA_lav-LVA_REA_R545-MachuPicchu_en18_MS2022.xlf"
"2282"	"Click on a choice to answer the question.&lt;/i&gt;"	"Noklikšķini uz atbildes varianta, lai atbildētu uz jautājumu. &lt;/i&gt;"	"R547_question01_itemDirections_56fc782e08b391.57814376_1_0"	"PISA_lav-LVA_REA_R547-BookSurvey_en18_MS2022.xlf"
"2102"	"True"	"Pareizs"	"R545_question03_Q03tr1th2_56fc7821ad9111.87122059_0"	"PISA_lav-LVA_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1312"	"True"	"Pareizs"	"Q07_question_tr1th2_56fc7820d48a65.56061412_0"	"PISA_lav-LVA_REA_R541-Plastic_en18_MS2022.xlf"
"589"	"continuous&lt;br /&gt;daylight"	"nepārtraukta
dienas
&lt;br /&gt;gaisma"	"R220_stimulus_label7_50d3746bdc8153.05099723_0"	"PISA_lav-LVA_REA_R220-SouthPole_en15_MS2022.xlf"
"1042"	"is 10 years old&lt;br /&gt; And will reimburse you up to £"	"svin 10 gadus &lt;br /&gt; un atmaksā izdevumus līdz"	"R466_stimulus_line1_50d37b1d101bb1.99242418_0"	"PISA_lav-LVA_REA_R466-WorkRight_en15_MS2022.xlf"
"5929"	"Then click on the NEXT arrow."	"tad noklikšķini uz bultiņas."	"q00b-body_q00b-itemDirections_56fc787975ae90.73732058_1_0"	"PISA_lav-LVA_REA_R570-TheFavour_en18_MS2022.xlf"
"5310"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Noklikšķini uz &lt;b&gt;Pareizs&lt;/b&gt; vai &lt;b&gt;Nepareizs&lt;/b&gt; pie katra apgalvojuma."	"R567_question08_q08p1_56fc78791575d5.59175189_1_0"	"PISA_lav-LVA_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"2728"	"Hours"	"&lt;b&gt;Darba laiks&lt;/b&gt;"	"R550_hours_hours_l6_56fc785ccf84a4.37189250_0"	"PISA_lav-LVA_REA_R550-CliffPalace_en18_MS2022.xlf"
"4855"	"Give one example."	"Mini vienu piemēru."	"R565_question4_q04p2_56fc785d5dbe67.20096851_0"	"PISA_lav-LVA_REA_R565-SittingDisease_en18_MS2022.xlf"
"3426"	"Click on a choice to answer the question.&lt;/i&gt;"	"Noklikšķini uz atbildes varianta, lai atbildētu uz jautājumu. &lt;/i&gt;"	"R556_question3_itemDirections_56fc783ac55ff8.32442383_1_0"	"PISA_lav-LVA_REA_R556-Microlending_en18_MS2022.xlf"
"1064"	"Post code:"	"Pasta indekss :"	"R466_stimulus_line12_50d37b1d106979.26271048_0"	"PISA_lav-LVA_REA_R466-WorkRight_en15_MS2022.xlf"
"3014"	"Date:"	"Datums:"	"pg3_stimulus_pg3p9_56fd79425aaa51.78520711_0"	"PISA_lav-LVA_REA_R552-FestiRock_en18_MS2022.xlf"
"5636"	"Refer to both sources on the right by clicking on each of the tabs."	"Izmanto informāciju labajā pusē, noklikšķinot uz katras no cilnēm."	"R568_question09_q09itemDirections_56fc784aaf50f2.75963302_0_0"	"PISA_lav-LVA_REA_R568-SpaceDebris_en18_MS2022.xlf"
"588"	"continuous&lt;br /&gt;daylight"	"nepārtraukta
dienas
&lt;br /&gt;gaisma"	"R220_stimulus_label6_50d3746bdc7e47.56330457_0"	"PISA_lav-LVA_REA_R220-SouthPole_en15_MS2022.xlf"
"5655"	"Refer to both sources on the right by clicking on each of the tabs."	"Izmanto informāciju labajā pusē, noklikšķinot uz katras no cilnēm."	"R568_question10_q10itemDirections_56fc784ab36f21.34700073_0_0"	"PISA_lav-LVA_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3483"	"Click on a choice to answer the question.&lt;/i&gt;"	"Noklikšķini uz atbildes varianta, lai atbildētu uz jautājumu. &lt;/i&gt;"	"R556_question8_itemDirections_56fc783adbd281.82516807_1_0"	"PISA_lav-LVA_REA_R556-Microlending_en18_MS2022.xlf"
"5106"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&amp;check; &lt;i&gt;Neaizmirsti atzīmēt &lt;b&gt;vienu vai vairākus &lt;/b&gt;lodziņus.&lt;/i&gt;"	"R566_question07_q07p2_56fc786b8be128.35981027_0"	"PISA_lav-LVA_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5647"	"&lt;b&gt;Space Debris&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt; Kosmosa atkritumi&lt;/b&gt;&lt;br /&gt;"	"q0b-body_itemTitle0b_56fc784ab1fd13.59797946_0"	"PISA_lav-LVA_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3073"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Noklikšķini uz &lt;b&gt;Jā&lt;/b&gt; vai &lt;b&gt;Nē&lt;/b&gt;  pie katra apgalvojuma."	"R552_question04_q04p1_56fd794262d554.82542321_1_0"	"PISA_lav-LVA_REA_R552-FestiRock_en18_MS2022.xlf"
"2003"	"&lt;i&gt;Refer to “Man of the Future” on the right."	"&lt;i&gt;Izpildi uzdevumus, balstoties uz informāciju, kas dota tekstā &quot;Nākotnes cilvēks&quot; labajā pusē."	"R544_question8_itemDirections_56fc7821801f42.81584931_0_0"	"PISA_lav-LVA_REA_R544-Tesla_en18_MS2022.xlf"
"3708"	"Click on a search result to answer the question.&lt;/i&gt;"	"Noklikšķini uz meklēšanas rezultāta, lai atbildētu uz jautājumu.&lt;/i&gt;"	"R558_question7_itemDirections_56fc786b10a3c6.39234435_1_0"	"PISA_lav-LVA_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"3262"	"Click on a choice to answer the question.&lt;/i&gt;"	"Noklikšķini uz atbildes varianta, lai atbildētu uz jautājumu. &lt;/i&gt;"	"R553_question4_q04itemDirections_56fc784a5fe943.11595551_1_0"	"PISA_lav-LVA_REA_R553-HealthForum_en18_MS2022.xlf"
"6072"	"Type your answer to the question."	"Uzraksti atbildi uz jautājumu."	"R570_question09_q09itemDirections_56fc7879881e32.81696271_1_0"	"PISA_lav-LVA_REA_R570-TheFavour_en18_MS2022.xlf"
"2486"	"Then click on the NEXT arrow."	"tad noklikšķini uz bultiņas."	"q00a-body_q00a-itemDirections_56fc786aca1045.24770633_1_0"	"PISA_lav-LVA_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2572"	"&lt;b&gt;Message in a Bottle&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Vēstule pudelē &lt;/b&gt;&lt;br /&gt;"	"R549_question07_q07itemTitle_56fc786ad3f8b3.08618007_0_0"	"PISA_lav-LVA_REA_R549-MessageInABottle_en18_MS2022.xlf"
"1914"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Izpildi uzdevumus, balstoties uz abiem informācijas avotiem labajā pusē, uzklikšķinot uz katras no cilnēm."	"R544_question13_itemDirections_56fc7821777325.89058352_0_0"	"PISA_lav-LVA_REA_R544-Tesla_en18_MS2022.xlf"
"4832"	"Type your answer to the question.&lt;/i&gt;"	"Uzraksti savu atbildi uz jautājumu. &lt;/i&gt;"	"R565_question2_itemDirections_56fc785d5accf1.97912779_1_0"	"PISA_lav-LVA_REA_R565-SittingDisease_en18_MS2022.xlf"
"3403"	"&lt;i&gt;Refer to “What is Microlending?” on the right."	"&lt;i&gt;Izmanto informāciju no raksta “Kas ir mikrokreditēšana?”, kas atrodas pa labi."	"R556_question2_itemDirections_56fc783ac2dd82.36710021_0_0"	"PISA_lav-LVA_REA_R556-Microlending_en18_MS2022.xlf"
"2103"	"False"	"Nepareizs"	"R545_question03_Q03tr1th3_56fc7821ad93b8.10756218_0"	"PISA_lav-LVA_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1957"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Noklikšķini uz &lt;b&gt;Jā&lt;/b&gt; vai &lt;b&gt;Nē&lt;/b&gt;  pie katra apgalvojuma."	"R544_question4_question4_1_56fc78217b0235.67596425_1_0"	"PISA_lav-LVA_REA_R544-Tesla_en18_MS2022.xlf"
"1313"	"False"	"Nepareizs"	"Q07_question_tr1th3_56fc7820d48d81.68230758_0"	"PISA_lav-LVA_REA_R541-Plastic_en18_MS2022.xlf"
"5163"	"Web Search"	"Meklējumi internetā"	"R567_stimulus3_pg03h1_56fc7879075bd6.57758343_0"	"PISA_lav-LVA_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"2316"	"Click on a choice to answer the question.&lt;/i&gt;"	"Noklikšķini uz atbildes varianta, lai atbildētu uz jautājumu. &lt;/i&gt;"	"R547_question6_itemDirections_56fc782e0d8454.46459147_1_0"	"PISA_lav-LVA_REA_R547-BookSurvey_en18_MS2022.xlf"
"3218"	"Then click on the NEXT arrow.&lt;/i&gt;"	"Tad noklikšķini uz bultiņas.&lt;/i&gt;"	"question00b_1_itemDirections0b_56fc784a5b0b61.65001921_1_0"	"PISA_lav-LVA_REA_R553-HealthForum_en18_MS2022.xlf"
"5542"	"True"	"Pareizs"	"R568_question02_q02tr1th2_56fc784aa47db9.34290218_0"	"PISA_lav-LVA_REA_R568-SpaceDebris_en18_MS2022.xlf"
"1050"	"&lt;b&gt;2/ Complete&lt;/b&gt; the form below.&lt;br /&gt; &lt;b&gt;3/ Attach&lt;/b&gt; a copy of your proof of purchase as well as the bar code(s) or price tag(s) of the original products.&lt;br /&gt; &lt;b&gt;4/ Send&lt;/b&gt;, within 15 days of purchase, to the following address:&lt;br /&gt;"	"&lt;b&gt;2) Aizpildiet zemāk doto&lt;/b&gt; pieteikumu.&lt;br /&gt; &lt;b&gt;3) Pievienojiet&lt;/b&gt; pirkuma kvīts kopiju un nopirkto produktu svītru kodu (-s) vai cenas zīmi (-es).&lt;br /&gt; &lt;b&gt;4) Nosūtiet&lt;/b&gt;15 dienu laikā pēc pirkuma izdarīšanas uz sekojošu adresi:&lt;br /&gt;"	"R466_stimulus_section2_50d37b1d103224.56881726_0"	"PISA_lav-LVA_REA_R466-WorkRight_en15_MS2022.xlf"
"4334"	"Click on a choice and then type an explanation to answer the question."	"Noklikšķini uz atbildes varianta, un tad uzraksti skaidrojumu, lai atbildētu uz jautājumu."	"R562_question06_q06itemDirections_56fc783b465e44.74175451_1_0"	"PISA_lav-LVA_REA_R562-OpeningNight_en18_MS2022.xlf"
"5534"	"&lt;b&gt;Space Debris&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Kosmosa atkritumi &lt;/b&gt;&lt;br /&gt;"	"R568_question02_q02itemTitle_56fc784aa46be8.52597025_0_0"	"PISA_lav-LVA_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2058"	"Then click on the NEXT arrow."	"tad noklikšķini uz bultiņas."	"R545_question00_q00itemDirections_56fc7821a9d332.06999644_1_0"	"PISA_lav-LVA_REA_R545-MachuPicchu_en18_MS2022.xlf"
"2012"	"&lt;i&gt;Refer to “Man of the Future” on the right."	"&lt;i&gt;Izpildi uzdevumus, balstoties uz informāciju, kas dota tekstā &quot;Nākotnes cilvēks&quot; labajā pusē."	"R544_question9_itemDirections_56fc782181a288.51990939_0_0"	"PISA_lav-LVA_REA_R544-Tesla_en18_MS2022.xlf"
"2175"	"www.zedtownhigh.library.surveyresults.edu"	"www.zedtaunasvsk.biblioteka.aptaujasrezultati.edu"	"Page2_stimulus_urlTxt_56fc782df090a6.46137641_0"	"PISA_lav-LVA_REA_R547-BookSurvey_en18_MS2022.xlf"
"3660"	"Click on a choice to answer the question.&lt;/i&gt;"	"Noklikšķini uz atbildes varianta, lai atbildētu uz jautājumu. &lt;/i&gt;"	"R558_question_itemDirections_56fc786b0b1541.82805878_1_0"	"PISA_lav-LVA_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"1049"	"&gt; For purchases between £60 and £149.99, Work Right will reimburse you £20.&lt;br /&gt; &gt; For purchases between £150 and £299.99, Work Right will reimburse you £50.&lt;br /&gt; &gt; For purchases of £300 or more, Work Right will reimburse you £100.&lt;br /&gt;"	"&gt; O-Birojs atmaksā €&lt;span id=&quot;q3key&quot;&gt;20&lt;/span&gt; pirkumiem no €60 līdz €149,99.&lt;br /&gt; &gt; O-Birojs atmaksā €50 pirkumiem no €150 līdz €299,99.&lt;br /&gt; &gt; O-Birojs atmaksā €100 pirkumiem no €300 un vairāk. &lt;br /&gt;"	"R466_stimulus_line5_50d37b1d102f90.98551002_0"	"PISA_lav-LVA_REA_R466-WorkRight_en15_MS2022.xlf"
"2292"	"&lt;b&gt;Book Survey&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt; Grāmatu aptauja&lt;/b&gt;&lt;br /&gt;"	"R547_question01_itemTitle_56fc782e09fa97.18259824_0_0"	"PISA_lav-LVA_REA_R547-BookSurvey_en18_MS2022.xlf"
"1673"	"Click on a choice to answer the question.&lt;/i&gt;"	"Noklikšķini uz atbildes varianta, lai atbildētu uz jautājumu. &lt;/i&gt;"	"R543_question2_itemDirections_56fc7821351641.10631472_1_0"	"PISA_lav-LVA_REA_R543-Nobel_en18_MS2022.xlf"
"392"	"&lt;b&gt;South Pole&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;DIENVIDPOLS&lt;/b&gt;&lt;br /&gt; jautājums"	"R220_question_itemTitle_50d3746bcb43c5.80450549_0"	"PISA_lav-LVA_REA_R220-SouthPole_en15_MS2022.xlf"
"5642"	"&lt;b&gt;Space Debris&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Kosmosa atkritumi &lt;/b&gt;&lt;br /&gt;"	"q0a-body_itemTitle0a_56fc784ab0bb14.87991620_0"	"PISA_lav-LVA_REA_R568-SpaceDebris_en18_MS2022.xlf"
"895"	"False"	"Nē"	"R455_question_tr1th3_50d3703a90c281.68114340_0"	"PISA_lav-LVA_REA_R455-ChocolateAndHealth_en15_MS2022.xlf"
"4113"	"Then click on the NEXT arrow."	"tad noklikšķini uz bultiņas."	"q00b-body_q00b-p1_56fc785d264c41.70943658_1_0"	"PISA_lav-LVA_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4942"	"Website"	"Interneta vietne"	"R566_Stimulus03_stimulus3_6_56fc786b74d361.28053469_0"	"PISA_lav-LVA_REA_R566-SkelligRocks_en18_MS2022.xlf"
"407"	"&lt;b&gt;South Pole&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;DIENVIDPOLS&lt;/b&gt;&lt;br /&gt; jautājums"	"R220_question_itemTitle_50d3746bccfeb6.33678152_0"	"PISA_lav-LVA_REA_R220-SouthPole_en15_MS2022.xlf"
"1854"	"Click on the NEXT arrow to read the second source."	"Uzklikšķini uz bultiņas un izlasi otro informācija avotu."	"question0b_1_q00p2_56fc7821660387.38299255_0"	"PISA_lav-LVA_REA_R544-Tesla_en18_MS2022.xlf"
"5618"	"&lt;b&gt;Space Debris&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Kosmosa atkritumi &lt;/b&gt;&lt;br /&gt;"	"R568_question08_q08itemTitle_56fc784aadb900.51172431_0_0"	"PISA_lav-LVA_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2537"	"&lt;b&gt;Message in a Bottle&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Vēstule pudelē &lt;/b&gt;&lt;br /&gt;"	"R549_question04_q04itemTitle_56fc786ad05194.81153432_0_0"	"PISA_lav-LVA_REA_R549-MessageInABottle_en18_MS2022.xlf"
"1723"	"Click on a choice to answer the question.&lt;/i&gt;"	"Noklikšķini uz atbildes varianta, lai atbildētu uz jautājumu. &lt;/i&gt;"	"R543_question6_itemDirections_56fc78213bd0d4.70959990_1_0"	"PISA_lav-LVA_REA_R543-Nobel_en18_MS2022.xlf"
"5270"	"False"	"Nepareizs"	"R567_question05_q05tr1th3_56fc787910fb30.40248662_0"	"PISA_lav-LVA_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1228"	"Then click on the NEXT arrow."	"Tad noklikšķini uz bultiņas."	"R541_question_q00introDirections_56fc7820cc9fa3.35314138_1_0"	"PISA_lav-LVA_REA_R541-Plastic_en18_MS2022.xlf"
"2736"	"Hours"	"&lt;b&gt;Darba laiks&lt;/b&gt;"	"R550_hours_r0c2_56fc785ccf94b6.67315688_0"	"PISA_lav-LVA_REA_R550-CliffPalace_en18_MS2022.xlf"
"5024"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&amp;check; &lt;i&gt;Neaizmirsti atzīmēt &lt;b&gt;vienu vai vairākus &lt;/b&gt;lodziņus.&lt;/i&gt;"	"R566_question01_q01p2_56fc786b7f01a9.64276582_0"	"PISA_lav-LVA_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5740"	"Then click on the NEXT arrow."	"tad noklikšķini uz bultiņas."	"q00a-body_q00a-itemDirections_56fc78794b5369.48599087_1_0"	"PISA_lav-LVA_REA_R569-TheCleanup_en18_MS2022.xlf"
"5006"	"&lt;b&gt;The Skellig Rocks&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Skeligrokas salas &lt;/b&gt;&lt;br /&gt;"	"q00b-body_itemTitle00b_56fc786b7c7408.77454414_0"	"PISA_lav-LVA_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5269"	"True"	"Pareizs"	"R567_question05_q05tr1th2_56fc787910f8b1.79894974_0"	"PISA_lav-LVA_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5577"	"Refer to the Web Search on the right."	"Izmanto informāciju no tīmekļa meklēšanas, kas atrodas pa labi."	"R568_question05_q05itemDirections_56fc784aa8cd49.98790140_0_0"	"PISA_lav-LVA_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2125"	"Refer to “Visit Majestic Machu Picchu” on the right."	"Izmanto informāciju &quot;Apmeklējiet majestātisko Maču Pikču&quot;, kas atrodas pa labi."	"R545_question02_Q06itemDirections_56fc7821b05912.78337269_0_0"	"PISA_lav-LVA_REA_R545-MachuPicchu_en18_MS2022.xlf"
"2312"	"&lt;b&gt;Book Survey&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt; Grāmatu aptauja&lt;/b&gt;&lt;br /&gt;"	"R547_question6_itemTitle_56fc782e0d7d28.14791330_0_0"	"PISA_lav-LVA_REA_R547-BookSurvey_en18_MS2022.xlf"
"583"	"latitude"	"Platuma
grādi"	"R220_stimulus_label1_50d3746bdc6fb4.64182930_0"	"PISA_lav-LVA_REA_R220-SouthPole_en15_MS2022.xlf"
"488"	"&lt;b&gt;SOUTH POLE - Document 1&lt;/b&gt;"	"&lt;b&gt;DIENVIDPOLS &amp;mdash; 1. DOKUMENTS  &lt;/b&gt;"	"R220_stimulus_title_50d3746bd36dc4.45087672_0"	"PISA_lav-LVA_REA_R220-SouthPole_en15_MS2022.xlf"
"2801"	"Autumn"	"Rudenī"	"R550_question01_question01_5_56fc785cdd6f33.13931411_0"	"PISA_lav-LVA_REA_R550-CliffPalace_en18_MS2022.xlf"
"5991"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each activity."	"Noklikšķini uz &lt;b&gt;Jā&lt;/b&gt; vai &lt;b&gt;Nē&lt;/b&gt; līdzās katrai nodarbei."	"R570_question04_q04p1_56fc78797ba9b4.63482118_1_0"	"PISA_lav-LVA_REA_R570-TheFavour_en18_MS2022.xlf"
"5267"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Noklikšķini uz &lt;b&gt;Pareizs&lt;/b&gt; vai &lt;b&gt;Nepareizs&lt;/b&gt; pie katra apgalvojuma."	"R567_question05_q05p1_56fc787910f162.59215709_1_0"	"PISA_lav-LVA_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5217"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&amp;check; &lt;i&gt;Neaizmirsti atzīmēt &lt;b&gt;vienu vai vairākus &lt;/b&gt;lodziņus.&lt;/i&gt;"	"R567_question01_q01p2_56fc78790bc0f7.07074059_0"	"PISA_lav-LVA_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3626"	"Click on a choice to answer the question.&lt;/i&gt;"	"Noklikšķini uz atbildes varianta, lai atbildētu uz jautājumu. &lt;/i&gt;"	"R558_question01_itemDirections_56fc786b088cb0.75370623_1_0"	"PISA_lav-LVA_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"3618"	"Then click on the NEXT arrow.&lt;/i&gt;"	"Tad noklikšķini uz bultiņas.&lt;/i&gt;"	"question00b_1_itemDirections00_56fc786b079021.97854133_1_0"	"PISA_lav-LVA_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"2785"	"Then click on the NEXT arrow."	"tad noklikšķini uz bultiņas."	"q00body_q00itemDirections_56fc785cdb7056.90765917_1_0"	"PISA_lav-LVA_REA_R550-CliffPalace_en18_MS2022.xlf"
"1915"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Izvēlies atbildi tabulā un uzklikšķini uz tās.&lt;/i&gt;"	"R544_question13_itemDirections_56fc7821777325.89058352_1_0"	"PISA_lav-LVA_REA_R544-Tesla_en18_MS2022.xlf"
"6043"	"Click on a choice to answer the question."	"Izvēlies atbildi uz jautājumu un uzklikšķini uz tās."	"R570_question07_q07itemDirections_56fc787980d0d7.70659870_1_0"	"PISA_lav-LVA_REA_R570-TheFavour_en18_MS2022.xlf"
