"Segment"	"en-ZZ"	"ms-MY"	"ID"	"File"
"2541"	"Type your answer to the question."	"Taipkan jawapan anda untuk soalan yang diberi."	"R549_question04_q04itemDirections_56fc786ad05882.39043317_1_0"	"PISA_msa-MYS_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2752"	"Dedicated to the preservation of this important landmark"	"Khusus untuk pemeliharaan mercu tanda yang penting"	"R550_map_map-tagline_56fc785cd170a4.39109611_0"	"PISA_msa-MYS_REA_R550-CliffPalace_en18_MS2022.xlf"
"5136"	"Click on a choice and then type an explanation to answer the question."	"Klik pada satu pilihan, kemudian taipkan penjelasan untuk menjawab soalan."	"R566_question09_q09itemDirections_56fc786b8ffd83.26531494_1_0"	"PISA_msa-MYS_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5384"	"&lt;b&gt;Smokejumpers&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Penerjun Bomba&lt;/b&gt;&lt;br /&gt;"	"q0b-body_itemTitle0b_56fc78791b8bb1.21197988_0"	"PISA_msa-MYS_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3116"	"Type your answer to the question."	"Taipkan jawapan anda untuk soalan yang diberi."	"R552_question07_q07itemDirections_56fd7942689af8.23731694_1_0"	"PISA_msa-MYS_REA_R552-FestiRock_en18_MS2022.xlf"
"3440"	"Click on a choice to answer the question.&lt;/i&gt;"	"Klik pada satu pilihan jawapan untuk menjawab soalan. &lt;/i&gt;"	"R556_question4_itemDirections_56fc783ac6fbe2.90493965_1_0"	"PISA_msa-MYS_REA_R556-Microlending_en18_MS2022.xlf"
"5163"	"Web Search"	"Carian Laman Web"	"R567_stimulus3_pg03h1_56fc7879075bd6.57758343_0"	"PISA_msa-MYS_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5037"	"Type your answer to the question."	"Taipkan jawapan anda untuk soalan yang diberi."	"R566_question02_q02itemDirections_56fc786b806f13.34096544_1_0"	"PISA_msa-MYS_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3781"	"Click on the NEXT arrow to read the article."	"Klik pada anak panah SETERUSNYA untuk membaca artikel."	"q00body_q00p2_56fc783b235216.91742318_0"	"PISA_msa-MYS_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"1068"	"Between £60 and £149.99&lt;br /&gt;"	"Antara RM300 hingga RM749.99&lt;br /&gt;"	"R466_stimulus_sect3left_50d37b06ce30b0.21066010_0"	"PISA_msa-MYS_REA_R466-WorkRight_en15_MS2022.xlf"
"2643"	"Home"	"Laman utama"	"R550_stimulus01_stimulus1_1_56fc785cc5fc61.08831919_0"	"PISA_msa-MYS_REA_R550-CliffPalace_en18_MS2022.xlf"
"2154"	"Type your answer to the question."	"Taipkan jawapan anda untuk soalan yang diberi."	"R545_question04_Q09itemDirections_56fc7821b30c73.16221683_1_0"	"PISA_msa-MYS_REA_R545-MachuPicchu_en18_MS2022.xlf"
"5651"	"Click on the NEXT arrow to read the article."	"Klik pada anak panah &quot;SETERUSNYA&quot; untuk membaca artikel tersebut."	"q0b-body_q0b-p2_56fc784ab20693.68037048_0"	"PISA_msa-MYS_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4530"	"Type your answer to the question."	"Taipkan jawapan anda untuk soalan yang diberi."	"R563_question03_q03itemDirections_56fc786b410592.73244337_1_0"	"PISA_msa-MYS_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4604"	"Click on a choice to answer the question."	"Klik pada satu pilihan untuk menjawab soalan."	"R563_question08_q08itemDirections_56fc786b49ca39.25233524_1_0"	"PISA_msa-MYS_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4482"	"About Us"	"Tentang Kami"	"R563-stimulus-news_stimulus_news_5_56fc786b3a5726.69858954_0"	"PISA_msa-MYS_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1915"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Klik pada pilihan jawapan di dalam jadual untuk menjawab soalan.&lt;/i&gt;"	"R544_question13_itemDirections_56fc7821777325.89058352_1_0"	"PISA_msa-MYS_REA_R544-Tesla_en18_MS2022.xlf"
"5836"	"Type your answer to the question."	"Taipkan jawapan anda soalan yang diberi."	"q6R569_question_q06itemDirections_56fc787954aeb9.99591068_1_0"	"PISA_msa-MYS_REA_R569-TheCleanup_en18_MS2022.xlf"
"4334"	"Click on a choice and then type an explanation to answer the question."	"Klik pada satu pilihan jawapan dan taipkan penjelasan untuk menjawab soalan yang diberi."	"R562_question06_q06itemDirections_56fc783b465e44.74175451_1_0"	"PISA_msa-MYS_REA_R562-OpeningNight_en18_MS2022.xlf"
"5571"	"Type your answer to the question."	"Taipkan jawapan anda untuk soalan yang diberi."	"R568_question04_q04itemDirections_56fc784aa79954.99366440_1_0"	"PISA_msa-MYS_REA_R568-SpaceDebris_en18_MS2022.xlf"
"1128"	"Refer to “Building a Legend” on the right."	"Rujuk &quot;Membina Legenda&quot; di sebelah kanan."	"R540Q03Body_Q03itemDirections_56fc7820b2e412.09495403_0_0"	"PISA_msa-MYS_REA_R540-BuildingALegend_en18_MS2022.xlf"
"2098"	"Click on the choices in the table to answer the question."	"Klik pada pilihan jawapan di dalam jadual untuk menjawab soalan."	"R545_question03_Q03itemDirections_56fc7821ad84c2.36903751_1_0"	"PISA_msa-MYS_REA_R545-MachuPicchu_en18_MS2022.xlf"
"4558"	"About Us"	"Tentang Kami"	"R563_question05_question05_6_56fc786b440c44.64641158_0"	"PISA_msa-MYS_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5022"	"Click on one or more boxes to answer the question."	"Klik pada satu atau lebih petak untuk menjawab soalan."	"R566_question01_q01itemDirections_56fc786b7efb09.20390208_1_0"	"PISA_msa-MYS_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3977"	"No"	"Tidak."	"R560_question05_q05tr1th3_56fc784a7de774.57578747_0"	"PISA_msa-MYS_REA_R560-GarbagePatch_en18_MS2022.xlf"
"3497"	"Click on a choice to answer the question.&lt;/i&gt;"	"Klik pada satu pilihan jawapan untuk menjawab soalan. &lt;/i&gt;"	"R556_question9_itemDirections9_56fc783add6b18.78125777_1_0"	"PISA_msa-MYS_REA_R556-Microlending_en18_MS2022.xlf"
"3708"	"Click on a search result to answer the question.&lt;/i&gt;"	"Klik pada hasil carian untuk menjawab soalan.&lt;/i&gt;"	"R558_question7_itemDirections_56fc786b10a3c6.39234435_1_0"	"PISA_msa-MYS_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"439"	"Antarctic Circle"	"Bulatan 
Antartika"	"R220_stimulus_label5_50d37454b26d71.62957107_0"	"PISA_msa-MYS_REA_R220-SouthPole_en15_MS2022.xlf"
"1149"	"Refer to “Building a Legend” on the right."	"Rujuk &quot;Membina Legenda&quot; di sebelah kanan."	"R540Q05Body_Q05itemDirections_56fc7820b50ae8.46984171_0_0"	"PISA_msa-MYS_REA_R540-BuildingALegend_en18_MS2022.xlf"
"5261"	"&lt;b&gt;Smokejumpers&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Penerjun bomba&lt;/b&gt;&lt;br /&gt;"	"R567_question05_q05itemTitle_56fc787910e6d5.75445286_0_0"	"PISA_msa-MYS_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4394"	"About Us"	"Tentang Kami"	"R563-stimulus-communtity_stimulus_culture_community_5_56fc786b34e7e8.94779133_0"	"PISA_msa-MYS_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1485"	"Type your answer to the question."	"Taipkan jawapan anda untuk soalan yang diberi."	"Q03R542_question_Q03itemDirections_56fc7821095425.61956300_1_0"	"PISA_msa-MYS_REA_R542-BulletinBoard_en18_MS2022.xlf"
"2561"	"Click on a choice to answer the question."	"Klik pada satu pilihan untuk menjawab soalan."	"R549_question06_q06itemDirections_56fc786ad2b6d6.09014130_1_0"	"PISA_msa-MYS_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2684"	"Home"	"Laman Utama"	"R550_cliff_palace_cp_l1_56fc785ccaeae5.87924992_0"	"PISA_msa-MYS_REA_R550-CliffPalace_en18_MS2022.xlf"
"2246"	"&lt;b&gt;Book Survey&lt;/b&gt;"	"&lt;b&gt;Tinjauan Buku&lt;/b&gt;&lt;br /&gt;"	"q00bbody_itemTitle00_56fc782e028a30.40910250_0"	"PISA_msa-MYS_REA_R547-BookSurvey_en18_MS2022.xlf"
"5283"	"&lt;b&gt;Smokejumpers&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Penerjun Bomba&lt;/b&gt;&lt;br /&gt;"	"R567_question06_q06itemTitle_56fc7879127733.39445734_0_0"	"PISA_msa-MYS_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1462"	"Type your answer to the question."	"Taipkan jawapan anda untuk soalan yang diberi."	"Q02R542_question_Q02itemDirections_56fc782107ec84.31306512_1_0"	"PISA_msa-MYS_REA_R542-BulletinBoard_en18_MS2022.xlf"
"3713"	"Click on a search result to answer the question."	"Klik pada hasil carian untuk menjawab soalan."	"R558_question7_question07_2_56fc786b10ac54.73473157_1_0"	"PISA_msa-MYS_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"2448"	"Citizen Observer Project"	"Projek Warga Pemerhati"	"R549_stimulus3_stimulus3_6_56fc786ac320b1.56875163_0"	"PISA_msa-MYS_REA_R549-MessageInABottle_en18_MS2022.xlf"
"5313"	"False"	"Salah"	"R567_question08_q08tr1th3_56fc7879157fc1.91910008_0"	"PISA_msa-MYS_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5311"	"According to the text, is the statement true or false?"	"Berdasarkan petikan, adakah pernyataan ini betul atau salah?"	"R567_question08_q08tr1th1_56fc7879157ab4.93560286_0"	"PISA_msa-MYS_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5310"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Klik &lt;b&gt;Betul&lt;/b&gt; atau &lt;b&gt;Salah&lt;/b&gt; untuk setiap pernyataan."	"R567_question08_q08p1_56fc78791575d5.59175189_1_0"	"PISA_msa-MYS_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3387"	"Click on a choice to answer the question.&lt;/i&gt;"	"Klik pada satu pilihan jawapan untuk menjawab soalan. &lt;/i&gt;"	"R556_question1_itemDirections_56fc783ac17050.91870088_1_0"	"PISA_msa-MYS_REA_R556-Microlending_en18_MS2022.xlf"
"4509"	"Type your answer to the question."	"Taipkan jawapan anda untuk soalan yang diberi."	"R563_question01_q01itemDirections_56fc786b3d91e6.22628556_1_0"	"PISA_msa-MYS_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1048"	"&lt;b&gt;1/ Buy&lt;/b&gt; one or more Work Right products* on the same day from your usual retailer between 15th December  and 31st January:&lt;br /&gt;"	"&lt;b&gt;1/ Beli&lt;/b&gt; satu atau lebih Produk Daya Efisyen” pada hari yang sama dari pembekal anda dari 15 Disember hingga 31 januari :&lt;br /&gt;"	"R466_stimulus_section2_50d37b06cddfc1.28912326_0"	"PISA_msa-MYS_REA_R466-WorkRight_en15_MS2022.xlf"
"3028"	"Click on a choice to answer the question."	"Klik pada pilihan jawapan untuk menjawab soalan."	"R552_question01_q01itemDirections_56fd79425dd6c9.52135901_1_0"	"PISA_msa-MYS_REA_R552-FestiRock_en18_MS2022.xlf"
"3475"	"Type your answer to the question.&lt;/i&gt;"	"Taipkan jawapan anda bagi soalan yang diberi.&lt;/i&gt;"	"R556_question7_itemDirections_56fc783ad9edc5.41424598_1_0"	"PISA_msa-MYS_REA_R556-Microlending_en18_MS2022.xlf"
"1313"	"False"	"Salah"	"Q07_question_tr1th3_56fc7820d48d81.68230758_0"	"PISA_msa-MYS_REA_R541-Plastic_en18_MS2022.xlf"
"301"	"T"	"K"	"R219_stimulus_stimulus_7_50d36d9568a5f7.66238593_0"	"PISA_msa-MYS_REA_R219-Employment_en15_MS2022.xlf"
"5215"	"Click on one or more boxes to answer the question."	"Klik pada satu atau beberapa kotak untuk menjawab soalan."	"R567_question01_q01itemDirections_56fc78790bba85.72707001_1_0"	"PISA_msa-MYS_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3425"	"&lt;i&gt;Refer to “What is Microlending?” on the right."	"&lt;i&gt;Rujuk &quot;Apakah itu Pinjaman Mikro?&quot; di sebelah kanan."	"R556_question3_itemDirections_56fc783ac55ff8.32442383_0_0"	"PISA_msa-MYS_REA_R556-Microlending_en18_MS2022.xlf"
"5330"	"Click on the choices in the table to answer the question."	"Klik pada pilihan jawapan di dalam jadual untuk menjawab soalan."	"R567_question09_q09itemDirections_56fc7879177010.04490145_1_0"	"PISA_msa-MYS_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4182"	"Use drag and drop to answer the question."	"Guna seret dan lepas untuk menjawab soalan yang diberi."	"R561_question05_q05itemDirections_56fc785d2dbd00.55276440_1_0"	"PISA_msa-MYS_REA_R561-OlympicFlag_en18_MS2022.xlf"
"5326"	"&lt;b&gt;Smokejumpers&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Penerjun Bomba&lt;/b&gt;&lt;br /&gt;"	"R567_question09_q09itemTitle_56fc7879176922.45721828_0_0"	"PISA_msa-MYS_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5656"	"Click on a choice and type an explanation to answer the question."	"Klik pada satu pilihan dan taipkan penjelasan anda untuk menjawab soalan."	"R568_question10_q10itemDirections_56fc784ab36f21.34700073_1_0"	"PISA_msa-MYS_REA_R568-SpaceDebris_en18_MS2022.xlf"
"1042"	"is 10 years old&lt;br /&gt; And will reimburse you up to £"	"sudah berusia 10 tahun&lt;br /&gt; Dan akan memberi pulangan balik sehingga RM"	"R466_stimulus_line1_50d37b06cdcff9.70387201_0"	"PISA_msa-MYS_REA_R466-WorkRight_en15_MS2022.xlf"
"2969"	"www.DurbuyFestiRock.be/Volunteer_agreement.pdf"	"www.FestiRockDurbuy.be/Perjanjian_sukarelawan.pdf"	"pg3_stimulus_pg3_faux-url_56fd79425a2289.90665861_0"	"PISA_msa-MYS_REA_R552-FestiRock_en18_MS2022.xlf"
"4516"	"Click on a choice to answer the question."	"Klik pada satu pilihan untuk menjawab soalan."	"R563_question02_q02itemDirections_56fc786b3ef669.06586663_1_0"	"PISA_msa-MYS_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3971"	"Click on the choices in the table to answer the question."	"Klik pada satu pilihan jawapan di dalam jadual untuk menjawab soalan."	"R560_question05_q05itemDirections_56fc784a7dd823.73528927_1_0"	"PISA_msa-MYS_REA_R560-GarbagePatch_en18_MS2022.xlf"
"5057"	"Click on a choice to answer the question."	"Klik pada satu pilihan untuk menjawab soalan."	"R566_question04_q04itemDirections_56fc786b86c2c3.21174983_1_0"	"PISA_msa-MYS_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5104"	"Click on one or more boxes to answer the question."	"Klik pada satu atau lebih petak untuk menjawab soalan."	"R566_question07_q07itemDirections_56fc786b8bda87.23847372_1_0"	"PISA_msa-MYS_REA_R566-SkelligRocks_en18_MS2022.xlf"
"2769"	"Dedicated to the preservation of this important landmark"	"Khusus untuk pemeliharaan mercu tanda yang penting"	"R550_tours_tours-tagline_56fc785cd39871.17122394_0"	"PISA_msa-MYS_REA_R550-CliffPalace_en18_MS2022.xlf"
"2499"	"Click on a choice to answer the question."	"Klik pada satu pilihan untuk menjawab soalan."	"R549_question01_q01itemDirections_56fc786acc1966.50302132_1_0"	"PISA_msa-MYS_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2576"	"Click on a choice to answer the question."	"Klik pada satu pilihan untuk menjawab soalan."	"R549_question07_q07itemDirections_56fc786ad40030.43832098_1_0"	"PISA_msa-MYS_REA_R549-MessageInABottle_en18_MS2022.xlf"
"325"	"TO"	"HINGGA"	"R219_stimulus_sect4Line3span4_50d36d95696833.00009442_0"	"PISA_msa-MYS_REA_R219-Employment_en15_MS2022.xlf"
"3071"	"Click on the choices in the table to answer the question."	"Klik pada pilihan jawapan di dalam jadual untuk menjawab soalan."	"R552_question04_q04itemDirections_56fd794262d177.81724264_1_0"	"PISA_msa-MYS_REA_R552-FestiRock_en18_MS2022.xlf"
"4031"	"Click on the NEXT arrow to read the article."	"Klik pada anak panah &quot;SETERUSNYA&quot; untuk membaca artikel tersebut."	"q00bbody_q00bp2_56fc784a832d02.66358957_0"	"PISA_msa-MYS_REA_R560-GarbagePatch_en18_MS2022.xlf"
"6172"	"Click &lt;b&gt;NO&lt;/b&gt; if the sentence does not make sense."	"Klik &lt;b&gt;TIDAK&lt;/b&gt; sekiranya ayat tidak munasabah."	"q3R590_question_q3p1_56fd23111960a4.54446684_2_0"	"PISA_msa-MYS_REA_R590-Sentences01_en18_MS2022.xlf"
"5287"	"Click on a search result to answer the question."	"Klik pada hasil carian untuk menjawab soalan."	"R567_question06_q06itemDirections_56fc7879127de3.09243109_1_0"	"PISA_msa-MYS_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"2635"	"Type your answer to the question."	"Taipkan jawapan anda untuk soalan yang diberi."	"R549_question10_q10itemDirections_56fc786ad94ab3.52290992_1_0"	"PISA_msa-MYS_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2656"	"Dedicated to the preservation of this important landmark"	"Khusus untuk pemeliharaan mercu tanda yang penting"	"R550_ancestral_ancestral-tagline_56fc785cc8c793.88389873_0"	"PISA_msa-MYS_REA_R550-CliffPalace_en18_MS2022.xlf"
"2657"	"Home"	"Laman Utama"	"R550_ancestral_ancestral_l1_56fc785cc8d224.57710597_0"	"PISA_msa-MYS_REA_R550-CliffPalace_en18_MS2022.xlf"
"4275"	"Read the Introduction."	"Baca Pengenalan yang diberi."	"q00body_q00itemDirections_56fc783b3f8a36.71119956_0_0"	"PISA_msa-MYS_REA_R562-OpeningNight_en18_MS2022.xlf"
"5217"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&amp;check; &lt;i&gt;Jangan lupa memilih &lt;b&gt;satu atau beberapa&lt;/b&gt; kotak.&lt;/i&gt;"	"R567_question01_q01p2_56fc78790bc0f7.07074059_0"	"PISA_msa-MYS_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3123"	"Click on a choice and then type an explanation to answer the question."	"Klik pada satu pilihan jawapan, kemudian taipkan penjelasan untuk menjawab soalan."	"R552_question08_q08itemDirections_56fd79426a23e6.65077049_1_0"	"PISA_msa-MYS_REA_R552-FestiRock_en18_MS2022.xlf"
"2770"	"Home"	"Laman Utama"	"R550_tours_tours_l1_56fc785cd39f45.21730838_0"	"PISA_msa-MYS_REA_R550-CliffPalace_en18_MS2022.xlf"
"3403"	"&lt;i&gt;Refer to “What is Microlending?” on the right."	"Rujuk &quot;Apakah itu Pinjaman Mikro?&quot; di sebelah kanan."	"R556_question2_itemDirections_56fc783ac2dd82.36710021_0_0"	"PISA_msa-MYS_REA_R556-Microlending_en18_MS2022.xlf"
"3717"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Rujuk kedua-dua sumber di sebelah kanan dengan mengklik pada setiap tab."	"R558_question8_itemDirections_56fc786b1259f5.61081922_0_0"	"PISA_msa-MYS_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"1737"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Rujuk kedua-dua sumber di sebelah kanan dengan mengklik setiap butang tab."	"R543_question7_itemDirections_56fc78213d9e90.08237523_0_0"	"PISA_msa-MYS_REA_R543-Nobel_en18_MS2022.xlf"
"1163"	"Refer to “Building a Legend” on the right."	"Rujuk &quot;Membina Legenda&quot; di sebelah kanan."	"R540Q06Body_Q06itemDirections_56fc7820b64505.70915829_0_0"	"PISA_msa-MYS_REA_R540-BuildingALegend_en18_MS2022.xlf"
"5240"	"&lt;b&gt;Smokejumpers&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Penerjun Bomba&lt;/b&gt;&lt;br /&gt;"	"R567_question03_q03itemTitle_56fc78790e5d50.68233605_0_0"	"PISA_msa-MYS_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4447"	"About Us"	"Tentang Kami"	"R563-stimulus-communtity_stimulus_culture_sports_5_56fc786b3809e6.65774760_0"	"PISA_msa-MYS_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5267"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Klik &lt;b&gt;Betul&lt;/b&gt; atau &lt;b&gt;Salah&lt;/b&gt; untuk setiap pernyataan."	"R567_question05_q05p1_56fc787910f162.59215709_1_0"	"PISA_msa-MYS_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1854"	"Click on the NEXT arrow to read the second source."	"Klik pada anak panah SETERUSNYA untuk membaca sumber yang kedua."	"question0b_1_q00p2_56fc7821660387.38299255_0"	"PISA_msa-MYS_REA_R544-Tesla_en18_MS2022.xlf"
"5640"	"Do you have any idea how much space debris is already in orbit?”"	"Tahukah anda berapa banyak serpihan angkasa yang berada dalam orbit?&quot;"	"R568_question09_q09p1_56fc784aaf54f2.48102179_2_0"	"PISA_msa-MYS_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5950"	"I have a big favour to ask."	"Mak cik nak minta tolong."	"R570_question01_question01_4_56fc787977ce60.34207445_0"	"PISA_msa-MYS_REA_R570-TheFavour_en18_MS2022.xlf"
"3680"	"Click on a choice to answer the question.&lt;/i&gt;"	"Klik pada satu pilihan untuk menjawab soalan.&lt;/i&gt;"	"R558_question5_itemDirections_56fc786b0dd1f3.21650180_1_0"	"PISA_msa-MYS_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
