"Segment"	"en-ZZ"	"ar-MA"	"ID"	"File"
"2803"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA131_question2_q2itemDirections_5c9d214ba31f93.93028518_1_0"	"PISA_ara-MAR_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"3162"	"&lt;b&gt; Total &lt;/b&gt;"	"&lt;b&gt;مجموع&lt;/b&gt;"	"MA134_stimulus3_stimulus03_45_5c9d21642f31d1.99013301_0"	"PISA_ara-MAR_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"4235"	"Question"	"سؤال"	"q1MA149_question_q1itemTitle_5c9d21652ae053.99659446_2_0"	"PISA_ara-MAR_MAT_MA149-FloorArea_en21_MS2022.xlf"
"4627"	"Click on a choice and then type an explanation to answer the question."	"للإجابة على السؤال، انقر على أحد اختيارات الإجابة، ثم اكتب تعليل إجابتك."	"q3MA154_question_q3itemDirections_5c9d21655e7133.54272172_1_0"	"PISA_ara-MAR_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"3534"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"q1CMA138_question_q1itemDirections_5c9d2164836508.25884822_1_0"	"PISA_ara-MAR_MAT_MA138-ShoeSizes_en21_MS2022.xlf"
"1910"	"Question"	"سؤال"	"MA128_question3_q3itemTitle_5c9d214b34d167.33501783_2_0"	"PISA_ara-MAR_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"1319"	"Question"	"سؤال"	"MA116_question1_itemTitle1_5c9d214a99d1f5.17671237_2_0"	"PISA_ara-MAR_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"4750"	"Question"	"سؤال"	"q1MA158_question_q1itemTitle_5c9d21657b65f2.75380790_2_0"	"PISA_ara-MAR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"3612"	"Answer:"	"إجابة"	"MA140_question1_asp1_5c9d21649b6482.63836652_0"	"PISA_ara-MAR_MAT_MA140-WalkToSchool_en21_MS2022.xlf"
"3485"	"Question"	"سؤال"	"q3CMA137_question_q3itemTitle_5c9d2164738e14.85638281_2_0"	"PISA_ara-MAR_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"4242"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✓ تذكر أن تختار &lt;b&gt; خانة واحدة أو أكثر &lt;/b&gt;."	"q1MA149_question_q1p3_5c9d21652ae817.33454873_0"	"PISA_ara-MAR_MAT_MA149-FloorArea_en21_MS2022.xlf"
"1715"	"Read the introduction."	"اقرأ المقدمة"	"question0a_1_itemDirections00_5c9d214b0026f2.42195434_0_0"	"PISA_ara-MAR_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"3587"	"Question"	"سؤال"	"xxCMA139_question_q2itemTitle_5c9d2164919815.23118839_2_0"	"PISA_ara-MAR_MAT_MA139-TabletCover_en21_MS2022.xlf"
"3653"	"Using the number keys, type your answer to the question."	"اكتب إجابتك على السؤال باستعمل مفاتيح الأرقام."	"q1CMA141_question_q1itemDirections_5c9d2164a62046.76653380_1_0"	"PISA_ara-MAR_MAT_MA141-WaterBill_en21_MS2022.xlf"
"1443"	"Question"	"سؤال"	"MA117_question05_Q05itemTitle_5c9d214ab30bf2.49100658_2_0"	"PISA_ara-MAR_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"3718"	"Question"	"سؤال"	"MA142_questionq2_q2itemTitle_5c9d2164b45a95.42206633_2_0"	"PISA_ara-MAR_MAT_MA142-WaterReservoir_en21_MS2022.xlf"
"4109"	"Question"	"سؤال"	"MA147q3_question_q3itemTitle_5c9d21650a0185.12463993_2_0"	"PISA_ara-MAR_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"3659"	"Question"	"سؤال"	"q2CMA141_question_q2itemTitle_5c9d2164a728b9.97749495_2_0"	"PISA_ara-MAR_MAT_MA141-WaterBill_en21_MS2022.xlf"
"4252"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"q2MA149_question_q2itemDirections_5c9d21652c3193.71873749_1_0"	"PISA_ara-MAR_MAT_MA149-FloorArea_en21_MS2022.xlf"
"2289"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA126_question03_itemDirectionsQ03_5c9d214b54ba12.68549963_1_0"	"PISA_ara-MAR_MAT_MA126-Robot_en21_MS2022.xlf"
"2537"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"Q1MA129_question_Q1ItmDirP1Id_5c9d214b77ec40.66176260_1_0"	"PISA_ara-MAR_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"1957"	"Question"	"سؤال"	"MA124_questionQ02_itemTitleQ02_5c9d214b415bc0.12229338_2_0"	"PISA_ara-MAR_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"741"	"Question"	"سؤال"	"Q2M110_question_Q2itemTitle_5c9d214a4ad6a3.05214306_2_0"	"PISA_ara-MAR_MAT_MA110-HeadphoneOrder_en21_MS2022.xlf"
"2300"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA126_question04_itemDirectionsQ04_5c9d214b568386.90812819_1_0"	"PISA_ara-MAR_MAT_MA126-Robot_en21_MS2022.xlf"
"1545"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✓ تذكر تحديد &lt;b&gt; خانة أو أكثر&lt;/b&gt;."	"MA120_question2_Q02p3_5c9d214ae38a80.91484290_0"	"PISA_ara-MAR_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"3232"	"Question"	"سؤال"	"Q3MA134_question_Q3itemTitle_5c9d21643591e8.37935901_2_0"	"PISA_ara-MAR_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"3214"	"Question"	"سؤال"	"Q2MA134_question_Q2itemTitle_5c9d216433b306.43543565_2_0"	"PISA_ara-MAR_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"3913"	"Are the following statements true or false?"	"هل العبارات التالية صحيحة أم خاطئة؟"	"q3MA144_question_q3p1_5c9d2164d149f9.75927623_0_0"	"PISA_ara-MAR_MAT_MA144-Yogurt_en21_MS2022.xlf"
"4401"	"40%"	"40 %"	"q2MA151_question_question02_7_5c9d216543caf3.85352516_0"	"PISA_ara-MAR_MAT_MA151-MovingOut_en21_MS2022.xlf"
"4740"	"50%"	"% 50"	"MA158_stimulus_r7c6_5c9d216579bf74.34054533_0"	"PISA_ara-MAR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"1432"	"Click on the choices in the table to answer the question."	"انقر فوق الاختيارات الموجودة في الجدول للإجابة على السؤال."	"MA117_question04_q04itemDirections_5c9d214ab14856.16755359_1_0"	"PISA_ara-MAR_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"1873"	"Question"	"سؤال"	"MA128_question1_q1itemTitle_5c9d214b318868.39698762_2_0"	"PISA_ara-MAR_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"2692"	"Read the introduction."	"اقرأ المقدمة"	"question0a_1_itemDirections00_5c9d214b887736.20535767_0_0"	"PISA_ara-MAR_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"3783"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA143_question03_q3itemDirections_5c9d2164bfa911.33589323_1_0"	"PISA_ara-MAR_MAT_MA143-WildBirdFood_en21_MS2022.xlf"
"2348"	"Explain your answer."	"اشرح جابتك."	"Q2MA122_question_Q2ItmStmP4Id_5c9d214b6c2632.07402001_0"	"PISA_ara-MAR_MAT_MA127-PredictingHeight_en21_MS2022.xlf"
"2286"	"Question"	"سؤال"	"MA126_question03_itemTitleQ03_5c9d214b54b7c1.25835931_2_0"	"PISA_ara-MAR_MAT_MA126-Robot_en21_MS2022.xlf"
"1471"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA119_question1_itemDirections1_5c9d214ad702a0.84429473_1_0"	"PISA_ara-MAR_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"2326"	"Question"	"سؤال"	"Q1MA122_question_Q1itemTitle_5c9d214b6afe85.06436395_2_0"	"PISA_ara-MAR_MAT_MA127-PredictingHeight_en21_MS2022.xlf"
"2201"	"Question"	"سؤال"	"MA126_question01_itemTitleQ01_5c9d214b505fd5.78076377_2_0"	"PISA_ara-MAR_MAT_MA126-Robot_en21_MS2022.xlf"
"1915"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA128_question3_q3itemDirections_5c9d214b34d864.30750173_1_0"	"PISA_ara-MAR_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"1429"	"Question"	"سؤال"	"MA117_question04_q04itemTitle_5c9d214ab142c7.17078103_2_0"	"PISA_ara-MAR_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"1119"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"Q01MMA113_question_Q01itemDirections_5c9d214a6aa466.58921399_1_0"	"PISA_ara-MAR_MAT_MA113-HeartRate_en21_MS2022.xlf"
"5075"	"Statement"	"السؤال"	"q1MA161_question_q1tr1th1_5c9d2137a0deb4.05869160_0"	"PISA_ara-MAR_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"3619"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA140_question2_q2itemDirections_5c9d21649c7fa5.69809185_1_0"	"PISA_ara-MAR_MAT_MA140-WalkToSchool_en21_MS2022.xlf"
"1236"	"Question"	"سؤال"	"MA115_question01_q01itemTitle_5c9d214a9062e4.94517064_2_0"	"PISA_ara-MAR_MAT_MA115-Iceberg_en21_MS2022.xlf"
"4097"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA147q2_question_q2itemDirections_5c9d216508ba43.16937301_1_0"	"PISA_ara-MAR_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"3886"	"Question"	"سؤال"	"q1MA144_question_q1itemTitle_5c9d2164ce4122.89262481_2_0"	"PISA_ara-MAR_MAT_MA144-Yogurt_en21_MS2022.xlf"
"3946"	"Question"	"سؤال"	"MA145_question2_q2itemTitle_5c9d2164e0e435.63299539_2_0"	"PISA_ara-MAR_MAT_MA145-Shadows_en21_MS2022.xlf"
"4745"	"0%"	"% 0"	"MA158_stimulus_r8c5_5c9d216579c9b5.46645672_0"	"PISA_ara-MAR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"2568"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA130_question03_Q3ItmDirP1Id_5c9d214b7a7374.86864959_1_0"	"PISA_ara-MAR_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"3686"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"q4CMA141_question_q4itemDirections_5c9d2164a9ca08.40004442_1_0"	"PISA_ara-MAR_MAT_MA141-WaterBill_en21_MS2022.xlf"
"4284"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"q1MA150_question_q1itemDirections_5c9d216537c7b0.77693579_1_0"	"PISA_ara-MAR_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"1902"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA128_question2_q2itemDirections_5c9d214b330089.68340793_1_0"	"PISA_ara-MAR_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"4186"	"Question"	"سؤال"	"q2MA148_question_q2itemTitle_5c9d21651c5ad3.68533225_2_0"	"PISA_ara-MAR_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"3935"	"Question"	"سؤال"	"MA145_question1_q1itemTitle_5c9d2164dfae00.11640050_2_0"	"PISA_ara-MAR_MAT_MA145-Shadows_en21_MS2022.xlf"
"4624"	"Question"	"سؤال"	"q3MA154_question_q3itemTitle_5c9d21655e6e28.38089417_2_0"	"PISA_ara-MAR_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"2815"	"Using the number keys, type your answer to the question."	"باستعمال لوحة مفاتيح الأرقام، اكتب إجابتك على السؤال."	"MA131_question3_q3itemDirections_5c9d214ba44d01.96114808_1_0"	"PISA_ara-MAR_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"3260"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"CMA135_question_q1itemDirections_5c9d21644eed99.25860806_1_0"	"PISA_ara-MAR_MAT_MA135-ElectricBicycle_en21_MS2022.xlf"
"3630"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA140_question3_q3itemDirections_5c9d21649dbe63.73800094_1_0"	"PISA_ara-MAR_MAT_MA140-WalkToSchool_en21_MS2022.xlf"
"2526"	"Read the introduction."	"اقرأ المقدمة"	"question0a_1_itemDirections00_5c9d214b76c282.48085737_0_0"	"PISA_ara-MAR_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"4174"	"Question"	"سؤال"	"q1MA148_question_q1itemTitle_5c9d21651b09b0.82150360_2_0"	"PISA_ara-MAR_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"4693"	"Question"	"سؤال"	"q2MA157_question_q2itemTitle_5c9d216572e855.56767282_2_0"	"PISA_ara-MAR_MAT_MA157-Tyres_en21_MS2022.xlf"
"1251"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA115_question02_q02itemDirections_5c9d214a9187a5.96523157_1_0"	"PISA_ara-MAR_MAT_MA115-Iceberg_en21_MS2022.xlf"
"3542"	"Question"	"سؤال"	"q2CMA138_question_q2itemTitle_5c9d2164846fc3.86397642_2_0"	"PISA_ara-MAR_MAT_MA138-ShoeSizes_en21_MS2022.xlf"
"3217"	"Using the number keys, type your answers to the question."	"أكتب إجابتك على السؤال باستعمل مفاتيح الأرقام."	"Q2MA134_question_Q2ItmDirP1Id_5c9d216433ba20.91339777_1_0"	"PISA_ara-MAR_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"1205"	"Click on one or more boxes to answer the question."	"انقر على أحد أو عدة اختيارات للإجابة على السؤال."	"MA114_question3_itemDirections3_5c9d214a84c6d7.81127289_1_0"	"PISA_ara-MAR_MAT_MA114-Honey_en21_MS2022.xlf"
"3683"	"Question"	"سؤال"	"q4CMA141_question_q4itemTitle_5c9d2164a9c6f4.51344623_2_0"	"PISA_ara-MAR_MAT_MA141-WaterBill_en21_MS2022.xlf"
"1468"	"Question"	"سؤال"	"MA119_question1_itemTitle1_5c9d214ad6ffd4.73808819_2_0"	"PISA_ara-MAR_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"4199"	"Question"	"سؤال"	"q3MA148_question_q3itemTitle_5c9d21651d9635.06168457_2_0"	"PISA_ara-MAR_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"4295"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"q2MA150_question_q2itemDirections_5c9d216538ee88.41324335_1_0"	"PISA_ara-MAR_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"2987"	"Question"	"سؤال"	"MA133Q02_question_q2itemTitle_5c9d2164239906.48574415_2_0"	"PISA_ara-MAR_MAT_MA133-ArrangingTables_en21_MS2022.xlf"
"3771"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA143_question02_q2itemDirections_5c9d2164be5399.40648831_1_0"	"PISA_ara-MAR_MAT_MA143-WildBirdFood_en21_MS2022.xlf"
"1202"	"Question"	"سؤال"	"MA114_question3_itemTitle3_5c9d214a84c4a6.41906777_2_0"	"PISA_ara-MAR_MAT_MA114-Honey_en21_MS2022.xlf"
"4778"	"Click on a choice and then type an explanation to answer the question."	"للإجابة على السؤال، انقر على أحد اختيارات الإجابة، ثم اكتب تعليل إجابتك."	"q3MA158_question_q3itemDirections_5c9d21657e1f71.24263233_1_0"	"PISA_ara-MAR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"4753"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"q1MA158_question_q1itemDirections_5c9d21657b6927.43068957_1_0"	"PISA_ara-MAR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"1412"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA117_question02_Q02itemDirections_5c9d214aae26f7.68113286_1_0"	"PISA_ara-MAR_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"2800"	"Question"	"سؤال"	"MA131_question2_q2itemTitle_5c9d214ba31c92.83056320_2_0"	"PISA_ara-MAR_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"3864"	"269 kJ"	"279kj"	"MA144_stimulusb_rr3c2_5c9d2164ccaf11.37166809_0"	"PISA_ara-MAR_MAT_MA144-Yogurt_en21_MS2022.xlf"
"2990"	"Using the number keys, type your answers to the question."	"أكتب إجابتك على السؤال باستعمل مفاتيح الأرقام."	"MA133Q02_question_q2itemDirections_5c9d2164239bf8.41097975_1_0"	"PISA_ara-MAR_MAT_MA133-ArrangingTables_en21_MS2022.xlf"
"1248"	"Question"	"سؤال"	"MA115_question02_q02itemTitle_5c9d214a9184b7.91864176_2_0"	"PISA_ara-MAR_MAT_MA115-Iceberg_en21_MS2022.xlf"
"824"	"Question"	"سؤال"	"Q2M111_question_Q2itemTitle_5c9d214a59d637.63865630_2_0"	"PISA_ara-MAR_MAT_MA111-HealthApp_en21_MS2022.xlf"
"1239"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA115_question01_q01itemDirections_5c9d214a9065d9.24249905_1_0"	"PISA_ara-MAR_MAT_MA115-Iceberg_en21_MS2022.xlf"
"3288"	"Use drag and drop to answer the question."	"للإجابة عن السؤال، استعمل الوظيفة &quot;سحب - وضع&quot;."	"CMA135_question3_q3itemDirections_5c9d216451d087.67360697_0"	"PISA_ara-MAR_MAT_MA135-ElectricBicycle_en21_MS2022.xlf"
"4086"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA147q1_question_q1itemDirections_5c9d2165076508.53769328_1_0"	"PISA_ara-MAR_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"3369"	"Question"	"سؤال"	"MA136_question02_q2itemTitle_5c9d216461f6f0.89569026_2_0"	"PISA_ara-MAR_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"3182"	"Select from the drop-down menus to answer the question."	"للإجابة عن السؤال، اختر أجوبتك من القوائم المنسدلة."	"Q1MA134_question_Q1ItmDirP1Id_5c9d2164317095.77316110_1_0"	"PISA_ara-MAR_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"1343"	"Using the number keys, type your answer to the question."	"باستعمال لوحة مفاتيح الأرقام، اكتب إجابتك على السؤال."	"MA116_question3_itemDirections3_5c9d214a9c49c7.11195988_1_0"	"PISA_ara-MAR_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"2729"	"Question"	"سؤال"	"MA130_question02_itemTitleQ02_5c9d214b8c2210.41580250_2_0"	"PISA_ara-MAR_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"2354"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"Q3MA127_question_Q3ItmDirP1Id_5c9d214b6d48a5.08882176_1_0"	"PISA_ara-MAR_MAT_MA127-PredictingHeight_en21_MS2022.xlf"
"3607"	"Question"	"سؤال"	"MA140_question1_q1itemTitle_5c9d21649b5e53.80378469_2_0"	"PISA_ara-MAR_MAT_MA140-WalkToSchool_en21_MS2022.xlf"
"3275"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"q2CMA135_question_q2itemDirections_5c9d2164502f75.93836961_1_0"	"PISA_ara-MAR_MAT_MA135-ElectricBicycle_en21_MS2022.xlf"
"4766"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"انقر فوق &lt;b&gt; صحيح &lt;/b&gt; أو &lt;b&gt; خطأ &lt;/b&gt; لكل عبارة."	"q2MA158_question_q2p2_5c9d21657cb501.68112298_0"	"PISA_ara-MAR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"5352"	"Argentina"	"الارجنتين"	"q2MA161_question_question02_9_5c9d2137d32024.99660555_0"	"PISA_ara-MAR_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"1042"	"Age"	"السن"	"MA113S02_stimulus_T02tr2td3_5c9d214a666ba4.72309842_0"	"PISA_ara-MAR_MAT_MA113-HeartRate_en21_MS2022.xlf"
"3986"	"Question"	"سؤال"	"MA146q1_question_q1itemTitle_5c9d2164eb67c8.34087742_2_0"	"PISA_ara-MAR_MAT_MA146-Fuel_en21_MS2022.xlf"
"4202"	"Click on a choice and then type an explanation to answer the question."	"للإجابة على السؤال، انقر على أحد اختيارات الإجابة، ثم اكتب تعليل إجابتك."	"q3MA148_question_q3itemDirections_5c9d21651d9930.88789683_1_0"	"PISA_ara-MAR_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"2556"	"Question"	"سؤال"	"Q2MA129_question_Q2itemTitle_5c9d214b7930e6.05473402_2_0"	"PISA_ara-MAR_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"754"	"Question"	"سؤال"	"Q3M110_question_Q3itemTitle_5c9d214a4bfe57.82611790_2_0"	"PISA_ara-MAR_MAT_MA110-HeadphoneOrder_en21_MS2022.xlf"
"730"	"Question"	"سؤال"	"Q1M110_question_Q1itemTitle_5c9d214a49bba1.36937222_2_0"	"PISA_ara-MAR_MAT_MA110-HeadphoneOrder_en21_MS2022.xlf"
"1976"	"Explain your answer."	"اشرح جابتك."	"Q3MA124_question_MA124Q03P3_5c9d214b42a550.23637236_0"	"PISA_ara-MAR_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"4112"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA147q3_question_q3itemDirections_5c9d21650a0484.20685545_1_0"	"PISA_ara-MAR_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"3989"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA146q1_question_q1itemDirections_5c9d2164eb6c14.66337389_1_0"	"PISA_ara-MAR_MAT_MA146-Fuel_en21_MS2022.xlf"
"4419"	"Question"	"سؤال"	"q1MA152_question_q1itemTitle_5c9d21654f6865.75340489_2_0"	"PISA_ara-MAR_MAT_MA152-TheBetterDeal_en21_MS2022.xlf"
"4653"	"Question"	"سؤال"	"q2MA156_question_q2itemTitle_5c9d21656a49b2.91567544_2_0"	"PISA_ara-MAR_MAT_MA156-Points_en21_MS2022.xlf"
"1171"	"Then click on the NEXT arrow."	"ثم انقر فوق السهم الموالي."	"question0a_1_itemDirections00_5c9d214a819cf9.74104060_1_0"	"PISA_ara-MAR_MAT_MA114-Honey_en21_MS2022.xlf"
"4604"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"q1MA154_question_q1itemDirections_5c9d21655bcda0.49975962_1_0"	"PISA_ara-MAR_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"4721"	"50%"	"% 50"	"MA158_stimulus_r4c5_5c9d2165799e85.21387774_0"	"PISA_ara-MAR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"4121"	"Question"	"سؤال"	"MA147q4_question_q4itemTitle_5c9d21650b63e8.63828030_2_0"	"PISA_ara-MAR_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"3322"	"0.6"	"﻿0,6"	"CMA135_question3_yAxisLbl2_5c9d216451f7b9.05703906_0"	"PISA_ara-MAR_MAT_MA135-ElectricBicycle_en21_MS2022.xlf"
"5366"	"Argentina"	"الارجنتين"	"q2MA161_question_question02_23_5c9d2137d332c4.55085159_0"	"PISA_ara-MAR_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"4613"	"Question"	"سؤال"	"q2MA154_question_q2itemTitle_5c9d21655d3eb0.58042636_2_0"	"PISA_ara-MAR_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"5427"	"Argentina"	"الارجنتين"	"js_translation_country1_5c9d2137d756a6.79410873_0"	"PISA_ara-MAR_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"3997"	"Question"	"سؤال"	"MA146q2_question_q2itemTitle_5c9d2164ecd811.26481714_2_0"	"PISA_ara-MAR_MAT_MA146-Fuel_en21_MS2022.xlf"
"4676"	"Question"	"سؤال"	"q1MA157_question_q1itemTitle_5c9d216571a192.77599263_2_0"	"PISA_ara-MAR_MAT_MA157-Tyres_en21_MS2022.xlf"
"3757"	"Question"	"سؤال"	"MA143_question01_q1itemTitle_5c9d2164bd06f4.11353287_2_0"	"PISA_ara-MAR_MAT_MA143-WildBirdFood_en21_MS2022.xlf"
"3441"	"Question"	"سؤال"	"xxCMA137_question_q1itemTitle_5c9d21646efd44.44200170_2_0"	"PISA_ara-MAR_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"4392"	"Question"	"سؤال"	"q2MA151_question_q2itemTitle_5c9d216543bd65.92895381_2_0"	"PISA_ara-MAR_MAT_MA151-MovingOut_en21_MS2022.xlf"
"1039"	"84+"	"+85"	"MA113S02_stimulus_tr10td7_5c9d214a666350.37673801_0"	"PISA_ara-MAR_MAT_MA113-HeartRate_en21_MS2022.xlf"
"891"	"To run this simulation, follow these steps:"	"لاستعمال هذه الآلة الحاسبة، اتبع الخطوات الآتية:"	"q00body_q0p1_5c9d2136e26543.48980409_0"	"PISA_ara-MAR_MAT_MA112-Metabolism_en21_MS2022.xlf"
"4281"	"Question"	"سؤال"	"q1MA150_question_q1itemTitle_5c9d216537c4b1.16609163_2_0"	"PISA_ara-MAR_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"1482"	"Using the number keys, type your answer to the question."	"باستعمال لوحة مفاتيح الأرقام، اكتب إجابتك على السؤال."	"MA119_question3_itemDirections3_5c9d214ad81398.66377695_1_0"	"PISA_ara-MAR_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"5380"	"Argentina"	"الارجنتين"	"q2MA161_question_question02_37_5c9d2137d34979.20423616_0"	"PISA_ara-MAR_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"4265"	"Click on a choice and then type an explanation to answer the question."	"للإجابة على السؤال، انقر على أحد اختيارات الإجابة، ثم اكتب تعليل إجابتك."	"q3MA149_question_q3itemDirections_5c9d21652d7289.76917872_1_0"	"PISA_ara-MAR_MAT_MA149-FloorArea_en21_MS2022.xlf"
"4436"	"Question"	"سؤال"	"q2MA152_question_q2itemTitle_5c9d216550c124.87398633_2_0"	"PISA_ara-MAR_MAT_MA152-TheBetterDeal_en21_MS2022.xlf"
"1191"	"Question"	"سؤال"	"MA114_question2_itemTitle2_5c9d214a83ad23.57568173_2_0"	"PISA_ara-MAR_MAT_MA114-Honey_en21_MS2022.xlf"
"1420"	"Question"	"سؤال"	"MA117_question03_q03itemTitle_5c9d214aaf7226.05889908_2_0"	"PISA_ara-MAR_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"2822"	"Question"	"سؤال"	"q04body_itemTitle04_5c9d214ba5bd23.12466651_2_0"	"PISA_ara-MAR_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"2186"	"Read the introduction."	"اقرأ المقدمة"	"question0a_1_itemDirections00_5c9d214b4ef0e1.47653790_0_0"	"PISA_ara-MAR_MAT_MA126-Robot_en21_MS2022.xlf"
