"Segment"	"en-ZZ"	"ar-AE"	"ID"	"File"
"4552"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R563_question05_q05itemDirections_56fc786b43f8f6.16712887_1_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5073"	"Refer to the Web Search on the right."	"ارجع إلى البحث على الإنترنت على الجانب الأيسر."	"R566_question05_q05itemDirections_56fc786b884b06.27057078_0_0"	"PISA_ara-ARE_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4498"	"Introduction"	"مقدمة"	"q00-body_itemTitle00a_56fc786b3bcdb0.91294242_1_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4105"	"Read the Introduction."	"اقرأ المقدمة."	"q00a-body_q00a-p1_56fc785d252639.73865870_0_0"	"PISA_ara-ARE_REA_R561-OlympicFlag_en18_MS2022.xlf"
"1842"	"&lt;i&gt;Read the introduction."	"اقرأ المقدمة &lt;i&gt;"	"question0a_1_itemDirections00_56fc782164e353.11298372_0_0"	"PISA_ara-ARE_REA_R544-Tesla_en18_MS2022.xlf"
"3617"	"&lt;i&gt;Read the information below."	"&lt;i&gt;اقرأ المعلومات الواردة أدناه."	"question00b_1_itemDirections00_56fc786b079021.97854133_0_0"	"PISA_ara-ARE_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"2752"	"Dedicated to the preservation of this important landmark"	"مخصص للحفاظ على هذا المَعلَم المهم"	"R550_map_map-tagline_56fc785cd170a4.39109611_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"2140"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R545_question02_Q07itemDirections_56fc7821b1ae23.99363686_1_0"	"PISA_ara-ARE_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1708"	"Click on a choice to answer the question.&lt;/i&gt;"	"ثم انقر على أحد الخيارات للإجابة عن السؤال.  &lt;/i&gt;"	"R543_question5_itemDirections_56fc782139b537.51630220_1_0"	"PISA_ara-ARE_REA_R543-Nobel_en18_MS2022.xlf"
"3640"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"ثم انقر على الخيارات الواردة في الجدول للإجابة عن السؤال &lt;/i&gt;"	"R558_question2_itemDirections_56fc786b09be36.87322307_1_0"	"PISA_ara-ARE_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"4284"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R562_question01_q01itemDirections_56fc783b408936.21098071_1_0"	"PISA_ara-ARE_REA_R562-OpeningNight_en18_MS2022.xlf"
"5622"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R568_question08_q08itemDirections_56fc784aadc160.19925657_1_0"	"PISA_ara-ARE_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3440"	"Click on a choice to answer the question.&lt;/i&gt;"	"ثم انقر على أحد الخيارات للإجابة عن السؤال.&lt;/i&gt;"	"R556_question4_itemDirections_56fc783ac6fbe2.90493965_1_0"	"PISA_ara-ARE_REA_R556-Microlending_en18_MS2022.xlf"
"4020"	"Read the Introduction."	"اقرأ المقدمة."	"q00abody_q00aitemDirections_56fc784a8205f2.33738515_0_0"	"PISA_ara-ARE_REA_R560-GarbagePatch_en18_MS2022.xlf"
"2056"	"Introduction"	"مقدمة"	"R545_question00_R545itemTitle00_56fc7821a9d015.80843905_1_0"	"PISA_ara-ARE_REA_R545-MachuPicchu_en18_MS2022.xlf"
"2797"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R550_question01_q01itemDirections_56fc785cdd5b03.75076790_1_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"1070"	"£300 or more&lt;br /&gt;"	"3000 درهم فأكثر&lt;br /&gt;"	"R466_stimulus_sect3left_50d37b1428fac4.91573145_0"	"PISA_ara-ARE_REA_R466-WorkRight_en15_MS2022.xlf"
"4516"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R563_question02_q02itemDirections_56fc786b3ef669.06586663_1_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5794"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"q3R569_question_q03itemDirections_56fc7879509f05.07375639_1_0"	"PISA_ara-ARE_REA_R569-TheCleanup_en18_MS2022.xlf"
"2877"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R550_question07_q07itemDirections_56fc785ce9aa50.47831080_1_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"2858"	"&lt;b&gt;Ciff Palace&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;كليف بالاس&lt;/b&gt;&lt;br /&gt;"	"R550_question06_q06itemTitle_56fc785ce7b166.46111037_0_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"3355"	"MICROLENDING – GENEROSITY OR GREED?"	"القروض المتناهية الصغر  &amp;ndash;ـ سخاء أم جشع؟"	"Page3_stimulus_pg3Title_56fc783ab5dfc8.56294685_0"	"PISA_ara-ARE_REA_R556-Microlending_en18_MS2022.xlf"
"3608"	"Introduction"	"مقدمة"	"question00a_1_itemTitle00_56fc786b06ad58.65658185_1_0"	"PISA_ara-ARE_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"3376"	"Introduction"	"مقدمة"	"question00_itemTitle00_56fc783ab75ce5.82207371_1_0"	"PISA_ara-ARE_REA_R556-Microlending_en18_MS2022.xlf"
"2807"	"&lt;b&gt;Ciff Palace&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;كليف بالاس&lt;/b&gt;&lt;br /&gt;"	"R550_question02_q02itemTitle_56fc785cdfec04.58394544_0_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"3227"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R553_question01_q01itemDirections_56fc784a5c0894.93353663_1_0"	"PISA_ara-ARE_REA_R553-HealthForum_en18_MS2022.xlf"
"3019"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00a-body_q00a-itemDirections_56fd79425c7be5.80957375_1_0"	"PISA_ara-ARE_REA_R552-FestiRock_en18_MS2022.xlf"
"5269"	"True"	"صحيحة"	"R567_question05_q05tr1th2_56fc787910f8b1.79894974_0"	"PISA_ara-ARE_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1129"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة على السؤال."	"R540Q03Body_Q03itemDirections_56fc7820b2e412.09495403_1_0"	"PISA_ara-ARE_REA_R540-BuildingALegend_en18_MS2022.xlf"
"3454"	"Click on a choice to answer the question.&lt;/i&gt;"	"ثم انقر على أحد الخيارات للإجابة عن السؤال.&lt;/i&gt;"	"R556_question5_itemDirections_56fc783ac89735.55151724_1_0"	"PISA_ara-ARE_REA_R556-Microlending_en18_MS2022.xlf"
"5002"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00a-body_q00a-itemDirections_56fc786b7b49b2.24533594_1_0"	"PISA_ara-ARE_REA_R566-SkelligRocks_en18_MS2022.xlf"
"320"	"LOCATION"	"الموقع"	"R219_stimulus_sect4Line2span2_50d36da2c5f3a5.98350805_0"	"PISA_ara-ARE_REA_R219-Employment_en15_MS2022.xlf"
"639"	"Then click on the NEXT arrow to view the first question."	"انقر على السهم &quot;التالي&quot; لترى السؤال الأول."	"R404_question_introBullet3_50d37a3f7b5a51.30445277_0"	"PISA_ara-ARE_REA_R404-Sleep_en15_MS2022.xlf"
"1048"	"&lt;b&gt;1/ Buy&lt;/b&gt; one or more Work Right products* on the same day from your usual retailer between 15th December  and 31st January:&lt;br /&gt;"	"&lt;b&gt;1/ اشتري &lt;/b&gt; غرضاً واحداً أو أكثر من منتجات ورك رايت* في نفس اليوم من تاجر التجزئة المعتاد التعامل معه ما بين 15 ديسمبر و31 يناير:&lt;br /&gt;"	"R466_stimulus_section2_50d37b14289e20.94782376_0"	"PISA_ara-ARE_REA_R466-WorkRight_en15_MS2022.xlf"
"1150"	"Click on a choice to answer the question."	"&lt;i&gt;انقر على أحد الخيارات للإجابة عن السؤال.&lt;/i&gt;"	"R540Q05Body_Q05itemDirections_56fc7820b50ae8.46984171_1_0"	"PISA_ara-ARE_REA_R540-BuildingALegend_en18_MS2022.xlf"
"4902"	"Click on a choice to answer the question.&lt;/i&gt;"	"ثم انقر على أحد الخيارات للإجابة عن السؤال.&lt;/i&gt;"	"R565_question8_itemDirections_56fc785d634c08.07217589_1_0"	"PISA_ara-ARE_REA_R565-SittingDisease_en18_MS2022.xlf"
"4860"	"Click on a choice to answer the question.&lt;/i&gt;"	"ثم انقر على أحد الخيارات للإجابة عن السؤال.&lt;/i&gt;"	"R565_question5_itemDirections_56fc785d5ef754.99956789_1_0"	"PISA_ara-ARE_REA_R565-SittingDisease_en18_MS2022.xlf"
"4377"	"About Us"	"نبذة عنّا."	"R563-stimulus-culture_stimulus_culture_5_56fc786b3355c9.89235823_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5991"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each activity."	"انقر على &lt;b&gt; نعم &lt;/b&gt; أو &lt;b&gt; لا &lt;/b&gt; لكل نشاط."	"R570_question04_q04p1_56fc78797ba9b4.63482118_1_0"	"PISA_ara-ARE_REA_R570-TheFavour_en18_MS2022.xlf"
"6170"	"Please read the sentence."	"يرجى قراءة العبارة."	"q3R590_question_q3p1_56fd23111960a4.54446684_0_0"	"PISA_ara-ARE_REA_R590-Sentences01_en18_MS2022.xlf"
"5578"	"Click on a search result to answer the question."	"ثم انقر على إحدى نتائج البحث للإجابة عن السؤال."	"R568_question05_q05itemDirections_56fc784aa8cd49.98790140_1_0"	"PISA_ara-ARE_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4632"	"Type your answers to the questions."	"ثم اكتب إجاباتك عن السؤال."	"R563_question10_q10itemDirections_56fc786b4e31f5.41702157_1_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4113"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00b-body_q00b-p1_56fc785d264c41.70943658_1_0"	"PISA_ara-ARE_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4916"	"Type your answer to the question.&lt;/i&gt;"	"ثم اكتب إجابتك عن السؤال&lt;/i&gt;."	"R565_question9_itemDirections_56fc785d64abb5.53582901_1_0"	"PISA_ara-ARE_REA_R565-SittingDisease_en18_MS2022.xlf"
"5586"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R568_question06_q06itemDirections_56fc784aaa2498.41264310_1_0"	"PISA_ara-ARE_REA_R568-SpaceDebris_en18_MS2022.xlf"
"186"	"£15"	"150درهم"	"R102_stimulus_tr18td3_50d366e30cad09.01224660_0"	"PISA_ara-ARE_REA_R102-Shirts_en15_MS2022.xlf"
"5644"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q0a-body_q0a-itemDirections_56fc784ab0be40.63295573_1_0"	"PISA_ara-ARE_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3497"	"Click on a choice to answer the question.&lt;/i&gt;"	"ثم انقر على أحد الخيارات للإجابة عن السؤال.&lt;/i&gt;"	"R556_question9_itemDirections9_56fc783add6b18.78125777_1_0"	"PISA_ara-ARE_REA_R556-Microlending_en18_MS2022.xlf"
"4355"	"About Us"	"نبذة عنّا."	"R563-stimulus-about_stimulus_about_5_56fc786b3201a8.65325622_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5013"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00c-body_q00c-itemDirections_56fc786b7db3f5.52043399_1_0"	"PISA_ara-ARE_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3626"	"Click on a choice to answer the question.&lt;/i&gt;"	"ثم انقر على أحد الخيارات للإجابة عن السؤال.&lt;/i&gt;"	"R558_question01_itemDirections_56fc786b088cb0.75370623_1_0"	"PISA_ara-ARE_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"3547"	"Tyson Electronics"	"شركة المروج  للإلكترونيات."	"Nobel_Stimulus_stimulus2_4_56fc786b0214f9.97071913_0"	"PISA_ara-ARE_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"4808"	"Introduction"	"مقدمة"	"question00a_1_itemTitle00_56fc785d589958.00945088_1_0"	"PISA_ara-ARE_REA_R565-SittingDisease_en18_MS2022.xlf"
"4019"	"Introduction"	"مقدمة"	"q00abody_itemTitle00_56fc784a8202e8.20275697_1_0"	"PISA_ara-ARE_REA_R560-GarbagePatch_en18_MS2022.xlf"
"5106"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&amp;check;&lt;i&gt;تذكر أنه يمكنك اختيار &lt;b&gt; واحد أو أكثر &lt;/b&gt; من المربعات. &lt;/i&gt;"	"R566_question07_q07p2_56fc786b8be128.35981027_0"	"PISA_ara-ARE_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5923"	"Read the Introduction."	"اقرأ المقدمة."	"q00a-body_q00a-itemDirections_56fc787974a2a3.06881981_0_0"	"PISA_ara-ARE_REA_R570-TheFavour_en18_MS2022.xlf"
"1701"	"Type your answer to the question.&lt;/i&gt;"	"ثم اكتب إجابتك عن السؤال.&lt;/i&gt;"	"R543_question4_itemDirections_56fc7821381578.06834284_1_0"	"PISA_ara-ARE_REA_R543-Nobel_en18_MS2022.xlf"
"4217"	"Refer to both chats on the right by clicking on each of the tabs."	"ارجع إلى الدردشتين على اليسار بالنقر على كل واحدة من علامات التبويب."	"R561_question08_q08itemDirections_56fc785d328c27.14811252_0_0"	"PISA_ara-ARE_REA_R561-OlympicFlag_en18_MS2022.xlf"
"3387"	"Click on a choice to answer the question.&lt;/i&gt;"	"ثم انقر على أحد الخيارات للإجابة عن السؤال.&lt;/i&gt;"	"R556_question1_itemDirections_56fc783ac17050.91870088_1_0"	"PISA_ara-ARE_REA_R556-Microlending_en18_MS2022.xlf"
"4664"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00body_q00itemDirections_56fc783b5aea95.72363860_1_0"	"PISA_ara-ARE_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"5057"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R566_question04_q04itemDirections_56fc786b86c2c3.21174983_1_0"	"PISA_ara-ARE_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5441"	"Web Search"	"البحث على الإنترنت"	"R568_stimulus4_pg04h1_56fc784a9ffbb6.57025971_0"	"PISA_ara-ARE_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4673"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R564_question01_q01itemDirections_56fc783b5be821.70996521_1_0"	"PISA_ara-ARE_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"4275"	"Read the Introduction."	"اقرأ المقدمة."	"q00body_q00itemDirections_56fc783b3f8a36.71119956_0_0"	"PISA_ara-ARE_REA_R562-OpeningNight_en18_MS2022.xlf"
"3680"	"Click on a choice to answer the question.&lt;/i&gt;"	"ثم انقر على أحد الخيارات للإجابة عن السؤال.&lt;/i&gt;"	"R558_question5_itemDirections_56fc786b0dd1f3.21650180_1_0"	"PISA_ara-ARE_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"5975"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R570_question03_q03itemDirections_56fc78797a3fe7.10691677_1_0"	"PISA_ara-ARE_REA_R570-TheFavour_en18_MS2022.xlf"
"5808"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"q4R569_question_q04itemDirections_56fc787951ec51.23159211_1_0"	"PISA_ara-ARE_REA_R569-TheCleanup_en18_MS2022.xlf"
"5230"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R567_question02_q02itemDirections_56fc78790d2db7.39880018_1_0"	"PISA_ara-ARE_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4618"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R563_question09_q09itemDirections_56fc786b4ba5d3.14167925_1_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2084"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R545_question02_Q02itemDirections_56fc7821ac1062.96206955_1_0"	"PISA_ara-ARE_REA_R545-MachuPicchu_en18_MS2022.xlf"
"5922"	"Introduction"	"مقدمة"	"q00a-body_itemTitle00a_56fc7879749f20.00085431_1_0"	"PISA_ara-ARE_REA_R570-TheFavour_en18_MS2022.xlf"
"1993"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"ثم انقر على أحد الخيارات واكتب شرحاً للإجابة عن السؤال.  &lt;/i&gt;"	"R544_question6_itemDirections_56fc78217e75b4.12434036_1_0"	"PISA_ara-ARE_REA_R544-Tesla_en18_MS2022.xlf"
"4029"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00bbody_q00bitemDirections_56fc784a8325e9.36857198_1_0"	"PISA_ara-ARE_REA_R560-GarbagePatch_en18_MS2022.xlf"
"3028"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R552_question01_q01itemDirections_56fd79425dd6c9.52135901_1_0"	"PISA_ara-ARE_REA_R552-FestiRock_en18_MS2022.xlf"
"2484"	"Introduction"	"مقدمة"	"q00a-body_itemTitle00a_56fc786aca0d39.62839492_1_0"	"PISA_ara-ARE_REA_R549-MessageInABottle_en18_MS2022.xlf"
"1252"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"Q02_question_Q02itemDirections_56fc7820cec301.21446774_1_0"	"PISA_ara-ARE_REA_R541-Plastic_en18_MS2022.xlf"
"5001"	"Read the Introduction."	"اقرأ المقدمة."	"q00a-body_q00a-itemDirections_56fc786b7b49b2.24533594_0_0"	"PISA_ara-ARE_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4874"	"Click on a choice to answer the question.&lt;/i&gt;"	"ثم انقر على أحد الخيارات للإجابة عن السؤال.&lt;/i&gt;"	"R565_question6_itemDirections_56fc785d6051c6.45976345_1_0"	"PISA_ara-ARE_REA_R565-SittingDisease_en18_MS2022.xlf"
"5761"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"q1R569_question_q01itemDirections_56fc78794dc632.42190211_1_0"	"PISA_ara-ARE_REA_R569-TheCleanup_en18_MS2022.xlf"
"4104"	"Introduction"	"مقدمة"	"q00a-body_itemTitle00a_56fc785d252176.47398452_1_0"	"PISA_ara-ARE_REA_R561-OlympicFlag_en18_MS2022.xlf"
"2784"	"Read the Introduction."	"اقرأ المقدمة."	"q00body_q00itemDirections_56fc785cdb7056.90765917_0_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"5740"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00a-body_q00a-itemDirections_56fc78794b5369.48599087_1_0"	"PISA_ara-ARE_REA_R569-TheCleanup_en18_MS2022.xlf"
"708"	"0"	"صفر"	"R404_stimulus_label8_50d37a3f8657e0.71751375_0"	"PISA_ara-ARE_REA_R404-Sleep_en15_MS2022.xlf"
"2101"	"Is the statement true or false?"	"وفقاً لكتيّب وكالة الشروق للسياحة، هل العبارات التالية صحيحة أم خطأ؟"	"R545_question03_Q03tr1th1_56fc7821ad8e59.97792072_0"	"PISA_ara-ARE_REA_R545-MachuPicchu_en18_MS2022.xlf"
"5043"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R566_question03_q03itemDirections_56fc786b848714.63479915_1_0"	"PISA_ara-ARE_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4423"	"About Us"	"نبذة عنّا."	"R563-stimulus-communtity_stimulus_culture_music_5_56fc786b3667e1.34991282_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4839"	"Click on a choice to answer the question.&lt;/i&gt;"	"ثم انقر على أحد الخيارات للإجابة عن السؤال.&lt;/i&gt;"	"R565_question_itemDirections_56fc785d5c2e04.42459264_1_0"	"PISA_ara-ARE_REA_R565-SittingDisease_en18_MS2022.xlf"
"5010"	"Click on the NEXT arrow to read the website."	"انقر على زر &quot;التالي&quot; لقراءة الموقع الإلكتروني."	"q00b-body_q00b-p2_56fc786b7c7ef2.52502321_0"	"PISA_ara-ARE_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3262"	"Click on a choice to answer the question.&lt;/i&gt;"	"ثم  انقر على أحد الخيارات للإجابة على السؤال.&lt;/i&gt;"	"R553_question4_q04itemDirections_56fc784a5fe943.11595551_1_0"	"PISA_ara-ARE_REA_R553-HealthForum_en18_MS2022.xlf"
"2547"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R549_question05_q05itemDirections_56fc786ad175f6.19547762_1_0"	"PISA_ara-ARE_REA_R549-MessageInABottle_en18_MS2022.xlf"
"5939"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00c-body_q00c-itemDirections_56fc787976ba68.37031688_1_0"	"PISA_ara-ARE_REA_R570-TheFavour_en18_MS2022.xlf"
"5747"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00b-body_q00b-itemDirections_56fc78794c5e44.05134546_1_0"	"PISA_ara-ARE_REA_R569-TheCleanup_en18_MS2022.xlf"
"5961"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R570_question02_q02itemDirections_56fc787978f2e5.90111872_1_0"	"PISA_ara-ARE_REA_R570-TheFavour_en18_MS2022.xlf"
"3777"	"Read the Introduction."	"اقرأ المقدمة."	"q00body_q00itemDirections_56fc783b2348f3.80349298_0_0"	"PISA_ara-ARE_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"4224"	"Refer to both chats on the right by clicking on each of the tabs."	"ارجع إلى الدردشتين على اليسار بالنقر على كل واحدة من علامات التبويب."	"R561_question09_q09itemDirections_56fc785d33ecc7.05935368_0_0"	"PISA_ara-ARE_REA_R561-OlympicFlag_en18_MS2022.xlf"
"5929"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00b-body_q00b-itemDirections_56fc787975ae90.73732058_1_0"	"PISA_ara-ARE_REA_R570-TheFavour_en18_MS2022.xlf"
"2486"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00a-body_q00a-itemDirections_56fc786aca1045.24770633_1_0"	"PISA_ara-ARE_REA_R549-MessageInABottle_en18_MS2022.xlf"
"1526"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"Q08R542_question_Q08itemDirections_56fc78211030b8.65907280_1_0"	"PISA_ara-ARE_REA_R542-BulletinBoard_en18_MS2022.xlf"
"1843"	"Then click on the NEXT arrow.&lt;/i&gt;"	"ثم انقر على زر &quot;التالي&quot;. &lt;/i&gt;"	"question0a_1_itemDirections00_56fc782164e353.11298372_1_0"	"PISA_ara-ARE_REA_R544-Tesla_en18_MS2022.xlf"
"4106"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00a-body_q00a-p1_56fc785d252639.73865870_1_0"	"PISA_ara-ARE_REA_R561-OlympicFlag_en18_MS2022.xlf"
"2238"	"Introduction"	"مقدمة"	"q00abody_itemTitle00_56fc782df3de96.43629272_1_0"	"PISA_ara-ARE_REA_R547-BookSurvey_en18_MS2022.xlf"
"4499"	"Read the Introduction."	"اقرأ المقدمة."	"q00-body_q00-itemDirections_56fc786b3bd0d1.16007011_0_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"854"	"&lt;i&gt;Refer to &quot;How to Find a Summer Job&quot; on the right. Type your answer to the question.&lt;/i&gt;"	"&lt;i&gt;ارجع إلى &quot; كيف تحصل على وظيفة صيفية؟&quot; على الجانب الأيسر،واطبع إجابتك عن السؤال&lt;/i&gt;"	"R453_question_itemDirections_50d36965504f07.03378392_0"	"PISA_ara-ARE_REA_R453-SummerJob_en15_MS2022.xlf"
"5822"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"q5R569_question_q05itemDirections_56fc78795345f0.48202417_1_0"	"PISA_ara-ARE_REA_R569-TheCleanup_en18_MS2022.xlf"
"4008"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R560_question07_q07itemDirections_56fc784a80bb23.32450086_1_0"	"PISA_ara-ARE_REA_R560-GarbagePatch_en18_MS2022.xlf"
"5557"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R568_question03_q03itemDirections_56fc784aa61dd0.11236281_1_0"	"PISA_ara-ARE_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3800"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R559_question02_q02itemDirections_56fc783b259b76.36684830_1_0"	"PISA_ara-ARE_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"5217"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&amp;check;&lt;i&gt; تذكر أنه يمكنك اختيار &lt;b&gt; واحد أو أكثر &lt;/b&gt; من المربعات.&lt;/i&gt;"	"R567_question01_q01p2_56fc78790bc0f7.07074059_0"	"PISA_ara-ARE_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5924"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00a-body_q00a-itemDirections_56fc787974a2a3.06881981_1_0"	"PISA_ara-ARE_REA_R570-TheFavour_en18_MS2022.xlf"
"5000"	"Introduction"	"مقدمة"	"q00a-body_itemTitle00a_56fc786b7b46b3.79897614_1_0"	"PISA_ara-ARE_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3270"	"Products made from honey"	"منتجات مصنوعة من العسل."	"R553_question4_question04_4_56fc784a600149.50110116_1_0"	"PISA_ara-ARE_REA_R553-HealthForum_en18_MS2022.xlf"
"4120"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R561_question01_q01itemDirections_56fc785d275c31.65450272_1_0"	"PISA_ara-ARE_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4276"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"q00body_q00itemDirections_56fc783b3f8a36.71119956_1_0"	"PISA_ara-ARE_REA_R562-OpeningNight_en18_MS2022.xlf"
"2887"	"&lt;b&gt;Ciff Palace&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;كليف بالاس&lt;/b&gt;&lt;br /&gt;"	"R550_question08_q08itemTitle_56fc785ceb8fd9.58889268_0_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
