"Segment"	"en-ZZ"	"ar-JO"	"ID"	"File"
"4253"	"Introduction"	"مقدمة"	"q00abody_itemTitle00_5c9d225a310554.21535141_2_0"	"PISA_ara-JOR_REA_R560-GarbagePatch_en21_MS2022.xlf"
"2677"	"Click on a choice to answer the question.&lt;/i&gt;"	"انقرْ على أحد البدائل للإجابة عن السؤال.&lt;/i&gt;"	"R547_question6_itemDirections_5c9d219f1d98c8.80414353_1_0"	"PISA_ara-JOR_REA_R547-BookSurvey_en21_MS2022.xlf"
"4360"	"Then click on the NEXT arrow."	"ثم انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt;."	"q00a-body_q00a-p1_5c9d225a4e1663.65993573_1_0"	"PISA_ara-JOR_REA_R561-OlympicFlag_en21_MS2022.xlf"
"3340"	"Introduction"	"مقدمة"	"q00a-body_itemTitle00a_5c9d219fa9c812.24290287_2_0"	"PISA_ara-JOR_REA_R552-FestiRock_en21_MS2022.xlf"
"5237"	"Then click on the NEXT arrow."	"ثم انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt;."	"q00a-body_q00a-itemDirections_5c9d225b241a05.89342632_1_0"	"PISA_ara-JOR_REA_R566-SkelligRocks_en21_MS2022.xlf"
"6116"	"Then click on the NEXT arrow."	"ثم انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt;."	"q00c-body_q00c-itemDirections_5c9d225be4b0a6.34337423_1_0"	"PISA_ara-JOR_REA_R570-TheFavour_en21_MS2022.xlf"
"3898"	"Then click on the NEXT arrow.&lt;/i&gt;"	"ثم انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt;.&lt;/i&gt;"	"question00b_1_itemDirections00_5c9d2259d0a923.54695152_1_0"	"PISA_ara-JOR_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"2382"	"Click on a choice to answer the question.&lt;/i&gt;"	"انقرْ على أحد البدائل للإجابة عن السؤال.&lt;/i&gt;"	"R544_question9_itemDirections_5c9d219eb9e0e2.04420842_1_0"	"PISA_ara-JOR_REA_R544-Tesla_en21_MS2022.xlf"
"4750"	"Then click on the NEXT arrow."	"ثم انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt;."	"q00-body_q00-itemDirections_5c9d225aa68e90.08981570_1_0"	"PISA_ara-JOR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"4471"	"Type your answer to the question."	"اطبع إجاباتك عن السؤال."	"R561_question09_q09itemDirections_5c9d225a64d5c5.29193911_1_0"	"PISA_ara-JOR_REA_R561-OlympicFlag_en21_MS2022.xlf"
"1661"	"Introduction"	"مقدمة"	"R541_question_q00itemTitle_5c9d219e333135.43022633_2_0"	"PISA_ara-JOR_REA_R541-Plastic_en21_MS2022.xlf"
"4182"	"Click on a search result to answer the question."	"انقرْ على إحدى نتائج البحث للإجابة عن السؤال."	"R560_question01_q0p1_5c9d225a275726.46916200_1_0"	"PISA_ara-JOR_REA_R560-GarbagePatch_en21_MS2022.xlf"
"1742"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"انقر على &lt;/b&gt;صواب&lt;b&gt; أو &lt;b&gt;خطأ&lt;/b&gt; لكل عبارة."	"Q07_question_Q07p2_5c9d219e3bd593.06084435_1_0"	"PISA_ara-JOR_REA_R541-Plastic_en21_MS2022.xlf"
"1739"	"Click on the choices in the table to answer the question."	"انقر على البدائل الموجودة في الجدول للإجابة على السؤال."	"Q07_question_Q07itemDirections_5c9d219e3bd283.68280238_1_0"	"PISA_ara-JOR_REA_R541-Plastic_en21_MS2022.xlf"
"5807"	"Then click on the NEXT arrow."	"ثم انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt;."	"q0a-body_q0a-itemDirections_5c9d225b9c1047.88297843_1_0"	"PISA_ara-JOR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5917"	"Introduction"	"مقدمة"	"q00a-body_itemTitle00a_5c9d225bbbcfc2.14942014_2_0"	"PISA_ara-JOR_REA_R569-TheCleanup_en21_MS2022.xlf"
"4387"	"Click on a choice and then type an explanation to answer the question."	"انقرْ على أحد البدائل ثم اطبع تفسير للإجابة عن السؤال."	"R561_question02_q02itemDirections_5c9d225a53a986.73581482_1_0"	"PISA_ara-JOR_REA_R561-OlympicFlag_en21_MS2022.xlf"
"4759"	"Refer to the different webpages of the website on the right."	"ارجع إلى مُختلف صفحات الويب في الموقع على اليسار."	"R563_question01_q01itemDirections_5c9d225aa81f50.68031492_0_0"	"PISA_ara-JOR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"5493"	"Click on a search result to answer the question."	"انقرْ على إحدى نتائج البحث للإجابة عن السؤال."	"R567_question06_q06itemDirections_5c9d225b6157e5.34768799_1_0"	"PISA_ara-JOR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"4785"	"Refer to the different webpages of the website on the right."	"ارجع إلى مُختلف صفحات الويب في الموقع على اليسار."	"R563_question04_q04itemDirections_5c9d225aacdf88.57641426_0_0"	"PISA_ara-JOR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"5564"	"Introduction"	"مقدمة"	"q0a-body_itemTitle0a_5c9d225b68b8d2.44788201_2_0"	"PISA_ara-JOR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"3890"	"Then click on the NEXT arrow.&lt;/i&gt;"	"ثم انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt;.&lt;/i&gt;"	"question00a_1_itemDirections00_5c9d2259cfa214.87345836_1_0"	"PISA_ara-JOR_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"4639"	"About Us"	"مَن نحن؟"	"R563-stimulus-communtity_stimulus_culture_community_5_5c9d225a9fef70.61204938_0"	"PISA_ara-JOR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"4778"	"Refer to the different webpages of the website on the right."	"ارجع إلى مُختلف صفحات الويب في الموقع على اليسار."	"R563_question03_q03itemDirections_5c9d225aab50b2.11425491_0_0"	"PISA_ara-JOR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"5919"	"Then click on the NEXT arrow."	"ثم انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt;."	"q00a-body_q00a-itemDirections_5c9d225bbbd163.29252885_1_0"	"PISA_ara-JOR_REA_R569-TheCleanup_en21_MS2022.xlf"
"4810"	"Refer to the different webpages of the website on the right."	"ارجع إلى مُختلف صفحات الويب في الموقع على اليسار."	"R563_question06_q06itemDirections_5c9d225ab08fb8.61774619_0_0"	"PISA_ara-JOR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"2942"	"Click on the choices in the table to answer the question."	"انقر على البدائل الموجودة في الجدول للإجابة على السؤال."	"R549_question09_q09itemDirections_5c9d219f52dd35.44656995_1_0"	"PISA_ara-JOR_REA_R549-MessageInABottle_en21_MS2022.xlf"
"2423"	"Introduction"	"مقدمة"	"R545_question00_R545itemTitle00_5c9d219ed76d38.57067960_2_0"	"PISA_ara-JOR_REA_R545-MachuPicchu_en21_MS2022.xlf"
"5516"	"Click on the choices in the table to answer the question."	"انقرْ على البدائل في الجدول للإجابة عن السؤال."	"R567_question08_q08itemDirections_5c9d225b64a187.01204116_1_0"	"PISA_ara-JOR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"4411"	"Click on the choices in the table to answer the question."	"انقرْ على البدائل في الجدول للإجابة عن السؤال."	"R561_question04_q04itemDirections_5c9d225a584ac1.71572491_1_0"	"PISA_ara-JOR_REA_R561-OlympicFlag_en21_MS2022.xlf"
"5359"	"Web Search"	"بحث في الإنترنت"	"R567_stimulus2_pg02h1_5c9d225b543121.88912650_0"	"PISA_ara-JOR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"6017"	"Click on a choice and then type an explanation to answer the question."	"انقرْ على أحد البدائل ثم اطبع تفسير للإجابة عن السؤال."	"q7R569_question_q7itemDirections_5c9d225bc83ec1.60378577_1_0"	"PISA_ara-JOR_REA_R569-TheCleanup_en21_MS2022.xlf"
"5121"	"Click on a choice to answer the question.&lt;/i&gt;"	"انقرْ على بديل للإجابة عن السؤال.&lt;/i&gt;"	"R565_question7_itemDirections_5c9d225b067290.45114409_1_0"	"PISA_ara-JOR_REA_R565-SittingDisease_en21_MS2022.xlf"
"2349"	"Click on a choice to answer the question.&lt;/i&gt;"	"انقرْ على أحد البدائل للإجابة عن السؤال.&lt;/i&gt;"	"R544_question5_itemDirections_5c9d219eb518f0.13045807_1_0"	"PISA_ara-JOR_REA_R544-Tesla_en21_MS2022.xlf"
"4904"	"Click on the NEXT arrow to read the brochure."	"انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt; لقراءة النشرة."	"q00body_q00p3_5c9d225ad634e6.58888224_0"	"PISA_ara-JOR_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"5244"	"Then click on the NEXT arrow."	"ثم انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt;."	"q00b-body_q00b-itemDirections_5c9d225b2548f7.48007221_1_0"	"PISA_ara-JOR_REA_R566-SkelligRocks_en21_MS2022.xlf"
"6098"	"Introduction"	"مقدمة"	"q00a-body_itemTitle00a_5c9d225be26e81.01568099_2_0"	"PISA_ara-JOR_REA_R570-TheFavour_en21_MS2022.xlf"
"5518"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"انقر فوق &lt;b&gt; صواب &lt;/ b&gt; أو &lt;b&gt; خطأ &lt;/ b&gt; لكل عبارة."	"R567_question08_q08p1_5c9d225b64a341.04782090_1_0"	"PISA_ara-JOR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"1421"	"100"	"١٠٠"	"R466_stimulus_stimulus2_2_5c3f627e66a6f8.30866851_0"	"PISA_ara-JOR_REA_R466-WorkRight_en21_MS2022.xlf"
"4038"	"Then click on the NEXT arrow."	"ثم انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt;."	"q00body_q00itemDirections_5c9d225a083229.64311247_1_0"	"PISA_ara-JOR_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"5235"	"Introduction"	"مقدمة"	"q00a-body_itemTitle00a_5c9d225b241865.72508630_2_0"	"PISA_ara-JOR_REA_R566-SkelligRocks_en21_MS2022.xlf"
"5724"	"True"	"صحيحة"	"R568_question02_q02tr1th2_5c9d225b903e14.17408381_0"	"PISA_ara-JOR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"4964"	"Type your answer to the question."	"اطبع إجاباتك عن السؤال."	"R564_question06_q06itemDirections_5c9d225add3851.38138164_1_0"	"PISA_ara-JOR_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"4522"	"Introduction"	"مقدمة"	"q00body_itemTitle00_5c9d225a8337a7.03553724_2_0"	"PISA_ara-JOR_REA_R562-OpeningNight_en21_MS2022.xlf"
"4416"	"True"	"صحيحة"	"R561_question04_q04tr1th2_5c9d225a5852e6.07952539_0"	"PISA_ara-JOR_REA_R561-OlympicFlag_en21_MS2022.xlf"
"2090"	"Click on a choice to answer the question.&lt;/i&gt;"	"انقرْ على أحد البدائل للإجابة عن السؤال.&lt;/i&gt;"	"R543_question2_itemDirections_5c9d219e7d71b2.22721691_1_0"	"PISA_ara-JOR_REA_R543-Nobel_en21_MS2022.xlf"
"3973"	"Click on a search result to answer the question.&lt;/i&gt;"	"انقرْ على إحدى نتائج البحث للإجابة عن السؤال.&lt;/i&gt;"	"R558_question7_itemDirections_5c9d2259de3d30.86993518_1_0"	"PISA_ara-JOR_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"5099"	"Click on a choice to answer the question.&lt;/i&gt;"	"انقرْ على بديل للإجابة عن السؤال.&lt;/i&gt;"	"R565_question5_itemDirections_5c9d225b036465.91005126_1_0"	"PISA_ara-JOR_REA_R565-SittingDisease_en21_MS2022.xlf"
"5798"	"Refer to both sources on the right by clicking on each of the tabs."	"ارجع إلى المصدرين على اليسار وذلك بالنقر على كل علامة تبويب."	"R568_question09_q09itemDirections_5c9d225b9a8f90.71311635_0_0"	"PISA_ara-JOR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5147"	"Web Search"	"بحث في الإنترنت"	"R566_stimulus02_pg02h1_5c9d225b1cb230.57150775_0"	"PISA_ara-JOR_REA_R566-SkelligRocks_en21_MS2022.xlf"
"5483"	"False"	"خاطئة"	"R567_question05_q05tr1th3_5c9d225b5ff6d6.83847885_0"	"PISA_ara-JOR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"5815"	"Click on the NEXT arrow to read the article."	"انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt; لقراءة المقالة."	"q0b-body_q0b-p2_5c9d225b9d8ad3.57377464_0"	"PISA_ara-JOR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"4840"	"Refer to the different webpages of the website on the right."	"ارجع إلى مُختلف صفحات الويب في الموقع على اليسار."	"R563_question08_q08itemDirections_5c9d225ab476b1.83289060_0_0"	"PISA_ara-JOR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"4041"	"Click on the NEXT arrow to read the article."	"انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt; لقراءة المقالة."	"q00body_q00p2_5c9d225a083717.02980991_0"	"PISA_ara-JOR_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"4562"	"Type your answer to the question."	"اطبع إجاباتك عن السؤال."	"R562_question04_q04itemDirections_5c9d225a88e241.32338956_1_0"	"PISA_ara-JOR_REA_R562-OpeningNight_en21_MS2022.xlf"
"6322"	"Then click on the NEXT arrow.&lt;/i&gt;"	"ثم انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt;.&lt;/i&gt;"	"q00body_q00itemDirections_5c9d225c1daca6.57636802_1_0"	"PISA_ara-JOR_REA_R590-Sentences01_en21_MS2022.xlf"
"4767"	"Refer to the different webpages of the website on the right."	"ارجع إلى مُختلف صفحات الويب في الموقع على اليسار."	"R563_question02_q02itemDirections_5c9d225aa9b1d6.23322413_0_0"	"PISA_ara-JOR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"5821"	"Click on a choice and type an explanation to answer the question."	"انقرْ على أحد البدائل واطبع شرحًا للإجابة عن السؤال."	"R568_question10_q10itemDirections_5c9d225b9f0d59.48638070_1_0"	"PISA_ara-JOR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"4358"	"Introduction"	"مقدمة"	"q00a-body_itemTitle00a_5c9d225a4e14a9.47718243_2_0"	"PISA_ara-JOR_REA_R561-OlympicFlag_en21_MS2022.xlf"
"4731"	"About Us"	"مَن نحن؟"	"R563-stimulus-news_stimulus_news_5_5c9d225aa50289.50968101_0"	"PISA_ara-JOR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"5240"	"Click on the NEXT arrow to read the article."	"انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt; لقراءة المقالة."	"q00a-body_q00a-p2_5c9d225b241d39.66934073_0"	"PISA_ara-JOR_REA_R566-SkelligRocks_en21_MS2022.xlf"
"4779"	"Type your answer to the question."	"اطبع إجاباتك عن السؤال."	"R563_question03_q03itemDirections_5c9d225aab50b2.11425491_1_0"	"PISA_ara-JOR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"5093"	"Give one example."	"أعطِ مثالاً واحدًا."	"R565_question4_q04p2_5c9d225b01d6c5.29559629_0"	"PISA_ara-JOR_REA_R565-SittingDisease_en21_MS2022.xlf"
"3918"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"ثم انقرْ على البدائل في الجدول للإجابة عن السؤال.&lt;/i&gt;"	"R558_question2_itemDirections_5c9d2259d6cf69.19154311_1_0"	"PISA_ara-JOR_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"4805"	"About Us"	"مَن نحن؟"	"R563_question05_question05_6_5c9d225aaedaa3.31396536_0"	"PISA_ara-JOR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"358"	"T"	"خميس"	"R219_stimulus_stimulus_7_5c3f6270d221e9.15575997_0"	"PISA_ara-JOR_REA_R219-Employment_en21_MS2022.xlf"
"2285"	"Click on a choice to answer the question.&lt;/i&gt;"	"انقرْ على أحد البدائل للإجابة عن السؤال.&lt;/i&gt;"	"R544_question11_itemDirections_5c9d219ead6f93.72484522_1_0"	"PISA_ara-JOR_REA_R544-Tesla_en21_MS2022.xlf"
"5772"	"Click on the choices in the table to answer the question."	"انقرْ على البدائل في الجدول للإجابة عن السؤال."	"R568_question07_q07itemDirections_5c9d225b974f88.86132677_1_0"	"PISA_ara-JOR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5566"	"Then click on the NEXT arrow."	"ثم انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt;."	"q0a-body_q0a-itemDirections_5c9d225b68ba89.64609386_1_0"	"PISA_ara-JOR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"5744"	"Type your answer to the question."	"اطبع إجاباتك عن السؤال."	"R568_question04_q04itemDirections_5c9d225b92ef54.36273755_1_0"	"PISA_ara-JOR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5457"	"Type your answer to the question."	"اطبع إجاباتك عن السؤال."	"R567_question03_q03itemDirections_5c9d225b5d0026.69007205_2_0"	"PISA_ara-JOR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"3984"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"ثم انقرْ على البدائل في الجدول للإجابة عن السؤال.&lt;/i&gt;"	"R558_question8_itemDirections_5c9d2259dff4b4.26787399_1_0"	"PISA_ara-JOR_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"4955"	"Type your answer to the question."	"اطبع إجاباتك عن السؤال."	"R564_question05_q05itemDirections_5c9d225adc09b8.88788512_1_0"	"PISA_ara-JOR_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"4748"	"Introduction"	"مقدمة"	"q00-body_itemTitle00a_5c9d225aa68d03.58914777_2_0"	"PISA_ara-JOR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"2622"	"Click on a choice to answer the question.&lt;/i&gt;"	"انقرْ على أحد البدائل للإجابة عن السؤال.&lt;/i&gt;"	"R547_question01_itemDirections_5c9d219f166ae3.43581469_1_0"	"PISA_ara-JOR_REA_R547-BookSurvey_en21_MS2022.xlf"
"4798"	"Refer to the different webpages of the website on the right."	"ارجع إلى مُختلف صفحات الويب في الموقع على اليسار."	"R563_question05_q05itemDirections_5c9d225aaed320.38553670_0_0"	"PISA_ara-JOR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"3695"	"Click on a choice to answer the question.&lt;/i&gt;"	"انقرْ على أحد البدائل للإجابة عن السؤال.&lt;/i&gt;"	"R556_question1_itemDirections_5c9d21a0206c18.88355179_2_0"	"PISA_ara-JOR_REA_R556-Microlending_en21_MS2022.xlf"
"6295"	"Then click on the NEXT arrow."	"ثم انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt;."	"q0aR590_question_q0aitemDirections_5c9d225c163889.38571216_1_0"	"PISA_ara-JOR_REA_R590-Sentences01_en21_MS2022.xlf"
"5250"	"Then click on the NEXT arrow."	"ثم انقرْ على سهم &lt;b&gt;&lt;u&gt;التالي&lt;/u&gt;&lt;/b&gt;."	"q00c-body_q00c-itemDirections_5c9d225b268d16.70648842_1_0"	"PISA_ara-JOR_REA_R566-SkelligRocks_en21_MS2022.xlf"
"5820"	"Refer to both sources on the right by clicking on each of the tabs."	"ارجع إلى المصدرين على اليسار وذلك بالنقر على كل علامة تبويب."	"R568_question10_q10itemDirections_5c9d225b9f0d59.48638070_0_0"	"PISA_ara-JOR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"2707"	"Type your answer to the questions.&lt;/i&gt;"	"قم بطباعة إجابتك عن الأسئلة.&lt;/i&gt;"	"R547_question9_itemDirections_5c9d219f211822.28206430_1_0"	"PISA_ara-JOR_REA_R547-BookSurvey_en21_MS2022.xlf"
"3748"	"Click on a choice to answer the question.&lt;/i&gt;"	"انقرْ على أحد البدائل للإجابة عن السؤال.&lt;/i&gt;"	"R556_question5_itemDirections_5c9d21a02610c3.63790339_1_0"	"PISA_ara-JOR_REA_R556-Microlending_en21_MS2022.xlf"
