"Segment"	"en-ZZ"	"da-DK"	"ID"	"File"
"4679"	"Use drag and drop to answer the question."	"Brug træk og slip for at besvare spørgsmålet."	"q1MA157_question_q1itemDirections_5c9d216571a4f9.75837745_1_0"	"PISA_dan-DNK_MAT_MA157-Tyres_en21_MS2022.xlf"
"1531"	"Click on a choice to answer the question."	"Klik på en svarmulighed for at besvare spørgsmålet."	"MA120_question1_itemDirections1_5c9d214ae25a25.45268216_1_0"	"PISA_dan-DNK_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"3217"	"Using the number keys, type your answers to the question."	"Skriv dit svar på spørgsmålet ved hjælp af taltasterne."	"Q2MA134_question_Q2ItmDirP1Id_5c9d216433ba20.91339777_1_0"	"PISA_dan-DNK_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"1239"	"Click on a choice to answer the question."	"Klik på en svarmulighed for at besvare spørgsmålet."	"MA115_question01_q01itemDirections_5c9d214a9065d9.24249905_1_0"	"PISA_dan-DNK_MAT_MA115-Iceberg_en21_MS2022.xlf"
"4295"	"Click on a choice to answer the question."	"Klik på en af svarmulighederne for at besvare spørgsmålet."	"q2MA150_question_q2itemDirections_5c9d216538ee88.41324335_1_0"	"PISA_dan-DNK_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"4124"	"Click on a choice to answer the question."	"Klik på en af svarmulighederne for at besvare spørgsmålet."	"MA147q4_question_q4itemDirections_5c9d21650b66f4.19975110_1_0"	"PISA_dan-DNK_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"2448"	"Using the number keys, type your answers to the question."	"Skriv dine svar på spørgsmålet ved hjælp af taltasterne."	"MA128q02_question_q02itemDirections_5c9d21372a66a8.78895134_1_0"	"PISA_dan-DNK_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"2749"	"Click on a choice to answer the question."	"Klik på en svarmulighed for at besvare spørgsmålet."	"MA130_question03_itemDirectionsQ03_5c9d214b8dfe44.39422320_1_0"	"PISA_dan-DNK_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"3989"	"Click on a choice to answer the question."	"Klik på en af svarmulighederne for at besvare spørgsmålet."	"MA146q1_question_q1itemDirections_5c9d2164eb6c14.66337389_1_0"	"PISA_dan-DNK_MAT_MA146-Fuel_en21_MS2022.xlf"
"5278"	"Mean"	"Middelværdi"	"MA162_stimulus_mean_5c9d2137cb4195.00622914_0"	"PISA_dan-DNK_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"1471"	"Click on a choice to answer the question."	"Klik på en svarmulighed for at besvare spørgsmålet."	"MA119_question1_itemDirections1_5c9d214ad702a0.84429473_1_0"	"PISA_dan-DNK_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"3275"	"Click on a choice to answer the question."	"Klik på en af svarmulighederne for at besvare spørgsmålet."	"q2CMA135_question_q2itemDirections_5c9d2164502f75.93836961_1_0"	"PISA_dan-DNK_MAT_MA135-ElectricBicycle_en21_MS2022.xlf"
"4242"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✓ Husk at vælge &lt;b&gt;én eller flere&lt;/b&gt; svarmuligheder."	"q1MA149_question_q1p3_5c9d21652ae817.33454873_0"	"PISA_dan-DNK_MAT_MA149-FloorArea_en21_MS2022.xlf"
