"Segment"	"en-ZZ"	"ja-JP"	"ID"	"File"
"2268"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックしてください。"	"R547_question2_itemDirections_56fc782e072020.06902189_1_0"	"PISA_jpn-JPN_REA_R547-BookSurvey_en18_MS2022.xlf"
"5780"	"Location"	"場所"	"q2R569_question_q02r1c2_56fc78794f4067.23543123_0"	"PISA_jpn-JPN_REA_R569-TheCleanup_en18_MS2022.xlf"
"2101"	"Is the statement true or false?"	"旅行案内によると、下の文は「正」または「誤」のどちらですか。"	"R545_question03_Q03tr1th1_56fc7821ad8e59.97792072_0"	"PISA_jpn-JPN_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1048"	"&lt;b&gt;1/ Buy&lt;/b&gt; one or more Work Right products* on the same day from your usual retailer between 15th December  and 31st January:&lt;br /&gt;"	"1）12月15日から1月31日までの間に、ワークライト社の製品*を&lt;b&gt;お買い上げください&lt;/b&gt; 。２点以上お買い上げの場合は、同じ日であること。：&lt;br /&gt;"	"R466_stimulus_section2_50c7c98cd58694.00292201_0"	"PISA_jpn-JPN_REA_R466-WorkRight_en15_MS2022.xlf"
"1071"	"&lt;b&gt;Important!  Do not forget to attach:&lt;/b&gt;&lt;br /&gt; — A copy of your proof of purchase&lt;br /&gt; — The bar code(s) or price tag(s) of the original products&lt;br /&gt;"	"&lt;b&gt;注意! 同封をお忘れなく：&lt;/b&gt;&lt;br /&gt; &amp;mdash; レシートのコピー&lt;br /&gt; &amp;mdash; 製品についている値札かバーコード&lt;br /&gt;"	"R466_stimulus_sect3right_50c7c98cd62d24.36360024_0"	"PISA_jpn-JPN_REA_R466-WorkRight_en15_MS2022.xlf"
"3217"	"&lt;i&gt;Read the information below."	"&lt;i&gt;下の説明を読んで、"	"question00b_1_itemDirections0b_56fc784a5b0b61.65001921_0_0"	"PISA_jpn-JPN_REA_R553-HealthForum_en18_MS2022.xlf"
"1843"	"Then click on the NEXT arrow.&lt;/i&gt;"	"「次へ」ボタンをクリックしてください。"	"question0a_1_itemDirections00_56fc782164e353.11298372_1_0"	"PISA_jpn-JPN_REA_R544-Tesla_en18_MS2022.xlf"
"1545"	"Tutors for All"	"みんなの個別指導講座"	"Q08R542_question_question8_6_56fc7821105e50.84474711_0"	"PISA_jpn-JPN_REA_R542-BulletinBoard_en18_MS2022.xlf"
"3497"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックしてください。"	"R556_question9_itemDirections9_56fc783add6b18.78125777_1_0"	"PISA_jpn-JPN_REA_R556-Microlending_en18_MS2022.xlf"
"2246"	"&lt;b&gt;Book Survey&lt;/b&gt;"	"&lt;b&gt;本の調査&lt;/b&gt;"	"q00bbody_itemTitle00_56fc782e028a30.40910250_0"	"PISA_jpn-JPN_REA_R547-BookSurvey_en18_MS2022.xlf"
"3426"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックしてください。"	"R556_question3_itemDirections_56fc783ac55ff8.32442383_1_0"	"PISA_jpn-JPN_REA_R556-Microlending_en18_MS2022.xlf"
"3468"	"Type your answer to the question.&lt;/i&gt;"	"下の問いの答えを入力してください。"	"R556_question6_itemDirections_56fc783ad7eec4.09705116_1_0"	"PISA_jpn-JPN_REA_R556-Microlending_en18_MS2022.xlf"
"3356"	"Microlending Gone Wrong"	"迷走するマイクロファイナンス"	"Page3_stimulus_pg3Subtitle_56fc783ab5e5e6.62633512_0"	"PISA_jpn-JPN_REA_R556-Microlending_en18_MS2022.xlf"
"5640"	"Do you have any idea how much space debris is already in orbit?”"	"すでにどれほど多くの宇宙のゴミが軌道上にあるか知っていますか？」と言っています。"	"R568_question09_q09p1_56fc784aaf54f2.48102179_2_0"	"PISA_jpn-JPN_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2254"	"Click on a choice to answer the question.&lt;/i&gt;"	"下の問いの答えを一つクリックしてください。"	"R547_question01_itemDirections_56fc782e0460d7.64458893_1_0"	"PISA_jpn-JPN_REA_R547-BookSurvey_en18_MS2022.xlf"
"4832"	"Type your answer to the question.&lt;/i&gt;"	"下の問いの答えを入力してください。"	"R565_question2_itemDirections_56fc785d5accf1.97912779_1_0"	"PISA_jpn-JPN_REA_R565-SittingDisease_en18_MS2022.xlf"
"3337"	"."	"。"	"Page2_stimulus_pg2p5_56fc783ab47fb7.46624248_0"	"PISA_jpn-JPN_REA_R556-Microlending_en18_MS2022.xlf"
"3014"	"Date:"	"日付："	"pg3_stimulus_pg3p9_56fd79425aaa51.78520711_0"	"PISA_jpn-JPN_REA_R552-FestiRock_en18_MS2022.xlf"
