"Segment"	"en-ZZ"	"ja-JP"	"ID"	"File"
"644"	"The information will display in the table."	"結果が表に&lt;br/&gt;示されます。"	"menu_1_aMenu_part1_li1_5c9d2136c72c97.00740803_1_0"	"PISA_jpn-JPN_MAT_MA108-Fountains_en21_MS2022.xlf"
"3372"	"Click on a choice and then type an explanation to answer the question."	"下の問いの答えを一つクリックし、その理由を入力してください。"	"MA136_question02_q2itemDirections_5c9d216461f9f0.70778441_1_0"	"PISA_jpn-JPN_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"3359"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA136_question01_q1itemDirections_5c9d216460bbf5.70131128_1_0"	"PISA_jpn-JPN_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"1401"	"Click on a choice to answer the question."	"下の問いの答えを&lt;br/&gt;一つクリックしてください。"	"MA117_question01_q01itemDirections_5c9d214aacc999.01242355_1_0"	"PISA_jpn-JPN_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"2216"	"Select from the drop-down menus to answer the question."	"下の問いの答えを&lt;br/&gt;プルダウンメニューから選んでください。"	"MA126_question02_itemDirectionsQ02_5c9d214b523a06.61578434_1_0"	"PISA_jpn-JPN_MAT_MA126-Robot_en21_MS2022.xlf"
"5134"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"q2MA161_question_q2itemDirections_5c9d2137a35226.15708627_2_0"	"PISA_jpn-JPN_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"4564"	"The information will display in the table."	"結果が表に&lt;br/&gt;示されます。"	"menu2_1_MA153menu_OL1Li2_5c9d21374c5080.78255276_1_0"	"PISA_jpn-JPN_MAT_MA153-Gears_en21_MS2022.xlf"
"1915"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA128_question3_q3itemDirections_5c9d214b34d864.30750173_1_0"	"PISA_jpn-JPN_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"593"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA108q02_question_q02itemDirections_5c9d2136c1f750.90859666_2_0"	"PISA_jpn-JPN_MAT_MA108-Fountains_en21_MS2022.xlf"
"2859"	"Price for a One-way Ticket (zeds)"	"片道料金（ゼッド）"	"q04body_t2r2c4_5c9d214ba5f0f0.60517196_0"	"PISA_jpn-JPN_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"2537"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"Q1MA129_question_Q1ItmDirP1Id_5c9d214b77ec40.66176260_1_0"	"PISA_jpn-JPN_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"4917"	"Use the spreadsheet to help you answer the question below."	"表計算ソフトを&lt;br/&gt;使って、下の問いに答えてください。"	"q2MA160_question_q2itemDirections_5c9d21377dca25.20636236_1_0"	"PISA_jpn-JPN_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"4604"	"Click on a choice to answer the question."	"下の問いの答えを&lt;br/&gt;一つクリックしてください。"	"q1MA154_question_q1itemDirections_5c9d21655bcda0.49975962_1_0"	"PISA_jpn-JPN_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"1039"	"84+"	"85+"	"MA113S02_stimulus_tr10td7_5c9d214a666350.37673801_0"	"PISA_jpn-JPN_MAT_MA113-HeartRate_en21_MS2022.xlf"
"1130"	"Click on the choices in the table to answer the question."	"下の表の中から、次の&lt;br/&gt;問いの答えをクリックしてください。"	"Q02MA113_question_Q02itemDirections_5c9d214a6c39e7.02495684_1_0"	"PISA_jpn-JPN_MAT_MA113-HeartRate_en21_MS2022.xlf"
"1902"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA128_question2_q2itemDirections_5c9d214b330089.68340793_1_0"	"PISA_jpn-JPN_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"2499"	"To run more tests, change the settings on one or both sliders and click on the “Run” button again."	"別のシミュレーションを実行するには、スライダーで片方または両方の設定を変更し、「実行」ボタンを&lt;br/&gt;もう一度クリックしてください。"	"menu_1_MA128menu_OL1Li4_5c9d213730bbb9.20937316_0"	"PISA_jpn-JPN_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"1412"	"Click on a choice to answer the question."	"下の問いの答えを&lt;br/&gt;一つクリックしてください。"	"MA117_question02_Q02itemDirections_5c9d214aae26f7.68113286_1_0"	"PISA_jpn-JPN_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"4901"	"Use the spreadsheet to help you answer the question below."	"表計算ソフトを&lt;br/&gt;使って、下の問いに答えてください。"	"q1MA160_question_q1itemDirections_5c9d21377c33e0.63336318_1_0"	"PISA_jpn-JPN_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"5147"	"Select from the drop-down menus to answer the question."	"下の問いの答えをプルダウン&lt;br/&gt;メニューから選んでください。"	"q3MA160_question_q3itemDirections_5c9d2137a54ef3.72087436_2_0"	"PISA_jpn-JPN_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"840"	"Click on a choice and then type an explanation to answer the question."	"下の問いの答えを&lt;br/&gt;一つクリックし、その理由を入力してください。"	"Q3M111_question_Q3itemDirections_5c9d214a5b16f6.59404608_1_0"	"PISA_jpn-JPN_MAT_MA111-HealthApp_en21_MS2022.xlf"
"3721"	"Type your answer to the question."	"下の問いの答えを入力して&lt;br/&gt;ください。"	"MA142_questionq2_q2itemDirections_5c9d2164b45da3.19087883_1_0"	"PISA_jpn-JPN_MAT_MA142-WaterReservoir_en21_MS2022.xlf"
"1042"	"Age"	"年齢（才）"	"MA113S02_stimulus_T02tr2td3_5c9d214a666ba4.72309842_0"	"PISA_jpn-JPN_MAT_MA113-HeartRate_en21_MS2022.xlf"
"3938"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA145_question1_q1itemDirections_5c9d2164dfb137.21186139_1_0"	"PISA_jpn-JPN_MAT_MA145-Shadows_en21_MS2022.xlf"
"3578"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"CMA139_question_q1itemDirections_5c9d2164903766.73853823_1_0"	"PISA_jpn-JPN_MAT_MA139-TabletCover_en21_MS2022.xlf"
"3590"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"xxCMA139_question_q2itemDirections_5c9d2164919bd5.42007175_1_0"	"PISA_jpn-JPN_MAT_MA139-TabletCover_en21_MS2022.xlf"
"827"	"Click on a choice to answer the question."	"下の問いの答えを&lt;br/&gt;一つクリックしてください。"	"Q2M111_question_Q2itemDirections_5c9d214a59d864.67731521_1_0"	"PISA_jpn-JPN_MAT_MA111-HealthApp_en21_MS2022.xlf"
"5209"	"Select a column in the area for the Mean, and then click the “Run” button."	"平均値エリアで列を一つ選び、「実行」ボタンを&lt;br/&gt;クリックしてください。"	"js_translation_stepwarning3_5c9d2137a98274.46868369_0"	"PISA_jpn-JPN_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"3444"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"xxCMA137_question_q1itemDirections_5c9d21646f0047.88877228_1_0"	"PISA_jpn-JPN_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"4252"	"Click on a choice to answer the question."	"下の問いの答えを一つ&lt;/br&gt;クリックしてください。"	"q2MA149_question_q2itemDirections_5c9d21652c3193.71873749_1_0"	"PISA_jpn-JPN_MAT_MA149-FloorArea_en21_MS2022.xlf"
"4627"	"Click on a choice and then type an explanation to answer the question."	"下の問いの答えを&lt;br/&gt;一つクリックし、その理由を入力してください。"	"q3MA154_question_q3itemDirections_5c9d21655e7133.54272172_1_0"	"PISA_jpn-JPN_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"5072"	"Use the spreadsheet to help you answer the question below."	"表計算ソフトを使って、&lt;br/&gt;下の問いに答えてください。"	"q1MA161_question_q1itemDirections_5c9d2137a0db16.80720504_1_0"	"PISA_jpn-JPN_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"1423"	"Using the number keys, type your answer to the question."	"下の問いの答えを&lt;br/&gt;半角の数字で入力してください。"	"MA117_question03_q03itemDirections_5c9d214aaf7521.90788246_1_0"	"PISA_jpn-JPN_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"391"	"Click on a choice to answer the question."	"下の問いの&lt;br/&gt;答えを一つクリックしてください。"	"M105_question2_itemDirections2_5c9d213670c276.70082210_1_0"	"PISA_jpn-JPN_MAT_MA105-CleanEnergy_en21_MS2022.xlf"
"4555"	"The information will display in the table."	"結果が表に&lt;br/&gt;示されます。"	"menu_1_MA153menu_OL1Li3_5c9d21374af646.16259269_1_0"	"PISA_jpn-JPN_MAT_MA153-Gears_en21_MS2022.xlf"
"2708"	"Use drag and drop to answer the question."	"ドラッグ＆&lt;br/&gt;ドロップを使って、下の問いに答えてください。"	"MA130_question1_q01itemDirections_5c9d214b8a46d8.20840124_1_0"	"PISA_jpn-JPN_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"4086"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA147q1_question_q1itemDirections_5c9d2165076508.53769328_1_0"	"PISA_jpn-JPN_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"2049"	"Once the cells in the calculator have been updated, click on the “Calculate” button again."	"ペンキ計算ツールのセルが更新されたら、「計算」&lt;br/&gt;ボタンをもう一度クリックしてください。"	"question00_1_q0li6_5c9d21370830a5.25906408_0"	"PISA_jpn-JPN_MAT_MA125-PaintingARoom_en21_MS2022.xlf"
"2498"	"The information will display in the table."	"情報が表に示されます。"	"menu_1_MA128menu_OL1Li3_5c9d213730bac5.31243888_1_0"	"PISA_jpn-JPN_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"380"	"Click on a choice to answer the question."	"下の問いの&lt;br/&gt;答えを一つクリックしてください。"	"M105_question1_itemDirections1_5c9d21366f6b84.81010375_1_0"	"PISA_jpn-JPN_MAT_MA105-CleanEnergy_en21_MS2022.xlf"
"4000"	"Click on a choice to answer the question."	"下の問いの答えを一つクリック&lt;br/&gt;してください。"	"MA146q2_question_q2itemDirections_5c9d2164ecdb44.24311045_1_0"	"PISA_jpn-JPN_MAT_MA146-Fuel_en21_MS2022.xlf"
"1976"	"Explain your answer."	"理由を説明してください。"	"Q3MA124_question_MA124Q03P3_5c9d214b42a550.23637236_0"	"PISA_jpn-JPN_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"3686"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"q4CMA141_question_q4itemDirections_5c9d2164a9ca08.40004442_1_0"	"PISA_jpn-JPN_MAT_MA141-WaterBill_en21_MS2022.xlf"
"5294"	"In this unit you will be using a spreadsheet to answer questions related to the following situation:"	"この大問では、表計算ソフトを使って、下の状況に関する問いに答えて&lt;br/&gt;ください。"	"q00body_q0p1_5c9d2137cd68d2.99084632_0"	"PISA_jpn-JPN_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"4306"	"Click on a choice and then type an explanation to answer the question."	"下の問いの答えを一つ&lt;br/&gt;クリックし、その理由を入力してください。"	"q3MA150_question_q3itemDirections_5c9d216539ff89.14130320_1_0"	"PISA_jpn-JPN_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"2048"	"You can also clear all cells by clicking on “Clear”."	"「リセット」ボタンをクリックすると、すべてのセルの値を削除できます。"	"question00_1_q0li5_5c9d2137082f73.80391417_1_0"	"PISA_jpn-JPN_MAT_MA125-PaintingARoom_en21_MS2022.xlf"
"4753"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"q1MA158_question_q1itemDirections_5c9d21657b6927.43068957_1_0"	"PISA_jpn-JPN_MAT_MA158-EyeColour_en21_MS2022.xlf"
"4850"	"Mean"	"平均値"	"MA160_stimulus_mean_5c9d213774cbc9.97013701_0"	"PISA_jpn-JPN_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"5195"	"Explain your answer."	"説明してください。"	"q4MA161_question_q4p3_5c9d2137a773e0.50446317_0"	"PISA_jpn-JPN_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"959"	"The information will display in the table."	"結果が表に&lt;br/&gt;示されます。"	"menu_1_aMenu_part1_li1_5c9d2136e91162.86562481_1_0"	"PISA_jpn-JPN_MAT_MA112-Metabolism_en21_MS2022.xlf"
"42"	"Front view"	"正面から&lt;br/&gt;見た図"	"MA112_question1_tr0td3_5c9d21361a7fb0.09843308_0"	"PISA_jpn-JPN_MAT_MA101-BuildingBlocks_en21_MS2022.xlf"
"4550"	"In this simulation, you will explore relationships between two types of gears."	"このシミュレーションでは、二種類の歯車の関係を&lt;br/&gt;調べることができます。"	"menu_1_menu_p1_5c9d21374af0f6.51163056_0"	"PISA_jpn-JPN_MAT_MA153-Gears_en21_MS2022.xlf"
"4696"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"q2MA157_question_q2itemDirections_5c9d216572eb83.90804733_1_0"	"PISA_jpn-JPN_MAT_MA157-Tyres_en21_MS2022.xlf"
"581"	"Using the number keys, type your answer to the question."	"下の問いの答えを半角の数字で入力&lt;br/&gt;してください。"	"MA108q01_question_q01itemDirections_5c9d2136c0c0c4.55457410_2_0"	"PISA_jpn-JPN_MAT_MA108-Fountains_en21_MS2022.xlf"
"1132"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each of the statements in the table below."	"下の表のそれぞれの文章について、「&lt;b&gt;正&lt;/b&gt;」または「&lt;b&gt;誤&lt;/b&gt;」のどちらかをクリックしてください。&lt;br /&gt;"	"Q02MA113_question_Q02P2_5c9d214a6c3ca7.40682286_0"	"PISA_jpn-JPN_MAT_MA113-HeartRate_en21_MS2022.xlf"
"4656"	"Click on a choice to answer the question."	"下の問いの答えを一つクリック&lt;br/&gt;してください。"	"q2MA156_question_q2itemDirections_5c9d21656a4d34.03623252_1_0"	"PISA_jpn-JPN_MAT_MA156-Points_en21_MS2022.xlf"
"1333"	"Using the number keys, type your answer to the question."	"&lt;br/&gt;下の問いの答えを半角の数字で入力してください。"	"MA116_question2_itemDirections2_5c9d214a9b0fd8.94394432_1_0"	"PISA_jpn-JPN_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"962"	"Once the cells in the calculator have been updated, click on the “Calculate” button again."	"代謝計算ツールのセルが更新されたら、「計算」&lt;br/&gt;ボタンをもう一度クリックしてください。"	"menu_1_aMenu_part1_li3_5c9d2136e913d5.19961649_0"	"PISA_jpn-JPN_MAT_MA112-Metabolism_en21_MS2022.xlf"
"1322"	"Click on a choice to answer the question."	"&lt;br/&gt;下の問いの答えを一つクリックしてください。"	"MA116_question1_itemDirections1_5c9d214a99d4f5.42965308_1_0"	"PISA_jpn-JPN_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"984"	"Age"	"年齢（才）"	"MA113S02_stimulus_tr2td3_5c9d214a6622b3.32961817_0"	"PISA_jpn-JPN_MAT_MA113-HeartRate_en21_MS2022.xlf"
"1971"	"Click on a choice and then type an explanation to answer the question."	"下の問いの答えを一つクリックし、その理由を入力してください。"	"Q3MA124_question_Q3itemDirections_5c9d214b429d74.89418777_1_0"	"PISA_jpn-JPN_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"891"	"To run this simulation, follow these steps:"	"この代謝計算ツールの使い方を、以下の手順で確認して&lt;br/&gt;ください。"	"q00body_q0p1_5c9d2136e26543.48980409_0"	"PISA_jpn-JPN_MAT_MA112-Metabolism_en21_MS2022.xlf"
