"Segment"	"en-ZZ"	"ka-GE"	"ID"	"File"
"2991"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R552_question03_q03itemDirections_56fd794260f3e6.11870453_1_0"	"PISA_geo-GEO_REA_R552-FestiRock_en18_MS2022.xlf"
"3171"	"&lt;b&gt;Teen Health Forum&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;მოზარდთა ჯანმრთელობის ფორუმი&lt;/b&gt; &lt;br /&gt;"	"R553_question2_q02itemTitle_56fc784a5d5d98.95342202_0_0"	"PISA_geo-GEO_REA_R553-HealthForum_en18_MS2022.xlf"
"3026"	"Refer to the Volunteer Agreement on the right."	"გამოიყენეთ მარჯვნივ მოცემული „მოხალისეთა წესდება“."	"R552_question05_q05itemDirections_56fd794264d092.27315344_0_0"	"PISA_geo-GEO_REA_R552-FestiRock_en18_MS2022.xlf"
"268"	"T"	"ხუთ."	"R219_stimulus_stimulus_7_56c6ed0099c221.35117991_0"	"PISA_geo-GEO_REA_R219-Employment_en18_MS2022.xlf"
"4470"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R563_question04_q04itemDirections_56fc786b4263f7.31451763_1_0"	"PISA_geo-GEO_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5038"	"Click on one or more boxes to answer the question."	"&lt;i&gt;შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ ერთ ან მეტ უჯრაზე.&lt;/i&gt;"	"R566_question07_q07itemDirections_56fc786b8bda87.23847372_1_0"	"PISA_geo-GEO_REA_R566-SkelligRocks_en18_MS2022.xlf"
"1365"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"Q01R542_question_Q01itemDirections_56fc782106a666.48274673_1_0"	"PISA_geo-GEO_REA_R542-BulletinBoard_en18_MS2022.xlf"
"3963"	"Then click on the NEXT arrow."	"შემდეგ დააწკაპუნეთ ისრიან ღილაკზე  &lt;b&gt;შემდეგი.&lt;/b&gt;&lt;br /&gt;"	"q00bbody_q00bitemDirections_56fc784a8325e9.36857198_1_0"	"PISA_geo-GEO_REA_R560-GarbagePatch_en18_MS2022.xlf"
"5962"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R570_question06_q06itemDirections_56fc78797f34f1.87101971_1_0"	"PISA_geo-GEO_REA_R570-TheFavour_en18_MS2022.xlf"
"3955"	"Then click on the NEXT arrow."	"შემდეგ დააწკაპუნეთ ისრიან ღილაკზე &lt;b&gt;შემდეგი&lt;/b&gt;&lt;br /&gt;"	"q00abody_q00aitemDirections_56fc784a8205f2.33738515_1_0"	"PISA_geo-GEO_REA_R560-GarbagePatch_en18_MS2022.xlf"
"4469"	"Refer to the different webpages of the website on the right."	"გამოიყენეთ მარჯვნივ მოცემული ვებგვერდის სხვადასხვა გვერდი."	"R563_question04_q04itemDirections_56fc786b4263f7.31451763_0_0"	"PISA_geo-GEO_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2433"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R549_question01_q01itemDirections_56fc786acc1966.50302132_1_0"	"PISA_geo-GEO_REA_R549-MessageInABottle_en18_MS2022.xlf"
"5454"	"Refer to the Web Search on the right."	"&lt;i&gt;გამოიყენეთ მარჯვნივ მოცემული ონლაინ ძიების შედეგები."	"R568_question01_q01itemDirections_56fc784aa350d1.09869742_0_0"	"PISA_geo-GEO_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5948"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R570_question05_q05itemDirections_56fc78797d7529.74542919_1_0"	"PISA_geo-GEO_REA_R570-TheFavour_en18_MS2022.xlf"
"3715"	"Click on the NEXT arrow to read the article."	"სტატიის წასაკითხად, დააწკაპუნეთ ისრიან ღილაკზე &lt;b&gt;შემდეგი.&lt;/b&gt;"	"q00body_q00p2_56fc783b235216.91742318_0"	"PISA_geo-GEO_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"4501"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R563_question06_q06itemDirections_56fc786b45cd07.83714228_1_0"	"PISA_geo-GEO_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"960"	"&lt;b&gt;2/ Complete&lt;/b&gt; the form below.&lt;br /&gt; &lt;b&gt;3/ Attach&lt;/b&gt; a copy of your proof of purchase as well as the bar code(s) or price tag(s) of the original products.&lt;br /&gt; &lt;b&gt;4/ Send&lt;/b&gt;, within 15 days of purchase, to the following address:&lt;br /&gt;"	"&lt;b&gt; 2) შეავსეთ&lt;/b&gt; ქვემოთ მოცემული ანკეტა.&lt;br /&gt; &lt;b&gt;3) დაურთეთ მას &lt;/b&gt;თქვენი შენაძენის დამადასტურებელი საბუთის ასლი, შეძენილი ნივთების შტრიხკოდები ან ფასის მაჩვენებელი იარლიყები.&lt;br /&gt; &lt;b&gt;4) გააგზავნეთ&lt;/b&gt; ეს ყველაფერი ნივთის შეძენიდან 15 დღის განმავლობაში შემდეგ მისამართზე:&lt;br /&gt;"	"R466_stimulus_section2_56c6ed01277ea0.12954876_0"	"PISA_geo-GEO_REA_R466-WorkRight_en18_MS2022.xlf"
"5164"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R567_question02_q02itemDirections_56fc78790d2db7.39880018_1_0"	"PISA_geo-GEO_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1413"	"It looks like I might not be able to join the chess club after all."	"გამოდის, რომ შეიძლება ჭადრაკის კლუბში ვერ მოვხვდე."	"Q02R542_question_Convp7_56fc782107fe14.69518872_3_0"	"PISA_geo-GEO_REA_R542-BulletinBoard_en18_MS2022.xlf"
"4939"	"Click on the NEXT arrow to read the article."	"სტატიის წასაკითხად, დაწკაპუნეთ ისრიან ღილაკზე &lt;b&gt;შემდეგი.&lt;/b&gt;&lt;br /&gt;"	"q00a-body_q00a-p2_56fc786b7b5061.84844809_0"	"PISA_geo-GEO_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4485"	"Refer to the different webpages of the website on the right."	"გამოიყენეთ მარჯვნივ მოცემული ვებგვერდის სხვადასხვა გვერდი."	"R563_question05_q05itemDirections_56fc786b43f8f6.16712887_0_0"	"PISA_geo-GEO_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3157"	"&lt;b&gt;Teen Health Forum&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;მოზარდთა ჯანმრთელობის ფორუმი&lt;/b&gt; &lt;br /&gt;"	"R553_question01_q01itemTitle_56fc784a5c01d7.46254344_0_0"	"PISA_geo-GEO_REA_R553-HealthForum_en18_MS2022.xlf"
"4936"	"Then click on the NEXT arrow."	"შემდეგ დააწკაპუნეთ ისრიან ღილაკზე &lt;b&gt;შემდეგი.&lt;/b&gt;&lt;br /&gt;"	"q00a-body_q00a-itemDirections_56fc786b7b49b2.24533594_1_0"	"PISA_geo-GEO_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3797"	"Web Search"	"ონლაინ ძიება"	"R560_stimulus_pg01h1_56fc784a758e66.84463135_0"	"PISA_geo-GEO_REA_R560-GarbagePatch_en18_MS2022.xlf"
"2731"	"Click on a choice to answer the question."	"შეკითხვაზე  პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე."	"R550_question01_q01itemDirections_56fc785cdd5b03.75076790_1_0"	"PISA_geo-GEO_REA_R550-CliffPalace_en18_MS2022.xlf"
"5327"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R568_question10_q10itemDirections_56fc78791dc480.80691911_1_0"	"PISA_geo-GEO_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4944"	"Click on the NEXT arrow to read the website."	"სტატიის წასაკითხად, დაწკაპუნეთ ისრიან ღილაკზე &lt;b&gt;შემდეგი.&lt;/b&gt;&lt;br /&gt;"	"q00b-body_q00b-p2_56fc786b7c7ef2.52502321_0"	"PISA_geo-GEO_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4096"	"Click on the choices in the table to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ ცხრილში მოცემულ სასურველ ვარიანტზე."	"R561_question04_q04itemDirections_56fc785d2bb824.31060928_1_0"	"PISA_geo-GEO_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4047"	"Then click on the NEXT arrow."	"შემდეგ დააწკაპუნეთ ისრიან ღილაკზე &lt;b&gt;შემდეგი.&lt;/b&gt;&lt;br /&gt;"	"q00b-body_q00b-p1_56fc785d264c41.70943658_1_0"	"PISA_geo-GEO_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4947"	"Then click on the NEXT arrow."	"შემდეგ დააწკაპუნეთ ისრიან ღილაკზე &lt;b&gt;შემდეგი.&lt;/b&gt;&lt;br /&gt;"	"q00c-body_q00c-itemDirections_56fc786b7db3f5.52043399_1_0"	"PISA_geo-GEO_REA_R566-SkelligRocks_en18_MS2022.xlf"
"1227"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"Q05_question_Q05itemDirections_56fc7820d2f8a9.56273558_1_0"	"PISA_geo-GEO_REA_R541-Plastic_en18_MS2022.xlf"
"2510"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R549_question07_q07itemDirections_56fc786ad40030.43832098_1_0"	"PISA_geo-GEO_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2796"	"Click on a choice to answer the question."	"შეკითხვაზე  პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე. &lt;/i&gt;"	"R550_question06_q06itemDirections_56fc785ce7bab6.58395989_1_0"	"PISA_geo-GEO_REA_R550-CliffPalace_en18_MS2022.xlf"
"4854"	"Web Search"	"ონლაინ ძიება"	"R566_stimulus02_pg02h1_56fc786b739df1.59155193_0"	"PISA_geo-GEO_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3928"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე."	"R560_question06_q06itemDirections_56fc784a7f68d8.83936530_1_0"	"PISA_geo-GEO_REA_R560-GarbagePatch_en18_MS2022.xlf"
"2460"	"Refer to “Message in a Bottle” on the right."	"გამოიყენეთ მარჯვნივ მოცემული ტექსტი „წერილი ბოთლში”."	"R549_question03_q03itemDirections_56fc786ace3d99.90483432_0_0"	"PISA_geo-GEO_REA_R549-MessageInABottle_en18_MS2022.xlf"
"5895"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R570_question02_q02itemDirections_56fc787978f2e5.90111872_1_0"	"PISA_geo-GEO_REA_R570-TheFavour_en18_MS2022.xlf"
"5220"	"Refer to the Web Search on the right."	"&lt;i&gt;გამოიყენეთ მარჯვნივ მოცემული ონლაინ ძიების შედეგები."	"R567_question06_q06itemDirections_56fc7879127de3.09243109_0_0"	"PISA_geo-GEO_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5585"	"Click on the NEXT arrow to read the article."	"სტატიის წასაკითხად, დააწკაპუნეთ ისრიან ღილაკზე &lt;b&gt;შემდეგი.&lt;/b&gt;"	"q0b-body_q0b-p2_56fc784ab20693.68037048_0"	"PISA_geo-GEO_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2481"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R549_question05_q05itemDirections_56fc786ad175f6.19547762_1_0"	"PISA_geo-GEO_REA_R549-MessageInABottle_en18_MS2022.xlf"
"4538"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R563_question08_q08itemDirections_56fc786b49ca39.25233524_1_0"	"PISA_geo-GEO_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5490"	"Refer to “Space Debris and Human Spacecraft” on the right."	"&lt;i&gt;გამოიყენეთ მარჯვნივ მოცემული ტექსტი „კოსმოსური ნარჩენები და ადამიანის მიერ შექმნილი კოსმოსური ხომალდები“."	"R568_question03_q03itemDirections_56fc784aa61dd0.11236281_0_0"	"PISA_geo-GEO_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5230"	"Refer to the Web Search on the right."	"&lt;i&gt;გამოიყენეთ მარჯვნივ მოცემული ონლაინ ძიების შედეგები."	"R567_question07_q07itemDirections_56fc787913cff0.88321485_0_0"	"PISA_geo-GEO_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4254"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R562_question05_q05itemDirections_56fc783b44e892.36199768_1_0"	"PISA_geo-GEO_REA_R562-OpeningNight_en18_MS2022.xlf"
"3027"	"Type your answer to the question."	"ჩაწერეთ თქვენი პასუხი შეკითხვაზე."	"R552_question05_q05itemDirections_56fd794264d092.27315344_1_0"	"PISA_geo-GEO_REA_R552-FestiRock_en18_MS2022.xlf"
"923"	"WORK RIGHT"	"N- ოფისი"	"R466_stimulus_stimulus_1_56c6ed0125cba1.06942097_0"	"PISA_geo-GEO_REA_R466-WorkRight_en18_MS2022.xlf"
"3050"	"Type your answer to the question."	"ჩაწერეთ თქვენი პასუხი შეკითხვაზე."	"R552_question07_q07itemDirections_56fd7942689af8.23731694_1_0"	"PISA_geo-GEO_REA_R552-FestiRock_en18_MS2022.xlf"
"5312"	"Click on the NEXT arrow to read the webpage."	"ვებგვერდის გასაცნობად, დააწკაპუნეთ ისრიან ღილაკზე &lt;b&gt;შემდეგი.&lt;/b&gt;"	"q0a-body_q0a-p3_56fc787919cf45.17795726_0"	"PISA_geo-GEO_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"2577"	"Home"	"მთავარი გვერდი"	"R550_stimulus01_stimulus1_1_56fc785cc5fc61.08831919_0"	"PISA_geo-GEO_REA_R550-CliffPalace_en18_MS2022.xlf"
"4140"	"Click on a choice and then type an explanation to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე და შემდეგ ჩაწერეთ თქვენი პასუხის დასაბუთება.&lt;/i&gt;"	"R561_question07_q07itemDirections_56fc785d30dd05.49847214_1_0"	"PISA_geo-GEO_REA_R561-OlympicFlag_en18_MS2022.xlf"
"1240"	"Refer to the webpage on the right."	"გამოიყენეთ მარჯვნივ მოცემული ვებგვერდი."	"Q07_question_Q07itemDirections_56fc7820d478e2.14367000_0_0"	"PISA_geo-GEO_REA_R541-Plastic_en18_MS2022.xlf"
"1788"	"Click on the NEXT arrow to read the second source."	"მეორე წყაროს წასაკითხად, დააწკაპუნეთ ისრიან ღილაკზე  &lt;b&gt;შემდეგი.&lt;/b&gt;"	"question0b_1_q00p2_56fc7821660387.38299255_0"	"PISA_geo-GEO_REA_R544-Tesla_en18_MS2022.xlf"
"5375"	"Web Search"	"ონლაინ ძიება"	"R568_stimulus4_pg04h1_56fc784a9ffbb6.57025971_0"	"PISA_geo-GEO_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4068"	"Type your answer to the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე და შემდეგ ჩაწერეთ თქვენი პასუხი შეკითხვაზე. &lt;/i&gt;"	"R561_question02_q02itemDirections_56fc785d28cac5.31556981_1_0"	"PISA_geo-GEO_REA_R561-OlympicFlag_en18_MS2022.xlf"
"2811"	"Click on a choice to answer the question."	"შეკითხვაზე  პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე. &lt;/i&gt;"	"R550_question07_q07itemDirections_56fc785ce9aa50.47831080_1_0"	"PISA_geo-GEO_REA_R550-CliffPalace_en18_MS2022.xlf"
"3005"	"Click on the choices in the table to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ ცხრილში მოცემულ სასურველ ვარიანტზე."	"R552_question04_q04itemDirections_56fd794262d177.81724264_1_0"	"PISA_geo-GEO_REA_R552-FestiRock_en18_MS2022.xlf"
"5909"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R570_question03_q03itemDirections_56fc78797a3fe7.10691677_1_0"	"PISA_geo-GEO_REA_R570-TheFavour_en18_MS2022.xlf"
"3337"	"&lt;i&gt;Refer to “What is Microlending?” on the right."	"&lt;i&gt;გამოიყენეთ მარჯვნივ მოცემული ტექსტი  „რა არის მიკროკრედიტი?“."	"R556_question2_itemDirections_56fc783ac2dd82.36710021_0_0"	"PISA_geo-GEO_REA_R556-Microlending_en18_MS2022.xlf"
"4449"	"Refer to the different webpages of the website on the right."	"გამოიყენეთ მარჯვნივ მოცემული ვებგვერდის სხვადასხვა გვერდი."	"R563_question02_q02itemDirections_56fc786b3ef669.06586663_0_0"	"PISA_geo-GEO_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4877"	"Newspaper Article"	"საგაზეთო სტატია"	"R566_Stimulus04_stimulus4_4_56fc786b760df6.67373249_0"	"PISA_geo-GEO_REA_R566-SkelligRocks_en18_MS2022.xlf"
"2962"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R552_question01_q01itemDirections_56fd79425dd6c9.52135901_1_0"	"PISA_geo-GEO_REA_R552-FestiRock_en18_MS2022.xlf"
"3877"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე."	"R560_question03_q03itemDirections_56fc784a7ad263.50990820_1_0"	"PISA_geo-GEO_REA_R560-GarbagePatch_en18_MS2022.xlf"
"4551"	"Refer to the different webpages of the website on the right."	"გამოიყენეთ მარჯვნივ მოცემული ვებგვერდის სხვადასხვა გვერდი."	"R563_question09_q09itemDirections_56fc786b4ba5d3.14167925_0_0"	"PISA_geo-GEO_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2461"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R549_question03_q03itemDirections_56fc786ace3d99.90483432_1_0"	"PISA_geo-GEO_REA_R549-MessageInABottle_en18_MS2022.xlf"
"4116"	"Use drag and drop to answer the question."	"შეკითხვაზე პასუხის გასაცემად, აიღეთ და ჩააგდეთ წინადადებები &lt;/i&gt;"	"R561_question05_q05itemDirections_56fc785d2dbd00.55276440_1_0"	"PISA_geo-GEO_REA_R561-OlympicFlag_en18_MS2022.xlf"
"1823"	"Click on a choice to answer the question.&lt;/i&gt;"	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე."	"R544_question11_itemDirections_56fc782169f054.65729882_1_0"	"PISA_geo-GEO_REA_R544-Tesla_en18_MS2022.xlf"
"5070"	"Click on a choice and then type an explanation to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე და შემდეგ ჩაწერეთ თქვენი პასუხის დასაბუთება."	"R566_question09_q09itemDirections_56fc786b8ffd83.26531494_1_0"	"PISA_geo-GEO_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3647"	"Click on a search result to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ ძიების ერთ-ერთ შედეგზე.&lt;/i&gt;"	"R558_question7_question07_2_56fc786b10ac54.73473157_1_0"	"PISA_geo-GEO_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"3891"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე."	"R560_question04_q04itemDirections_56fc784a7c0426.30672562_1_0"	"PISA_geo-GEO_REA_R560-GarbagePatch_en18_MS2022.xlf"
"5570"	"Refer to both sources on the right by clicking on each of the tabs."	"გამოიყენეთ მარჯვნივ მოცემული ორივე წყარო. თითოეული მათგანის სანახავად, დააწკაპუნეთ შესაბამის ფანჯარაზე."	"R568_question09_q09itemDirections_56fc784aaf50f2.75963302_0_0"	"PISA_geo-GEO_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5761"	"Parking Lot"	"პარკინგზე"	"q5R569_question_question05_6_56fc7879535924.61187469_0"	"PISA_geo-GEO_REA_R569-TheCleanup_en18_MS2022.xlf"
"2657"	"Home"	"მთავარი გვერდი"	"R550_hours_hours_l1_56fc785ccf6140.31847109_0"	"PISA_geo-GEO_REA_R550-CliffPalace_en18_MS2022.xlf"
"3905"	"Click on the choices in the table to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ ცხრილში მოცემულ სასურველ ვარიანტზე."	"R560_question05_q05itemDirections_56fc784a7dd823.73528927_1_0"	"PISA_geo-GEO_REA_R560-GarbagePatch_en18_MS2022.xlf"
"5923"	"Click on the choices in the table to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ ცხრილში მოცემულ სასურველ ვარიანტზე."	"R570_question04_q04itemDirections_56fc78797ba5c3.15040997_1_0"	"PISA_geo-GEO_REA_R570-TheFavour_en18_MS2022.xlf"
"4705"	"AS A REMINDER TO TAKE  AN HOURLY BREAK"	"საათში ერთხელ შესვენების შესახსენებლად."	"Page2_stimulus_pg2p6_56fc785d53cdf2.75666466_0"	"PISA_geo-GEO_REA_R565-SittingDisease_en18_MS2022.xlf"
"5574"	"Do you have any idea how much space debris is already in orbit?”"	"რამე წარმოდგენა გაქვთ იმის შესახებ, თუ უკვე რა რაოდენობის ნაგავია ორბიტაზე?“"	"R568_question09_q09p1_56fc784aaf54f2.48102179_2_0"	"PISA_geo-GEO_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3573"	"&lt;i&gt;Refer to the Tyson Electronics webpage on the right."	"&lt;i&gt;გამოიყენეთ მარჯვნივ მოცემული „ტაისონ ელექტრონიქსის&quot; ვებგვერდი."	"R558_question2_itemDirections_56fc786b09be36.87322307_0_0"	"PISA_geo-GEO_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"3007"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"დააწკაპუნეთ &lt;b&gt;დიახ&lt;/b&gt; ან &lt;b&gt;არა&lt;/b&gt; თითოეული დებულებისთვის."	"R552_question04_q04p1_56fd794262d554.82542321_1_0"	"PISA_geo-GEO_REA_R552-FestiRock_en18_MS2022.xlf"
"5341"	"Click on the choices in the table to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ ცხრილში მოცემულ სასურველ ვარიანტებზე."	"R567_question11_q11itemDirections_56fc78791ff317.23437611_1_0"	"PISA_geo-GEO_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1172"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"Q01_question_Q01itemDirections_56fc7820cd87b9.08306338_1_0"	"PISA_geo-GEO_REA_R541-Plastic_en18_MS2022.xlf"
"4442"	"Refer to the different webpages of the website on the right."	"გამოიყენეთ მარჯვნივ მოცემული ვებგვერდის სხვადასხვა გვერდი."	"R563_question01_q01itemDirections_56fc786b3d91e6.22628556_0_0"	"PISA_geo-GEO_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4607"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R564_question01_q01itemDirections_56fc783b5be821.70996521_1_0"	"PISA_geo-GEO_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"5319"	"Read the information below."	"&lt;i&gt;წაიკითხეთ ქვემოთ მოცემული ინფორმაცია."	"q0b-body_q0b-itemDirections_56fc78791b8ef9.93560623_0_0"	"PISA_geo-GEO_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5680"	"Read the information below."	"&lt;i&gt;წაიკითხეთ ქვემოთ მოცემული ინფორმაცია."	"q00b-body_q00b-itemDirections_56fc78794c5e44.05134546_0_0"	"PISA_geo-GEO_REA_R569-TheCleanup_en18_MS2022.xlf"
"5881"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R570_question01_q01itemDirections_56fc787977c2c5.49256860_1_0"	"PISA_geo-GEO_REA_R570-TheFavour_en18_MS2022.xlf"
"4703"	"AS A REMINDER TO TAKE  AN HOURLY BREAK"	"საათში ერთხელ შესვენების შესახსენებლად."	"Page2_stimulus_pg2p4_56fc785d53c5f9.05246554_0"	"PISA_geo-GEO_REA_R565-SittingDisease_en18_MS2022.xlf"
"4537"	"Refer to the different webpages of the website on the right."	"გამოიყენეთ მარჯვნივ მოცემული ვებგვერდის სხვადასხვა გვერდი."	"R563_question08_q08itemDirections_56fc786b49ca39.25233524_0_0"	"PISA_geo-GEO_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4663"	"Refer to “Portrait of a Photographer” on the right."	"გამოიყენეთ მარჯვნივ მოცემულ ტექსტი  „ფოტოგრაფის პორტრეტი“."	"R564_question05_q05itemDirections_56fc783b60b828.68348774_0_0"	"PISA_geo-GEO_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"4621"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R564_question02_q02itemDirections_56fc783b5cfdd4.82081497_1_0"	"PISA_geo-GEO_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"5873"	"Then click on the NEXT arrow."	"შემდეგ დააწკაპუნეთ ისრიან ღილაკზე &lt;b&gt;შემდეგი.&lt;/b&gt;&lt;br /&gt;&lt;/i&gt;"	"q00c-body_q00c-itemDirections_56fc787976ba68.37031688_1_0"	"PISA_geo-GEO_REA_R570-TheFavour_en18_MS2022.xlf"
"4463"	"Refer to the different webpages of the website on the right."	"გამოიყენეთ მარჯვნივ მოცემული ვებგვერდის სხვადასხვა გვერდი."	"R563_question03_q03itemDirections_56fc786b410592.73244337_0_0"	"PISA_geo-GEO_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4434"	"Then click on the NEXT arrow."	"შემდეგ დააჭირეთ ისრიან ღილაკს &lt;b&gt;შემდეგი.&lt;/b&gt;&lt;br /&gt;"	"q00-body_q00-itemDirections_56fc786b3bd0d1.16007011_1_0"	"PISA_geo-GEO_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
