"Segment"	"en-ZZ"	"el-GR"	"ID"	"File"
"3018"	"Read the Introduction."	"&lt;i&gt;Να διαβάσεις την εισαγωγή."	"q00a-body_q00a-itemDirections_56fd79425c7be5.80957375_0_0"	"PISA_ell-GRC_REA_R552-FestiRock_en18_MS2022.xlf"
"4771"	"AS A REMINDER TO TAKE  AN HOURLY BREAK"	"ΓΙΑ ΝΑ ΘΥΜΑΣΤΕ ΝΑ ΚΑΝΕΤΕ ΔΙΑΛΕΙΜΜΑ ΚΑΘΕ ΜΙΑ ΩΡΑ"	"Page2_stimulus_pg2p6_56fc785d53cdf2.75666466_0"	"PISA_ell-GRC_REA_R565-SittingDisease_en18_MS2022.xlf"
"5622"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R568_question08_q08itemDirections_56fc784aadc160.19925657_1_0"	"PISA_ell-GRC_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4224"	"Refer to both chats on the right by clicking on each of the tabs."	"&lt;i&gt;Να λάβεις υπόψη και τις δύο συνομιλίες στα δεξιά κάνοντας κλικ σε καθεμία από τις καρτέλες."	"R561_question09_q09itemDirections_56fc785d33ecc7.05935368_0_0"	"PISA_ell-GRC_REA_R561-OlympicFlag_en18_MS2022.xlf"
"1889"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R544_question11_itemDirections_56fc782169f054.65729882_1_0"	"PISA_ell-GRC_REA_R544-Tesla_en18_MS2022.xlf"
"2332"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Κάνε κλικ στις επιλογές του πίνακα, για να απαντήσεις στην ερώτηση. &lt;/i&gt;"	"R547_question7_itemDirections_56fc782e0f7dd6.16533398_1_0"	"PISA_ell-GRC_REA_R547-BookSurvey_en18_MS2022.xlf"
"4482"	"About Us"	"Σχετικά με εμάς"	"R563-stimulus-news_stimulus_news_5_56fc786b3a5726.69858954_0"	"PISA_ell-GRC_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3125"	"Pierre"	"Ο Πιέρ"	"R552_question08_question08_3_56fd79426a2c25.00826446_0"	"PISA_ell-GRC_REA_R552-FestiRock_en18_MS2022.xlf"
"6147"	"Read the introduction."	"&lt;i&gt;Να διαβάσεις την εισαγωγή."	"q0aR590_question_q0aitemDirections_56fd231113fc59.68937271_0_0"	"PISA_ell-GRC_REA_R590-Sentences01_en18_MS2022.xlf"
"5961"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R570_question02_q02itemDirections_56fc787978f2e5.90111872_1_0"	"PISA_ell-GRC_REA_R570-TheFavour_en18_MS2022.xlf"
"5664"	"Who's in the Chat"	"Ποιοι είναι στη συνομιλία (Chat)"	"R569_stimulus1_chatMemberListTitle2_56fc787947dab7.14177325_0"	"PISA_ell-GRC_REA_R569-TheCleanup_en18_MS2022.xlf"
"5648"	"Read the information below."	"&lt;i&gt;Να διαβάσεις τις παρακάτω  πληροφορίες."	"q0b-body_q0b-itemDirections_56fc784ab20015.89980695_0_0"	"PISA_ell-GRC_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5144"	"Web Search"	"Αναζήτηση στο διαδίκτυο"	"R567_stimulus2_pg02h1_56fc7879064c57.20721994_0"	"PISA_ell-GRC_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3744"	"Tyson Electronics"	"Η Κρόνος Ηλεκτρονική"	"R558_question09_question09_1_56fc786b14f066.72805285_0"	"PISA_ell-GRC_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"2486"	"Then click on the NEXT arrow."	"Μετά κάνε κλικ στο βελάκι ΕΠΟΜΕΝΟ.&lt;/i&gt;"	"q00a-body_q00a-itemDirections_56fc786aca1045.24770633_1_0"	"PISA_ell-GRC_REA_R549-MessageInABottle_en18_MS2022.xlf"
"5267"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Κάνε κλικ στο &lt;b&gt;Σωστό&lt;/b&gt; ή στο &lt;b&gt;Λάθος&lt;/b/&gt; για κάθε πρόταση."	"R567_question05_q05p1_56fc787910f162.59215709_1_0"	"PISA_ell-GRC_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5571"	"Type your answer to the question."	"Πληκτρολόγησε την απάντησή σου στην ερώτηση.&lt;/i&gt;"	"R568_question04_q04itemDirections_56fc784aa79954.99366440_1_0"	"PISA_ell-GRC_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2541"	"Type your answer to the question."	"Πληκτρολόγησε την απάντησή σου στην ερώτηση.&lt;/i&gt;"	"R549_question04_q04itemDirections_56fc786ad05882.39043317_1_0"	"PISA_ell-GRC_REA_R549-MessageInABottle_en18_MS2022.xlf"
"3800"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R559_question02_q02itemDirections_56fc783b259b76.36684830_1_0"	"PISA_ell-GRC_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"5013"	"Then click on the NEXT arrow."	"Μετά κάνε κλικ στο βελάκι ΕΠΟΜΕΝΟ.&lt;/i&gt;"	"q00c-body_q00c-itemDirections_56fc786b7db3f5.52043399_1_0"	"PISA_ell-GRC_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5586"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R568_question06_q06itemDirections_56fc784aaa2498.41264310_1_0"	"PISA_ell-GRC_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4536"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R563_question04_q04itemDirections_56fc786b4263f7.31451763_1_0"	"PISA_ell-GRC_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4377"	"About Us"	"Σχετικά με εμάς"	"R563-stimulus-culture_stimulus_culture_5_56fc786b3355c9.89235823_0"	"PISA_ell-GRC_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1293"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"Q05_question_Q05itemDirections_56fc7820d2f8a9.56273558_1_0"	"PISA_ell-GRC_REA_R541-Plastic_en18_MS2022.xlf"
"2847"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R550_question05_q05itemDirections_56fc785ce59224.28868554_1_0"	"PISA_ell-GRC_REA_R550-CliffPalace_en18_MS2022.xlf"
"4320"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R562_question05_q05itemDirections_56fc783b44e892.36199768_1_0"	"PISA_ell-GRC_REA_R562-OpeningNight_en18_MS2022.xlf"
"1069"	"Between £150 and £299.99&lt;br /&gt;"	"Από  150 έως 299,99€&lt;br /&gt;"	"R466_stimulus_sect3left_50c7c95e0893f4.78088663_0"	"PISA_ell-GRC_REA_R466-WorkRight_en15_MS2022.xlf"
"2635"	"Type your answer to the question."	"Πληκτρολόγησε την απάντησή σου στην ερώτηση.&lt;/i&gt;"	"R549_question10_q10itemDirections_56fc786ad94ab3.52290992_1_0"	"PISA_ell-GRC_REA_R549-MessageInABottle_en18_MS2022.xlf"
"4888"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R565_question7_itemDirections_56fc785d61d9f9.86494574_1_0"	"PISA_ell-GRC_REA_R565-SittingDisease_en18_MS2022.xlf"
"3440"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R556_question4_itemDirections_56fc783ac6fbe2.90493965_1_0"	"PISA_ell-GRC_REA_R556-Microlending_en18_MS2022.xlf"
"3241"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R553_question2_q02itemDirections_56fc784a5d6452.10662812_1_0"	"PISA_ell-GRC_REA_R553-HealthForum_en18_MS2022.xlf"
"2591"	"Click on the choices in the table to answer the question."	"Κάνε κλικ στις επιλογές του πίνακα, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R549_question08_q08itemDirections_56fc786ad56205.34088832_1_0"	"PISA_ell-GRC_REA_R549-MessageInABottle_en18_MS2022.xlf"
"1049"	"&gt; For purchases between £60 and £149.99, Work Right will reimburse you £20.&lt;br /&gt; &gt; For purchases between £150 and £299.99, Work Right will reimburse you £50.&lt;br /&gt; &gt; For purchases of £300 or more, Work Right will reimburse you £100.&lt;br /&gt;"	"&gt; Για αγορές από 60 έως 149,99€ το ΠΛΑΝΟ σας επιστρέφει &lt;span id=&quot;q3key&quot;&gt;20&lt;/span&gt;€. &lt;br /&gt;&gt; Για αγορές από 150 έως 299,99€ το ΠΛΑΝΟ σας επιστρέφει 50€.&lt;br /&gt;&gt; Για αγορές από 300€  και πάνω το ΠΛΑΝΟ σας επιστρέφει 100€.&lt;br /&gt;"	"R466_stimulus_line5_50c7c95e082692.79603026_0"	"PISA_ell-GRC_REA_R466-WorkRight_en15_MS2022.xlf"
"4558"	"About Us"	"Σχετικά με εμάς"	"R563_question05_question05_6_56fc786b440c44.64641158_0"	"PISA_ell-GRC_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"186"	"£15"	"19"	"R102_stimulus_tr18td3_50c7aeb8c446d7.82040613_0"	"PISA_ell-GRC_REA_R102-Shirts_en15_MS2022.xlf"
"5602"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Κάνε κλικ στο &lt;b&gt;Ναι&lt;/b&gt; ή στο &lt;b&gt;Όχι&lt;/b/&gt; για κάθε πρόταση."	"R568_question07_q07p1_56fc784aab9828.09212164_1_0"	"PISA_ell-GRC_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2316"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R547_question6_itemDirections_56fc782e0d8454.46459147_1_0"	"PISA_ell-GRC_REA_R547-BookSurvey_en18_MS2022.xlf"
"6159"	"Then click on the NEXT arrow."	"Μετά κάνε κλικ στο βελάκι ΕΠΟΜΕΝΟ.&lt;/i&gt;"	"q0cR590_question_q0citemDirections_56fd2311163946.15922865_1_0"	"PISA_ell-GRC_REA_R590-Sentences01_en18_MS2022.xlf"
"4392"	"News"	"Νέα"	"R563-stimulus-communtity_stimulus_culture_community_3_56fc786b34df40.11808256_0"	"PISA_ell-GRC_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4284"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R562_question01_q01itemDirections_56fc783b408936.21098071_1_0"	"PISA_ell-GRC_REA_R562-OpeningNight_en18_MS2022.xlf"
"3777"	"Read the Introduction."	"&lt;i&gt;Να διαβάσεις την εισαγωγή."	"q00body_q00itemDirections_56fc783b2348f3.80349298_0_0"	"PISA_ell-GRC_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"587"	"Antarctic Circle"	"Ανταρκτικός κύκλος"	"R220_stimulus_label5_50c7c063404e75.27212246_0"	"PISA_ell-GRC_REA_R220-SouthPole_en15_MS2022.xlf"
"5057"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R566_question04_q04itemDirections_56fc786b86c2c3.21174983_1_0"	"PISA_ell-GRC_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5287"	"Click on a search result to answer the question."	"Κάνε κλικ σε ένα αποτέλεσμα της αναζήτησης, για να απαντήσεις στην ερώτηση."	"R567_question06_q06itemDirections_56fc7879127de3.09243109_1_0"	"PISA_ell-GRC_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3713"	"Click on a search result to answer the question."	"Κάνε κλικ σε ένα αποτέλεσμα της αναζήτησης, για να απαντήσεις στην ερώτηση."	"R558_question7_question07_2_56fc786b10ac54.73473157_1_0"	"PISA_ell-GRC_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"3680"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R558_question5_itemDirections_56fc786b0dd1f3.21650180_1_0"	"PISA_ell-GRC_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"2714"	"Ancestral Puebloans"	"Οι Προγονικοί  Πουέμπλος"	"R550_general_info_gi_l4_56fc785ccd9e25.13125133_0"	"PISA_ell-GRC_REA_R550-CliffPalace_en18_MS2022.xlf"
"5740"	"Then click on the NEXT arrow."	"Μετά κάνε κλικ στο βελάκι ΕΠΟΜΕΝΟ.&lt;/i&gt;"	"q00a-body_q00a-itemDirections_56fc78794b5369.48599087_1_0"	"PISA_ell-GRC_REA_R569-TheCleanup_en18_MS2022.xlf"
"5371"	"&lt;b&gt;Smokejumpers&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Αλεξιπτωτιστές πυροσβέστες&lt;/b&gt;&lt;br /&gt;"	"q0a-body_itemTitle0a_56fc787919bdd8.02380056_0_0"	"PISA_ell-GRC_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4632"	"Type your answers to the questions."	"Πληκτρολόγησε την απάντησή σου στην ερώτηση."	"R563_question10_q10itemDirections_56fc786b4e31f5.41702157_1_0"	"PISA_ell-GRC_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3618"	"Then click on the NEXT arrow.&lt;/i&gt;"	"Μετά κάνε κλικ στο βελάκι ΕΠΟΜΕΝΟ.  &lt;/i&gt;"	"question00b_1_itemDirections00_56fc786b079021.97854133_1_0"	"PISA_ell-GRC_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"1014"	"WORK RIGHT"	"Το  ΠΛΑΝΟ"	"R466_stimulus_stimulus_1_50c7c95e053df8.19800199_0"	"PISA_ell-GRC_REA_R466-WorkRight_en15_MS2022.xlf"
"2492"	"Then click on the NEXT arrow."	"Μετά κάνε κλικ στο βελάκι ΕΠΟΜΕΝΟ.&lt;/i&gt;"	"q00b-body_q00b-itemDirections_56fc786acb26b7.77035141_1_0"	"PISA_ell-GRC_REA_R549-MessageInABottle_en18_MS2022.xlf"
"124"	"£9"	"21"	"R102_stimulus_tr7td3_50c7aeb8c2a8e3.40351711_0"	"PISA_ell-GRC_REA_R102-Shirts_en15_MS2022.xlf"
"4309"	"Click on a sentence in the story to answer the question."	"Κάνε κλικ σε μια πρόταση της ιστορίας, για να απαντήσεις την ερώτηση."	"R562_question03_q03p3_56fc783b428b54.59101867_0"	"PISA_ell-GRC_REA_R562-OpeningNight_en18_MS2022.xlf"
"5991"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each activity."	"Κάνε κλικ στο &lt;b&gt;Ναι&lt;/b&gt; ή στο &lt;b&gt;Όχι&lt;/b&gt; για κάθε δραστηριότητα."	"R570_question04_q04p1_56fc78797ba9b4.63482118_1_0"	"PISA_ell-GRC_REA_R570-TheFavour_en18_MS2022.xlf"
"5431"	"Web Search"	"Αναζήτηση στο διαδίκτυο"	"R568_stimulus1_pg01h1_56fc784a9d2fe7.94994728_0"	"PISA_ell-GRC_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5230"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R567_question02_q02itemDirections_56fc78790d2db7.39880018_1_0"	"PISA_ell-GRC_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4020"	"Read the Introduction."	"&lt;i&gt;Να διαβάσεις την εισαγωγή."	"q00abody_q00aitemDirections_56fc784a8205f2.33738515_0_0"	"PISA_ell-GRC_REA_R560-GarbagePatch_en18_MS2022.xlf"
"3211"	"Then click on the NEXT arrow.&lt;/i&gt;"	"Μετά κάνε κλικ στο βελάκι ΕΠΟΜΕΝΟ.  &lt;/i&gt;"	"question00a_1_itemDirections0a_56fc784a5a26a5.39697544_1_0"	"PISA_ell-GRC_REA_R553-HealthForum_en18_MS2022.xlf"
"4120"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R561_question01_q01itemDirections_56fc785d275c31.65450272_1_0"	"PISA_ell-GRC_REA_R561-OlympicFlag_en18_MS2022.xlf"
"5747"	"Then click on the NEXT arrow."	"Μετά κάνε κλικ στο βελάκι ΕΠΟΜΕΝΟ.&lt;/i&gt;"	"q00b-body_q00b-itemDirections_56fc78794c5e44.05134546_1_0"	"PISA_ell-GRC_REA_R569-TheCleanup_en18_MS2022.xlf"
"4874"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R565_question6_itemDirections_56fc785d6051c6.45976345_1_0"	"PISA_ell-GRC_REA_R565-SittingDisease_en18_MS2022.xlf"
"4225"	"Type your answer to the question."	"Πληκτρολόγησε την απάντησή σου στην ερώτηση.&lt;/i&gt;"	"R561_question09_q09itemDirections_56fc785d33ecc7.05935368_1_0"	"PISA_ell-GRC_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4447"	"About Us"	"Σχετικά με εμάς"	"R563-stimulus-communtity_stimulus_culture_sports_5_56fc786b3809e6.65774760_0"	"PISA_ell-GRC_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4353"	"News"	"Νέα"	"R563-stimulus-about_stimulus_about_3_56fc786b31f933.35394495_0"	"PISA_ell-GRC_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5637"	"Type your answer to the question."	"Πληκτρολόγησε την απάντησή σου στην ερώτηση.&lt;/i&gt;"	"R568_question09_q09itemDirections_56fc784aaf50f2.75963302_1_0"	"PISA_ell-GRC_REA_R568-SpaceDebris_en18_MS2022.xlf"
"125"	"2"	"3"	"R102_stimulus_tr7td4_50c7aeb8c2ad10.10469032_0"	"PISA_ell-GRC_REA_R102-Shirts_en15_MS2022.xlf"
"22"	"&lt;i&gt;Refer to &quot;Drugged Spiders Drop Stitches&quot; on the right. Type your answer to the question.&lt;/i&gt;"	"&lt;i&gt;Να λάβεις υπόψη το «Οι αράχνες υπό την επήρεια ναρκωτικών χάνουν την υφαντική τους ικανότητα» στα δεξιά. Πληκτρολόγησε την απάντησή σου στην ερώτηση.&lt;/i&gt;"	"R055_question_itemDirections_50c7b31c15b962.29209164_0"	"PISA_ell-GRC_REA_R055-DruggedSpiders_en15_MS2022.xlf"
"2373"	"One book must be a non-fiction book"	"Ένα βιβλίο πρέπει να είναι ενημερωτικό."	"R547_question10_q10l1i2_56fc782e14a1f5.53976147_0"	"PISA_ell-GRC_REA_R547-BookSurvey_en18_MS2022.xlf"
"5947"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R570_question01_q01itemDirections_56fc787977c2c5.49256860_1_0"	"PISA_ell-GRC_REA_R570-TheFavour_en18_MS2022.xlf"
"3994"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R560_question06_q06itemDirections_56fc784a7f68d8.83936530_1_0"	"PISA_ell-GRC_REA_R560-GarbagePatch_en18_MS2022.xlf"
"5824"	"Benches"	"Στα παγκάκια"	"q5R569_question_question05_3_56fc7879534d97.39141400_0"	"PISA_ell-GRC_REA_R569-TheCleanup_en18_MS2022.xlf"
"2282"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R547_question01_itemDirections_56fc782e08b391.57814376_1_0"	"PISA_ell-GRC_REA_R547-BookSurvey_en18_MS2022.xlf"
"2126"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R545_question02_Q06itemDirections_56fc7821b05912.78337269_1_0"	"PISA_ell-GRC_REA_R545-MachuPicchu_en18_MS2022.xlf"
"5794"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"q3R569_question_q03itemDirections_56fc7879509f05.07375639_1_0"	"PISA_ell-GRC_REA_R569-TheCleanup_en18_MS2022.xlf"
"3028"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R552_question01_q01itemDirections_56fd79425dd6c9.52135901_1_0"	"PISA_ell-GRC_REA_R552-FestiRock_en18_MS2022.xlf"
"4499"	"Read the Introduction."	"&lt;i&gt;Να διαβάσεις την εισαγωγή."	"q00-body_q00-itemDirections_56fc786b3bd0d1.16007011_0_0"	"PISA_ell-GRC_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4902"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R565_question8_itemDirections_56fc785d634c08.07217589_1_0"	"PISA_ell-GRC_REA_R565-SittingDisease_en18_MS2022.xlf"
"3073"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Κάνε κλικ στο &lt;b&gt;Ναι&lt;/b&gt; ή στο &lt;b&gt;Όχι&lt;/b/&gt; για κάθε πρόταση."	"R552_question04_q04p1_56fd794262d554.82542321_1_0"	"PISA_ell-GRC_REA_R552-FestiRock_en18_MS2022.xlf"
"1941"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R544_question_itemDirections_56fc7821795366.48145010_1_0"	"PISA_ell-GRC_REA_R544-Tesla_en18_MS2022.xlf"
"5775"	"Use drag and drop to answer the question."	"Χρησιμοποίησε την λειτουργία &quot;σύρε και άφησε&quot;, για να απαντήσεις στην ερώτηση."	"q2R569_question_q02itemDirections_56fc78794f33a1.24376468_1_0"	"PISA_ell-GRC_REA_R569-TheCleanup_en18_MS2022.xlf"
"5012"	"Read the information below."	"&lt;i&gt;Να διαβάσεις τις παρακάτω πληροφορίες."	"q00c-body_q00c-itemDirections_56fc786b7db3f5.52043399_0_0"	"PISA_ell-GRC_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3708"	"Click on a search result to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε ένα αποτέλεσμα της αναζήτησης, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R558_question7_itemDirections_56fc786b10a3c6.39234435_1_0"	"PISA_ell-GRC_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"4860"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R565_question5_itemDirections_56fc785d5ef754.99956789_1_0"	"PISA_ell-GRC_REA_R565-SittingDisease_en18_MS2022.xlf"
"3497"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R556_question9_itemDirections9_56fc783add6b18.78125777_1_0"	"PISA_ell-GRC_REA_R556-Microlending_en18_MS2022.xlf"
"4206"	"Click on a choice and then type an explanation to answer the question."	"Κάνε κλικ σε μια επιλογή και μετά πληκτρολόγησε μια εξήγηση, για να απαντήσεις στην ερώτηση. &lt;/i&gt;"	"R561_question07_q07itemDirections_56fc785d30dd05.49847214_1_0"	"PISA_ell-GRC_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4275"	"Read the Introduction."	"&lt;i&gt;Να διαβάσεις την εισαγωγή."	"q00body_q00itemDirections_56fc783b3f8a36.71119956_0_0"	"PISA_ell-GRC_REA_R562-OpeningNight_en18_MS2022.xlf"
"5746"	"Read the information below."	"&lt;i&gt;Να διαβάσεις τις παρακάτω πληροφορίες."	"q00b-body_q00b-itemDirections_56fc78794c5e44.05134546_0_0"	"PISA_ell-GRC_REA_R569-TheCleanup_en18_MS2022.xlf"
"4604"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R563_question08_q08itemDirections_56fc786b49ca39.25233524_1_0"	"PISA_ell-GRC_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4375"	"News"	"Νέα"	"R563-stimulus-culture_stimulus_culture_3_56fc786b334d96.68891684_0"	"PISA_ell-GRC_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3387"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R556_question1_itemDirections_56fc783ac17050.91870088_1_0"	"PISA_ell-GRC_REA_R556-Microlending_en18_MS2022.xlf"
"1062"	"County/ State:"	"Ταχυδρομικός κώδικας:"	"R466_stimulus_s2line11_50c7c95e086ba1.92242212_0"	"PISA_ell-GRC_REA_R466-WorkRight_en15_MS2022.xlf"
"4480"	"News"	"Νέα"	"R563-stimulus-news_stimulus_news_3_56fc786b3a4db3.67604957_0"	"PISA_ell-GRC_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5037"	"Type your answer to the question."	"Πληκτρολόγησε την απάντησή σου στην ερώτηση.&lt;/i&gt;"	"R566_question02_q02itemDirections_56fc786b806f13.34096544_1_0"	"PISA_ell-GRC_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5163"	"Web Search"	"Αναζήτηση στο διαδίκτυο"	"R567_stimulus3_pg03h1_56fc7879075bd6.57758343_0"	"PISA_ell-GRC_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"119"	"3"	"4"	"R102_stimulus_tr6td4_50c7aeb8c28e11.85787807_0"	"PISA_ell-GRC_REA_R102-Shirts_en15_MS2022.xlf"
"5731"	"Total"	"ΣΥΝΟΛΟ"	"R569_stimulus_pg2-tr7td1_56fc78794a0917.76386481_0"	"PISA_ell-GRC_REA_R569-TheCleanup_en18_MS2022.xlf"
"2140"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R545_question02_Q07itemDirections_56fc7821b1ae23.99363686_1_0"	"PISA_ell-GRC_REA_R545-MachuPicchu_en18_MS2022.xlf"
"126"	"2"	"3"	"R102_stimulus_tr7td5_50c7aeb8c2b146.16013674_0"	"PISA_ell-GRC_REA_R102-Shirts_en15_MS2022.xlf"
"1431"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"Q01R542_question_Q01itemDirections_56fc782106a666.48274673_1_0"	"PISA_ell-GRC_REA_R542-BulletinBoard_en18_MS2022.xlf"
