"Segment"	"en-ZZ"	"sq-MK"	"ID"	"File"
"4618"	"Question"	"Pyetje"	"R563_question06_q06itemTitle_56fc786b45c642.81983570_1_0"	"PISA_sqi-MKD_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1913"	"Type your answer to the question."	"Jep përgjigjen tënde për pyetjen."	"Q02R542_question_Q02itemDirections_56fc782107ec84.31306512_1_0"	"PISA_sqi-MKD_REA_R542-BulletinBoard_en18_MS2022.xlf"
"3698"	"Question"	"Pyetje"	"R556_question10_itemTitle_56fc783adf3607.27492742_1_0"	"PISA_sqi-MKD_REA_R556-Microlending_en18_MS2022.xlf"
"4066"	"Question"	"Pyetje"	"R560_question01_q01itemTitle_56fc784a78ddc8.86492524_1_0"	"PISA_sqi-MKD_REA_R560-GarbagePatch_en18_MS2022.xlf"
"3269"	"Question"	"Pyetje"	"R552_question01_q01itemTitle_56fd79425dcfd5.48365041_1_0"	"PISA_sqi-MKD_REA_R552-FestiRock_en18_MS2022.xlf"
"3807"	"Question"	"Pyetje"	"R558_question2_itemTitle_56fc786b09b799.65090126_1_0"	"PISA_sqi-MKD_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"2313"	"Question"	"Pyetje"	"R544_question_itemTitle_56fc7821794d07.63380796_1_0"	"PISA_sqi-MKD_REA_R544-Tesla_en18_MS2022.xlf"
"4851"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliko një alternativë për t’ju përgjigjur pyetjes.&lt;/i&gt;"	"R565_question_itemDirections_56fc785d5c2e04.42459264_1_0"	"PISA_sqi-MKD_REA_R565-SittingDisease_en18_MS2022.xlf"
"3605"	"Question"	"Pyetje"	"R556_question1_itemTitle_56fc783ac169c4.32958281_1_0"	"PISA_sqi-MKD_REA_R556-Microlending_en18_MS2022.xlf"
"4862"	"Question"	"Pyetje"	"R565_question4_itemTitle_56fc785d5db070.97576174_1_0"	"PISA_sqi-MKD_REA_R565-SittingDisease_en18_MS2022.xlf"
"4225"	"Question"	"Pyetje"	"R561_question01_q01itemTitle_56fc785d2755a8.49933355_1_0"	"PISA_sqi-MKD_REA_R561-OlympicFlag_en18_MS2022.xlf"
"2625"	"Type your answer to the question.&lt;/i&gt;"	"Jep përgjigjen tënde për pyetjen.&lt;/i&gt;"	"R547_question01_itemDirections_56fc782e0a01b6.54291375_1_0"	"PISA_sqi-MKD_REA_R547-BookSurvey_en18_MS2022.xlf"
"4099"	"Question"	"Pyetje"	"R560_question06_q06itemTitle_56fc784a7f6229.47876409_1_0"	"PISA_sqi-MKD_REA_R560-GarbagePatch_en18_MS2022.xlf"
"5096"	"Question"	"Pyetje"	"R566_question09_q09itemTitle_56fc786b8ff6b0.47433647_1_0"	"PISA_sqi-MKD_REA_R566-SkelligRocks_en18_MS2022.xlf"
"1744"	"Click on a choice to answer the question."	"Kliko alternativë për t’ju përgjigjur pyetjes."	"Q05_question_Q05itemDirections_56fc7820d2f8a9.56273558_1_0"	"PISA_sqi-MKD_REA_R541-Plastic_en18_MS2022.xlf"
"5659"	"Location"	"Vendndodhja"	"q2R569_question_q02r1c2_56fc78794f4067.23543123_0"	"PISA_sqi-MKD_REA_R569-TheCleanup_en18_MS2022.xlf"
"3680"	"Question"	"Pyetje"	"R556_question8_itemTitle_56fc783adbcbb2.08661611_1_0"	"PISA_sqi-MKD_REA_R556-Microlending_en18_MS2022.xlf"
"2674"	"Type your answer to the questions.&lt;/i&gt;"	"Jep përgjigjen tënde për pyetjet.&lt;/i&gt;"	"R547_question9_itemDirections_56fc782e123d58.83144699_1_0"	"PISA_sqi-MKD_REA_R547-BookSurvey_en18_MS2022.xlf"
"2155"	"Question"	"Pyetje"	"R543_question9_itemTitle_56fc78213f6ac2.65302754_1_0"	"PISA_sqi-MKD_REA_R543-Nobel_en18_MS2022.xlf"
"2443"	"False"	"E Gabuar"	"R545_question03_Q03tr1th3_56fc7821ad93b8.10756218_0"	"PISA_sqi-MKD_REA_R545-MachuPicchu_en18_MS2022.xlf"
"4369"	"Type your answer to the question."	"Jep përgjigjen tënde për pyetjen."	"R562_question02_q02itemDirections_56fc783b419bc4.69135541_1_0"	"PISA_sqi-MKD_REA_R562-OpeningNight_en18_MS2022.xlf"
"1714"	"Question"	"Pyetje"	"Q03_question_q03itemTitle_56fc7820d01739.71006413_1_0"	"PISA_sqi-MKD_REA_R541-Plastic_en18_MS2022.xlf"
"2442"	"True"	"E Vërtetë"	"R545_question03_Q03tr1th2_56fc7821ad9111.87122059_0"	"PISA_sqi-MKD_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1803"	"Question"	"Pyetje"	"Q10_question_Q10itemTitle_56fc7820d94616.77973335_1_0"	"PISA_sqi-MKD_REA_R541-Plastic_en18_MS2022.xlf"
"1730"	"Question"	"Pyetje"	"Q04_question_Q04itemTitle_56fc7820d17708.28987636_1_0"	"PISA_sqi-MKD_REA_R541-Plastic_en18_MS2022.xlf"
"5891"	"Question"	"Pyetje"	"R570_question08_q08itemTitle_56fc787985f380.38996213_1_0"	"PISA_sqi-MKD_REA_R570-TheFavour_en18_MS2022.xlf"
"2062"	"Question"	"Pyetje"	"R543_question1_itemTitle_56fc782131aca6.78376814_1_0"	"PISA_sqi-MKD_REA_R543-Nobel_en18_MS2022.xlf"
"4848"	"Question"	"Pyetje"	"R565_question_itemTitle_56fc785d5c25b7.88115491_1_0"	"PISA_sqi-MKD_REA_R565-SittingDisease_en18_MS2022.xlf"
"2681"	"Question"	"Pyetje"	"R547_question10_itemTitle_56fc782e148f80.10384208_1_0"	"PISA_sqi-MKD_REA_R547-BookSurvey_en18_MS2022.xlf"
"1778"	"Question"	"Pyetje"	"Q05_question_Q05itemTitle_56fc7820d64f52.73919324_1_0"	"PISA_sqi-MKD_REA_R541-Plastic_en18_MS2022.xlf"
"5651"	"Question"	"Pyetje"	"q2R569_question_q02itemTitle_56fc78794f2d31.82534613_1_0"	"PISA_sqi-MKD_REA_R569-TheCleanup_en18_MS2022.xlf"
"4747"	"Question"	"Pyetje"	"R564_question05_q05itemTitle_56fc783b60b177.97514506_1_0"	"PISA_sqi-MKD_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"2896"	"Click on the choices in the table to answer the question."	"Kliko alternativat në tabelë për t’ju përgjigjur pyetjes."	"R549_question09_q09itemDirections_56fc786ad73fc8.62615218_1_0"	"PISA_sqi-MKD_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2671"	"Question"	"Pyetje"	"R547_question9_itemTitle_56fc782e1235b3.18384103_1_0"	"PISA_sqi-MKD_REA_R547-BookSurvey_en18_MS2022.xlf"
"4113"	"Question"	"Pyetje"	"R560_question07_q07itemTitle_56fc784a80b473.91187726_1_0"	"PISA_sqi-MKD_REA_R560-GarbagePatch_en18_MS2022.xlf"
"1700"	"Question"	"Pyetje"	"Q02_question_Q02itemTitle_56fc7820cebc10.22922893_1_0"	"PISA_sqi-MKD_REA_R541-Plastic_en18_MS2022.xlf"
"5045"	"Question"	"Pyetje"	"R566_question05_q05itemTitle_56fc786b884445.06730321_1_0"	"PISA_sqi-MKD_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3337"	"Type your answer to the question."	"Jep përgjigjen tënde ndaj pyetjes."	"R552_question07_q07itemDirections_56fd7942689af8.23731694_1_0"	"PISA_sqi-MKD_REA_R552-FestiRock_en18_MS2022.xlf"
"3139"	"Question"	"Pyetje"	"R550_question09_q09itemTitle_56fc785ced8fa6.72873403_1_0"	"PISA_sqi-MKD_REA_R550-CliffPalace_en18_MS2022.xlf"
"2832"	"Question"	"Pyetje"	"R549_question04_q04itemTitle_56fc786ad05194.81153432_1_0"	"PISA_sqi-MKD_REA_R549-MessageInABottle_en18_MS2022.xlf"
"1764"	"False"	"E gabuar"	"Q07_question_tr1th3_56fc7820d48d81.68230758_0"	"PISA_sqi-MKD_REA_R541-Plastic_en18_MS2022.xlf"
"2874"	"Click on the choices in the table to answer the question."	"Kliko alternativat në tabelë për t’ju përgjigjur pyetjes."	"R549_question08_q08itemDirections_56fc786ad56205.34088832_1_0"	"PISA_sqi-MKD_REA_R549-MessageInABottle_en18_MS2022.xlf"
"1563"	"Question"	"Pyetje"	"R540Q01Body_Q01itemTitle_56fc7820b11fe7.99631560_1_0"	"PISA_sqi-MKD_REA_R540-BuildingALegend_en18_MS2022.xlf"
"5432"	"Question"	"Pyetje"	"R568_question01_q01itemTitle_56fc784aa34a53.87060729_1_0"	"PISA_sqi-MKD_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5702"	"Question"	"Pyetje"	"q6R569_question_q06itemTitle_56fc787954a7c8.34539754_1_0"	"PISA_sqi-MKD_REA_R569-TheCleanup_en18_MS2022.xlf"
"4382"	"Question"	"Pyetje"	"R562_question04_q04itemTitle_56fc783b43af26.64213643_1_0"	"PISA_sqi-MKD_REA_R562-OpeningNight_en18_MS2022.xlf"
"5908"	"Type your answer to the question."	"Jep përgjigjen tënde për pyetjen."	"R570_question09_q09itemDirections_56fc7879881e32.81696271_1_0"	"PISA_sqi-MKD_REA_R570-TheFavour_en18_MS2022.xlf"
"4385"	"Type your answer to the question."	"Jep përgjigjen tënde për pyetjen."	"R562_question04_q04itemDirections_56fc783b43b603.36272366_1_0"	"PISA_sqi-MKD_REA_R562-OpeningNight_en18_MS2022.xlf"
"2608"	"Question"	"Pyetje"	"R547_question01_itemTitle_56fc782e08ac82.92618959_1_0"	"PISA_sqi-MKD_REA_R547-BookSurvey_en18_MS2022.xlf"
"2421"	"Question"	"Pyetje"	"R545_question02_Q02itemTitle_56fc7821ac0763.17480802_1_0"	"PISA_sqi-MKD_REA_R545-MachuPicchu_en18_MS2022.xlf"
"5905"	"Question"	"Pyetje"	"R570_question09_q09itemTitle_56fc7879881790.28112982_1_0"	"PISA_sqi-MKD_REA_R570-TheFavour_en18_MS2022.xlf"
"2065"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliko një alternativë për t’ju përgjigjur pyetjes.&lt;/i&gt;"	"R543_question1_itemDirections_56fc782131b352.65555319_1_0"	"PISA_sqi-MKD_REA_R543-Nobel_en18_MS2022.xlf"
"1468"	"Between £60 and £149.99"	"Nga 6000 deri 14.999 denarël"	"R466_stimulus_sect3left_5c3f627f2b6321.61893521_0_0"	"PISA_sqi-MKD_REA_R466-WorkRight_en21_MS2022.xlf"
"4844"	"Type your answer to the question.&lt;/i&gt;"	"Jep përgjigjen tënde për pyetjen.&lt;/i&gt;"	"R565_question2_itemDirections_56fc785d5accf1.97912779_1_0"	"PISA_sqi-MKD_REA_R565-SittingDisease_en18_MS2022.xlf"
"3445"	"Question"	"Pyetje"	"R553_question01_q01itemTitle_56fc784a5c01d7.46254344_1_0"	"PISA_sqi-MKD_REA_R553-HealthForum_en18_MS2022.xlf"
"3459"	"Question"	"Pyetje"	"R553_question2_q02itemTitle_56fc784a5d5d98.95342202_1_0"	"PISA_sqi-MKD_REA_R553-HealthForum_en18_MS2022.xlf"
"2089"	"Question"	"Pyetje"	"R543_question2_itemTitle_56fc7821350fe0.69070974_1_0"	"PISA_sqi-MKD_REA_R543-Nobel_en18_MS2022.xlf"
"5008"	"Question"	"Pyetje"	"R566_question02_q02itemTitle_56fc786b806841.20006211_1_0"	"PISA_sqi-MKD_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3865"	"Question"	"Pyetje"	"R558_question8_itemTitle_56fc786b125301.05045263_1_0"	"PISA_sqi-MKD_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"4077"	"Question"	"Pyetje"	"R560_question04_q04itemTitle_56fc784a7bfda0.64010781_1_0"	"PISA_sqi-MKD_REA_R560-GarbagePatch_en18_MS2022.xlf"
"5532"	"Question"	"Pyetje"	"R568_question10_q10itemTitle_56fc784ab367b0.46687872_1_0"	"PISA_sqi-MKD_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2264"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliko një alternativë për t’ju përgjigjur pyetjes.&lt;/i&gt;"	"R544_question11_itemDirections_56fc782169f054.65729882_1_0"	"PISA_sqi-MKD_REA_R544-Tesla_en18_MS2022.xlf"
"2103"	"Question"	"Pyetje"	"R543_question3_itemTitle_56fc7821368b84.63074226_1_0"	"PISA_sqi-MKD_REA_R543-Nobel_en18_MS2022.xlf"
"3630"	"Question"	"Pyetje"	"R556_question3_itemTitle_56fc783ac55762.81177498_1_0"	"PISA_sqi-MKD_REA_R556-Microlending_en18_MS2022.xlf"
"4750"	"Type your answer to the question."	"Jep përgjigjen tënde për pyetjen."	"R564_question05_q05itemDirections_56fc783b60b828.68348774_1_0"	"PISA_sqi-MKD_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"1497"	"&lt;b&gt;Work Right&lt;/b&gt;"	"&lt;b&gt;Punë E Bukur&lt;/b&gt;"	"R466_question_itemTitle_5c3f627f2e29e8.83798131_0_0"	"PISA_sqi-MKD_REA_R466-WorkRight_en21_MS2022.xlf"
"4762"	"Japan"	"Japonia"	"Page1_stimulus_stimulusTab1_2_56fc785d529ea3.01490218_0"	"PISA_sqi-MKD_REA_R565-SittingDisease_en18_MS2022.xlf"
"5670"	"Question"	"Pyetje"	"q3R569_question_q03itemTitle_56fc7879509845.44676045_1_0"	"PISA_sqi-MKD_REA_R569-TheCleanup_en18_MS2022.xlf"
"3647"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliko një alternativë për t’ju përgjigjur pyetjes.&lt;/i&gt;"	"R556_question4_itemDirections_56fc783ac6fbe2.90493965_1_0"	"PISA_sqi-MKD_REA_R556-Microlending_en18_MS2022.xlf"
"2643"	"Question"	"Pyetje"	"R547_question7_itemTitle_56fc782e0f7710.10056702_1_0"	"PISA_sqi-MKD_REA_R547-BookSurvey_en18_MS2022.xlf"
"4603"	"Question"	"Pyetje"	"R563_question05_q05itemTitle_56fc786b43f273.89055659_1_0"	"PISA_sqi-MKD_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1512"	"&lt;b&gt;Work Right&lt;/b&gt;"	"&lt;b&gt;Punë E Bukur&lt;/b&gt;"	"R466_question_itemTitle_5c3f627f2f9b94.31333907_0_0"	"PISA_sqi-MKD_REA_R466-WorkRight_en21_MS2022.xlf"
"3834"	"Type your answer to the question.&lt;/i&gt;"	"Jep përgjigjen tënde për pyetjen.&lt;/i&gt;"	"R558_question4_itemDirections_56fc786b0c9040.22539487_1_0"	"PISA_sqi-MKD_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"4652"	"Type your answers to the questions."	"Jep përgjigjet ndaj pyetjeve."	"R563_question10_q10itemDirections_56fc786b4e31f5.41702157_1_0"	"PISA_sqi-MKD_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3644"	"Question"	"Pyetje"	"R556_question4_itemTitle_56fc783ac6ef93.39111388_1_0"	"PISA_sqi-MKD_REA_R556-Microlending_en18_MS2022.xlf"
"1470"	"Between £150 and £299.99"	"Nga 15 000 deri 29 999 denarël"	"R466_stimulus_sect3left_5c3f627f2b6490.84152061_0_0"	"PISA_sqi-MKD_REA_R466-WorkRight_en21_MS2022.xlf"
"1755"	"Question"	"Pyetje"	"Q07_question_Q07itemTitle_56fc7820d46fe6.66796351_1_0"	"PISA_sqi-MKD_REA_R541-Plastic_en18_MS2022.xlf"
"4718"	"Question"	"Pyetje"	"R564_question03_q03itemTitle_56fc783b5e5689.46462679_1_0"	"PISA_sqi-MKD_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"2463"	"Question"	"Pyetje"	"R545_question02_Q06itemTitle_56fc7821b05023.45904023_1_0"	"PISA_sqi-MKD_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1792"	"Question"	"Pyetje"	"Q09_question_Q09itemTitle_56fc7820d7d406.84574802_1_0"	"PISA_sqi-MKD_REA_R541-Plastic_en18_MS2022.xlf"
"4372"	"Question"	"Pyetje"	"R562_question03_q03itemTitle_56fc783b427b88.62517421_1_0"	"PISA_sqi-MKD_REA_R562-OpeningNight_en18_MS2022.xlf"
"2457"	"Question"	"Pyetje"	"R545_question04_Q04itemTitle_56fc7821af0cd6.64888567_1_0"	"PISA_sqi-MKD_REA_R545-MachuPicchu_en18_MS2022.xlf"
"4877"	"Question"	"Pyetje"	"R565_question7_itemTitle_56fc785d61d2f9.63295604_1_0"	"PISA_sqi-MKD_REA_R565-SittingDisease_en18_MS2022.xlf"
"2611"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliko një alternativë për t’ju përgjigjur pyetjes.&lt;/i&gt;"	"R547_question01_itemDirections_56fc782e08b391.57814376_1_0"	"PISA_sqi-MKD_REA_R547-BookSurvey_en18_MS2022.xlf"
"2594"	"Question"	"Pyetje"	"R547_question2_itemTitle_56fc782e071323.16058035_1_0"	"PISA_sqi-MKD_REA_R547-BookSurvey_en18_MS2022.xlf"
"1988"	"Thursday"	"E enjte"	"Q09R542_question_Q09r5c1_56fc7821125b03.05473188_0"	"PISA_sqi-MKD_REA_R542-BulletinBoard_en18_MS2022.xlf"
"5028"	"Question"	"Pyetje"	"R566_question04_q04itemTitle_56fc786b86bbe4.00545003_1_0"	"PISA_sqi-MKD_REA_R566-SkelligRocks_en18_MS2022.xlf"
"361"	"S"	"D"	"R219_stimulus_stimulus_10_5c3f62715dd523.64003410_0"	"PISA_sqi-MKD_REA_R219-Employment_en21_MS2022.xlf"
"2290"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Kliko alternativat në tabelë për t’ju përgjigjur pyetjes.&lt;/i&gt;"	"R544_question13_itemDirections_56fc7821777325.89058352_1_0"	"PISA_sqi-MKD_REA_R544-Tesla_en18_MS2022.xlf"
"5190"	"Question"	"Pyetje"	"R567_question04_q04itemTitle_56fc78790f83e6.53078349_1_0"	"PISA_sqi-MKD_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3084"	"Question"	"Pyetje"	"R550_question03_q03itemTitle_56fc785ce17471.21918271_1_0"	"PISA_sqi-MKD_REA_R550-CliffPalace_en18_MS2022.xlf"
"3298"	"Question"	"Pyetje"	"R552_question03_q03itemTitle_56fd794260ecc6.79216786_1_0"	"PISA_sqi-MKD_REA_R552-FestiRock_en18_MS2022.xlf"
"4704"	"Question"	"Pyetje"	"R564_question02_q02itemTitle_56fc783b5cf737.30808232_1_0"	"PISA_sqi-MKD_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"4927"	"Website"	"Uebsajt"	"R566_Stimulus03_stimulus3_6_56fc786b74d361.28053469_0"	"PISA_sqi-MKD_REA_R566-SkelligRocks_en18_MS2022.xlf"
"2627"	"Question"	"Pyetje"	"R547_question6_itemTitle_56fc782e0d7d28.14791330_1_0"	"PISA_sqi-MKD_REA_R547-BookSurvey_en18_MS2022.xlf"
"1598"	"Question"	"Pyetje"	"R540Q05Body_Q05itemTitle_56fc7820b50489.23141718_1_0"	"PISA_sqi-MKD_REA_R540-BuildingALegend_en18_MS2022.xlf"
"3341"	"Question"	"Pyetje"	"R552_question08_q08itemTitle_56fd79426a1ca1.25695410_1_0"	"PISA_sqi-MKD_REA_R552-FestiRock_en18_MS2022.xlf"
"5014"	"Question"	"Pyetje"	"R566_question03_q03itemTitle_56fc786b847d26.83461585_1_0"	"PISA_sqi-MKD_REA_R566-SkelligRocks_en18_MS2022.xlf"
"1686"	"Question"	"Pyetje"	"Q01_question_Q01itemTitle_56fc7820cd8105.07341838_1_0"	"PISA_sqi-MKD_REA_R541-Plastic_en18_MS2022.xlf"
"1817"	"Question"	"Pyetje"	"Q11_question_Q11itemTitle_56fc7820daa626.87646441_1_0"	"PISA_sqi-MKD_REA_R541-Plastic_en18_MS2022.xlf"
"2081"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"Kliko një alternativë dhe më pas jep një shpjegim për t’ju përgjigjur pyetjes.&lt;/i&gt;"	"R543_question11_itemDirections_56fc782133db85.09049416_1_0"	"PISA_sqi-MKD_REA_R543-Nobel_en18_MS2022.xlf"
"3118"	"Question"	"Pyetje"	"R550_question07_q07itemTitle_56fc785ce9a365.24704799_1_0"	"PISA_sqi-MKD_REA_R550-CliffPalace_en18_MS2022.xlf"
"5381"	"Image Credit: NASA"	"Foto: NASA"	"page2_stimulus_stimulusTab1_3_56fc784aa14495.49572288_1_0"	"PISA_sqi-MKD_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5241"	"Question"	"Pyetje"	"R567_question09_q09itemTitle_56fc7879176922.45721828_1_0"	"PISA_sqi-MKD_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1591"	"Question"	"Pyetje"	"R540Q04Body_Q04itemTitle_56fc7820b413e3.48851937_1_0"	"PISA_sqi-MKD_REA_R540-BuildingALegend_en18_MS2022.xlf"
"5075"	"Question"	"Pyetje"	"R566_question07_q07itemTitle_56fc786b8bd3a3.90216720_1_0"	"PISA_sqi-MKD_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5456"	"Question"	"Pyetje"	"R568_question03_q03itemTitle_56fc784aa61327.85903925_1_0"	"PISA_sqi-MKD_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5485"	"Question"	"Pyetje"	"R568_question06_q06itemTitle_56fc784aaa1da7.31117243_1_0"	"PISA_sqi-MKD_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5244"	"Click on the choices in the table to answer the question."	"Kliko alternativat në tabelë për t’ju përgjigjur pyetjes."	"R567_question09_q09itemDirections_56fc7879177010.04490145_1_0"	"PISA_sqi-MKD_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3701"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Kliko alternativat në tabelë për t’ju përgjigjur pyetjes.&lt;/i&gt;"	"R556_question10_itemDirections_56fc783adf40b1.80389977_1_0"	"PISA_sqi-MKD_REA_R556-Microlending_en18_MS2022.xlf"
"1717"	"Click on a choice to answer the question."	"Kliko alternativë për t’iu përgjigjur pyetjes."	"Q03_question_Q03itemDirections_56fc7820d02020.47983670_1_0"	"PISA_sqi-MKD_REA_R541-Plastic_en18_MS2022.xlf"
"1761"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Kliko ose &lt;b&gt;E Vërtetë&lt;/b&gt; ose &lt;b&gt;E Gabuar&lt;/b&gt; për secilën thënie."	"Q07_question_Q07p2_56fc7820d48153.65791538_1_0"	"PISA_sqi-MKD_REA_R541-Plastic_en18_MS2022.xlf"
"1910"	"Question"	"Pyetje"	"Q02R542_question_Q02itemTitle_56fc782107e630.51918183_1_0"	"PISA_sqi-MKD_REA_R542-BulletinBoard_en18_MS2022.xlf"
"3132"	"Question"	"Pyetje"	"R550_question08_q08itemTitle_56fc785ceb8fd9.58889268_1_0"	"PISA_sqi-MKD_REA_R550-CliffPalace_en18_MS2022.xlf"
"5507"	"Question"	"Pyetje"	"R568_question08_q08itemTitle_56fc784aadb900.51172431_1_0"	"PISA_sqi-MKD_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3633"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliko një alternativë për t’ju përgjigjur pyetjes.&lt;/i&gt;"	"R556_question3_itemDirections_56fc783ac55ff8.32442383_1_0"	"PISA_sqi-MKD_REA_R556-Microlending_en18_MS2022.xlf"
"2835"	"Type your answer to the question."	"Jep përgjigjen tënde për pyetjen."	"R549_question04_q04itemDirections_56fc786ad05882.39043317_1_0"	"PISA_sqi-MKD_REA_R549-MessageInABottle_en18_MS2022.xlf"
"4891"	"Question"	"Pyetje"	"R565_question8_itemTitle_56fc785d634517.47268584_1_0"	"PISA_sqi-MKD_REA_R565-SittingDisease_en18_MS2022.xlf"
"4071"	"Click on a search result to answer the question."	"Kliko një rezultat të kërkimit për t’ju përgjigjur pyetjes."	"R560_question01_q0p1_56fc784a78e849.04466877_1_0"	"PISA_sqi-MKD_REA_R560-GarbagePatch_en18_MS2022.xlf"
"3979"	"Question"	"Pyetje"	"R559_question05_q05itemTitle_56fc783b292030.59353452_1_0"	"PISA_sqi-MKD_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"1758"	"Click on the choices in the table to answer the question."	"Kliko alternativat në tabelë për t’ju përgjigjur pyetjes."	"Q07_question_Q07itemDirections_56fc7820d478e2.14367000_1_0"	"PISA_sqi-MKD_REA_R541-Plastic_en18_MS2022.xlf"
"1703"	"Click on a choice to answer the question."	"Kliko alternativë për t’iu përgjigjur pyetjes."	"Q02_question_Q02itemDirections_56fc7820cec301.21446774_1_0"	"PISA_sqi-MKD_REA_R541-Plastic_en18_MS2022.xlf"
"4069"	"Click on a search result to answer the question."	"Kliko një rezultat të kërkimit për t’ju përgjigjur pyetjes."	"R560_question01_q01itemDirections_56fc784a78e486.20169494_1_0"	"PISA_sqi-MKD_REA_R560-GarbagePatch_en18_MS2022.xlf"
"4587"	"Question"	"Pyetje"	"R563_question04_q04itemTitle_56fc786b425d67.62591525_1_0"	"PISA_sqi-MKD_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
