"Segment"	"en-ZZ"	"uz-UZ"	"ID"	"File"
"5094"	"Web Search"	"Internetda izlash"	"R568_stimulus4_pg04h1_5c9d225b8b31b0.83556759_0"	"PISA_uzb-UZB_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5251"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q0b-body_q0b-itemDirections_5c9d225b9d8809.57535043_1_0"	"PISA_uzb-UZB_REA_R568-SpaceDebris_en21_MS2022.xlf"
"4220"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R562_question05_q05itemDirections_5c9d225a8a72c7.90956094_1_0"	"PISA_uzb-UZB_REA_R562-OpeningNight_en21_MS2022.xlf"
"2098"	"Click on a choice to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun javob varianti ustiga bosing.&lt;/i&gt;"	"R543_question1_itemDirections_5c9d219e7968e9.01052398_1_0"	"PISA_uzb-UZB_REA_R543-Nobel_en21_MS2022.xlf"
"2308"	"Click on a choice to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun javob varianti ustiga bosing.&lt;/i&gt;"	"R544_question_itemDirections_5c9d219eb20160.68433201_1_0"	"PISA_uzb-UZB_REA_R544-Tesla_en21_MS2022.xlf"
"4431"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R563_question05_q05itemDirections_5c9d225aaed320.38553670_1_0"	"PISA_uzb-UZB_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"414"	"TO"	"-"	"R219_stimulus_sect4Line3span4_5c9d217d855d68.15726277_0"	"PISA_uzb-UZB_REA_R219-Employment_en21_MS2022.xlf"
"767"	"Longitude"	"90° SHARQIY"	"R220_question_southpole_label4_5c9d217da47da4.42072474_0_0"	"PISA_uzb-UZB_REA_R220-SouthPole_en21_MS2022.xlf"
"1807"	"Click on the choices in the table to answer the question."	"Savolga javob berish uchun jadvaldagi kerakli variantni bosing."	"Q07_question_Q07itemDirections_5c9d219e3bd283.68280238_1_0"	"PISA_uzb-UZB_REA_R541-Plastic_en21_MS2022.xlf"
"3743"	"Explain your answer."	"Javobingizni izohlang."	"R558_question09_Q09p6_5c9d2259e1c177.99115138_0"	"PISA_uzb-UZB_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"4964"	"Type your answer to the question."	"Savolga javobingizni kiriting."	"R567_question03_q03itemDirections_5c9d225b5d0026.69007205_2_0"	"PISA_uzb-UZB_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"4888"	"Yes"	"HA"	"R566_question09_question09_3_5c9d225b351f22.76617690_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"4494"	"Read the Introduction."	"Kirish qismini o'qing."	"q00body_q00itemDirections_5c9d225ad63037.10388777_0_0"	"PISA_uzb-UZB_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"4823"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R566_question03_q03itemDirections_5c9d225b2b2f50.49516650_1_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"4984"	"Click on a search result to answer the question."	"Savolga javob berish uchun qiduruv natijasi ustiga bosing."	"R567_question06_q06itemDirections_5c9d225b6157e5.34768799_1_0"	"PISA_uzb-UZB_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"3579"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun jadvaldagi kerakli variantni bosing.&lt;/i&gt;"	"R556_question10_itemDirections_5c9d21a02dd603.46615228_1_0"	"PISA_uzb-UZB_REA_R556-Microlending_en21_MS2022.xlf"
"4090"	"Click on the choices in the table to answer the question."	"Savolga javob berish uchun jadvaldagi variantlar ustiga bosing."	"R561_question04_q04itemDirections_5c9d225a584ac1.71572491_1_0"	"PISA_uzb-UZB_REA_R561-OlympicFlag_en21_MS2022.xlf"
"5520"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q00b-body_q00b-itemDirections_5c9d225be38126.14757364_1_0"	"PISA_uzb-UZB_REA_R570-TheFavour_en21_MS2022.xlf"
"5079"	"No"	"YO'Q"	"R567_question11_q11tr1th3_5c9d225b6e2067.20335035_0"	"PISA_uzb-UZB_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"1089"	"2"	"taqriz"	"R432_question_tr1th4_5c9d217e5bbb69.70836544_2_0"	"PISA_uzb-UZB_REA_R432-AboutABook_en21_MS2022.xlf"
"4800"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q00b-body_q00b-itemDirections_5c9d225b2548f7.48007221_1_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"3914"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R560_question04_q04itemDirections_5c9d225a2b2482.58661381_1_0"	"PISA_uzb-UZB_REA_R560-GarbagePatch_en21_MS2022.xlf"
"4910"	"Web Search"	"Internetda izlash"	"R567_stimulus3_pg03h1_5c9d225b556ae5.21127880_0"	"PISA_uzb-UZB_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"5055"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q0b-body_q0b-itemDirections_5c9d225b6a82b7.29262010_1_0"	"PISA_uzb-UZB_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"4796"	"Click on the NEXT arrow to read the article."	"Maqolani o'qish uchun KEYINGI ko'rsatkichi ustiga bosing."	"q00a-body_q00a-p2_5c9d225b241d39.66934073_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"4457"	"Refer to the different webpages of the website on the right."	"O'ng tomondagi veb-saytning turli sahifalariga qarang."	"R563_question10_q10itemDirections_5c9d225aba3a33.94198593_0_0"	"PISA_uzb-UZB_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"5514"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q00a-body_q00a-itemDirections_5c9d225be27017.66409098_1_0"	"PISA_uzb-UZB_REA_R570-TheFavour_en21_MS2022.xlf"
"5013"	"No"	"YO'Q"	"R567_question09_q09tr1th3_5c9d225b667703.60095567_0"	"PISA_uzb-UZB_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"1086"	"1"	"taqriz"	"R432_question_tr1th3_5c9d217e5bba66.58012200_2_0"	"PISA_uzb-UZB_REA_R432-AboutABook_en21_MS2022.xlf"
"4067"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R561_question01_q01itemDirections_5c9d225a515840.43883744_1_0"	"PISA_uzb-UZB_REA_R561-OlympicFlag_en21_MS2022.xlf"
"5393"	"Use drag and drop to answer the question."	"Savolga javob berish uchun &quot;siljitib joylashtirish&quot; usulidan foydalaning."	"q2R569_question_q02itemDirections_5c9d225bc00fc8.49987510_1_0"	"PISA_uzb-UZB_REA_R569-TheCleanup_en21_MS2022.xlf"
"4793"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q00a-body_q00a-itemDirections_5c9d225b241a05.89342632_1_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"4174"	"Read the Introduction."	"Kirish qismini o'qing."	"q00body_q00itemDirections_5c9d225a833923.77937199_0_0"	"PISA_uzb-UZB_REA_R562-OpeningNight_en21_MS2022.xlf"
"2567"	"Click on a choice to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun javob varianti ustiga bosing.&lt;/i&gt;"	"R547_question2_itemDirections_5c9d219f17c6f8.51935753_1_0"	"PISA_uzb-UZB_REA_R547-BookSurvey_en21_MS2022.xlf"
"4050"	"Read the Introduction."	"Kirish qismini o'qing."	"q00a-body_q00a-p1_5c9d225a4e1663.65993573_0_0"	"PISA_uzb-UZB_REA_R561-OlympicFlag_en21_MS2022.xlf"
"3682"	"Yes"	"HA"	"R558_question2_tr1th2_5c9d2259d6d415.11722544_0"	"PISA_uzb-UZB_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"4113"	"Click on a choice and then type an explanation to answer the question."	"Tanlagan javobingiz ustiga bosing va bergan javobingizga izoh yozing."	"R561_question07_q07itemDirections_5c9d225a5fcd11.45735862_1_0"	"PISA_uzb-UZB_REA_R561-OlympicFlag_en21_MS2022.xlf"
"2133"	"Click on a choice to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun javob varianti ustiga bosing.&lt;/i&gt;"	"R543_question3_itemDirections_5c9d219e7f2af3.30104921_1_0"	"PISA_uzb-UZB_REA_R543-Nobel_en21_MS2022.xlf"
"3720"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Yorliqlarni bosish orqali o'ngdagi ikkala manbaga qarang."	"R558_question8_itemDirections_5c9d2259dff4b4.26787399_0_0"	"PISA_uzb-UZB_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"3526"	"Click on a choice to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun javob varianti ustiga bosing.&lt;/i&gt;"	"R556_question3_itemDirections_5c9d21a0235112.70152956_2_0"	"PISA_uzb-UZB_REA_R556-Microlending_en21_MS2022.xlf"
"5366"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q00b-body_q00b-itemDirections_5c9d225bbd1911.77188529_1_0"	"PISA_uzb-UZB_REA_R569-TheCleanup_en21_MS2022.xlf"
"5042"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q0a-body_q0a-itemDirections_5c9d225b68ba89.64609386_1_0"	"PISA_uzb-UZB_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"5561"	"Click on the choices in the table to answer the question."	"Savolga javob berish uchun jadvaldagi variantlar ustiga bosing."	"R570_question04_q04itemDirections_5c9d225be9dcc8.06998933_1_0"	"PISA_uzb-UZB_REA_R570-TheFavour_en21_MS2022.xlf"
"4443"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R563_question06_q06itemDirections_5c9d225ab08fb8.61774619_1_0"	"PISA_uzb-UZB_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"3677"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun jadvaldagi tanlovlaringiz ustiga bosing.&lt;/i&gt;"	"R558_question2_itemDirections_5c9d2259d6cf69.19154311_1_0"	"PISA_uzb-UZB_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"4388"	"Read the Introduction."	"Kirish qismini o'qing."	"q00-body_q00-itemDirections_5c9d225aa68e90.08981570_0_0"	"PISA_uzb-UZB_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"4389"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q00-body_q00-itemDirections_5c9d225aa68e90.08981570_1_0"	"PISA_uzb-UZB_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"5697"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q0cR590_question_q0citemDirections_5c9d225c188e29.39374988_1_0"	"PISA_uzb-UZB_REA_R590-Sentences01_en21_MS2022.xlf"
"4051"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q00a-body_q00a-p1_5c9d225a4e1663.65993573_1_0"	"PISA_uzb-UZB_REA_R561-OlympicFlag_en21_MS2022.xlf"
"5264"	"No"	"YO'Q"	"R568_question10_question10_4_5c9d225b9f1110.46802954_0"	"PISA_uzb-UZB_REA_R568-SpaceDebris_en21_MS2022.xlf"
"4430"	"Refer to the different webpages of the website on the right."	"O'ng tomondagi veb-saytning turli sahifalariga qarang."	"R563_question05_q05itemDirections_5c9d225aaed320.38553670_0_0"	"PISA_uzb-UZB_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"4505"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R564_question01_q01itemDirections_5c9d225ad74907.41710504_1_0"	"PISA_uzb-UZB_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"3595"	"Web Search"	"Internetda izlash"	"R558_stimulus3_spgh1_5c9d2259c470f4.25622277_0"	"PISA_uzb-UZB_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"4059"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q00b-body_q00b-p1_5c9d225a4fc501.93826266_1_0"	"PISA_uzb-UZB_REA_R561-OlympicFlag_en21_MS2022.xlf"
"4418"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R563_question04_q04itemDirections_5c9d225aacdf88.57641426_1_0"	"PISA_uzb-UZB_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"3735"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Yorliqlarni bosish orqali o'ngdagi ikkala manbaga qarang."	"R558_question09_itemDirections_5c9d2259e1b900.05466895_0_0"	"PISA_uzb-UZB_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"5247"	"Click on the NEXT arrow to read the webpage."	"Veb-sahifani o'qish uchun KEYINGI ko'rsatkichi ustiga bosing."	"q0a-body_q0a-p2_5c9d225b9c1346.99722333_0"	"PISA_uzb-UZB_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5012"	"Yes"	"HA"	"R567_question09_q09tr1th2_5c9d225b667637.73761154_0"	"PISA_uzb-UZB_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"3956"	"Click on the NEXT arrow to read the article."	"Maqolani o'qish uchun KEYINGI ko'rsatkichi ustiga bosing."	"q00bbody_q00bp2_5c9d225a325971.00134322_0"	"PISA_uzb-UZB_REA_R560-GarbagePatch_en21_MS2022.xlf"
"3908"	"Click on a search result to answer the question."	"Savolga javob berish uchun qiduruv natijasi ustiga bosing."	"R560_question01_q0p1_5c9d225a275726.46916200_1_0"	"PISA_uzb-UZB_REA_R560-GarbagePatch_en21_MS2022.xlf"
"5550"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R570_question02_q02itemDirections_5c9d225be73056.15969994_1_0"	"PISA_uzb-UZB_REA_R570-TheFavour_en21_MS2022.xlf"
"1495"	"."	"so'm qaytaradi."	"R466_stimulus_line5_5c9d217eb3a495.42484252_0_0"	"PISA_uzb-UZB_REA_R466-WorkRight_en21_MS2022.xlf"
"4213"	"Type your answer to the question."	"Savolga javobingizni kiriting."	"R562_question04_q04itemDirections_5c9d225a88e241.32338956_1_0"	"PISA_uzb-UZB_REA_R562-OpeningNight_en21_MS2022.xlf"
"4861"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R566_question06_q06itemDirections_5c9d225b2fd044.38681925_1_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"4399"	"Type your answer to the question."	"Savolga javobingizni kiriting."	"R563_question01_q01itemDirections_5c9d225aa81f50.68031492_1_0"	"PISA_uzb-UZB_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"3384"	"Click on a choice to answer the question.&lt;/i&gt;"	"Savolga javob berish uchun javob varianti ustiga bosing.&lt;/i&gt;"	"R553_question4_q04itemDirections_5c9d219fde8d53.78783329_1_0"	"PISA_uzb-UZB_REA_R553-HealthForum_en21_MS2022.xlf"
"5435"	"Type your answer to the question."	"Savolga javobingizni kiriting."	"q6R569_question_q06itemDirections_5c9d225bc680a7.13761816_1_0"	"PISA_uzb-UZB_REA_R569-TheCleanup_en21_MS2022.xlf"
"2405"	"Click on the choices in the table to answer the question."	"Savolga javob berish uchun jadvaldagi kerakli variantni bosing."	"R545_question03_Q03itemDirections_5c9d219edb2657.97091233_1_0"	"PISA_uzb-UZB_REA_R545-MachuPicchu_en21_MS2022.xlf"
"3795"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R559_question02_q02itemDirections_5c9d225a0a89e5.45985887_1_0"	"PISA_uzb-UZB_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"4195"	"Type your answer to the question."	"Savolga javobingizni kiriting."	"R562_question02_q02itemDirections_5c9d225a860108.35234560_1_0"	"PISA_uzb-UZB_REA_R562-OpeningNight_en21_MS2022.xlf"
"4834"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R566_question04_q04itemDirections_5c9d225b2cb4d1.11527511_1_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"5565"	"Yes"	"HA"	"R570_question04_tr1th2_5c9d225be9e104.54964090_0"	"PISA_uzb-UZB_REA_R570-TheFavour_en21_MS2022.xlf"
"4398"	"Refer to the different webpages of the website on the right."	"O'ng tomondagi veb-saytning turli sahifalariga qarang."	"R563_question01_q01itemDirections_5c9d225aa81f50.68031492_0_0"	"PISA_uzb-UZB_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"4726"	"Newspaper Article"	"Gazeta maqolasi"	"R566_Stimulus03_stimulus3_4_5c9d225b1dda78.84246250_0"	"PISA_uzb-UZB_REA_R566-SkelligRocks_en21_MS2022.xlf"
"2705"	"Graphic Novel"	"Grafik roman"	"R547_question10_q10t2r7c2_5c9d219f237d93.33951967_0"	"PISA_uzb-UZB_REA_R547-BookSurvey_en21_MS2022.xlf"
"2625"	"Type your answer to the questions.&lt;/i&gt;"	"Savollarga javobigizni yozing.&lt;/i&gt;"	"R547_question9_itemDirections_5c9d219f211822.28206430_1_0"	"PISA_uzb-UZB_REA_R547-BookSurvey_en21_MS2022.xlf"
"5599"	"Click on a choice to answer the question."	"Savolga javob berish uchun tanlovingiz ustiga bosing."	"R570_question08_q08itemDirections_5c9d225bf00637.46983770_1_0"	"PISA_uzb-UZB_REA_R570-TheFavour_en21_MS2022.xlf"
"4638"	"Then click on the NEXT arrow.&lt;/i&gt;"	"So'ngra KEYINGI ko'rsatkichi ustiga bosing.&lt;/i&gt;"	"question00a_1_itemDirections00_5c9d225af0b1a4.44659479_1_0"	"PISA_uzb-UZB_REA_R565-SittingDisease_en21_MS2022.xlf"
"5007"	"Click on the choices in the table to answer the question."	"Savolga javob berish uchun jadvaldagi variantlar ustiga bosing."	"R567_question09_q09itemDirections_5c9d225b667296.26876893_1_0"	"PISA_uzb-UZB_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"3774"	"Read the Introduction."	"Kirish qismini o'qing."	"q00body_q00itemDirections_5c9d225a083229.64311247_0_0"	"PISA_uzb-UZB_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"1087"	"Review"	"2-"	"R432_question_tr1th4_5c9d217e5bbb69.70836544_0_0"	"PISA_uzb-UZB_REA_R432-AboutABook_en21_MS2022.xlf"
"5245"	"Then click on the NEXT arrow."	"So'ngra KEYINGI ko'rsatkichi ustiga bosing."	"q0a-body_q0a-itemDirections_5c9d225b9c1047.88297843_1_0"	"PISA_uzb-UZB_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5046"	"Click on the NEXT arrow to read the webpage."	"Veb-sahifani o'qish uchun KEYINGI ko'rsatkichi ustiga bosing."	"q0a-body_q0a-p3_5c9d225b68bf31.21236283_0"	"PISA_uzb-UZB_REA_R567-SmokeJumpers_en21_MS2022.xlf"
