"Segment"	"en-ZZ"	"ar-IL"	"ID"	"File"
"1545"	"&lt;b&gt;Understanding Tsunamis&lt;/b&gt;&lt;br /&gt; Introduction"	"&lt;b&gt;فَهْم  أمواج التسونامي&lt;/b&gt;&lt;br /&gt; مقدمة"	"question1_1_itemTitle01_5193d35626b6b4.37345644_0"	"PISA_ara-ISR_SCI_S615-Tsunami_en15_MS2022.xlf"
"2092"	"To run this simulation, you can use the following controls:"	"لتشغيل هذه المحاكاة، يمكنكم استعمال الأزرار التالية:"	"menu_1_aMenuP3_5193fde5960855.32998808_0"	"PISA_ara-ISR_SCI_S634-Vaccination_en15_MS2022.xlf"
"1442"	"Ammonoids"	"الأمونتيات"	"S608_stimulus1_attr_alt_attr_stimulus1_2_515e3a7232d5b5.18443298_0"	"PISA_ara-ISR_SCI_S608-Ammonoids_en15_MS2022.xlf"
"2451"	"Low"	"منخفض"	"stimulus2_1_stimulus2_36_51940bae4fb421.47656771_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1354"	"Caterpillars hatch and eat leaves"	"اليرقات تفقس وتأكل أوراق الشجر"	"S607_stimulus1_sl11_517407135d0c78.97389268_0"	"PISA_ara-ISR_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2229"	"Good!&lt;br /&gt; Please click on the NEXT arrow to continue."	"جيّد!&lt;br /&gt;اضغطوا على سهم &quot;التالي&quot;  للاستمرار."	"stimulus_1_dialogMsgText2_5193fde5a8ae93.22557935_0"	"PISA_ara-ISR_SCI_S634-Vaccination_en15_MS2022.xlf"
"2244"	"Low"	"منخفض"	"js_translation_low_51940bae34a947.00199980_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2734"	"&lt;b&gt;Carbon Dioxide in Earth's Atmosphere&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;ثاني أوكسيد الكربون في الغلاف الجوّيّ للأرض &lt;/b&gt;&lt;br /&gt; سؤال"	"S645_question4_itemTitle4_5180507a81f077.18602071_0"	"PISA_ara-ISR_SCI_S645-CarbonDioxideInEarthsAtmosphere_en15_MS2022.xlf"
"2586"	"To see how all the controls in this simulation work, follow these steps:"	"لمشاهدة كيف تعمل جميع أزرار التحكُّم في هذه المحاكاة، اتّبعوا هذه الخطوات:"	"question2_1_Q02P2_51940c1020b465.51317902_0"	"PISA_ara-ISR_SCI_S643-LightBulbs_en15_MS2022.xlf"
"2025"	"&lt;b&gt;Solar Cooker&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;الفرن الشمسيّ &lt;/b&gt;&lt;br /&gt; سؤال"	"S629_question3_qitemTitle3_515e3a7284a079.58349031_0"	"PISA_ara-ISR_SCI_S629-SolarCooker_en15_MS2022.xlf"
"242"	"Resistance to UV-radiation"	"قدرته على الصمود أمام الأشعّة فوق البنفسجية"	"S413_question3_q3t1tr5td1_50ec41d251ad10.97525901_0"	"PISA_ara-ISR_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2661"	"LED"	"لِدْ (LED)"	"sim_1_q02sim4_51940c102b2251.10302671_0"	"PISA_ara-ISR_SCI_S643-LightBulbs_en15_MS2022.xlf"
"1042"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt; للإجابة عن السؤال، اضغطوا على أحد الخيارات. &lt;/i&gt;"	"S603_question4_itemDirections4_515e3a720a7b99.14171118_0"	"PISA_ara-ISR_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"1364"	"Birds and Caterpillars Introduction"	"مقدّمة الطيور واليرقات"	"S607_stimulus1_attr_alt_attr_stimulus1_4_517407135d4b29.16028951_0"	"PISA_ara-ISR_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1014"	"Species B branches with &lt;u&gt;no&lt;/u&gt; ants"	"أغصان النوع B &lt;u&gt;بدون&lt;/u&gt; نمل"	"S603_question2_nested21_515e3a72062988.62648612_0"	"PISA_ara-ISR_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"2372"	"decrease"	"ستقلّ"	"question5_1_o5_2_51940bae44b5e8.31917190_0"	"PISA_ara-ISR_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2570"	"How to Run the Simulation"	"كيفيّة &quot;تشغيل&quot; المحاكاة"	"menu_1_menuHeading_51940c101d2b17.57186609_0"	"PISA_ara-ISR_SCI_S643-LightBulbs_en15_MS2022.xlf"
"276"	"Resistance to UV-radiation"	"قدرته على الصمود أمام الأشعّة فوق البنفسجية"	"S413_question3_q3t4tr5td1_50ec41d25244e6.92803401_0"	"PISA_ara-ISR_SCI_S413-PlasticAge_en15_MS2022.xlf"
"1619"	"Medium"	"متوسّط"	"sim_1_simSlopeMed_5193d35634cca0.37401536_0"	"PISA_ara-ISR_SCI_S615-Tsunami_en15_MS2022.xlf"
"2769"	"How to Run the Simulation"	"كيفيّة &quot;تشغيل&quot; المحاكاة"	"menu_1_menuHeading_51940c10330745.47734656_0"	"PISA_ara-ISR_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"636"	"Earltown"	"إيرْلْتاون"	"S466_stimulus2_label4_50ed238840a332.30865638_0"	"PISA_ara-ISR_SCI_S466-ForestFires_en15_MS2022.xlf"
"2102"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;اقرؤوا المقدمة. ثم اضغطوا على السهم &quot;التالي&quot;.&lt;/i&gt;"	"CS634_intro_itemDirections0_5193fde5976ee6.44142835_0"	"PISA_ara-ISR_SCI_S634-Vaccination_en15_MS2022.xlf"
"1029"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt; للإجابة عن السؤال، اضغطوا على أحد الخيارات. &lt;/i&gt;"	"S603_question3_itemDirections3_515e3a72087b46.40019747_0"	"PISA_ara-ISR_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"2930"	"S648 Habitable Zone"	"S648 المنطقة الصالحة للسّكن Q01"	"S648_stimulus1_unknownID_517407af7d5b40.55377752_0"	"PISA_ara-ISR_SCI_S648-HabitableZone_en15_MS2022.xlf"
"1119"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&amp;check; &lt;i&gt;انتبهوا: من الممكن اختيار خانة &lt;b&gt; واحدة أو أكثر.&lt;/b&gt;&lt;/i&gt;"	"S604_question3_q3p2_51804e6bc49453.85399057_0"	"PISA_ara-ISR_SCI_S604-WaterFromFog_en15_MS2022.xlf"
"1568"	"&lt;b&gt;Understanding Tsunamis&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;فَهْم التسونامي&lt;/b&gt;&lt;br /&gt; سؤال"	"question3_1_itemTitle03_5193d3562af197.96505462_0"	"PISA_ara-ISR_SCI_S615-Tsunami_en15_MS2022.xlf"
