"Segment"	"en-ZZ"	"ja-JP"	"ID"	"File"
"7036"	"Click on the choices in the table to answer the question."	"下の表の中から、次の問いの&lt;br/&gt;答えをクリックしてください。"	"q3MA160_question_q3itemDirections_5c9d2137d54ae4.61371872_2_0"	"PISA_jpn-JPN_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"5840"	"Click on a choice and then type an explanation to answer the question."	"下の問いの答えを一つ&lt;br/&gt;クリックし、その理由を入力してください。"	"q3MA148_question_q3itemDirections_5c9d21651d9930.88789683_1_0"	"PISA_jpn-JPN_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"1777"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"M102_question3_itemDirections3_5c9d21362e40b0.67589445_1_0"	"PISA_jpn-JPN_MAT_MA102-BuyingAWardrobe_en21_MS2022.xlf"
"5950"	"Explain your answer."	"理由を説明してください。"	"q3MA150_question_q3p4_5c9d21653a0672.84676440_0"	"PISA_jpn-JPN_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"6018"	"Click on the choices in the table to answer the question."	"下の表の中から、次の問いの答えをクリックしてください。"	"q1MA151_question_q1itemDirections_5c9d2165424791.67979223_1_0"	"PISA_jpn-JPN_MAT_MA151-MovingOut_en21_MS2022.xlf"
"1705"	"Front view"	"正面から見た図"	"MA101_question3_MiddlePuzLabel_5c9d21361dc834.42375523_0"	"PISA_jpn-JPN_MAT_MA101-BuildingBlocks_en21_MS2022.xlf"
"3686"	"You can also clear all cells by clicking on “Clear”."	"「リセット」ボタンをクリックすると、すべてのセルの値を削除できます。"	"question00_1_q0li5_5c9d2137082f73.80391417_1_0"	"PISA_jpn-JPN_MAT_MA125-PaintingARoom_en21_MS2022.xlf"
"2599"	"You can also clear all cells by clicking on “Clear”."	"「リセット」ボタンをクリックすると、&lt;br/&gt;すべてのセルの値を削除できます。"	"menu_1_aMenu_part1_li2_5c9d2136e912a9.52248706_1_0"	"PISA_jpn-JPN_MAT_MA112-Metabolism_en21_MS2022.xlf"
"6784"	"Use the spreadsheet to help you answer the question below."	"表計算ソフトを使って、&lt;br/&gt;下の問いに答えてください。"	"q3MA160_question_q3itemDirections_5c9d2137a54ef3.72087436_1_0"	"PISA_jpn-JPN_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"6198"	"In this simulation, you will explore relationships between two types of gears."	"このシミュレーションでは、二種類の歯車の関係を&lt;br/&gt;調べることができます。"	"menu2_1_menu_p1_5c9d21374c4c62.30682772_0"	"PISA_jpn-JPN_MAT_MA153-Gears_en21_MS2022.xlf"
"6153"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA153q02_question_q02itemDirections_5c9d213746bb12.40931470_2_0"	"PISA_jpn-JPN_MAT_MA153-Gears_en21_MS2022.xlf"
"4377"	"Slept more than 8 hours"	"睡眠8時間&lt;br/&gt;超"	"MA130_question02_Q02tr1th3_5c9d214b8c2f62.53994590_0"	"PISA_jpn-JPN_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"6488"	"Mean"	"平均値"	"MA160_stimulus_mean_5c9d213774cbc9.97013701_0"	"PISA_jpn-JPN_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"4387"	"Click on a choice to answer the question."	"下の問いの&lt;br/&gt;答えを一つクリックしてください。"	"MA130_question03_itemDirectionsQ03_5c9d214b8dfe44.39422320_1_0"	"PISA_jpn-JPN_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"6657"	"Mean"	"平均値"	"MA161_stimulus_mean_5c9d213799a198.65253612_0"	"PISA_jpn-JPN_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"6284"	"Click on a choice and then type an explanation to answer the question."	"下の問いの答えを一つクリックし、その理由を入力してください。"	"q1MA156_question_q1itemDirections_5c9d21656932b0.11712938_1_0"	"PISA_jpn-JPN_MAT_MA156-Points_en21_MS2022.xlf"
"5359"	"Type your answer to the question."	"下の問いの答えを入力して&lt;br/&gt;ください。"	"MA142_questionq2_q2itemDirections_5c9d2164b45da3.19087883_1_0"	"PISA_jpn-JPN_MAT_MA142-WaterReservoir_en21_MS2022.xlf"
"6172"	"To run this simulation, follow these steps:"	"このシミュレーションの実行方法を、以下の手順で確認&lt;br/&gt;してください。"	"MA153_questionS3_q0ap1_5c9d2137481033.59674945_0"	"PISA_jpn-JPN_MAT_MA153-Gears_en21_MS2022.xlf"
"3050"	"Click on a choice to answer the question."	"下の問いの答えを&lt;br/&gt;一つクリックしてください。"	"MA117_question02_Q02itemDirections_5c9d214aae26f7.68113286_1_0"	"PISA_jpn-JPN_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"4106"	"The information will display in the table."	"に示されます。"	"MA128_questionS3_MA128S3OL1Li3_5c9d21372c09e2.91585954_1_0"	"PISA_jpn-JPN_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"3587"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA124_question1_itemDirections1_5c9d214b402246.10061217_1_0"	"PISA_jpn-JPN_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"5890"	"Click on a choice to answer the question."	"下の問いの答えを一つ&lt;/br&gt;クリックしてください。"	"q2MA149_question_q2itemDirections_5c9d21652c3193.71873749_1_0"	"PISA_jpn-JPN_MAT_MA149-FloorArea_en21_MS2022.xlf"
"5312"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"q3CMA141_question_q3itemDirections_5c9d2164a87c86.43889590_1_0"	"PISA_jpn-JPN_MAT_MA141-WaterBill_en21_MS2022.xlf"
"2965"	"20"	"20人"	"MA116_question1_lable13_5c9d214a99dd05.20574680_0"	"PISA_jpn-JPN_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"2680"	"Age"	"年齢（才）"	"MA113S02_stimulus_T02tr2td3_5c9d214a666ba4.72309842_0"	"PISA_jpn-JPN_MAT_MA113-HeartRate_en21_MS2022.xlf"
"4175"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"Q1MA129_question_Q1ItmDirP1Id_5c9d214b77ec40.66176260_1_0"	"PISA_jpn-JPN_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"5021"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA136_question03_q3itemDirections_5c9d2164634b07.90090842_1_0"	"PISA_jpn-JPN_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"5845"	"Explain your answer."	"理由を説明してください。"	"q3MA148_question_q3p3_5c9d21651da120.58575580_0"	"PISA_jpn-JPN_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"2280"	"Move the slider to set the Angle of Projection."	"スライダーを動かして、噴き出す角度を設定して&lt;br/&gt;ください。"	"menu_1_aMenu_part1_li0_5c9d2136c72b51.99539437_0"	"PISA_jpn-JPN_MAT_MA108-Fountains_en21_MS2022.xlf"
"3129"	"Click on a choice and then type an explanation to answer the question."	"下の&lt;br/&gt;問いの答えを一つクリックし、その理由を入力して&lt;br/&gt;ください。"	"Q3MA119_question_Q3itemDirections_5c9d214ad92d07.74285976_1_0"	"PISA_jpn-JPN_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"6583"	"Use the spreadsheet to help you answer the question below."	"表計算ソフトを&lt;br/&gt;使って、下の問いに答えてください。"	"q3MA160_question_q3itemDirections_5c9d21377f8251.32216410_1_0"	"PISA_jpn-JPN_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"6317"	"Use drag and drop to answer the question."	"ドラッグ＆ドロップを使って、下の問いに答えてください。"	"q1MA157_question_q1itemDirections_5c9d216571a4f9.75837745_1_0"	"PISA_jpn-JPN_MAT_MA157-Tyres_en21_MS2022.xlf"
"1653"	"Front view"	"正面から見た図"	"Page2_stimulus_MidPuzLabel_5c9d21361645e7.60345726_0"	"PISA_jpn-JPN_MAT_MA101-BuildingBlocks_en21_MS2022.xlf"
"5576"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA145_question1_q1itemDirections_5c9d2164dfb137.21186139_1_0"	"PISA_jpn-JPN_MAT_MA145-Shadows_en21_MS2022.xlf"
"5433"	"Click on a choice to answer the question."	"下の問いの答えを一つ&lt;/br&gt;クリックしてください。"	"MA143_question04_q4itemDirections_5c9d2164c0e144.21102801_1_0"	"PISA_jpn-JPN_MAT_MA143-WildBirdFood_en21_MS2022.xlf"
"2605"	"The row(s) you select will be marked with a star."	"選択した行には星印が&lt;br/&gt;付きます。"	"menu_1_menuP5_5c9d2136e91833.43998594_1_0"	"PISA_jpn-JPN_MAT_MA112-Metabolism_en21_MS2022.xlf"
"2371"	"Click on a choice to answer the question."	"下の問いの&lt;br/&gt;答えを一つクリックしてください。"	"Q1M110_question_Q1itemDirections_5c9d214a49be54.59438497_1_0"	"PISA_jpn-JPN_MAT_MA110-HeadphoneOrder_en21_MS2022.xlf"
"4206"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA130_question03_Q3ItmDirP1Id_5c9d214b7a7374.86864959_1_0"	"PISA_jpn-JPN_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"6033"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"q2MA151_question_q2itemDirections_5c9d216543c0a5.48560059_1_0"	"PISA_jpn-JPN_MAT_MA151-MovingOut_en21_MS2022.xlf"
"1681"	"Side view"	"側面から&lt;br/&gt;見た図"	"MA112_question1_tr0td4_5c9d21361a81f2.17903385_0"	"PISA_jpn-JPN_MAT_MA101-BuildingBlocks_en21_MS2022.xlf"
"3070"	"Click on the choices in the table to answer the question."	"下の表の中から、次の問いの答えをクリックしてください。"	"MA117_question04_q04itemDirections_5c9d214ab14856.16755359_1_0"	"PISA_jpn-JPN_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"2964"	"19"	"19人"	"MA116_question1_lable12_5c9d214a99db97.12062684_0"	"PISA_jpn-JPN_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"4472"	"Price for a One-way Ticket (zeds)"	"片道料金（ゼッド）"	"q04body_t1r2c4_5c9d214ba5ccf1.40220621_0"	"PISA_jpn-JPN_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"6556"	"Select from the drop-down menus to answer the question."	"下の問いの答えを&lt;br/&gt;プルダウンメニューから選んでください。"	"q2MA160_question_q2itemDirections_5c9d21377dca25.20636236_2_0"	"PISA_jpn-JPN_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"2962"	"17"	"17人"	"MA116_question1_lable10_5c9d214a99d891.79575350_0"	"PISA_jpn-JPN_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"6060"	"Click on the choices in the table to answer the question."	"下の表の中から、次の&lt;br/&gt;問いの答えをクリックしてください。"	"q1MA152_question_q1itemDirections_5c9d21654f6b95.79333200_1_0"	"PISA_jpn-JPN_MAT_MA152-TheBetterDeal_en21_MS2022.xlf"
"4376"	"Slept 8 hours or less"	"睡眠8時間&lt;br/&gt;以下"	"MA130_question02_Q02tr1th2_5c9d214b8c2e46.45049939_0"	"PISA_jpn-JPN_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"3736"	"Click on a choice to answer the question."	"下の問いの答えを&lt;/br&gt;一つクリックしてください。"	"MA125_question3_q03itemDirections_5c9d21370cb648.59997288_1_0"	"PISA_jpn-JPN_MAT_MA125-PaintingARoom_en21_MS2022.xlf"
"5627"	"Click on a choice to answer the question."	"下の問いの答えを一つクリック&lt;br/&gt;してください。"	"MA146q1_question_q1itemDirections_5c9d2164eb6c14.66337389_1_0"	"PISA_jpn-JPN_MAT_MA146-Fuel_en21_MS2022.xlf"
"1679"	"Top view"	"上から&lt;br/&gt;見た図"	"MA112_question1_tr0td2_5c9d21361a7e45.51972452_0"	"PISA_jpn-JPN_MAT_MA101-BuildingBlocks_en21_MS2022.xlf"
"5908"	"Explain your answer."	"理由を説明してください。"	"q3MA149_question_q3p4_5c9d21652d7a87.93218968_0"	"PISA_jpn-JPN_MAT_MA149-FloorArea_en21_MS2022.xlf"
"1820"	"This is the output I obtain:"	"出力結果はこのように&lt;br/&gt;なりました。"	"question00_1_question00_6_5c9d21363c9dd1.39953928_0"	"PISA_jpn-JPN_MAT_MA103-CalculationProgram_en21_MS2022.xlf"
"2889"	"Click on a choice to answer the question."	"下の問いの答えを一つクリック&lt;br/&gt;してください。"	"MA115_question02_q02itemDirections_5c9d214a9187a5.96523157_1_0"	"PISA_jpn-JPN_MAT_MA115-Iceberg_en21_MS2022.xlf"
"5094"	"Select from the drop-down menus to answer the question."	"下の問いの答えを&lt;/br&gt;プルダウンメニューから選んでください。"	"q2CMA137_question_q2itemDirections_5c9d2164709768.71897094_1_0"	"PISA_jpn-JPN_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"3039"	"Click on a choice to answer the question."	"下の問いの答えを&lt;br/&gt;一つクリックしてください。"	"MA117_question01_q01itemDirections_5c9d214aacc999.01242355_1_0"	"PISA_jpn-JPN_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"5587"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA145_question2_q2itemDirections_5c9d2164e0e799.91065994_1_0"	"PISA_jpn-JPN_MAT_MA145-Shadows_en21_MS2022.xlf"
"3986"	"Explain your answer."	"理由を説明してください。"	"Q2MA122_question_Q2ItmStmP4Id_5c9d214b6c2632.07402001_0"	"PISA_jpn-JPN_MAT_MA127-PredictingHeight_en21_MS2022.xlf"
"2594"	"To run this simulation, follow these steps:"	"この代謝計算ツールの使い方を、以下の手順で確認&lt;br/&gt;してください。"	"menu_1_aMenu_part1_p1_5c9d2136e90d65.41091853_0"	"PISA_jpn-JPN_MAT_MA112-Metabolism_en21_MS2022.xlf"
"2080"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"M105_question5_itemDirections5_5c9d2136771724.04274916_2_0"	"PISA_jpn-JPN_MAT_MA105-CleanEnergy_en21_MS2022.xlf"
"5409"	"Click on a choice to answer the question."	"下の問いの答えを一つ&lt;/br&gt;クリックしてください。"	"MA143_question02_q2itemDirections_5c9d2164be5399.40648831_1_0"	"PISA_jpn-JPN_MAT_MA143-WildBirdFood_en21_MS2022.xlf"
"6194"	"To run more tests, change the settings on one or both sliders and click on the “Run” button again."	"別のシミュレーションを実行するには、スライダーで片方または両方の設定を変更し、「実行」ボタンを&lt;br/&gt;もう一度クリックしてください。"	"menu_1_MA153menu_OL1Li4_5c9d21374af773.66067353_0"	"PISA_jpn-JPN_MAT_MA153-Gears_en21_MS2022.xlf"
"2981"	"Using the number keys, type your answer to the question."	"&lt;br/&gt;下の問いの答えを半角の数字で入力してください。"	"MA116_question3_itemDirections3_5c9d214a9c49c7.11195988_1_0"	"PISA_jpn-JPN_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"6555"	"Use the spreadsheet to help you answer the question below."	"表計算ソフトを&lt;br/&gt;使って、下の問いに答えてください。"	"q2MA160_question_q2itemDirections_5c9d21377dca25.20636236_1_0"	"PISA_jpn-JPN_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"5550"	"Click on the choices in the table to answer the question."	"下の表の中から、次の問いの答えをクリックしてください。"	"q3MA144_question_q3itemDirections_5c9d2164d14836.39405170_1_0"	"PISA_jpn-JPN_MAT_MA144-Yogurt_en21_MS2022.xlf"
"4616"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA133Q01_question_q1itemDirections_5c9d2164228f81.27626420_1_0"	"PISA_jpn-JPN_MAT_MA133-ArrangingTables_en21_MS2022.xlf"
"2150"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA107Q01_question_q01itemDirections_5c9d2136af0a87.95937958_1_0"	"PISA_jpn-JPN_MAT_MA107-FieldOfVision_en21_MS2022.xlf"
"2231"	"Click on a choice to answer the question."	"下の問いの答えを一つクリックしてください。"	"MA108q02_question_q02itemDirections_5c9d2136c1f750.90859666_2_0"	"PISA_jpn-JPN_MAT_MA108-Fountains_en21_MS2022.xlf"
