"Segment"	"en-ZZ"	"th-TH"	"ID"	"File"
"1072"	"GENERAL TERMS OF THE 10 YEARS £100 OFFER&lt;br /&gt; 1.  The promotion excludes wholesalers and retailers who sell this range of products. 2.  The offer only concerns the following ranges of Work Right products: Stationery, print and promotion products, technology supplies. Any other range of Work Right products is excluded from the offer, in particular furniture products."	"ข้อตกลงทั่วไปสำหรับ ครบ 10 ปี มอบข้อเสนอ 1000 บาท&lt;br /&gt; 1. กิจกรรมส่งเสริมการขายนี้ไม่รวมถึงผู้ค้าส่งและผู้ค้าปลีกที่ขายสินค้าในกลุ่มนี้  2. ข้อเสนอนี้ครอบคลุมสินค้าของออฟฟิศโปรเหล่านี้เท่านั้น: เครื่องเขียน สินค้าสำหรับงานพิมพ์และงานส่งเสริมการขาย อุปกรณ์ทางเทคโนโลยี สินค้าชนิดอื่นของออฟฟิศโปรจะไม่รวมอยู่ในข้อเสนอนี้ โดยเฉพาะสินค้าเฟอร์นิเจอร์"	"R466_stimulus_section4_50d37b37d698c3.07584414_0"	"PISA_tha-THA_REA_R466-WorkRight_en15_MS2022.xlf"
"1673"	"Click on a choice to answer the question.&lt;/i&gt;"	"&lt;br /&gt;ให้คลิกหนึ่งตัวเลือกเพื่อตอบคำถาม&lt;/i&gt;"	"R543_question2_itemDirections_56fc7821351641.10631472_1_0"	"PISA_tha-THA_REA_R543-Nobel_en18_MS2022.xlf"
"593"	"Mar"	"มค"	"R220_stimulus_mar_50d37487a1a4f3.39255197_0"	"PISA_tha-THA_REA_R220-SouthPole_en15_MS2022.xlf"
"1993"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"ให้คลิกหนึ่งตัวเลือก แล้วพิมพ์คำอธิบายเพื่อตอบคำถาม&lt;/i&gt;"	"R544_question6_itemDirections_56fc78217e75b4.12434036_1_0"	"PISA_tha-THA_REA_R544-Tesla_en18_MS2022.xlf"
"587"	"Antarctic Circle"	"แอนตาร์กติก เซอร์เคิล"	"R220_stimulus_label5_50d37487a19050.04410076_0"	"PISA_tha-THA_REA_R220-SouthPole_en15_MS2022.xlf"
"1462"	"Type your answer to the question."	"ให้พิมพ์&lt;br/&gt;คำตอบของนักเรียนเพื่อตอบคำถาม"	"Q02R542_question_Q02itemDirections_56fc782107ec84.31306512_1_0"	"PISA_tha-THA_REA_R542-BulletinBoard_en18_MS2022.xlf"
"5022"	"Click on one or more boxes to answer the question."	"ให้คลิกที่กรอบสี่เหลี่ยมหนึ่งกรอบหรือมากกว่าหนึ่งกรอบเพื่อตอบคำถาม"	"R566_question01_q01itemDirections_56fc786b7efb09.20390208_1_0"	"PISA_tha-THA_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4566"	"Refer to the different webpages of the website on the right."	"จากแต่ละเว็บเพจของเว็บไซต์ทางด้านขวา"	"R563_question06_q06itemDirections_56fc786b45cd07.83714228_0_0"	"PISA_tha-THA_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4617"	"Refer to the different webpages of the website on the right."	"จากแต่ละเว็บเพจของเว็บไซต์ทางด้านขวา"	"R563_question09_q09itemDirections_56fc786b4ba5d3.14167925_0_0"	"PISA_tha-THA_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1046"	"&lt;i&gt;*Stationery, print and promotion products, technology supplies. See the general terms of the offer.&lt;/i&gt;"	"&lt;i&gt;*เครื่องเขียน สินค้าสำหรับงานพิมพ์และงานส่งเสริมการขาย   อุปกรณ์ทางเทคโนโลยี ดูข้อตกลงทั่วไปสำหรับข้อเสนอนี้&lt;/i&gt;"	"R466_stimulus_line3_50d37b37d62d50.64618314_0"	"PISA_tha-THA_REA_R466-WorkRight_en15_MS2022.xlf"
"4839"	"Click on a choice to answer the question.&lt;/i&gt;"	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบคำถาม&lt;/i&gt;"	"R565_question_itemDirections_56fc785d5c2e04.42459264_1_0"	"PISA_tha-THA_REA_R565-SittingDisease_en18_MS2022.xlf"
"582"	"&lt;b&gt;SOUTH POLE - Document 2&lt;/b&gt;"	"&lt;b&gt;ขั้วโลกใต้- เอกสาร 2&lt;/b&gt;"	"R220_stimulus_title_50d37487a180c9.69369580_0"	"PISA_tha-THA_REA_R220-SouthPole_en15_MS2022.xlf"
"3942"	"Refer to “The Great Pacific Garbage Patch” on the right."	"จากเรื่อง&amp;nbsp; “แพขยะขนาดใหญ่แห่งแปซิฟิก”&amp;nbsp; ทางด้านขวา&amp;nbsp;"	"R560_question03_q03itemDirections_56fc784a7ad263.50990820_0_0"	"PISA_tha-THA_REA_R560-GarbagePatch_en18_MS2022.xlf"
"4874"	"Click on a choice to answer the question.&lt;/i&gt;"	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบคำถาม&lt;/i&gt;"	"R565_question6_itemDirections_56fc785d6051c6.45976345_1_0"	"PISA_tha-THA_REA_R565-SittingDisease_en18_MS2022.xlf"
"2414"	"The Best Video Games: A Review"	"สุดยอดวิดีโอเกมส์: บทวิจารณ์"	"R547_question10_question10_22_56fc782e154cc3.43306007_0"	"PISA_tha-THA_REA_R547-BookSurvey_en18_MS2022.xlf"
"5836"	"Type your answer to the question."	"ให้พิมพ์คำอธิบายของนักเรียนเพื่อตอบคำถาม"	"q6R569_question_q06itemDirections_56fc787954aeb9.99591068_1_0"	"PISA_tha-THA_REA_R569-TheCleanup_en18_MS2022.xlf"
"5775"	"Use drag and drop to answer the question."	"ให้ใช้การลากและวางเพื่อตอบคำถาม"	"q2R569_question_q02itemDirections_56fc78794f33a1.24376468_1_0"	"PISA_tha-THA_REA_R569-TheCleanup_en18_MS2022.xlf"
"4942"	"Website"	"เว็บไซต์"	"R566_Stimulus03_stimulus3_6_56fc786b74d361.28053469_0"	"PISA_tha-THA_REA_R566-SkelligRocks_en18_MS2022.xlf"
"301"	"T"	"พฤ"	"R219_stimulus_stimulus_7_50d36dc6689cf8.37336441_0"	"PISA_tha-THA_REA_R219-Employment_en15_MS2022.xlf"
"3956"	"Refer to “The Great Pacific Garbage Patch” on the right."	"จากเรื่อง&amp;nbsp; “แพขยะขนาดใหญ่แห่งแปซิฟิก”&amp;nbsp; ทางด้านขวา&amp;nbsp;"	"R560_question04_q04itemDirections_56fc784a7c0426.30672562_0_0"	"PISA_tha-THA_REA_R560-GarbagePatch_en18_MS2022.xlf"
"527"	"Jun"	"มย"	"R220_stimulus_jun_50d374879a6fd4.88678282_0"	"PISA_tha-THA_REA_R220-SouthPole_en15_MS2022.xlf"
"594"	"Apr"	"มย"	"R220_stimulus_apr_50d37487a1a818.31330771_0"	"PISA_tha-THA_REA_R220-SouthPole_en15_MS2022.xlf"
"4860"	"Click on a choice to answer the question.&lt;/i&gt;"	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบคำถาม&lt;/i&gt;"	"R565_question5_itemDirections_56fc785d5ef754.99956789_1_0"	"PISA_tha-THA_REA_R565-SittingDisease_en18_MS2022.xlf"
"1708"	"Click on a choice to answer the question.&lt;/i&gt;"	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบคำถาม&lt;/i&gt;"	"R543_question5_itemDirections_56fc782139b537.51630220_1_0"	"PISA_tha-THA_REA_R543-Nobel_en18_MS2022.xlf"
"4729"	"Refer to “Portrait of a Photographer” on the right."	"จากเรื่อง “ภาพถ่ายบุคคลของช่างภาพ” ทางด้านขวา&amp;nbsp;"	"R564_question05_q05itemDirections_56fc783b60b828.68348774_0_0"	"PISA_tha-THA_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"3426"	"Click on a choice to answer the question.&lt;/i&gt;"	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบคำถาม&lt;/i&gt;"	"R556_question3_itemDirections_56fc783ac55ff8.32442383_1_0"	"PISA_tha-THA_REA_R556-Microlending_en18_MS2022.xlf"
"5578"	"Click on a search result to answer the question."	"ให้คลิกเลือกหนึ่งผลการค้นหาเพื่อตอบคำถาม"	"R568_question05_q05itemDirections_56fc784aa8cd49.98790140_1_0"	"PISA_tha-THA_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4902"	"Click on a choice to answer the question.&lt;/i&gt;"	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบคำถาม&lt;/i&gt;"	"R565_question8_itemDirections_56fc785d634c08.07217589_1_0"	"PISA_tha-THA_REA_R565-SittingDisease_en18_MS2022.xlf"
"524"	"Mar"	"มค"	"R220_stimulus_mar_50d374879a6636.88336860_0"	"PISA_tha-THA_REA_R220-SouthPole_en15_MS2022.xlf"
"5310"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"จงคลิกเลือก &lt;b&gt;จริง&lt;/b&gt; หรือ &lt;b&gt;เท็จ&lt;/b&gt; ในแต่ละข้อความ"	"R567_question08_q08p1_56fc78791575d5.59175189_1_0"	"PISA_tha-THA_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"124"	"£9"	"500 บาท"	"R102_stimulus_tr7td3_50d367074d3527.39077007_0"	"PISA_tha-THA_REA_R102-Shirts_en15_MS2022.xlf"
"3262"	"Click on a choice to answer the question.&lt;/i&gt;"	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบคำถาม&lt;/i&gt;"	"R553_question4_q04itemDirections_56fc784a5fe943.11595551_1_0"	"PISA_tha-THA_REA_R553-HealthForum_en18_MS2022.xlf"
"3497"	"Click on a choice to answer the question.&lt;/i&gt;"	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบคำถาม&lt;/i&gt;"	"R556_question9_itemDirections9_56fc783add6b18.78125777_1_0"	"PISA_tha-THA_REA_R556-Microlending_en18_MS2022.xlf"
"3308"	"MICROLENDING – GENEROSITY OR GREED?"	"เงินกู้รายย่อย  &amp;ndash; ความเอื้ออาทร หรือ ความโลภ"	"Page2_stimulus_pg2Title_56fc783ab45909.01682830_0"	"PISA_tha-THA_REA_R556-Microlending_en18_MS2022.xlf"
"1053"	"Each line must be completed.&lt;br /&gt;"	"&lt;b&gt;แต่ละบรรทัดต้องกรอกให้สมบูรณ์&lt;/b&gt; &lt;br /&gt;"	"R466_stimulus_section3_50d37b37d645c1.64405544_0"	"PISA_tha-THA_REA_R466-WorkRight_en15_MS2022.xlf"
"1281"	"Refer to the flyer on the right."	"จากใบปลิวทางด้านขวา&amp;nbsp; &amp;nbsp; &amp;nbsp;"	"Q04_question_Q04itemDirections_56fc7820d17db9.88786627_0_0"	"PISA_tha-THA_REA_R541-Plastic_en18_MS2022.xlf"
"533"	"Dec"	"ธค"	"R220_stimulus_dec_50d374879a87d1.04504857_0"	"PISA_tha-THA_REA_R220-SouthPole_en15_MS2022.xlf"
"523"	"Feb"	"กพ"	"R220_stimulus_feb_50d374879a6316.66110355_0"	"PISA_tha-THA_REA_R220-SouthPole_en15_MS2022.xlf"
"1723"	"Click on a choice to answer the question.&lt;/i&gt;"	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบคำถาม&lt;/i&gt;"	"R543_question6_itemDirections_56fc78213bd0d4.70959990_1_0"	"PISA_tha-THA_REA_R543-Nobel_en18_MS2022.xlf"
"602"	"Dec"	"ธค"	"R220_stimulus_dec_50d37487a1c651.13462075_0"	"PISA_tha-THA_REA_R220-SouthPole_en15_MS2022.xlf"
"889"	"&lt;b&gt;Chocolate and Health&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;ช็อกโกแลตและสุขภาพ  &lt;/b&gt;&lt;br /&gt; คำถามที่"	"R455_question_itemTitle_50d37055037180.57265106_0"	"PISA_tha-THA_REA_R455-ChocolateAndHealth_en15_MS2022.xlf"
"5104"	"Click on one or more boxes to answer the question."	"ให้คลิกที่กรอบสี่เหลี่ยมหนึ่งกรอบหรือมากกว่าหนึ่งกรอบเพื่อตอบคำถาม"	"R566_question07_q07itemDirections_56fc786b8bda87.23847372_1_0"	"PISA_tha-THA_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3483"	"Click on a choice to answer the question.&lt;/i&gt;"	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบคำถาม&lt;/i&gt;"	"R556_question8_itemDirections_56fc783adbd281.82516807_1_0"	"PISA_tha-THA_REA_R556-Microlending_en18_MS2022.xlf"
"5296"	"Refer to the Web Search on the right."	"จากค้นหาเว็บทางด้านขวา"	"R567_question07_q07itemDirections_56fc787913cff0.88321485_0_0"	"PISA_tha-THA_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5136"	"Click on a choice and then type an explanation to answer the question."	"ให้คลิกหนึ่งตัวเลือก แล้วพิมพ์คำอธิบายเพื่อตอบคำถาม"	"R566_question09_q09itemDirections_56fc786b8ffd83.26531494_1_0"	"PISA_tha-THA_REA_R566-SkelligRocks_en18_MS2022.xlf"
"526"	"May"	"พค"	"R220_stimulus_may_50d374879a6c91.06771016_0"	"PISA_tha-THA_REA_R220-SouthPole_en15_MS2022.xlf"
"186"	"£15"	"450 บาท"	"R102_stimulus_tr18td3_50d367074eb3d2.22836386_0"	"PISA_tha-THA_REA_R102-Shirts_en15_MS2022.xlf"
"3454"	"Click on a choice to answer the question.&lt;/i&gt;"	"ให้คลิกหนึ่งตัวเลือกเพื่อตอบคำถาม&lt;/i&gt;"	"R556_question5_itemDirections_56fc783ac89735.55151724_1_0"	"PISA_tha-THA_REA_R556-Microlending_en18_MS2022.xlf"
"1051"	"&lt;b&gt;10 Years £100 offer&lt;br /&gt; Sogec Management&lt;br /&gt; 41 Shore Rd, Pittville&lt;br /&gt; Hampshire, PI15 9SA&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;ครบ 10 ปี  มอบข้อเสนอ 1000 บาท&lt;br /&gt; ฝ่ายขาย บริษัท ออฟฟิศโปร&lt;br /&gt; 999 ถนนสุขุมวิท  แขวงพระโขนง  เขตคลองเตย&lt;br /&gt; กรุงเทพฯ  10110&lt;/b&gt;&lt;br /&gt;"	"R466_stimulus_line5b_50d37b37d63c41.63398519_0"	"PISA_tha-THA_REA_R466-WorkRight_en15_MS2022.xlf"
"529"	"Aug"	"สค"	"R220_stimulus_aug_50d374879a7952.73528220_0"	"PISA_tha-THA_REA_R220-SouthPole_en15_MS2022.xlf"
"5774"	"Refer to the chat conversation on the right."	"จากบทสนทนาในการแชททางด้านขวา&amp;nbsp;"	"q2R569_question_q02itemDirections_56fc78794f33a1.24376468_0_0"	"PISA_tha-THA_REA_R569-TheCleanup_en18_MS2022.xlf"
"876"	"&lt;b&gt;Chocolate and Health&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;ช็อกโกแลตและสุขภาพ &lt;/b&gt;&lt;br /&gt; คำถามที่"	"R455_question_itemTitle_50d3705501e2c7.62289870_0"	"PISA_tha-THA_REA_R455-ChocolateAndHealth_en15_MS2022.xlf"
"4944"	"Website"	"เว็บไซต์"	"R566_Stimulus04_stimulus4_6_56fc786b7611d9.06257189_0"	"PISA_tha-THA_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4603"	"Refer to the different webpages of the website on the right."	"จากแต่ละเว็บเพจของเว็บไซต์ทางด้านขวา"	"R563_question08_q08itemDirections_56fc786b49ca39.25233524_0_0"	"PISA_tha-THA_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"597"	"Jul"	"กค"	"R220_stimulus_jul_50d37487a1b3d2.67203478_0"	"PISA_tha-THA_REA_R220-SouthPole_en15_MS2022.xlf"
