"Segment"	"en-ZZ"	"ru-LV"	"ID"	"File"
"4944"	"Website"	"Веб-сайт"	"R566_Stimulus04_stimulus4_6_56fc786b7611d9.06257189_0"	"PISA_rus-LVA_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3929"	"Click on a search result to answer the question."	"Для ответа на вопрос отметьте нужный результат поиска."	"R560_question01_q01itemDirections_56fc784a78e486.20169494_1_0"	"PISA_rus-LVA_REA_R560-GarbagePatch_en18_MS2022.xlf"
"4942"	"Website"	"Веб-сайт"	"R566_Stimulus03_stimulus3_6_56fc786b74d361.28053469_0"	"PISA_rus-LVA_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4508"	"Refer to the different webpages of the website on the right."	"Используйте расположенные справа тексты различных веб-страниц веб-сайта."	"R563_question01_q01itemDirections_56fc786b3d91e6.22628556_0_0"	"PISA_rus-LVA_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2101"	"Is the statement true or false?"	"Согласно брошюре, верно или неверно данное утверждение?"	"R545_question03_Q03tr1th1_56fc7821ad8e59.97792072_0"	"PISA_rus-LVA_REA_R545-MachuPicchu_en18_MS2022.xlf"
"4631"	"Refer to the different webpages of the website on the right."	"Используйте расположенные справа тексты различных веб-страниц веб-сайта."	"R563_question10_q10itemDirections_56fc786b4e31f5.41702157_0_0"	"PISA_rus-LVA_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4206"	"Click on a choice and then type an explanation to answer the question."	"Для ответа на вопрос кликните на выбранный вами вариант ответа, а затем запишите объяснение к нему."	"R561_question07_q07itemDirections_56fc785d30dd05.49847214_1_0"	"PISA_rus-LVA_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4617"	"Refer to the different webpages of the website on the right."	"Используйте расположенные справа тексты различных веб-страниц веб-сайта."	"R563_question09_q09itemDirections_56fc786b4ba5d3.14167925_0_0"	"PISA_rus-LVA_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5431"	"Web Search"	"Поиск в Интернете"	"R568_stimulus1_pg01h1_56fc784a9d2fe7.94994728_0"	"PISA_rus-LVA_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2754"	"General Information"	"Общие сведения"	"R550_map_map_l2_56fc785cd17d02.68864643_0"	"PISA_rus-LVA_REA_R550-CliffPalace_en18_MS2022.xlf"
"4134"	"Type your answer to the question."	"Для ответа на вопрос кликните на выбранный вами вариант ответа, а затем запишите объяснение к нему."	"R561_question02_q02itemDirections_56fc785d28cac5.31556981_1_0"	"PISA_rus-LVA_REA_R561-OlympicFlag_en18_MS2022.xlf"
"513"	"&lt;b&gt;SOUTH POLE - Document 2&lt;/b&gt;"	"&lt;bЮЖНЫЙ ПОЛЮС - ДОКУМЕНТ 2&lt;/b&gt;"	"R220_stimulus_title_50d374b23b2c38.09273046_0"	"PISA_rus-LVA_REA_R220-SouthPole_en15_MS2022.xlf"
"3739"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Используйте расположенные справа тексты обоих источников, выбрав одну из вкладок."	"R558_question09_itemDirections_56fc786b14e033.98417900_0_0"	"PISA_rus-LVA_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"5104"	"Click on one or more boxes to answer the question."	"Для ответа на вопрос кликните на один или более вариантов ответа."	"R566_question07_q07itemDirections_56fc786b8bda87.23847372_1_0"	"PISA_rus-LVA_REA_R566-SkelligRocks_en18_MS2022.xlf"
"2800"	"Summer"	"Летом"	"R550_question01_question01_4_56fc785cdd69d2.83330291_0"	"PISA_rus-LVA_REA_R550-CliffPalace_en18_MS2022.xlf"
"2726"	"Ancestral Puebloans"	"Предки пуэбло"	"R550_hours_hours_l4_56fc785ccf78f4.09670808_0"	"PISA_rus-LVA_REA_R550-CliffPalace_en18_MS2022.xlf"
"4888"	"Click on a choice to answer the question.&lt;/i&gt;"	"Для ответа на вопрос кликните на выбранный вами вариант ответа. &lt;/i&gt;"	"R565_question7_itemDirections_56fc785d61d9f9.86494574_1_0"	"PISA_rus-LVA_REA_R565-SittingDisease_en18_MS2022.xlf"
"4500"	"Then click on the NEXT arrow."	"Затем  нажмите на стрелку ДАЛЕЕ."	"q00-body_q00-itemDirections_56fc786b3bd0d1.16007011_1_0"	"PISA_rus-LVA_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5144"	"Web Search"	"Поиск в Интернете"	"R567_stimulus2_pg02h1_56fc7879064c57.20721994_0"	"PISA_rus-LVA_REA_R567-SmokeJumpers_en18_MS2022.xlf"
