"Segment"	"en-ZZ"	"ar-IL"	"ID"	"File"
"1482"	"Using the number keys, type your answer to the question."	"استعمِلوا أرقام لوحة المفاتيح، واكتبوا إجابتكم عن السؤال."	"MA119_question3_itemDirections3_5c9d214ad81398.66377695_1_0"	"PISA_ara-ISR_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"3619"	"Click on a choice to answer the question."	"للإجابة عن السؤال، اضغطوا على أحد الخيارات."	"MA140_question2_q2itemDirections_5c9d21649c7fa5.69809185_1_0"	"PISA_ara-ISR_MAT_MA140-WalkToSchool_en21_MS2022.xlf"
"3760"	"Click on a choice to answer the question."	"للإجابة عن السؤال، اضغطوا على أحد الخيارات."	"MA143_question01_q1itemDirections_5c9d2164bd09f7.43448559_1_0"	"PISA_ara-ISR_MAT_MA143-WildBirdFood_en21_MS2022.xlf"
"1839"	"Click on a choice to answer the question."	"للإجابة عن السؤال، اضغطوا على أحد الخيارات."	"MA121_question03_Q03itemDirections_5c9d214b07d797.77931049_1_0"	"PISA_ara-ISR_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"2749"	"Click on a choice to answer the question."	"للإجابة عن السؤال، اضغطوا على أحد الخيارات."	"MA130_question03_itemDirectionsQ03_5c9d214b8dfe44.39422320_1_0"	"PISA_ara-ISR_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"4112"	"Click on a choice to answer the question."	"للإجابة عن السؤال، اضغطوا على أحد الخيارات."	"MA147q3_question_q3itemDirections_5c9d21650a0484.20685545_1_0"	"PISA_ara-ISR_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"5167"	"and"	"و"	"q3MA160_question_q3sp2_5c9d2137a56885.78999279_0"	"PISA_ara-ISR_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"4753"	"Click on a choice to answer the question."	"للإجابة عن السؤال، اضغطوا على أحد الخيارات."	"q1MA158_question_q1itemDirections_5c9d21657b6927.43068957_1_0"	"PISA_ara-ISR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"1412"	"Click on a choice to answer the question."	"للإجابة عن السؤال، اضغطوا على أحد الخيارات."	"MA117_question02_Q02itemDirections_5c9d214aae26f7.68113286_1_0"	"PISA_ara-ISR_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"3864"	"269 kJ"	"276 كيلو كالوري"	"MA144_stimulusb_rr3c2_5c9d2164ccaf11.37166809_0"	"PISA_ara-ISR_MAT_MA144-Yogurt_en21_MS2022.xlf"
"3456"	"Select from the drop-down menus to answer the question."	"اختاروا إجاباتكم من القوائم التي تُفتح بالضغط على السهم."	"q2CMA137_question_q2itemDirections_5c9d2164709768.71897094_1_0"	"PISA_ara-ISR_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"1135"	"False"	"خطأ"	"Q02MA113_question_Q02tr1th3_5c9d214a6c4030.04851682_0"	"PISA_ara-ISR_MAT_MA113-HeartRate_en21_MS2022.xlf"
"3610"	"Using the number keys, type your answer to the question."	"استعمِلوا أرقام لوحة المفاتيح واكتبوا إجابتكم عن السؤال."	"MA140_question1_q1itemDirections_5c9d21649b6176.00083543_1_0"	"PISA_ara-ISR_MAT_MA140-WalkToSchool_en21_MS2022.xlf"
"1343"	"Using the number keys, type your answer to the question."	"استعمِلوا أرقام لوحة المفاتيح، واكتبوا إجابتكم عن السؤال."	"MA116_question3_itemDirections3_5c9d214a9c49c7.11195988_1_0"	"PISA_ara-ISR_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"3938"	"Click on a choice to answer the question."	"للإجابة عن السؤال، اضغطوا على أحد الخيارات."	"MA145_question1_q1itemDirections_5c9d2164dfb137.21186139_1_0"	"PISA_ara-ISR_MAT_MA145-Shadows_en21_MS2022.xlf"
"4616"	"Click on a choice to answer the question."	"للإجابة عن السؤال، اضغطوا على أحد الخيارات."	"q2MA154_question_q2itemDirections_5c9d21655d41c9.81604829_1_0"	"PISA_ara-ISR_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"2803"	"Click on a choice to answer the question."	"للإجابة عن السؤال، اضغطوا على أحد الخيارات."	"MA131_question2_q2itemDirections_5c9d214ba31f93.93028518_1_0"	"PISA_ara-ISR_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"3590"	"Click on a choice to answer the question."	"للإجابة عن السؤال، اضغطوا على أحد الخيارات."	"xxCMA139_question_q2itemDirections_5c9d2164919bd5.42007175_1_0"	"PISA_ara-ISR_MAT_MA139-TabletCover_en21_MS2022.xlf"
"3686"	"Click on a choice to answer the question."	"للإجابة عن السؤال، اضغطوا على أحد الخيارات."	"q4CMA141_question_q4itemDirections_5c9d2164a9ca08.40004442_1_0"	"PISA_ara-ISR_MAT_MA141-WaterBill_en21_MS2022.xlf"
"3578"	"Click on a choice to answer the question."	"للإجابة عن السؤال، اضغطوا على أحد الخيارات."	"CMA139_question_q1itemDirections_5c9d2164903766.73853823_1_0"	"PISA_ara-ISR_MAT_MA139-TabletCover_en21_MS2022.xlf"
"4177"	"Click on a choice to answer the question."	"للإجابة عن السؤال، اضغطوا على أحد الخيارات."	"q1MA148_question_q1itemDirections_5c9d21651b0cc9.30517555_1_0"	"PISA_ara-ISR_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"3217"	"Using the number keys, type your answers to the question."	"استعمِلوا ارقام لوحة المفاتيح واكتبوا إجابتكم عن السؤال."	"Q2MA134_question_Q2ItmDirP1Id_5c9d216433ba20.91339777_1_0"	"PISA_ara-ISR_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"4904"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"اضغطوا على &lt;b&gt;نعم&lt;/b&gt; أو &lt;b&gt;لا&lt;/b&gt; لكلّ ادّعاء."	"q1MA160_question_q1p1_5c9d21377c3598.13096072_1_0"	"PISA_ara-ISR_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"3182"	"Select from the drop-down menus to answer the question."	"اختاروا إجاباتكم من القوائم التي تُفتح بالضغط على السهم."	"Q1MA134_question_Q1ItmDirP1Id_5c9d2164317095.77316110_1_0"	"PISA_ara-ISR_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
