"Segment"	"en-ZZ"	"ar-QA"	"ID"	"File"
"3123"	"Click on a choice and then type an explanation to answer the question."	"اضغط على أحد الخيارات ومن ثم اكتب شرحاً للإجابة عن السؤال."	"R552_question08_q08itemDirections_56fd79426a23e6.65077049_1_0"	"PISA_ara-QAT_REA_R552-FestiRock_en18_MS2022.xlf"
"4529"	"Refer to the different webpages of the website on the right."	"ارجع إلى صفحات شبكة الإنترنت المختلفة للموقع الإلكتروني على اليسار."	"R563_question03_q03itemDirections_56fc786b410592.73244337_0_0"	"PISA_ara-QAT_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5384"	"&lt;b&gt;Smokejumpers&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;مَظَلّيوالإطفاء&lt;/b&gt;&lt;br /&gt;"	"q0b-body_itemTitle0b_56fc78791b8bb1.21197988_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5086"	"&lt;b&gt;The Skellig Rocks&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;سكيلنج روك&lt;/b&gt;&lt;br /&gt;"	"R566_question06_q06itemTitle_56fc786b8a0fc4.85349811_0_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"2101"	"Is the statement true or false?"	"استناداً إلى الكتيب، هل العبارة صحيحة أم خطأ؟"	"R545_question03_Q03tr1th1_56fc7821ad8e59.97792072_0"	"PISA_ara-QAT_REA_R545-MachuPicchu_en18_MS2022.xlf"
"2843"	"&lt;b&gt;Ciff Palace&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt; كليف بالاس &lt;/b&gt;&lt;br /&gt;"	"R550_question05_q05itemTitle_56fc785ce58b86.78464724_0_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"1560"	"Tuesday"	"الأثنين"	"Q09R542_question_Q09r3c1_56fc7821124ea0.25543296_0"	"PISA_ara-QAT_REA_R542-BulletinBoard_en18_MS2022.xlf"
"5386"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q0b-body_q0b-itemDirections_56fc78791b8ef9.93560623_1_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1698"	"Question"	"سؤال"	"R543_question4_itemTitle_56fc7821380e36.68991427_1_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"2807"	"&lt;b&gt;Ciff Palace&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt; كليف بالاس &lt;/b&gt;&lt;br /&gt;"	"R550_question02_q02itemTitle_56fc785cdfec04.58394544_0_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"4334"	"Click on a choice and then type an explanation to answer the question."	"اضغط على أحد الخيارات ومن ثم اكتب شرحاً للإجابة عن السؤال."	"R562_question06_q06itemDirections_56fc783b465e44.74175451_1_0"	"PISA_ara-QAT_REA_R562-OpeningNight_en18_MS2022.xlf"
"2829"	"&lt;b&gt;Ciff Palace&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;كليف بالاس &lt;/b&gt;&lt;br /&gt;"	"R550_question04_q04itemTitle_56fc785ce35cb1.72030187_0_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"1954"	"&lt;i&gt;Refer to “A Spark of Genius” on the right."	"&lt;i&gt;ارجع إلى نص &quot; شعلة من العبقرية&quot; على اليسار."	"R544_question4_itemDirections_56fc78217afe38.91956313_0_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"6147"	"Read the introduction."	"أقرأ المقدمة."	"q0aR590_question_q0aitemDirections_56fd231113fc59.68937271_0_0"	"PISA_ara-QAT_REA_R590-Sentences01_en18_MS2022.xlf"
"5310"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"اضغط على &lt;b&gt;صحيحة&lt;/b&gt; أو &lt;b&gt;خطأ&lt;/b&gt; لكل عبارة."	"R567_question08_q08p1_56fc78791575d5.59175189_1_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1563"	"Friday"	"الخميس"	"Q09R542_question_Q09r6c1_56fc7821126120.13188048_0"	"PISA_ara-QAT_REA_R542-BulletinBoard_en18_MS2022.xlf"
"5265"	"Click on the choices in the table to answer the question."	"اضغط على  الخيارات في الجدول للإجابة عن السؤال."	"R567_question05_q05itemDirections_56fc787910ed76.86602726_1_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1474"	"Hey, look at this announcement for the chess club."	"مهلا، انظر إلى هذا الإعلان عن نادي الشطرنج."	"Q02R542_question_Convp6_56fc782107fb61.52791553_1_0"	"PISA_ara-QAT_REA_R542-BulletinBoard_en18_MS2022.xlf"
"1912"	"Question"	"سؤال"	"R544_question13_itemTitle_56fc7821776a27.18155912_1_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"5836"	"Type your answer to the question."	"اكتب إجابتك على السؤال."	"q6R569_question_q06itemDirections_56fc787954aeb9.99591068_1_0"	"PISA_ara-QAT_REA_R569-TheCleanup_en18_MS2022.xlf"
"5117"	"&lt;b&gt;The Skellig Rocks&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;سكيلنج روك&lt;/b&gt;&lt;br /&gt;"	"R566_question08_q08itemTitle_56fc786b8e0e33.47760185_0_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"2379"	"Science Fiction&lt;br/&gt;11%"	"خيال علمي&lt;br/&gt;%11"	"R547_question10_scifiLbl_56fc782e14b6f5.06976649_0"	"PISA_ara-QAT_REA_R547-BookSurvey_en18_MS2022.xlf"
"1228"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي &quot;."	"R541_question_q00introDirections_56fc7820cc9fa3.35314138_1_0"	"PISA_ara-QAT_REA_R541-Plastic_en18_MS2022.xlf"
"1062"	"County/ State:"	"الدولة :"	"R466_stimulus_s2line11_50d37b6932c353.21649799_0"	"PISA_ara-QAT_REA_R466-WorkRight_en15_MS2022.xlf"
"1757"	"&lt;b&gt;Alfred Nobel&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;ألفرد نوبل &lt;/b&gt;&lt;br /&gt;"	"R543_question9_itemTitle_56fc78213f6ac2.65302754_0_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"4028"	"Read the information below."	"اقرأ المعلومات الواردة أدناه"	"q00bbody_q00bitemDirections_56fc784a8325e9.36857198_0_0"	"PISA_ara-QAT_REA_R560-GarbagePatch_en18_MS2022.xlf"
"1630"	"Read the information below."	"أقرأ المعلومات الواردة  أدناه."	"question0b_1_itemDirections00_56fc7821309e26.00768085_0_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"2296"	"Type your answer to the question.&lt;/i&gt;"	"اكتب إجابتك عن السؤال."	"R547_question01_itemDirections_56fc782e0a01b6.54291375_1_0"	"PISA_ara-QAT_REA_R547-BookSurvey_en18_MS2022.xlf"
"4206"	"Click on a choice and then type an explanation to answer the question."	"اضغط على أحد الخيارات ومن ثم اكتب شرحاً للإجابة عن السؤال."	"R561_question07_q07itemDirections_56fc785d30dd05.49847214_1_0"	"PISA_ara-QAT_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4224"	"Refer to both chats on the right by clicking on each of the tabs."	"ارجع إلى كلا نصي الدردشة على اليسار بالضغط على أزرار العناوين."	"R561_question09_q09itemDirections_56fc785d33ecc7.05935368_0_0"	"PISA_ara-QAT_REA_R561-OlympicFlag_en18_MS2022.xlf"
"1434"	"I’m dreading Friday."	"أنا خائف جداً من يوم الخميس."	"Q01R542_question_Convp3_56fc782106aec1.50636830_1_0"	"PISA_ara-QAT_REA_R542-BulletinBoard_en18_MS2022.xlf"
"5646"	"Click on the NEXT arrow to read the webpage."	"اضغط على سهم &quot;التالي&quot; لقراءة صفحة الإنترنت."	"q0a-body_q0a-p2_56fc784ab0c4f8.74675205_0"	"PISA_ara-QAT_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4031"	"Click on the NEXT arrow to read the article."	"اضغط على سهم &quot;التالي&quot; لقراءة المقال ."	"q00bbody_q00bp2_56fc784a832d02.66358957_0"	"PISA_ara-QAT_REA_R560-GarbagePatch_en18_MS2022.xlf"
"1672"	"&lt;i&gt;Refer to “Alfred Bernhard Nobel” on the right."	"&lt;i&gt;ارجع إلى نص &quot;ألفرد بيرنارد نوبل&quot; على اليسار."	"R543_question2_itemDirections_56fc7821351641.10631472_0_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"1041"	"WORK RIGHT"	"عمر ورك رايت"	"R466_stimulus_stimulus2_1_50d37b693278c9.62695019_0"	"PISA_ara-QAT_REA_R466-WorkRight_en15_MS2022.xlf"
"1902"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;ارجع إلى كلا النصين على اليسار بالضغط على أزرار العناوين."	"R544_question12_itemDirections_56fc78216b9a04.98619256_0_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"2125"	"Refer to “Visit Majestic Machu Picchu” on the right."	"ارجع إلى نصّ &quot; زيارة إلى ماتشو بيتشو العريقة &quot; على اليسار."	"R545_question02_Q06itemDirections_56fc7821b05912.78337269_0_0"	"PISA_ara-QAT_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1369"	"Type your answer to the question."	"ثم اكتب اجابتك عن السؤال."	"Q11_question_Q11itemDirections_56fc7820daace5.46406594_1_0"	"PISA_ara-QAT_REA_R541-Plastic_en18_MS2022.xlf"
"2010"	"Question"	"سؤال"	"R544_question9_itemTitle_56fc7821819bf4.72561782_1_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"5012"	"Read the information below."	"أقرأ المعلومات الواردة أدناه."	"q00c-body_q00c-itemDirections_56fc786b7db3f5.52043399_0_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"2711"	"Home"	"الصفحة الرئيسية"	"R550_general_info_gi_l1_56fc785ccd89f9.96697154_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"4664"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00body_q00itemDirections_56fc783b5aea95.72363860_1_0"	"PISA_ara-QAT_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"2753"	"Home"	"الصفحة الرئيسية"	"R550_map_map_l1_56fc785cd177d9.30991384_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"4551"	"Refer to the different webpages of the website on the right."	"ارجع إلى صفحات شبكة الإنترنت المختلفة للموقع الإلكتروني على اليسار."	"R563_question05_q05itemDirections_56fc786b43f8f6.16712887_0_0"	"PISA_ara-QAT_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3739"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;ارجع إلى كلا النصين على اليسار بالضغط على أزرار العناوين."	"R558_question09_itemDirections_56fc786b14e033.98417900_0_0"	"PISA_ara-QAT_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"4106"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00a-body_q00a-p1_56fc785d252639.73865870_1_0"	"PISA_ara-QAT_REA_R561-OlympicFlag_en18_MS2022.xlf"
"5308"	"Click on the choices in the table to answer the question."	"اضغط على  الخيارات في الجدول للإجابة عن السؤال."	"R567_question08_q08itemDirections_56fc78791571c6.14754122_1_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3019"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00a-body_q00a-itemDirections_56fd79425c7be5.80957375_1_0"	"PISA_ara-QAT_REA_R552-FestiRock_en18_MS2022.xlf"
"1705"	"Question"	"سؤال"	"R543_question5_itemTitle_56fc782139ab53.82157060_1_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"1989"	"&lt;b&gt;Nikola Tesla&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;نيكولا تسلا&lt;/b&gt;&lt;br /&gt;"	"R544_question6_itemTitle_56fc78217e6ac8.38319240_0_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"2095"	"Question"	"سؤال"	"R545_question03_Q03itemTitle_56fc7821ad7749.95740612_1_0"	"PISA_ara-QAT_REA_R545-MachuPicchu_en18_MS2022.xlf"
"5991"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each activity."	"اضغط على &lt;b&gt;نعم&lt;/b&gt; أو &lt;b&gt;لا&lt;/b&gt; لكل نشاط."	"R570_question04_q04p1_56fc78797ba9b4.63482118_1_0"	"PISA_ara-QAT_REA_R570-TheFavour_en18_MS2022.xlf"
"2770"	"Home"	"الصفحة الرئيسية"	"R550_tours_tours_l1_56fc785cd39f45.21730838_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"1658"	"&lt;b&gt;Alfred Nobel&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;ألفرد نوبل &lt;/b&gt;&lt;br /&gt;"	"R543_question11_itemTitle_56fc782133d334.84623438_0_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"2063"	"Question"	"سؤال"	"R545_question01_Q01itemTitle_56fc7821aac171.21376980_1_0"	"PISA_ara-QAT_REA_R545-MachuPicchu_en18_MS2022.xlf"
"2818"	"&lt;b&gt;Ciff Palace&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt; كليف بالاس&lt;/b&gt;&lt;br /&gt;"	"R550_question03_q03itemTitle_56fc785ce17471.21918271_0_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"1683"	"&lt;b&gt;Alfred Nobel&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;ألفرد نوبل &lt;/b&gt;&lt;br /&gt;"	"R543_question3_itemTitle_56fc7821368b84.63074226_0_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"1058"	"Address:"	"العنوان:"	"R466_stimulus_line9_50d37b6932b195.30667011_0"	"PISA_ara-QAT_REA_R466-WorkRight_en15_MS2022.xlf"
"4584"	"Refer to the different webpages of the website on the right."	"ارجع إلى صفحات شبكة الإنترنت المختلفة للموقع الإلكتروني على اليسار."	"R563_question07_q07itemDirections_56fc786b47b763.06450393_0_0"	"PISA_ara-QAT_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1719"	"&lt;b&gt;Alfred Nobel&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;ألفرد نوبل &lt;/b&gt;&lt;br /&gt;"	"R543_question6_itemTitle_56fc78213bc834.89879085_0_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"4668"	"Click on the NEXT arrow to read the brochure."	"اضغط على سهم &quot;التالي&quot; لقراءة الكتيب."	"q00body_q00p3_56fc783b5af5d9.50141633_0"	"PISA_ara-QAT_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"2153"	"Refer to “Visit Majestic Machu Picchu” on the right."	"ارجع إلى نصّ &quot;زيارة إلى ماتشو بيتشو العريقة &quot; على اليسار،"	"R545_question04_Q09itemDirections_56fc7821b30c73.16221683_0_0"	"PISA_ara-QAT_REA_R545-MachuPicchu_en18_MS2022.xlf"
"5007"	"Read the information below."	"أقرأ المعلومات الواردة أدناه."	"q00b-body_q00b-itemDirections_56fc786b7c7802.60907040_0_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5053"	"&lt;b&gt;The Skellig Rocks&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;سكيلنج روك&lt;/b&gt;&lt;br /&gt;"	"R566_question04_q04itemTitle_56fc786b86bbe4.00545003_0_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5602"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"اضغط إمّا على &lt;b&gt; نعم&lt;/b&gt; أو&lt;b&gt; لا&lt;/b&gt; لكل عبارة."	"R568_question07_q07p1_56fc784aab9828.09212164_1_0"	"PISA_ara-QAT_REA_R568-SpaceDebris_en18_MS2022.xlf"
"6148"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q0aR590_question_q0aitemDirections_56fd231113fc59.68937271_1_0"	"PISA_ara-QAT_REA_R590-Sentences01_en18_MS2022.xlf"
"1993"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"اضغط على أحد الخيارات ثم اكتب شرحا للإجابة عن السؤال&lt;/i&gt;."	"R544_question6_itemDirections_56fc78217e75b4.12434036_1_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"2491"	"Read the information below."	"اقرأ المعلومات أدناه."	"q00b-body_q00b-itemDirections_56fc786acb26b7.77035141_0_0"	"PISA_ara-QAT_REA_R549-MessageInABottle_en18_MS2022.xlf"
"1734"	"&lt;b&gt;Alfred Nobel&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;ألفرد نوبل &lt;/b&gt;&lt;br /&gt;"	"R543_question7_itemTitle_56fc78213d97d8.64382516_0_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"5002"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00a-body_q00a-itemDirections_56fc786b7b49b2.24533594_1_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3453"	"&lt;i&gt;Refer to “The Power of Twenty-five Dollars” on the right."	"&lt;i&gt;ارجع إلى نص &quot; قوة الخمسة والعشرين دولاراً&quot; على اليسار."	"R556_question5_itemDirections_56fc783ac89735.55151724_0_0"	"PISA_ara-QAT_REA_R556-Microlending_en18_MS2022.xlf"
"5655"	"Refer to both sources on the right by clicking on each of the tabs."	"ارجع إلى كلا المصدرين على اليسار بالضغط على أزرار العناوين."	"R568_question10_q10itemDirections_56fc784ab36f21.34700073_0_0"	"PISA_ara-QAT_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2613"	"Click on the choices in the table to answer the question."	"اضغط على الخيارات  في الجدول للإجابة عن السؤال."	"R549_question09_q09itemDirections_56fc786ad73fc8.62615218_1_0"	"PISA_ara-QAT_REA_R549-MessageInABottle_en18_MS2022.xlf"
"5070"	"&lt;b&gt;The Skellig Rocks&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;سكيلنج روك&lt;/b&gt;&lt;br /&gt;"	"R566_question05_q05itemTitle_56fc786b884445.06730321_0_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4225"	"Type your answer to the question."	"أكتب إجابتك عن السؤال."	"R561_question09_q09itemDirections_56fc785d33ecc7.05935368_1_0"	"PISA_ara-QAT_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4457"	"Date"	"التاريخ"	"R563-stimulus-communtity_stimulus_culture_sports_10_56fc786b382e91.01452399_0"	"PISA_ara-QAT_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"304"	"S"	"سبت"	"R219_stimulus_stimulus_10_50d36df9b828b5.76194167_0"	"PISA_ara-QAT_REA_R219-Employment_en15_MS2022.xlf"
"1900"	"Question"	"سؤال"	"R544_question12_itemTitle_56fc78216b91f5.35957286_1_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"5267"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"اضغط على &lt;b&gt;صحيحة&lt;/b&gt; أو &lt;b&gt;خطأ&lt;/b&gt; لكل عبارة."	"R567_question05_q05p1_56fc787910f162.59215709_1_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1163"	"Refer to “Building a Legend” on the right."	"ارجع إلى نصّ &quot;البناء الأسطوريّ&quot; على اليسار."	"R540Q06Body_Q06itemDirections_56fc7820b64505.70915829_0_0"	"PISA_ara-QAT_REA_R540-BuildingALegend_en18_MS2022.xlf"
"5329"	"Refer to “Requirements” on the right."	"ارجع إلى &quot;متطلبات مظليو الإطفاء&quot; على اليسار."	"R567_question09_q09itemDirections_56fc7879177010.04490145_0_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3929"	"Click on a search result to answer the question."	"اضغط على نتيجة البحث للإجابة عن السؤال."	"R560_question01_q01itemDirections_56fc784a78e486.20169494_1_0"	"PISA_ara-QAT_REA_R560-GarbagePatch_en18_MS2022.xlf"
"3014"	"Date:"	"التاريخ:"	"pg3_stimulus_pg3p9_56fd79425aaa51.78520711_0"	"PISA_ara-QAT_REA_R552-FestiRock_en18_MS2022.xlf"
"1697"	"&lt;b&gt;Alfred Nobel&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;ألفرد نوبل &lt;/b&gt;&lt;br /&gt;"	"R543_question4_itemTitle_56fc7821380e36.68991427_0_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"4810"	"Then click on the NEXT arrow.&lt;/i&gt;"	"ثم اضغط على سهم &quot;التالي&quot;. &lt;/i&gt;"	"question00a_1_itemDirections00_56fc785d589cb2.39315232_1_0"	"PISA_ara-QAT_REA_R565-SittingDisease_en18_MS2022.xlf"
"2137"	"Question"	"سؤال"	"R545_question02_Q07itemTitle_56fc7821b1a680.87585418_1_0"	"PISA_ara-QAT_REA_R545-MachuPicchu_en18_MS2022.xlf"
"5556"	"Refer to “Space Debris and Human Spacecraft” on the right."	"ارجع إلى نص &quot;المخلفات الفضائية وسفن الفضاء البشرية &quot; على اليسار."	"R568_question03_q03itemDirections_56fc784aa61dd0.11236281_0_0"	"PISA_ara-QAT_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5747"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00b-body_q00b-itemDirections_56fc78794c5e44.05134546_1_0"	"PISA_ara-QAT_REA_R569-TheCleanup_en18_MS2022.xlf"
"5740"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00a-body_q00a-itemDirections_56fc78794b5369.48599087_1_0"	"PISA_ara-QAT_REA_R569-TheCleanup_en18_MS2022.xlf"
"515"	"16 hours&lt;br /&gt;of darkness"	"16 ساعة&lt;br /&gt;من الظلام"	"R220_stimulus_label2_50d374bb871e78.65416636_0"	"PISA_ara-QAT_REA_R220-SouthPole_en15_MS2022.xlf"
"2681"	"Cliff Palace"	"كليف  بالاس"	"R550_cliff_palace_c-palace-h1_56fc785ccade02.04227704_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"5039"	"&lt;b&gt;The Skellig Rocks&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;سكيلنج روك&lt;/b&gt;&lt;br /&gt;"	"R566_question03_q03itemTitle_56fc786b847d26.83461585_0_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4535"	"Refer to the different webpages of the website on the right."	"ارجع إلى صفحات شبكة الإنترنت المختلفة للموقع الإلكتروني على اليسار."	"R563_question04_q04itemDirections_56fc786b4263f7.31451763_0_0"	"PISA_ara-QAT_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1561"	"Wednesday"	"الثلاثاء"	"Q09R542_question_Q09r4c1_56fc78211254d6.42072546_0"	"PISA_ara-QAT_REA_R542-BulletinBoard_en18_MS2022.xlf"
"1071"	"&lt;b&gt;Important!  Do not forget to attach:&lt;/b&gt;&lt;br /&gt; — A copy of your proof of purchase&lt;br /&gt; — The bar code(s) or price tag(s) of the original products&lt;br /&gt;"	"&lt;b&gt;مهم! لا تنسى أن ترفق :&lt;/b&gt;&lt;br /&gt; &amp;mdash;نسخة من إثبات الشراء.&lt;br /&gt; &amp;mdash; والرمز الالكتروني أو بطاقة السعر للمنتجات الأصلية.&lt;br /&gt;"	"R466_stimulus_sect3right_50d37b6932ec98.00182407_0"	"PISA_ara-QAT_REA_R466-WorkRight_en15_MS2022.xlf"
"5013"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00c-body_q00c-itemDirections_56fc786b7db3f5.52043399_1_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4942"	"Website"	"موقع شبكة الإنترنت"	"R566_Stimulus03_stimulus3_6_56fc786b74d361.28053469_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4944"	"Website"	"موقع شبكة الإنترنت"	"R566_Stimulus04_stimulus4_6_56fc786b7611d9.06257189_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"6175"	"Then click on the NEXT arrow.&lt;/i&gt;"	"ثم اضغط على سهم&quot; التالي&quot;. &lt;/i&gt;"	"q00body_q00itemDirections_56fd23111a5057.38756393_1_0"	"PISA_ara-QAT_REA_R590-Sentences01_en18_MS2022.xlf"
"5844"	"Click on a choice and then type an explanation to answer the question."	"اضغط على أحد الخيارات ومن ثم اكتب شرحاً للإجابة عن السؤال."	"q7R569_question_q7itemDirections_56fc7879565396.04415883_1_0"	"PISA_ara-QAT_REA_R569-TheCleanup_en18_MS2022.xlf"
"1870"	"Question"	"سؤال"	"R544_question10_itemTitle_56fc7821684e88.36111424_1_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"2930"	"&lt;b&gt;Sent:&lt;/b&gt; 22 March 2015"	"&lt;b&gt;تم الإرسال:&lt;/b&gt; 22  مارس 2015"	"pg1_stimulus_pg1-li3-3_56fd7942572183.74944699_0"	"PISA_ara-QAT_REA_R552-FestiRock_en18_MS2022.xlf"
"2684"	"Home"	"الصفحة الرئيسية"	"R550_cliff_palace_cp_l1_56fc785ccaeae5.87924992_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"2873"	"&lt;b&gt;Ciff Palace&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;كليف بالاس &lt;/b&gt;&lt;br /&gt;"	"R550_question07_q07itemTitle_56fc785ce9a365.24704799_0_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"5287"	"Click on a search result to answer the question."	"اضغط على نتيجة البحث للإجابة عن السؤال."	"R567_question06_q06itemDirections_56fc7879127de3.09243109_1_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5170"	"What is a Smokejumper?"	"ماذا نعني بمظَلّي الإطفاء؟"	"R567_stimulus4_stimulus4_4_56fc7879084fe1.85942300_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"638"	"Click on &lt;b&gt;2&lt;/b&gt; to look at page &lt;b&gt;2&lt;/b&gt;."	"اضغط على 2 لاستعراض صفحة &lt;b&gt;2&lt;/b&gt;."	"R404_question_introBullet2_50d37a95c783b4.91702201_0"	"PISA_ara-QAT_REA_R404-Sleep_en15_MS2022.xlf"
"5664"	"Who's in the Chat"	"من المشارك في الدردشة"	"R569_stimulus1_chatMemberListTitle2_56fc787947dab7.14177325_0"	"PISA_ara-QAT_REA_R569-TheCleanup_en18_MS2022.xlf"
"6072"	"Type your answer to the question."	"ثم اكتب إجابتك عن السؤال."	"R570_question09_q09itemDirections_56fc7879881e32.81696271_1_0"	"PISA_ara-QAT_REA_R570-TheFavour_en18_MS2022.xlf"
