"Segment"	"en-ZZ"	"cs-CZ"	"ID"	"File"
"3444"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"xxCMA137_question_q1itemDirections_5c9d21646f0047.88877228_1_0"	"PISA_ces-CZE_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"1471"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"MA119_question1_itemDirections1_5c9d214ad702a0.84429473_1_0"	"PISA_ces-CZE_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"4058"	"&lt;br/&gt;"	"&lt;br /&gt;"	"MA147_stimulus2_t2r1c2_5c9d216504dd66.27884393_1_0"	"PISA_ces-CZE_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"4696"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"q2MA157_question_q2itemDirections_5c9d216572eb83.90804733_1_0"	"PISA_ces-CZE_MAT_MA157-Tyres_en21_MS2022.xlf"
"5333"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"q1MA162_question_q1itemDirections_5c9d2137d16d37.11041740_2_0"	"PISA_ces-CZE_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"4086"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"MA147q1_question_q1itemDirections_5c9d2165076508.53769328_1_0"	"PISA_ces-CZE_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"3708"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"MA142_questionq1_q1itemDirections_5c9d2164b33733.31465748_1_0"	"PISA_ces-CZE_MAT_MA142-WaterReservoir_en21_MS2022.xlf"
"1878"	"Use drag and drop to answer the question."	"Odpověz na otázku přetažením obrázků do příslušných políček."	"MA128_question1_q1itemDirections_5c9d214b319101.94990115_1_0"	"PISA_ces-CZE_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"1049"	"Athlete"	"Vrcholový sportovec"	"MA113S02_stimulus_T02tr4td1_5c9d214a667721.23498940_0"	"PISA_ces-CZE_MAT_MA113-HeartRate_en21_MS2022.xlf"
"3534"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"q1CMA138_question_q1itemDirections_5c9d2164836508.25884822_1_0"	"PISA_ces-CZE_MAT_MA138-ShoeSizes_en21_MS2022.xlf"
"4202"	"Click on a choice and then type an explanation to answer the question."	"Odpověz na otázku kliknutím na jednu z možností a svoji odpověď vysvětli."	"q3MA148_question_q3itemDirections_5c9d21651d9930.88789683_1_0"	"PISA_ces-CZE_MAT_MA148-ChanceOfRain_en21_MS2022.xlf"
"1491"	"Click on a choice and then type an explanation to answer the question."	"Odpověz na otázku kliknutím na jednu z možností a svou odpověď zdůvodni."	"Q3MA119_question_Q3itemDirections_5c9d214ad92d07.74285976_1_0"	"PISA_ces-CZE_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"3783"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"MA143_question03_q3itemDirections_5c9d2164bfa911.33589323_1_0"	"PISA_ces-CZE_MAT_MA143-WildBirdFood_en21_MS2022.xlf"
"593"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"MA108q02_question_q02itemDirections_5c9d2136c1f750.90859666_2_0"	"PISA_ces-CZE_MAT_MA108-Fountains_en21_MS2022.xlf"
"4515"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"MA153q02_question_q02itemDirections_5c9d213746bb12.40931470_2_0"	"PISA_ces-CZE_MAT_MA153-Gears_en21_MS2022.xlf"
"891"	"To run this simulation, follow these steps:"	"Při používání kalkulačky dodržuj tyto kroky:"	"q00body_q0p1_5c9d2136e26543.48980409_0"	"PISA_ces-CZE_MAT_MA112-Metabolism_en21_MS2022.xlf"
"3912"	"Click on the choices in the table to answer the question."	"Odpověz na otázku kliknutím na možnosti v tabulce."	"q3MA144_question_q3itemDirections_5c9d2164d14836.39405170_1_0"	"PISA_ces-CZE_MAT_MA144-Yogurt_en21_MS2022.xlf"
"4729"	"50%"	"50 %"	"MA158_stimulus_r5c7_5c9d216579ab00.59196640_0"	"PISA_ces-CZE_MAT_MA158-EyeColour_en21_MS2022.xlf"
"5147"	"Select from the drop-down menus to answer the question."	"Odpověz na otázku výběrem z rozbalovacích nabídek."	"q3MA160_question_q3itemDirections_5c9d2137a54ef3.72087436_2_0"	"PISA_ces-CZE_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"3760"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"MA143_question01_q1itemDirections_5c9d2164bd09f7.43448559_1_0"	"PISA_ces-CZE_MAT_MA143-WildBirdFood_en21_MS2022.xlf"
"1251"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"MA115_question02_q02itemDirections_5c9d214a9187a5.96523157_1_0"	"PISA_ces-CZE_MAT_MA115-Iceberg_en21_MS2022.xlf"
"2990"	"Using the number keys, type your answers to the question."	"Svou odpověď na otázku napiš číslicemi."	"MA133Q02_question_q2itemDirections_5c9d2164239bf8.41097975_1_0"	"PISA_ces-CZE_MAT_MA133-ArrangingTables_en21_MS2022.xlf"
"3981"	"Litres"	"Litry"	"MA146_stimulus3_liters_5c9d2164e9e439.48235083_0"	"PISA_ces-CZE_MAT_MA146-Fuel_en21_MS2022.xlf"
"1558"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✓ Nezapomeň vybrat &lt;b&gt;jednu nebo více&lt;/b&gt; možností."	"MA120_question3_Q03p3_5c9d214ae4afb4.01507702_0"	"PISA_ces-CZE_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"4741"	"50%"	"50 %"	"MA158_stimulus_r7c7_5c9d216579c0f6.18614827_0"	"PISA_ces-CZE_MAT_MA158-EyeColour_en21_MS2022.xlf"
"4265"	"Click on a choice and then type an explanation to answer the question."	"Odpověz na otázku kliknutím na jednu z možností a svoji odpověď vysvětli."	"q3MA149_question_q3itemDirections_5c9d21652d7289.76917872_1_0"	"PISA_ces-CZE_MAT_MA149-FloorArea_en21_MS2022.xlf"
"3938"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"MA145_question1_q1itemDirections_5c9d2164dfb137.21186139_1_0"	"PISA_ces-CZE_MAT_MA145-Shadows_en21_MS2022.xlf"
"1915"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"MA128_question3_q3itemDirections_5c9d214b34d864.30750173_1_0"	"PISA_ces-CZE_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"4284"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"q1MA150_question_q1itemDirections_5c9d216537c7b0.77693579_1_0"	"PISA_ces-CZE_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"4778"	"Click on a choice and then type an explanation to answer the question."	"Odpověz na otázku kliknutím na jednu z možností a svoji odpověď vysvětli."	"q3MA158_question_q3itemDirections_5c9d21657e1f71.24263233_1_0"	"PISA_ces-CZE_MAT_MA158-EyeColour_en21_MS2022.xlf"
"2708"	"Use drag and drop to answer the question."	"Odpověz na otázku přetažením obrázků do příslušných políček."	"MA130_question1_q01itemDirections_5c9d214b8a46d8.20840124_1_0"	"PISA_ces-CZE_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"4401"	"40%"	"40 %"	"q2MA151_question_question02_7_5c9d216543caf3.85352516_0"	"PISA_ces-CZE_MAT_MA151-MovingOut_en21_MS2022.xlf"
"3359"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"MA136_question01_q1itemDirections_5c9d216460bbf5.70131128_1_0"	"PISA_ces-CZE_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"4430"	"5 zeds Off"	"Sleva&lt;br /&gt;5 zedů"	"q1MA152_question_q1tr1th3_5c9d21654f7538.68945633_0"	"PISA_ces-CZE_MAT_MA152-TheBetterDeal_en21_MS2022.xlf"
"4735"	"25%"	"25 %"	"MA158_stimulus_r6c7_5c9d216579b592.32685954_0"	"PISA_ces-CZE_MAT_MA158-EyeColour_en21_MS2022.xlf"
"4055"	"&lt;br/&gt;"	"&lt;br /&gt;"	"MA147_stimulus2_t2r1c1_5c9d216504dc38.00596994_1_0"	"PISA_ces-CZE_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"1130"	"Click on the choices in the table to answer the question."	"Odpověz na otázku kliknutím na možnosti &lt;br /&gt;v tabulce."	"Q02MA113_question_Q02itemDirections_5c9d214a6c39e7.02495684_1_0"	"PISA_ces-CZE_MAT_MA113-HeartRate_en21_MS2022.xlf"
"4422"	"Click on the choices in the table to answer the question."	"Odpověz na otázku kliknutím na možnosti v tabulce."	"q1MA152_question_q1itemDirections_5c9d21654f6b95.79333200_1_0"	"PISA_ces-CZE_MAT_MA152-TheBetterDeal_en21_MS2022.xlf"
"1976"	"Explain your answer."	"Svou odpověď zdůvodni."	"Q3MA124_question_MA124Q03P3_5c9d214b42a550.23637236_0"	"PISA_ces-CZE_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"4380"	"Click on the choices in the table to answer the question."	"Odpověz na otázku kliknutím na možnosti v tabulce."	"q1MA151_question_q1itemDirections_5c9d2165424791.67979223_1_0"	"PISA_ces-CZE_MAT_MA151-MovingOut_en21_MS2022.xlf"
"3674"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"q3CMA141_question_q3itemDirections_5c9d2164a87c86.43889590_1_0"	"PISA_ces-CZE_MAT_MA141-WaterBill_en21_MS2022.xlf"
"3545"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"q2CMA138_question_q2itemDirections_5c9d21648472a1.52007146_1_0"	"PISA_ces-CZE_MAT_MA138-ShoeSizes_en21_MS2022.xlf"
"2790"	"Click on a choice to answer the question."	"Odpověz na otázku kliknutím na jednu z možností."	"MA131_question1_q1itemDirections_5c9d214ba1ed50.83741588_1_0"	"PISA_ces-CZE_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"4918"	"Select from the drop-down menus to answer the question."	"Odpověz na otázku výběrem z rozbalovacích nabídek."	"q2MA160_question_q2itemDirections_5c9d21377dca25.20636236_2_0"	"PISA_ces-CZE_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"2738"	"Slept 8 hours or less"	"Spali &lt;br /&gt;8 hodin nebo méně"	"MA130_question02_Q02tr1th2_5c9d214b8c2e46.45049939_0"	"PISA_ces-CZE_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
