"Segment"	"en-ZZ"	"sq-XK"	"ID"	"File"
"1055"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&amp;check; &lt;i&gt;Mos harro të zgjedhësh &lt;b&gt;një ose më shumë&lt;/b&gt; kuti.&lt;/i&gt;"	"S604_question3_q3p2_56f9ce15cf1e75.23010892_0"	"PISA_sqi-KSV_SCI_S604-WaterFromFog_en18_MS2022.xlf"
"2715"	"&lt;b&gt;Nanoparticles&lt;/b&gt;&lt;br /&gt; Introduction"	"&lt;b&gt;Nanogrimcat&lt;/b&gt;&lt;br /&gt; Hyrje"	"question1_1_itemTitle01_56f9ce169d2ea3.93686914_0"	"PISA_sqi-KSV_SCI_S646-Nanoparticles_en18_MS2022.xlf"
"2971"	"&lt;b&gt;Invasive Species&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Llojet Pushtuese&lt;/b&gt;&lt;br /&gt; Pyetja"	"S657_question3_itemTitleqS3_56f9ce16b9af91.64252594_0"	"PISA_sqi-KSV_SCI_S657-InvasiveSpecies_en18_MS2022.xlf"
"2947"	"&lt;i&gt;Use drag and drop to answer the question.&lt;/i&gt;"	"&lt;i&gt;Përdor tërhiq dhe lësho për t’u përgjigjur pyetjes. &lt;/i&gt;"	"S657_question1_itemDirections1_56f9ce16b74424.88807059_0"	"PISA_sqi-KSV_SCI_S657-InvasiveSpecies_en18_MS2022.xlf"
"1242"	"Birds and Caterpillars Introduction"	"Zogjtë dhe Larvat Hyrja"	"S607_intro_attr_alt_attr_question0_1_56f9ce15e09c50.81361086_0"	"PISA_sqi-KSV_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"2181"	"&lt;b&gt;Infectious:&lt;/b&gt; Individuals in this state have the disease and can infect others."	"&lt;b&gt;Infektiv:&lt;/b&gt; Individët në këtë gjendje e kanë sëmundjen dhe mund të infektojnë të tjerët."	"menu_1_aMenutr2td2_56f9ce16620b06.98424078_0"	"PISA_sqi-KSV_SCI_S634-Vaccination_en18_MS2022.xlf"
"903"	"lower"	"më të ulëta"	"S602_question4_S602Q04SELECT32_56f9ce15bbcfa5.65709848_0"	"PISA_sqi-KSV_SCI_S602-UrbanHeatIslandEffect_en18_MS2022.xlf"
"2803"	"This simulation allows you to observe the results of a reaction between substance A and substance B. You will explore how the volumes of the two substances affect both the size of the particles produced and the reaction time."	"Ky simulim të lejon të vëzhgosh rezultatet e një reagimi mes substancës A dhe substancës B. Ti do të shqyrtosh se si vëllimet e dy substancave do të ndikojnë si në madhësinë e grimcave të prodhuara dhe në kohën e reagimit."	"menu_1_menuP1_56f9ce16a5b4d1.19232946_0"	"PISA_sqi-KSV_SCI_S646-Nanoparticles_en18_MS2022.xlf"
"2864"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Lexo hyrjen. Pastaj kliko shigjetën Tjetër.&lt;/i&gt;"	"S648_Q0_itemDirections0_56f9ce16ad1801.84850427_0"	"PISA_sqi-KSV_SCI_S648-HabitableZone_en18_MS2022.xlf"
"1888"	"&lt;b&gt;Sound in Marine Habitats&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Tingulli në Mjediset Detare&lt;/b&gt;&lt;br /&gt; Pyetja"	"S626_question4_itemTitle_4_56f9ce16323442.45045858_0"	"PISA_sqi-KSV_SCI_S626-SoundInMarineHabitats_en18_MS2022.xlf"
"2130"	"&lt;b&gt;Vaccination and Spreading of Disease&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt; Vaksinimi dhe Përhapja e Sëmundjeve&lt;/b&gt;&lt;br /&gt; Pyetja"	"question3_1_itemTitle03_56f9ce165aea92.56617031_0"	"PISA_sqi-KSV_SCI_S634-Vaccination_en18_MS2022.xlf"
"962"	"Species B branches with &lt;u&gt;no&lt;/u&gt; ants"	"Lloji B i degëve  &lt;u&gt;pa&lt;/u&gt; milingona"	"S603_question2_nested21_56f9ce15c4ad34.96723650_0"	"PISA_sqi-KSV_SCI_S603-ElephantsAndAcaciaTrees_en18_MS2022.xlf"
"1318"	"Is damage to acacia trees caused mainly by elephants?"	"A është shkaktuar dëmi ndaj drurëve të akacies kryesisht nga elefantët? ?"	"S603_question5_question5_1_56f9ce15e88305.92903148_0"	"PISA_sqi-KSV_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"1790"	"S626 Sound in Marine Habitats"	"S626Tingulli në Mjediset Detare"	"S626_stimulus3_unknownID_56f9ce162a25f9.87144943_0"	"PISA_sqi-KSV_SCI_S626-SoundInMarineHabitats_en18_MS2022.xlf"
"2645"	"Good!&lt;br /&gt; Please click on the NEXT arrow to continue."	"Mirë!&lt;br /&gt; Të lutem kliko shigjetën Tjetër për të vazhduar."	"sim_1_dialogMsgText2_56fd8ed9326734.20421959_0"	"PISA_sqi-KSV_SCI_S643-LightBulbs_en18_MS2022.xlf"
"1271"	"&lt;b&gt;Birds and Caterpillars&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Zogjtë dhe Larvat &lt;/b&gt;&lt;br /&gt; Pyetje"	"S607_question3_itemTitle3_56f9ce15e41c49.17285208_0"	"PISA_sqi-KSV_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"1312"	"S603 Elephants and Acacia Trees Q05"	"S603  Elefantët dhe drurët e akacies Q05"	"S603_question5_unknownID_56f9ce15e86437.51181054_0"	"PISA_sqi-KSV_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"1456"	"&lt;b&gt;Brain-Controlled Robotics&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt; Robotikët e Kontrolluar nga Truri &lt;/b&gt;&lt;br /&gt; Pyetja"	"S610_question4_itemTitle4_56f9ce160336f8.69458549_0"	"PISA_sqi-KSV_SCI_S610-Brain-controlledRobotics_en18_MS2022.xlf"
"2415"	"To run this simulation, you can use the following controls:"	"Për të drejtuar këtë simulim, ti mund të përdorësh kontollet e mëposhtme:"	"menu_1_menuP2_56f9ce1676cb67.08951569_0"	"PISA_sqi-KSV_SCI_S635-SaveTheFish_en18_MS2022.xlf"
"2845"	"S648 Habitable Zone"	"S648  Zona e Banueshme"	"S642_stimulus2_unknownID_56f9ce16ab04f0.80361516_0"	"PISA_sqi-KSV_SCI_S648-HabitableZone_en18_MS2022.xlf"
"1205"	"Birds and Caterpillars Introduction"	"Zogjtë dhe Larvat Hyrja"	"S607_stimulus1_attr_alt_attr_stimulus1_4_56f9ce15dd8848.96301960_0"	"PISA_sqi-KSV_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"1474"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Lexo hyrjen. Pastaj kliko shigjetën Tjetër.&lt;/i&gt;"	"question0_1_itemDirections00_56f9ce1605d361.77751467_0"	"PISA_sqi-KSV_SCI_S615-Tsunami_en18_MS2022.xlf"
"2059"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Lexo hyrjen. Pastaj kliko shigjetën Tjetër.&lt;/i&gt;"	"CS634_intro_itemDirections0_56f9ce1654dc32.63695252_0"	"PISA_sqi-KSV_SCI_S634-Vaccination_en18_MS2022.xlf"
"1317"	"The researchers did another experiment that involved selecting two similar areas of the savannah that had both species of acacia trees. One of the two areas was enclosed by a fence that is known to keep out elephants but does not keep smaller animals out. The researchers checked the trees in both areas for damage once every six months.&lt;br /&gt;&lt;br /&gt;Which of the following questions is the experiment designed to answer?"	"Studiuesit e kanë zhvilluar një eksperiment tjetër me përzgjedhjen e dy rajoneve të ngjashme në savanë ku rriteshin të dy llojet e drurëve të akacies. Njëri nga rajonet ishte rrethuar me rrethojë e cila ua pamundësonte elefantëve të hynin por nuk i ndalonte dot kafshët e vogla. Studiuesit i kontrolluan drurët në të dy rajonet për dëme, çdo gjashtë muaj..&lt;br /&gt;&lt;br /&gt;Në cilat pyetje në vijim eksperimenti është paracaktuar të përgjigjet?"	"S603_question5_p52_56f9ce15e87e71.71587596_0"	"PISA_sqi-KSV_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"2582"	"&lt;b&gt;Comparing Light Bulbs&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt; Krahasimi i Llambave të Dritës &lt;/b&gt;&lt;br /&gt; Pyetja"	"question6_1_itemTitle06_56fd8ed92d59f2.26493141_0"	"PISA_sqi-KSV_SCI_S643-LightBulbs_en18_MS2022.xlf"
"1819"	"S626 Sound in Marine Habitats"	"S626 Tingulli në Mjediset Detare"	"S626_stimulus4_unknownID_56f9ce162bb7e7.33621490_0"	"PISA_sqi-KSV_SCI_S626-SoundInMarineHabitats_en18_MS2022.xlf"
"1293"	"&lt;b&gt;Birds and Caterpillars&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Zogjtë dhe Larvat &lt;/b&gt;&lt;br /&gt; Pyetja"	"S607_question4_itemTitle4_56f9ce15e634e8.67913580_0"	"PISA_sqi-KSV_SCI_S607-BirdsAndCaterpillars_en18_MS2022.xlf"
"1407"	"&lt;b&gt;Ammonoids&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt; Amonitet &lt;/b&gt;&lt;br /&gt; Pyetja"	"S608_question4_itemTitle4_56f9ce15f13e76.30502411_0"	"PISA_sqi-KSV_SCI_S608-Ammonoids_en18_MS2022.xlf"
"1533"	"&lt;b&gt;Understanding Tsunamis&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Kuptimi i Cunamit&lt;/b&gt;&lt;br /&gt; Pyetja"	"question6_1_itemTitle06_56f9ce160d1189.22972917_0"	"PISA_sqi-KSV_SCI_S615-Tsunami_en18_MS2022.xlf"
"2469"	"Disadvantage"	"E meta"	"S638_question2_header2_56f9ce167ff926.62520375_0"	"PISA_sqi-KSV_SCI_S638-OilSpills_en18_MS2022.xlf"
"2345"	"Delete a row of data to run another trial."	"Fshij një rresht të të dhënave për të drejtuar një tjetër test."	"js_translation_deleteMsg_56f9ce16735b30.09930569_0"	"PISA_sqi-KSV_SCI_S635-SaveTheFish_en18_MS2022.xlf"
"2284"	"&lt;i&gt;Run the simulation to collect data based on the information below. Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"&lt;i&gt; Drejto simulimin për të mbledhur të dhënat e bazuara në informacionin e mëposhtëm.  Kliko një alternativë dhe më pas shtyp shpjegimin për t'ju përgjigjur pyetjes.&lt;/i&gt;"	"question4_1_itemDirections04_56f9ce166cc463.99090018_0"	"PISA_sqi-KSV_SCI_S635-SaveTheFish_en18_MS2022.xlf"
