"Segment"	"en-ZZ"	"sq-XK"	"ID"	"File"
"2705"	"Question"	"Pyetja"	"MA130_question1_q01itemTitle_5c9d214b8a4313.15859297_2_0"	"PISA_sqi-KSV_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"3653"	"Using the number keys, type your answer to the question."	"Me përdorimin e tasteve të numrave, shënoni përgjigjen tuaj.  ."	"q1CMA141_question_q1itemDirections_5c9d2164a62046.76653380_1_0"	"PISA_sqi-KSV_MAT_MA141-WaterBill_en21_MS2022.xlf"
"1322"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA116_question1_itemDirections1_5c9d214a99d4f5.42965308_1_0"	"PISA_sqi-KSV_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"3783"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA143_question03_q3itemDirections_5c9d2164bfa911.33589323_1_0"	"PISA_sqi-KSV_MAT_MA143-WildBirdFood_en21_MS2022.xlf"
"2556"	"Question"	"Pyetja"	"Q2MA129_question_Q2itemTitle_5c9d214b7930e6.05473402_2_0"	"PISA_sqi-KSV_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"4086"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA147q1_question_q1itemDirections_5c9d2165076508.53769328_1_0"	"PISA_sqi-KSV_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"2351"	"Question"	"Pyetja"	"Q3MA127_question_Q3itemTitle_5c9d214b6d40c4.91530485_2_0"	"PISA_sqi-KSV_MAT_MA127-PredictingHeight_en21_MS2022.xlf"
"3949"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA145_question2_q2itemDirections_5c9d2164e0e799.91065994_1_0"	"PISA_sqi-KSV_MAT_MA145-Shadows_en21_MS2022.xlf"
"4015"	"Explain your answer and include numerical values to support your explanation."	"Sqaroni përgjigjen tuaj dhe përdorni vlera numerike për ta mbështetur sqarimin tuaj."	"MA146q3_question_q3p2_5c9d2164ee4c90.34674865_0"	"PISA_sqi-KSV_MAT_MA146-Fuel_en21_MS2022.xlf"
"4598"	"A"	"Z"	"MA154_stimulus3_img2Lbl3_5c9d21655aa3a4.29260706_0"	"PISA_sqi-KSV_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"1337"	"Answer:"	"Përgjigja"	"MA116_question2_question2_1_5c9d214a9b1534.18285636_0"	"PISA_sqi-KSV_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"2213"	"Question"	"Pyetja"	"MA126_question02_itemTitleQ02_5c9d214b5236f3.95213918_2_0"	"PISA_sqi-KSV_MAT_MA126-Robot_en21_MS2022.xlf"
"2919"	"Question"	"Pyetja"	"Q1MA131_question_Q1itemTitle_5c9d214bb45da4.70335306_2_0"	"PISA_sqi-KSV_MAT_MA132-WaterTemperature_en21_MS2022.xlf"
"1488"	"Question"	"Pyetja"	"Q3MA119_question_Q3itemTitle_5c9d214ad92a13.09708878_2_0"	"PISA_sqi-KSV_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"5402"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Klikoni &lt;b&gt;Po&lt;/b&gt; ose &lt;b&gt;Jo&lt;/b&gt; për çdo formulim."	"q3MA160_question_q3p2_5c9d2137d54e96.19323569_1_0"	"PISA_sqi-KSV_MAT_MA162-UrbanPopulation_en21_MS2022.xlf"
"733"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"Q1M110_question_Q1itemDirections_5c9d214a49be54.59438497_1_0"	"PISA_sqi-KSV_MAT_MA110-HeadphoneOrder_en21_MS2022.xlf"
"3989"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA146q1_question_q1itemDirections_5c9d2164eb6c14.66337389_1_0"	"PISA_sqi-KSV_MAT_MA146-Fuel_en21_MS2022.xlf"
"1873"	"Question"	"Pyetja"	"MA128_question1_q1itemTitle_5c9d214b318868.39698762_2_0"	"PISA_sqi-KSV_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"1485"	"Answer:"	"Përgjigja"	"MA119_question3_question2_1_5c9d214ad816e2.43037980_0"	"PISA_sqi-KSV_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"4383"	"Statement"	"Fjalia"	"q1MA151_question_q1tr1th1_5c9d2165424b48.24511318_0"	"PISA_sqi-KSV_MAT_MA151-MovingOut_en21_MS2022.xlf"
"3686"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"q4CMA141_question_q4itemDirections_5c9d2164a9ca08.40004442_1_0"	"PISA_sqi-KSV_MAT_MA141-WaterBill_en21_MS2022.xlf"
"4395"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"q2MA151_question_q2itemDirections_5c9d216543c0a5.48560059_1_0"	"PISA_sqi-KSV_MAT_MA151-MovingOut_en21_MS2022.xlf"
"3610"	"Using the number keys, type your answer to the question."	"Me përdorimin e tasteve të numrave, shënoni përgjigjen tuaj.  ."	"MA140_question1_q1itemDirections_5c9d21649b6176.00083543_1_0"	"PISA_sqi-KSV_MAT_MA140-WalkToSchool_en21_MS2022.xlf"
"4918"	"Select from the drop-down menus to answer the question."	"Zgjidhni nga menytë lësho-poshtë për t'u përgjigjur në pyetje."	"q2MA160_question_q2itemDirections_5c9d21377dca25.20636236_2_0"	"PISA_sqi-KSV_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"2749"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA130_question03_itemDirectionsQ03_5c9d214b8dfe44.39422320_1_0"	"PISA_sqi-KSV_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"1330"	"Question"	"Pyetja"	"MA116_question2_itemTitle2_5c9d214a9b0cd7.86131726_2_0"	"PISA_sqi-KSV_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"4000"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA146q2_question_q2itemDirections_5c9d2164ecdb44.24311045_1_0"	"PISA_sqi-KSV_MAT_MA146-Fuel_en21_MS2022.xlf"
"3470"	"Select"	"Zgjedh"	"q2CMA137_question_q1C0_5c9d216470b966.73073198_0"	"PISA_sqi-KSV_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"4766"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Klikoni &lt;b&gt;Saktë &lt;/b&gt; ose &lt;b&gt;Pasakt &lt;/b&gt; për secilin formulim."	"q2MA158_question_q2p2_5c9d21657cb501.68112298_0"	"PISA_sqi-KSV_MAT_MA158-EyeColour_en21_MS2022.xlf"
"2240"	"Select"	"Zgjedh"	"MA126_question02_S02tr4o0_5c9d214b525d35.29219918_0"	"PISA_sqi-KSV_MAT_MA126-Robot_en21_MS2022.xlf"
"1471"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA119_question1_itemDirections1_5c9d214ad702a0.84429473_1_0"	"PISA_sqi-KSV_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"1968"	"Question"	"Pyetja"	"Q3MA124_question_Q3itemTitle_5c9d214b4296d9.18387970_2_0"	"PISA_sqi-KSV_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"3383"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA136_question03_q3itemDirections_5c9d2164634b07.90090842_1_0"	"PISA_sqi-KSV_MAT_MA136-MovieRewards_en21_MS2022.xlf"
"5162"	"Portugal"	"Portugalia"	"q3MA160_question_question03_16_5c9d2137a56200.56607674_0"	"PISA_sqi-KSV_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"1949"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA124_question1_itemDirections1_5c9d214b402246.10061217_1_0"	"PISA_sqi-KSV_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"1443"	"Question"	"Pyetja"	"MA117_question05_Q05itemTitle_5c9d214ab30bf2.49100658_2_0"	"PISA_sqi-KSV_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"2480"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Klikoni &lt;b&gt;Saktë&lt;/b&gt;  ose &lt;b&gt;Pasaktë&lt;/b&gt; për secilin formulim."	"MA128q04_question_q4p1_5c9d21372dc083.05811723_1_0"	"PISA_sqi-KSV_MAT_MA128-SalinityOfWater_en21_MS2022.xlf"
"3200"	"Select"	"Zgjedh"	"Q1MA134_question_Q01tr3td1SELECT1o0_5c9d2164318c81.53190451_0"	"PISA_sqi-KSV_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"2527"	"Then click on the NEXT arrow."	"Më pas klikoni mbi shigjetën TJETËR."	"question0a_1_itemDirections00_5c9d214b76c282.48085737_1_0"	"PISA_sqi-KSV_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"1479"	"Question"	"Pyetja"	"MA119_question3_itemTitle3_5c9d214ad81148.43576514_2_0"	"PISA_sqi-KSV_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"1180"	"Question"	"Pyetja"	"MA114_question1_itemTitle1_5c9d214a82a374.57540900_2_0"	"PISA_sqi-KSV_MAT_MA114-Honey_en21_MS2022.xlf"
"3475"	"Select"	"Zgjedh"	"q2CMA137_question_q1D0_5c9d216470c463.55070529_0"	"PISA_sqi-KSV_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"3182"	"Select from the drop-down menus to answer the question."	"Zgjidhni nga menytë lësho-poshtë për t'u përgjigjur në pyetje."	"Q1MA134_question_Q1ItmDirP1Id_5c9d2164317095.77316110_1_0"	"PISA_sqi-KSV_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"4306"	"Click on a choice and then type an explanation to answer the question."	"Kliko një opsion dhe pastaj shkruaje një sqarim për t'u përgjigjur në pyetje."	"q3MA150_question_q3itemDirections_5c9d216539ff89.14130320_1_0"	"PISA_sqi-KSV_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"3864"	"269 kJ"	"276 kJ"	"MA144_stimulusb_rr3c2_5c9d2164ccaf11.37166809_0"	"PISA_sqi-KSV_MAT_MA144-Yogurt_en21_MS2022.xlf"
"1409"	"Question"	"Pyetja"	"MA117_question02_Q02itemTitle_5c9d214aae23e8.37221158_2_0"	"PISA_sqi-KSV_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"1215"	"Question"	"Pyetja"	"MA114_question4_itemTitle4_5c9d214a85ebd3.03892791_2_0"	"PISA_sqi-KSV_MAT_MA114-Honey_en21_MS2022.xlf"
"4324"	"Spain"	"Spanjë"	"MA151_stimulus_cntLbl6_5c9d2165407df2.75191742_0"	"PISA_sqi-KSV_MAT_MA151-MovingOut_en21_MS2022.xlf"
"3674"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"q3CMA141_question_q3itemDirections_5c9d2164a87c86.43889590_1_0"	"PISA_sqi-KSV_MAT_MA141-WaterBill_en21_MS2022.xlf"
"2339"	"Question"	"Pyetja"	"Q2MA122_question_Q2itemTitle_5c9d214b6c1964.78948918_2_0"	"PISA_sqi-KSV_MAT_MA127-PredictingHeight_en21_MS2022.xlf"
"1946"	"Question"	"Pyetja"	"MA124_question1_itemTitle1_5c9d214b401ce7.25420333_2_0"	"PISA_sqi-KSV_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"3288"	"Use drag and drop to answer the question."	"Përdorni tërhiq dhe lësho për t'ju përgjigjur pyetjes."	"CMA135_question3_q3itemDirections_5c9d216451d087.67360697_0"	"PISA_sqi-KSV_MAT_MA135-ElectricBicycle_en21_MS2022.xlf"
"2537"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"Q1MA129_question_Q1ItmDirP1Id_5c9d214b77ec40.66176260_1_0"	"PISA_sqi-KSV_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"2297"	"Question"	"Pyetja"	"MA126_question04_itemTitleQ04_5c9d214b568121.99263312_2_0"	"PISA_sqi-KSV_MAT_MA126-Robot_en21_MS2022.xlf"
"891"	"To run this simulation, follow these steps:"	"Për të përdorur klakulatorin, ndiqini këta hapa:"	"q00body_q0p1_5c9d2136e26543.48980409_0"	"PISA_sqi-KSV_MAT_MA112-Metabolism_en21_MS2022.xlf"
"4904"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Klikoni &lt;b&gt;Po&lt;/b&gt; ose &lt;b&gt;Jo&lt;/b&gt; për çdo formulim."	"q1MA160_question_q1p1_5c9d21377c3598.13096072_1_0"	"PISA_sqi-KSV_MAT_MA160-UniversityStudentEmployment_en21_MS2022.xlf"
"2250"	"Select"	"Zgjedh"	"MA126_question02_S02tr6o0_5c9d214b526e30.75797689_0"	"PISA_sqi-KSV_MAT_MA126-Robot_en21_MS2022.xlf"
"1957"	"Question"	"Pyetja"	"MA124_questionQ02_itemTitleQ02_5c9d214b415bc0.12229338_2_0"	"PISA_sqi-KSV_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"4322"	"Italy"	"Itali"	"MA151_stimulus_cntLbl4_5c9d2165407bf1.99447217_0"	"PISA_sqi-KSV_MAT_MA151-MovingOut_en21_MS2022.xlf"
"5224"	"Portugal"	"Portugalia"	"js_translation_country11_5c9d2137aa0f66.93665247_0"	"PISA_sqi-KSV_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"4112"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA147q3_question_q3itemDirections_5c9d21650a0484.20685545_1_0"	"PISA_sqi-KSV_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"3912"	"Click on the choices in the table to answer the question."	"Klikoni opsionin në tabelë për t'u përgjigjur në pyetje."	"q3MA144_question_q3itemDirections_5c9d2164d14836.39405170_1_0"	"PISA_sqi-KSV_MAT_MA144-Yogurt_en21_MS2022.xlf"
"1202"	"Question"	"Pyetja"	"MA114_question3_itemTitle3_5c9d214a84c4a6.41906777_2_0"	"PISA_sqi-KSV_MAT_MA114-Honey_en21_MS2022.xlf"
"4295"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"q2MA150_question_q2itemDirections_5c9d216538ee88.41324335_1_0"	"PISA_sqi-KSV_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"2300"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA126_question04_itemDirectionsQ04_5c9d214b568386.90812819_1_0"	"PISA_sqi-KSV_MAT_MA126-Robot_en21_MS2022.xlf"
"730"	"Question"	"Pyetja"	"Q1M110_question_Q1itemTitle_5c9d214a49bba1.36937222_2_0"	"PISA_sqi-KSV_MAT_MA110-HeadphoneOrder_en21_MS2022.xlf"
"2225"	"Select"	"Zgjedh"	"MA126_question02_S02tr1o0_5c9d214b524626.30637212_0"	"PISA_sqi-KSV_MAT_MA126-Robot_en21_MS2022.xlf"
"1420"	"Question"	"Pyetja"	"MA117_question03_q03itemTitle_5c9d214aaf7226.05889908_2_0"	"PISA_sqi-KSV_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"4319"	"Malta"	"Maltë"	"MA151_stimulus_cntLbl1_5c9d21654078e6.95347592_0"	"PISA_sqi-KSV_MAT_MA151-MovingOut_en21_MS2022.xlf"
"1135"	"False"	"E Gabuar"	"Q02MA113_question_Q02tr1th3_5c9d214a6c4030.04851682_0"	"PISA_sqi-KSV_MAT_MA113-HeartRate_en21_MS2022.xlf"
"1412"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA117_question02_Q02itemDirections_5c9d214aae26f7.68113286_1_0"	"PISA_sqi-KSV_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"741"	"Question"	"Pyetja"	"Q2M110_question_Q2itemTitle_5c9d214a4ad6a3.05214306_2_0"	"PISA_sqi-KSV_MAT_MA110-HeadphoneOrder_en21_MS2022.xlf"
"5190"	"Click on a choice and then type an explanation to answer the question."	"Klikoni një opsion dhe pastaj shkruani një sqarim për t'u përgjgijur në pyetje."	"q4MA161_question_q4itemDirections_5c9d2137a76b55.99656517_2_0"	"PISA_sqi-KSV_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"1251"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA115_question02_q02itemDirections_5c9d214a9187a5.96523157_1_0"	"PISA_sqi-KSV_MAT_MA115-Iceberg_en21_MS2022.xlf"
"2790"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA131_question1_q1itemDirections_5c9d214ba1ed50.83741588_1_0"	"PISA_sqi-KSV_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"4679"	"Use drag and drop to answer the question."	"Përdorni tërhiq dhe lësho për t'ju përgjigjur pyetjes."	"q1MA157_question_q1itemDirections_5c9d216571a4f9.75837745_1_0"	"PISA_sqi-KSV_MAT_MA157-Tyres_en21_MS2022.xlf"
"5075"	"Statement"	"Pyetja"	"q1MA161_question_q1tr1th1_5c9d2137a0deb4.05869160_0"	"PISA_sqi-KSV_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"2289"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA126_question03_itemDirectionsQ03_5c9d214b54ba12.68549963_1_0"	"PISA_sqi-KSV_MAT_MA126-Robot_en21_MS2022.xlf"
"1142"	"Question"	"Pyetja"	"Q03MA113_question_Q03itemTitle_5c9d214a6e0a45.71698655_2_0"	"PISA_sqi-KSV_MAT_MA113-HeartRate_en21_MS2022.xlf"
"4764"	"Click on the choices in the table to answer the question."	"Klikoni opsionin në tabelë për t'u përgjigjur në pyetje."	"q2MA158_question_q2itemDirections_5c9d21657cb1d1.11526137_1_0"	"PISA_sqi-KSV_MAT_MA158-EyeColour_en21_MS2022.xlf"
"2800"	"Question"	"Pyetja"	"MA131_question2_q2itemTitle_5c9d214ba31c92.83056320_2_0"	"PISA_sqi-KSV_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"744"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"Q2M110_question_Q2itemDirections_5c9d214a4ad912.55794775_1_0"	"PISA_sqi-KSV_MAT_MA110-HeadphoneOrder_en21_MS2022.xlf"
"4767"	"Statement"	"Fjalia"	"q2MA158_question_q2tr1th1_5c9d21657cb706.07064036_0"	"PISA_sqi-KSV_MAT_MA158-EyeColour_en21_MS2022.xlf"
"1468"	"Question"	"Pyetja"	"MA119_question1_itemTitle1_5c9d214ad6ffd4.73808819_2_0"	"PISA_sqi-KSV_MAT_MA119-MusicSurvey_en21_MS2022.xlf"
"2245"	"Select"	"Zgjedh"	"MA126_question02_S02tr5o0_5c9d214b526582.27106050_0"	"PISA_sqi-KSV_MAT_MA126-Robot_en21_MS2022.xlf"
"1839"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA121_question03_Q03itemDirections_5c9d214b07d797.77931049_1_0"	"PISA_sqi-KSV_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1239"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA115_question01_q01itemDirections_5c9d214a9065d9.24249905_1_0"	"PISA_sqi-KSV_MAT_MA115-Iceberg_en21_MS2022.xlf"
"1836"	"Question"	"Pyetja"	"MA121_question03_Q03itemTitle_5c9d214b07d538.89357923_2_0"	"PISA_sqi-KSV_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1191"	"Question"	"Pyetja"	"MA114_question2_itemTitle2_5c9d214a83ad23.57568173_2_0"	"PISA_sqi-KSV_MAT_MA114-Honey_en21_MS2022.xlf"
"1545"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✓Mos harroni të zgjedhni &lt;b&gt;një ose më shumë&lt;/b&gt; kuti."	"MA120_question2_Q02p3_5c9d214ae38a80.91484290_0"	"PISA_sqi-KSV_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"2990"	"Using the number keys, type your answers to the question."	"Me përdorimin e tasteve të numrave , shënoni përgjigjet tuaja në pyetje."	"MA133Q02_question_q2itemDirections_5c9d2164239bf8.41097975_1_0"	"PISA_sqi-KSV_MAT_MA133-ArrangingTables_en21_MS2022.xlf"
"1830"	"Select"	"Zgjedh"	"MA121_question02_Q02UL2Li3o0_5c9d214b05b0d3.85923571_0"	"PISA_sqi-KSV_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"2565"	"Question"	"Pyetja"	"MA130_question03_Q3itemTitle_5c9d214b7a70d6.94286923_2_0"	"PISA_sqi-KSV_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"3771"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA143_question02_q2itemDirections_5c9d2164be5399.40648831_1_0"	"PISA_sqi-KSV_MAT_MA143-WildBirdFood_en21_MS2022.xlf"
"3913"	"Are the following statements true or false?"	"A janë formulimet në vijim të saktë apo të pasaktë?"	"q3MA144_question_q3p1_5c9d2164d149f9.75927623_0_0"	"PISA_sqi-KSV_MAT_MA144-Yogurt_en21_MS2022.xlf"
"4591"	"A"	"Z"	"MA154_stimulus2_img2Lbl3_5c9d2165598be7.99281808_0"	"PISA_sqi-KSV_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"2187"	"Then click on the NEXT arrow."	"Më pas klikoni mbi shigjetën TJETËR."	"question0a_1_itemDirections00_5c9d214b4ef0e1.47653790_1_0"	"PISA_sqi-KSV_MAT_MA126-Robot_en21_MS2022.xlf"
"3915"	"Statement"	"Fjalia"	"q3MA144_question_q3tr1th1_5c9d2164d14be7.65905574_0"	"PISA_sqi-KSV_MAT_MA144-Yogurt_en21_MS2022.xlf"
"2235"	"Select"	"Zgjedh"	"MA126_question02_S02tr3o0_5c9d214b525521.10669663_0"	"PISA_sqi-KSV_MAT_MA126-Robot_en21_MS2022.xlf"
"5106"	"Portugal"	"Portugalia"	"q1MA161_question_question01_36_5c9d2137a10ad3.79306113_0"	"PISA_sqi-KSV_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"1039"	"84+"	"85+"	"MA113S02_stimulus_tr10td7_5c9d214a666350.37673801_0"	"PISA_sqi-KSV_MAT_MA113-HeartRate_en21_MS2022.xlf"
"3534"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"q1CMA138_question_q1itemDirections_5c9d2164836508.25884822_1_0"	"PISA_sqi-KSV_MAT_MA138-ShoeSizes_en21_MS2022.xlf"
"5218"	"Greece"	"Greqia"	"js_translation_country5_5c9d2137a9d932.10987867_0"	"PISA_sqi-KSV_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"4265"	"Click on a choice and then type an explanation to answer the question."	"Kliko një opsion dhe pastaj shkruaje një sqarim për t'u përgjigjur në pyetje."	"q3MA149_question_q3itemDirections_5c9d21652d7289.76917872_1_0"	"PISA_sqi-KSV_MAT_MA149-FloorArea_en21_MS2022.xlf"
"1119"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"Q01MMA113_question_Q01itemDirections_5c9d214a6aa466.58921399_1_0"	"PISA_sqi-KSV_MAT_MA113-HeartRate_en21_MS2022.xlf"
"1127"	"Question"	"Pyetja"	"Q02MA113_question_Q02itemTitle_5c9d214a6c3716.16953929_2_0"	"PISA_sqi-KSV_MAT_MA113-HeartRate_en21_MS2022.xlf"
"4581"	"A"	"Z"	"MA154_stimulus1_img1bLbl3_5c9d2165588ed8.45765769_0"	"PISA_sqi-KSV_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"1401"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA117_question01_q01itemDirections_5c9d214aacc999.01242355_1_0"	"PISA_sqi-KSV_MAT_MA117-MixingPaint_en21_MS2022.xlf"
"3708"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA142_questionq1_q1itemDirections_5c9d2164b33733.31465748_1_0"	"PISA_sqi-KSV_MAT_MA142-WaterReservoir_en21_MS2022.xlf"
"4616"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"q2MA154_question_q2itemDirections_5c9d21655d41c9.81604829_1_0"	"PISA_sqi-KSV_MAT_MA154-CompanyLogo_en21_MS2022.xlf"
"1531"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"MA120_question1_itemDirections1_5c9d214ae25a25.45268216_1_0"	"PISA_sqi-KSV_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"1319"	"Question"	"Pyetja"	"MA116_question1_itemTitle1_5c9d214a99d1f5.17671237_2_0"	"PISA_sqi-KSV_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"2729"	"Question"	"Pyetja"	"MA130_question02_itemTitleQ02_5c9d214b8c2210.41580250_2_0"	"PISA_sqi-KSV_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"4656"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"q2MA156_question_q2itemDirections_5c9d21656a4d34.03623252_1_0"	"PISA_sqi-KSV_MAT_MA156-Points_en21_MS2022.xlf"
"5173"	"Greece"	"Greqia"	"q3MA160_question_question03_26_5c9d2137a570e0.80849226_0"	"PISA_sqi-KSV_MAT_MA161-ForestedAreas_en21_MS2022.xlf"
"4242"	"✓ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"✓Mos harroni të zgjidhni &lt;b&gt;një apo më shumë&lt;/b&gt; katrorë."	"q1MA149_question_q1p3_5c9d21652ae817.33454873_0"	"PISA_sqi-KSV_MAT_MA149-FloorArea_en21_MS2022.xlf"
"4696"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"q2MA157_question_q2itemDirections_5c9d216572eb83.90804733_1_0"	"PISA_sqi-KSV_MAT_MA157-Tyres_en21_MS2022.xlf"
"3275"	"Click on a choice to answer the question."	"Klikoni një alternativë për t'ju përgjigjur pyetjes."	"q2CMA135_question_q2itemDirections_5c9d2164502f75.93836961_1_0"	"PISA_sqi-KSV_MAT_MA135-ElectricBicycle_en21_MS2022.xlf"
