"Segment"	"en-ZZ"	"ar-SA"	"ID"	"File"
"2894"	"Cliff Palace"	"دائرة كليف بالاس"	"R550_map_label-cliff-loop_5c9d219f71c2a6.08437671_0_0"	"PISA_ara-SAU_REA_R550-CliffPalace_en21_MS2022.xlf"
"3665"	"Question"	"سؤال"	"R558_question09_itemTitle_5c9d2259e1b5e8.30168704_2_0"	"PISA_ara-SAU_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"2248"	"Question"	"سؤال"	"R544_question5_itemTitle_5c9d219eb51605.95278096_2_0"	"PISA_ara-SAU_REA_R544-Tesla_en21_MS2022.xlf"
"4387"	"Question"	"سؤال"	"R563_question10_q10itemTitle_5c9d225aba3725.09724021_2_0"	"PISA_ara-SAU_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"2962"	"Question"	"سؤال"	"R550_question07_q07itemTitle_5c9d219f8468a7.43446124_2_0"	"PISA_ara-SAU_REA_R550-CliffPalace_en21_MS2022.xlf"
"5479"	"Question"	"سؤال"	"R570_question02_q02itemTitle_5c9d225be72c43.24664245_2_0"	"PISA_ara-SAU_REA_R570-TheFavour_en21_MS2022.xlf"
"3283"	"Question"	"سؤال"	"R553_question01_q01itemTitle_5c9d219fda7291.41770901_2_0"	"PISA_ara-SAU_REA_R553-HealthForum_en21_MS2022.xlf"
"3156"	"Question"	"سؤال"	"R552_question06_q06itemTitle_5c9d219fb38257.62347595_2_0"	"PISA_ara-SAU_REA_R552-FestiRock_en21_MS2022.xlf"
"1763"	"Question"	"سؤال"	"Q09_question_Q09itemTitle_5c9d219e3ed8c0.38822791_2_0"	"PISA_ara-SAU_REA_R541-Plastic_en21_MS2022.xlf"
"4456"	"Question"	"سؤال"	"R564_question03_q03itemTitle_5c9d225ad99312.14892275_2_0"	"PISA_ara-SAU_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"4131"	"Question"	"سؤال"	"R562_question03_q03itemTitle_5c9d225a873b72.08192906_2_0"	"PISA_ara-SAU_REA_R562-OpeningNight_en21_MS2022.xlf"
"1680"	"Question"	"سؤال"	"Q01_question_Q01itemTitle_5c9d219e355f45.87978795_2_0"	"PISA_ara-SAU_REA_R541-Plastic_en21_MS2022.xlf"
"2356"	"Question"	"سؤال"	"R545_question02_Q06itemTitle_5c9d219ede3193.69889836_2_0"	"PISA_ara-SAU_REA_R545-MachuPicchu_en21_MS2022.xlf"
"5287"	"Introduction"	"المقدمة"	"q00a-body_itemTitle00a_5c9d225bbbcfc2.14942014_2_0"	"PISA_ara-SAU_REA_R569-TheCleanup_en21_MS2022.xlf"
"3876"	"Introduction"	"المقدمة"	"q00abody_itemTitle00_5c9d225a310554.21535141_2_0"	"PISA_ara-SAU_REA_R560-GarbagePatch_en21_MS2022.xlf"
"4777"	"Question"	"سؤال"	"R566_question05_q05itemTitle_5c9d225b2e4638.52668147_2_0"	"PISA_ara-SAU_REA_R566-SkelligRocks_en21_MS2022.xlf"
"2337"	"Click on the choices in the table to answer the question."	"أنقر على الخيارات الموجودة في الجدول للإجابة عن السؤال."	"R545_question03_Q03itemDirections_5c9d219edb2657.97091233_1_0"	"PISA_ara-SAU_REA_R545-MachuPicchu_en21_MS2022.xlf"
"2758"	"Click on the choices in the table to answer the question."	"أنقر على الخيارات الموجودة في الجدول للإجابة عن السؤال."	"R549_question09_q09itemDirections_5c9d219f52dd35.44656995_1_0"	"PISA_ara-SAU_REA_R549-MessageInABottle_en21_MS2022.xlf"
"1715"	"Question"	"سؤال"	"Q04_question_Q04itemTitle_5c9d219e391552.83357726_2_0"	"PISA_ara-SAU_REA_R541-Plastic_en21_MS2022.xlf"
"2349"	"Question"	"سؤال"	"R545_question04_Q04itemTitle_5c9d219edc8715.05263598_2_0"	"PISA_ara-SAU_REA_R545-MachuPicchu_en21_MS2022.xlf"
"4445"	"Question"	"سؤال"	"R564_question02_q02itemTitle_5c9d225ad86ec1.98443694_2_0"	"PISA_ara-SAU_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"3705"	"Introduction"	"المقدمة"	"q00body_itemTitle00_5c9d225a082fb8.85196787_2_0"	"PISA_ara-SAU_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"2323"	"Question"	"سؤال"	"R545_question02_Q02itemTitle_5c9d219ed9e239.22091411_2_0"	"PISA_ara-SAU_REA_R545-MachuPicchu_en21_MS2022.xlf"
"2741"	"Question"	"سؤال"	"R549_question08_q08itemTitle_5c9d219f514fa9.80962691_2_0"	"PISA_ara-SAU_REA_R549-MessageInABottle_en21_MS2022.xlf"
"1826"	"Introduction"	"المقدمة"	"R542_question00_q00itemTitle_5c9d219e5568a4.56969920_2_0"	"PISA_ara-SAU_REA_R542-BulletinBoard_en21_MS2022.xlf"
"4723"	"Introduction"	"المقدمة"	"q00a-body_itemTitle00a_5c9d225b241865.72508630_2_0"	"PISA_ara-SAU_REA_R566-SkelligRocks_en21_MS2022.xlf"
"2729"	"Question"	"سؤال"	"R549_question07_q07itemTitle_5c9d219f4fb190.97654527_2_0"	"PISA_ara-SAU_REA_R549-MessageInABottle_en21_MS2022.xlf"
"5528"	"Question"	"سؤال"	"R570_question08_q08itemTitle_5c9d225bf00320.33140544_2_0"	"PISA_ara-SAU_REA_R570-TheFavour_en21_MS2022.xlf"
"3177"	"Question"	"سؤال"	"R552_question08_q08itemTitle_5c9d219fb6b928.73491090_2_0"	"PISA_ara-SAU_REA_R552-FestiRock_en21_MS2022.xlf"
"3713"	"Question"	"سؤال"	"R559_question01_q01itemTitle_5c9d225a094327.20270681_2_0"	"PISA_ara-SAU_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"4042"	"Question"	"سؤال"	"R561_question07_q07itemTitle_5c9d225a5fc9d3.95540571_2_0"	"PISA_ara-SAU_REA_R561-OlympicFlag_en21_MS2022.xlf"
"2237"	"Question"	"سؤال"	"R544_question_itemTitle_5c9d219eb1fe57.27876138_2_0"	"PISA_ara-SAU_REA_R544-Tesla_en21_MS2022.xlf"
"2718"	"Question"	"سؤال"	"R549_question05_q05itemTitle_5c9d219f4cf188.94895257_2_0"	"PISA_ara-SAU_REA_R549-MessageInABottle_en21_MS2022.xlf"
"4019"	"Question"	"سؤال"	"R561_question04_q04itemTitle_5c9d225a584609.27635592_2_0"	"PISA_ara-SAU_REA_R561-OlympicFlag_en21_MS2022.xlf"
"3996"	"Question"	"سؤال"	"R561_question01_q01itemTitle_5c9d225a515422.38962239_2_0"	"PISA_ara-SAU_REA_R561-OlympicFlag_en21_MS2022.xlf"
"3133"	"Question"	"سؤال"	"R552_question02_q02itemTitle_5c9d219facccc0.51630685_2_0"	"PISA_ara-SAU_REA_R552-FestiRock_en21_MS2022.xlf"
"5164"	"Question"	"سؤال"	"R568_question08_q08itemTitle_5c9d225b98ff16.78104587_2_0"	"PISA_ara-SAU_REA_R568-SpaceDebris_en21_MS2022.xlf"
"2973"	"Question"	"سؤال"	"R550_question08_q08itemTitle_5c9d219f863be5.40135488_2_0"	"PISA_ara-SAU_REA_R550-CliffPalace_en21_MS2022.xlf"
"3590"	"Introduction"	"المقدمة"	"question00a_1_itemTitle00_5c9d2259cfa087.08935121_2_0"	"PISA_ara-SAU_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"3653"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"أنقر على الخيارات الموجودة في الجدول للإجابة عن السؤال.&lt;/i&gt;"	"R558_question8_itemDirections_5c9d2259dff4b4.26787399_1_0"	"PISA_ara-SAU_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"5505"	"Question"	"سؤال"	"R570_question05_q05itemTitle_5c9d225beb6247.86669552_2_0"	"PISA_ara-SAU_REA_R570-TheFavour_en21_MS2022.xlf"
"4606"	"Question"	"سؤال"	"R565_question4_itemTitle_5c9d225b01d0f0.05790153_2_0"	"PISA_ara-SAU_REA_R565-SittingDisease_en21_MS2022.xlf"
"3145"	"Question"	"سؤال"	"R552_question03_q03itemTitle_5c9d219fae52e6.21595760_2_0"	"PISA_ara-SAU_REA_R552-FestiRock_en21_MS2022.xlf"
"5342"	"Question"	"سؤال"	"q3R569_question_q03itemTitle_5c9d225bc19af8.16665749_2_0"	"PISA_ara-SAU_REA_R569-TheCleanup_en21_MS2022.xlf"
"1565"	"Question"	"سؤال"	"R540Q01Body_Q01itemTitle_5c9d219e1f2c69.29953151_2_0"	"PISA_ara-SAU_REA_R540-BuildingALegend_en21_MS2022.xlf"
"2212"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"أنقر على أحد الخيارات ثم اكتب شرحًا للإجابة عن السؤال.&lt;/i&gt;"	"R544_question12_itemDirections_5c9d219eaecf11.08950368_1_0"	"PISA_ara-SAU_REA_R544-Tesla_en21_MS2022.xlf"
"2981"	"Question"	"سؤال"	"R550_question09_q09itemTitle_5c9d219f885fa9.49895382_2_0"	"PISA_ara-SAU_REA_R550-CliffPalace_en21_MS2022.xlf"
"5490"	"Question"	"سؤال"	"R570_question04_q04itemTitle_5c9d225be9da53.41631030_2_0"	"PISA_ara-SAU_REA_R570-TheFavour_en21_MS2022.xlf"
"3113"	"Introduction"	"المقدمة"	"q00a-body_itemTitle00a_5c9d219fa9c812.24290287_2_0"	"PISA_ara-SAU_REA_R552-FestiRock_en21_MS2022.xlf"
"3639"	"Question"	"سؤال"	"R558_question7_itemTitle_5c9d2259de3a14.67539338_2_0"	"PISA_ara-SAU_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"2537"	"Question"	"سؤال"	"R547_question7_itemTitle_5c9d219f1f62e2.58026936_2_0"	"PISA_ara-SAU_REA_R547-BookSurvey_en21_MS2022.xlf"
"3454"	"Question"	"سؤال"	"R556_question3_itemTitle_5c9d21a0234e03.52988396_2_0"	"PISA_ara-SAU_REA_R556-Microlending_en21_MS2022.xlf"
"5468"	"Question"	"سؤال"	"R570_question01_q01itemTitle_5c9d225be5e5f4.67504637_2_0"	"PISA_ara-SAU_REA_R570-TheFavour_en21_MS2022.xlf"
"1878"	"Question"	"سؤال"	"Q02R542_question_Q02itemTitle_5c9d219e57deb7.81726293_2_0"	"PISA_ara-SAU_REA_R542-BulletinBoard_en21_MS2022.xlf"
"3609"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"أنقر على الخيارات الموجودة في الجدول للإجابة عن السؤال.&lt;/i&gt;"	"R558_question2_itemDirections_5c9d2259d6cf69.19154311_1_0"	"PISA_ara-SAU_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"5190"	"Refer to both sources on the right by clicking on each of the tabs."	"ارجع إلى كلا المصدرين على  بالنقر على كل علامة تبويب."	"R568_question10_q10itemDirections_5c9d225b9f0d59.48638070_0_0"	"PISA_ara-SAU_REA_R568-SpaceDebris_en21_MS2022.xlf"
"4372"	"Question"	"سؤال"	"R563_question06_q06itemTitle_5c9d225ab08d56.15593254_2_0"	"PISA_ara-SAU_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"4901"	"Question"	"سؤال"	"R567_question04_q04itemTitle_5c9d225b5e5e29.06474926_2_0"	"PISA_ara-SAU_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"2209"	"Question"	"سؤال"	"R544_question12_itemTitle_5c9d219eaecbe4.16451171_2_0"	"PISA_ara-SAU_REA_R544-Tesla_en21_MS2022.xlf"
