"Segment"	"en-ZZ"	"ar-QA"	"ID"	"File"
"1029"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;اضغط على أحد الخيارات للإجابة على السؤال.&lt;/i&gt;"	"S603_question3_itemDirections3_515e3a72087b46.40019747_0"	"PISA_ara-QAT_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"2344"	"increase"	"تزداد"	"question3_1_o3b_1_51940bae404fe9.18189162_0"	"PISA_ara-QAT_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2340"	"increase"	"تزداد"	"question3_1_o3_1_51940bae404654.16466940_0"	"PISA_ara-QAT_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2421"	"Herring"	"أسماك الرنجة"	"S635_stimulus1_cap3_51940bae4c1698.60208534_0"	"PISA_ara-QAT_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2387"	"&lt;b&gt;Save the Fish&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;حافظوا على الأسماك&lt;/b&gt;&lt;br /&gt; السؤال"	"question6_1_itemTitle06_51940bae4756a1.46889475_0"	"PISA_ara-QAT_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2112"	"&lt;b&gt;Recovered/Vaccinated:&lt;/b&gt; Individuals in this state either had the disease and then recovered from it or have been vaccinated to prevent the disease. In the simulation, these individuals cannot get the disease."	"&lt;b&gt; متعاف/ تم تطعيمه:&lt;/b&gt; الأفراد في هذه الحالة  إما أن يكونوا مُصابين بالمرض وتعافوا منه أو تم تطعيمهم لمنع المرض. في المحاكاة لا يمكن لهؤلاء الأفراد أن يُصابوا بالمرض."	"question000_1_t1tr3td2_5193fde59921c3.30526260_0"	"PISA_ara-QAT_SCI_S634-Vaccination_en15_MS2022.xlf"
"1699"	"S620 Tornadoes Q03"	"S620 الأعاصير السؤال 4"	"S620_question3_unknownID_51740713a2e581.39006046_0"	"PISA_ara-QAT_SCI_S620-Tornadoes_en15_MS2022.xlf"
"976"	"Rural"	"ريف"	"S602_stimulus2_le3_515e3a71f29bc9.05626063_0"	"PISA_ara-QAT_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"1165"	"&lt;b&gt;Geothermal Energy&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;الطاقة الجيوحرارية &lt;/b&gt;&lt;br /&gt;السؤال"	"S605_question2_itemTitle2_515e3a721777e5.81506785_0"	"PISA_ara-QAT_SCI_S605-GeothermalEnergy_en15_MS2022.xlf"
"2335"	"&lt;b&gt;Save the Fish&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;حافظوا على الأسماك &lt;/b&gt;&lt;br /&gt; السؤال"	"question3_1_itemTitle03_51940bae403424.58984875_0"	"PISA_ara-QAT_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2776"	"To delete any row of data, click on the delete button next to that row."	"لحذف أي صف من البيانات اضغط على زر &quot;حذف&quot; بجانب هذا الصف."	"menu_1_menuP4_51940c10331dd6.82051249_0"	"PISA_ara-QAT_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2102"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt; اقرأ المقدمة ثم اضغط على سهم &quot;التالي&quot;.&lt;/i&gt;"	"CS634_intro_itemDirections0_5193fde5976ee6.44142835_0"	"PISA_ara-QAT_SCI_S634-Vaccination_en15_MS2022.xlf"
"2999"	"&lt;i&gt;Refer to &quot;Treatment Study&quot; on the right. Click on a choice to answer the question. &lt;/i&gt;"	"&lt;i&gt;ارجع إلى نص &quot;الآفات الحشرية&quot; على اليسار. اضغط على أحد الخيارات للإجابة على السؤال.&lt;/i&gt;"	"S657_question3_itemDirections3_518050dc4491b0.06692657_0"	"PISA_ara-QAT_SCI_S657-InvasiveSpecies_en15_MS2022.xlf"
"2376"	"decrease"	"تنقص"	"question5_1_o5b_2_51940bae44c087.97376885_0"	"PISA_ara-QAT_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2695"	"Incandescent"	"المتوهج"	"stimulus_1_stimuluslb1label_51940c102e5782.07661572_0"	"PISA_ara-QAT_SCI_S643-LightBulbs_en15_MS2022.xlf"
"1138"	"Explain why.&lt;br /&gt;"	"علل إجابتك.&lt;br /&gt;"	"S604_question4_q45_51804e6bc71e39.55952968_0"	"PISA_ara-QAT_SCI_S604-WaterFromFog_en15_MS2022.xlf"
"1377"	"&lt;b&gt;Ammonoids&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;الأمونيات&lt;/b&gt;&lt;br /&gt;السؤال"	"S608_question2_QitemTitle2_515e3a722adb27.71829867_0"	"PISA_ara-QAT_SCI_S608-Ammonoids_en15_MS2022.xlf"
"2920"	"Explain your answer."	"اشرح إجابتك."	"S648_question4_q4p2_517407af762523.27161688_0"	"PISA_ara-QAT_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2422"	"Cod"	"أسماك القد"	"S635_stimulus1_cap4_51940bae4c1bb8.21659408_0"	"PISA_ara-QAT_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2427"	"Cod"	"أسماك القد"	"stimulus2_1_stimulus2_17_51940bae4f50f0.47687150_0"	"PISA_ara-QAT_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1119"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&amp;check; &lt;i&gt; تذكر أنه يمكنك اختيار &lt;b&gt;مربع واحد أو أكثر&lt;/b&gt; للإجابة عن السؤال&lt;/i&gt;"	"S604_question3_q3p2_51804e6bc49453.85399057_0"	"PISA_ara-QAT_SCI_S604-WaterFromFog_en15_MS2022.xlf"
"2304"	"To run this simulation, you can use the following controls:"	"لتشغيل هذه المحاكاة، استخدم أدوات التحكم التالية:"	"menu_1_menuP2_51940bae3962f0.36724953_0"	"PISA_ara-QAT_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2173"	"&lt;b&gt;Vaccination and Spreading of Disease&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;التطعيم وتفشي الأمراض&lt;/b&gt;&lt;br /&gt; سؤال"	"question3_1_itemTitle03_5193fde5a01601.20351783_0"	"PISA_ara-QAT_SCI_S634-Vaccination_en15_MS2022.xlf"
"1620"	"Steep"	"شديد"	"sim_1_simSlopeSteep_5193d35634d4b9.08521579_0"	"PISA_ara-QAT_SCI_S615-Tsunami_en15_MS2022.xlf"
"2734"	"&lt;b&gt;Carbon Dioxide in Earth's Atmosphere&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;ثاني أكسيد الكربون في الغلاف الجوي للأرض&lt;/b&gt;&lt;br /&gt; السؤال"	"S645_question4_itemTitle4_5180507a81f077.18602071_0"	"PISA_ara-QAT_SCI_S645-CarbonDioxideInEarthsAtmosphere_en15_MS2022.xlf"
"2209"	"&lt;i&gt;Click on one or more boxes to answer the question.&lt;/i&gt;"	"&lt;i&gt;اضغط على مربع واحد أو أكثر للاجابة على السؤال.&lt;/i&gt;"	"CS634_Q05_itemDirections5_5193fde5a492d6.48884888_0"	"PISA_ara-QAT_SCI_S634-Vaccination_en15_MS2022.xlf"
"2461"	"Good!&lt;br /&gt; Please click on the NEXT arrow to continue."	"جيد! &lt;br /&gt; اضغط على زر &quot; التالي &quot; للمتابعة."	"stimulus2_1_stimulus2_49_51940bae4fe598.93213774_0"	"PISA_ara-QAT_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1964"	"S627 Car Tyres Q03"	"S627 إطارات السيارات السؤال 3"	"S627_question3_unknownID_51740713b48de2.13083217_0"	"PISA_ara-QAT_SCI_S627-CarTyres_en15_MS2022.xlf"
"268"	"Medium"	"متوسطة"	"S413_question3_q3t3tr6td2_50ec428cd31399.27561594_0"	"PISA_ara-QAT_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2451"	"Low"	"منخفض"	"stimulus2_1_stimulus2_36_51940bae4fb421.47656771_0"	"PISA_ara-QAT_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2572"	"To run this simulation, you can use the following controls:"	"لتشغيل هذه المحاكاة، يمكنك استخدام أدوات التحكم التالية:"	"menu_1_menuP2_51940c101d3cd5.29603890_0"	"PISA_ara-QAT_SCI_S643-LightBulbs_en15_MS2022.xlf"
"2111"	"&lt;b&gt;Infectious:&lt;/b&gt; Individuals in this state have the disease and can infect others."	"&lt;b&gt;معد:&lt;/b&gt;الأفراد في هذه الحالة لديهم هذا المرض ويمكنهم نقل العدوى للآخرين."	"question000_1_t1tr2td2_5193fde5991bb9.29730595_0"	"PISA_ara-QAT_SCI_S634-Vaccination_en15_MS2022.xlf"
"205"	"&lt;i&gt;Click on the choices in the table to answer the question.&lt;/i&gt;"	"&lt;i&gt;اضغط على الخيارات في الجدول للاجابة على السؤال.&lt;/i&gt;"	"S413_question2_itemDirections2_50ec428ccfce15.39810122_0"	"PISA_ara-QAT_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2455"	"None"	"لا يوجد"	"stimulus2_1_stimulus2_43_51940bae4fc8e8.55900256_0"	"PISA_ara-QAT_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2458"	"High"	"مرتفع"	"stimulus2_1_stimulus2_46_51940bae4fd1e3.66045354_0"	"PISA_ara-QAT_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1055"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;اضغط على أحد الخيارات للإجابة على السؤال.&lt;/i&gt;"	"S603_question5_itemDirections5_515e3a720ccc26.65539143_0"	"PISA_ara-QAT_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
