"Segment"	"en-ZZ"	"pl-PL"	"ID"	"File"
"5826"	"Football Field"	"Na boisku piłkarskim"	"q5R569_question_question05_5_56fc7879535569.34262971_0"	"PISA_pol-POL_REA_R569-TheCleanup_en18_MS2022.xlf"
"371"	"&lt;b&gt;South Pole&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt; BIEGUN POŁUDNIOWY&lt;/b&gt;&lt;br /&gt; Pytanie"	"R220_question_itemTitle_50c7c0a0e3dde5.15303824_0"	"PISA_pol-POL_REA_R220-SouthPole_en15_MS2022.xlf"
"3028"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R552_question01_q01itemDirections_56fd79425dd6c9.52135901_1_0"	"PISA_pol-POL_REA_R552-FestiRock_en18_MS2022.xlf"
"5393"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R568_question10_q10itemDirections_56fc78791dc480.80691911_1_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1518"	"Type your answer to the question."	"Wpisz odpowiedź na pytanie.&lt;/i&gt;"	"Q06R542_question_Q06itemDirections_56fc78210ed8a8.98737802_1_0"	"PISA_pol-POL_REA_R542-BulletinBoard_en18_MS2022.xlf"
"1889"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R544_question11_itemDirections_56fc782169f054.65729882_1_0"	"PISA_pol-POL_REA_R544-Tesla_en18_MS2022.xlf"
"2249"	"Then click on the Next arrow."	"Następnie kliknij strzałkę DALEJ."	"q00bbody_question00c_1_56fc782e029172.52657575_1_0"	"PISA_pol-POL_REA_R547-BookSurvey_en18_MS2022.xlf"
"5330"	"Click on the choices in the table to answer the question."	"Kliknij, aby wybrać odpowiedź w tabeli. &lt;/i&gt;"	"R567_question09_q09itemDirections_56fc7879177010.04490145_1_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4663"	"Read the Introduction."	"&lt;i&gt;Przeczytaj wstęp."	"q00body_q00itemDirections_56fc783b5aea95.72363860_0_0"	"PISA_pol-POL_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"4604"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź.&lt;/i&gt;"	"R563_question08_q08itemDirections_56fc786b49ca39.25233524_1_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"570"	"Amundsen, the Norwegian"	"Amundsena &amp;ndash; Norwega"	"R220_stimulus_li2_50c7c0a1044106.34294813_0"	"PISA_pol-POL_REA_R220-SouthPole_en15_MS2022.xlf"
"5557"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R568_question03_q03itemDirections_56fc784aa61dd0.11236281_1_0"	"PISA_pol-POL_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3717"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Zapoznaj się z obydwoma źródłami po prawej stronie, klikając każdą z zakładek."	"R558_question8_itemDirections_56fc786b1259f5.61081922_0_0"	"PISA_pol-POL_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"6147"	"Read the introduction."	"&lt;i&gt;Przeczytaj wstęp."	"q0aR590_question_q0aitemDirections_56fd231113fc59.68937271_0_0"	"PISA_pol-POL_REA_R590-Sentences01_en18_MS2022.xlf"
"4147"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R561_question03_q03itemDirections_56fc785d2a1ae0.05518128_1_0"	"PISA_pol-POL_REA_R561-OlympicFlag_en18_MS2022.xlf"
"567"	"&lt;b&gt;SOUTH POLE - Document 1&lt;/b&gt;"	"&lt;b&gt;BIEGUN POŁUDNIOWY - Dokument 1&lt;/b&gt;"	"R220_stimulus_title_50c7c0a1043519.72463279_0"	"PISA_pol-POL_REA_R220-SouthPole_en15_MS2022.xlf"
"2540"	"Refer to “Message in a Bottle” on the right."	"&lt;i&gt;Zapoznaj się z tekstem &quot;List w butelce&quot; po prawej stronie."	"R549_question04_q04itemDirections_56fc786ad05882.39043317_0_0"	"PISA_pol-POL_REA_R549-MessageInABottle_en18_MS2022.xlf"
"3814"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R559_question03_q03itemDirections_56fc783b26ca61.80059891_1_0"	"PISA_pol-POL_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"3071"	"Click on the choices in the table to answer the question."	"Kliknij, aby wybrać odpowiedź w tabeli.&lt;/i&gt;"	"R552_question04_q04itemDirections_56fd794262d177.81724264_1_0"	"PISA_pol-POL_REA_R552-FestiRock_en18_MS2022.xlf"
"3708"	"Click on a search result to answer the question.&lt;/i&gt;"	"Kliknij wynik wyszukiwania, aby odpowiedzieć na pytanie.&lt;/i&gt;"	"R558_question7_itemDirections_56fc786b10a3c6.39234435_1_0"	"PISA_pol-POL_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"656"	"&lt;i&gt;Refer to the two-page article &quot;Sleep&quot; on the right. Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Zapoznaj się z dwustronicowym tekstem &quot;Sen&quot;, po prawej stronie.  Kliknij, aby wybrać odpowiedź na pytanie.&lt;/i&gt;"	"R404_question_itemDirections_50c7c882a9e714.12086491_0"	"PISA_pol-POL_REA_R404-Sleep_en15_MS2022.xlf"
"2139"	"Refer to “Visit Majestic Machu Picchu” on the right."	"Zapoznaj się z tekstem &quot;Odkryj cuda Machu Picchu&quot; po prawej stronie."	"R545_question02_Q07itemDirections_56fc7821b1ae23.99363686_0_0"	"PISA_pol-POL_REA_R545-MachuPicchu_en18_MS2022.xlf"
"2546"	"Refer to “Message in a Bottle” on the right."	"&lt;i&gt;Zapoznaj się z tekstem &quot;List w butelce&quot; po prawej stronie."	"R549_question05_q05itemDirections_56fc786ad175f6.19547762_0_0"	"PISA_pol-POL_REA_R549-MessageInABottle_en18_MS2022.xlf"
"4796"	"Romania"	"Rumunia"	"Page4_stimulus_stimulusTab4_7_56fc785d576ba3.91310869_0"	"PISA_pol-POL_REA_R565-SittingDisease_en18_MS2022.xlf"
"4029"	"Then click on the NEXT arrow."	"Następnie kliknij strzałkę DALEJ. &lt;/i&gt;"	"q00bbody_q00bitemDirections_56fc784a8325e9.36857198_1_0"	"PISA_pol-POL_REA_R560-GarbagePatch_en18_MS2022.xlf"
"5648"	"Read the information below."	"&lt;i&gt;Przeczytaj poniższe informacje."	"q0b-body_q0b-itemDirections_56fc784ab20015.89980695_0_0"	"PISA_pol-POL_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5991"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each activity."	"Kliknij &lt;b&gt;Tak&lt;/b&gt; lub  &lt;b&gt;Nie&lt;/b&gt; przy każdej czynności."	"R570_question04_q04p1_56fc78797ba9b4.63482118_1_0"	"PISA_pol-POL_REA_R570-TheFavour_en18_MS2022.xlf"
"3943"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R560_question03_q03itemDirections_56fc784a7ad263.50990820_1_0"	"PISA_pol-POL_REA_R560-GarbagePatch_en18_MS2022.xlf"
"4508"	"Refer to the different webpages of the website on the right."	"&lt;i&gt; Zapoznaj się z podstronami strony internetowej po prawej stronie."	"R563_question01_q01itemDirections_56fc786b3d91e6.22628556_0_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4759"	"Brazil"	"Brazylia"	"Page1_stimulus_stimulusTab1_11_56fc785d52ba03.66248382_0"	"PISA_pol-POL_REA_R565-SittingDisease_en18_MS2022.xlf"
"3057"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R552_question03_q03itemDirections_56fd794260f3e6.11870453_1_0"	"PISA_pol-POL_REA_R552-FestiRock_en18_MS2022.xlf"
"585"	"20 hours&lt;br /&gt;of darkness"	"noc trwająca&lt;br /&gt;20 godzin"	"R220_stimulus_label3_50c7c0a1077625.62043535_0"	"PISA_pol-POL_REA_R220-SouthPole_en15_MS2022.xlf"
"2513"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R549_question02_q02itemDirections_56fc786acd2da2.66365134_1_0"	"PISA_pol-POL_REA_R549-MessageInABottle_en18_MS2022.xlf"
"4769"	"AS A REMINDER TO TAKE  AN HOURLY BREAK"	"ABY PRZYPOMINAŁ O ZROBIENIU PRZERWY CO GODZINĘ"	"Page2_stimulus_pg2p4_56fc785d53c5f9.05246554_0"	"PISA_pol-POL_REA_R565-SittingDisease_en18_MS2022.xlf"
"4810"	"Then click on the NEXT arrow.&lt;/i&gt;"	"a następnie kliknij strzałkę DALEJ.&lt;/i&gt;"	"question00a_1_itemDirections00_56fc785d589cb2.39315232_1_0"	"PISA_pol-POL_REA_R565-SittingDisease_en18_MS2022.xlf"
"1940"	"&lt;i&gt;Refer to “A Spark of Genius” on the right."	"&lt;i&gt; Zapoznaj się z tekstem &quot;Iskra geniuszu&quot; po prawej stronie."	"R544_question_itemDirections_56fc7821795366.48145010_0_0"	"PISA_pol-POL_REA_R544-Tesla_en18_MS2022.xlf"
"4112"	"Read the information below."	"&lt;i&gt;Przeczytaj tekst poniżej."	"q00b-body_q00b-p1_56fc785d264c41.70943658_0_0"	"PISA_pol-POL_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4120"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R561_question01_q01itemDirections_56fc785d275c31.65450272_1_0"	"PISA_pol-POL_REA_R561-OlympicFlag_en18_MS2022.xlf"
"5581"	"Click on a search result to answer the question."	"Kliknij na wynik wyszukiwania, aby odpowiedzieć na pytanie."	"R568_question05_q05p2_56fc784aa8d4d1.26450648_1_0"	"PISA_pol-POL_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5656"	"Click on a choice and type an explanation to answer the question."	"Kliknij, aby wybrać odpowiedź, a następnie wpisz wyjaśnienie, aby odpowiedzieć na pytanie.&lt;/i&gt;"	"R568_question10_q10itemDirections_56fc784ab36f21.34700073_1_0"	"PISA_pol-POL_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4631"	"Refer to the different webpages of the website on the right."	"&lt;i&gt;Zapoznaj się z podstronami strony internetowej po prawej stronie."	"R563_question10_q10itemDirections_56fc786b4e31f5.41702157_0_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2003"	"&lt;i&gt;Refer to “Man of the Future” on the right."	"&lt;i&gt; Zapoznaj się z tekstem &quot;Człowiek przyszłości&quot; po prawej stronie."	"R544_question8_itemDirections_56fc7821801f42.81584931_0_0"	"PISA_pol-POL_REA_R544-Tesla_en18_MS2022.xlf"
"2800"	"Summer"	"Latem"	"R550_question01_question01_4_56fc785cdd69d2.83330291_0"	"PISA_pol-POL_REA_R550-CliffPalace_en18_MS2022.xlf"
"4585"	"Click on one or more boxes to answer the question."	"Zaznacz kliknięciem jedną lub więcej odpowiedzi.&lt;/i&gt;"	"R563_question07_q07itemDirections_56fc786b47b763.06450393_1_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3929"	"Click on a search result to answer the question."	"Kliknij wynik wyszukiwania, aby odpowiedzieć na pytanie. &lt;/i&gt;"	"R560_question01_q01itemDirections_56fc784a78e486.20169494_1_0"	"PISA_pol-POL_REA_R560-GarbagePatch_en18_MS2022.xlf"
"3800"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R559_question02_q02itemDirections_56fc783b259b76.36684830_1_0"	"PISA_pol-POL_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"3218"	"Then click on the NEXT arrow.&lt;/i&gt;"	"a następnie kliknij strzałkę DALEJ. &lt;/i&gt;"	"question00b_1_itemDirections0b_56fc784a5b0b61.65001921_1_0"	"PISA_pol-POL_REA_R553-HealthForum_en18_MS2022.xlf"
"5001"	"Read the Introduction."	"&lt;i&gt;Przeczytaj wstęp."	"q00a-body_q00a-itemDirections_56fc786b7b49b2.24533594_0_0"	"PISA_pol-POL_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3971"	"Click on the choices in the table to answer the question."	"Kliknij, aby wybrać odpowiedź w tabeli.&lt;/i&gt;"	"R560_question05_q05itemDirections_56fc784a7dd823.73528927_1_0"	"PISA_pol-POL_REA_R560-GarbagePatch_en18_MS2022.xlf"
"4008"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R560_question07_q07itemDirections_56fc784a80bb23.32450086_1_0"	"PISA_pol-POL_REA_R560-GarbagePatch_en18_MS2022.xlf"
"2485"	"Read the Introduction."	"&lt;i&gt;Przeczytaj wstęp."	"q00a-body_q00a-itemDirections_56fc786aca1045.24770633_0_0"	"PISA_pol-POL_REA_R549-MessageInABottle_en18_MS2022.xlf"
"4457"	"Date"	"Data"	"R563-stimulus-communtity_stimulus_culture_sports_10_56fc786b382e91.01452399_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1051"	"&lt;b&gt;10 Years £100 offer&lt;br /&gt; Sogec Management&lt;br /&gt; 41 Shore Rd, Pittville&lt;br /&gt; Hampshire, PI15 9SA&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Oferta „100 zł na 10-lecie”&lt;br /&gt; Dyrekcja Sagic&lt;br /&gt; ul. Zamojskiego18/20&lt;br /&gt; 76-001 Radne &lt;/b&gt;&lt;br /&gt;"	"R466_stimulus_line5b_50c7c99ab5b844.82446022_0"	"PISA_pol-POL_REA_R466-WorkRight_en15_MS2022.xlf"
"4309"	"Click on a sentence in the story to answer the question."	"Kliknij zdanie w opowiadaniu, aby odpowiedzieć na pytanie."	"R562_question03_q03p3_56fc783b428b54.59101867_0"	"PISA_pol-POL_REA_R562-OpeningNight_en18_MS2022.xlf"
"3116"	"Type your answer to the question."	"Wpisz odpowiedź na pytanie. &lt;/i&gt;"	"R552_question07_q07itemDirections_56fd7942689af8.23731694_1_0"	"PISA_pol-POL_REA_R552-FestiRock_en18_MS2022.xlf"
"2527"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R549_question03_q03itemDirections_56fc786ace3d99.90483432_1_0"	"PISA_pol-POL_REA_R549-MessageInABottle_en18_MS2022.xlf"
"4617"	"Refer to the different webpages of the website on the right."	"&lt;i&gt; Zapoznaj się z podstronami strony internetowej po prawej stronie."	"R563_question09_q09itemDirections_56fc786b4ba5d3.14167925_0_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3254"	"Refer to the Teen Health Forum on the right."	"&lt;i&gt;Zapoznaj się z forum o zdrowiu nastolatków po prawej stronie."	"R553_question_q03itemDirections_56fc784a5ebd03.32175063_0_0"	"PISA_pol-POL_REA_R553-HealthForum_en18_MS2022.xlf"
"3841"	"Refer to “Nalini Nadkarni: A Passion for Trees” on the right."	"&lt;i&gt; Zapoznaj się z informacjami w tekście “Nalini Nadkarni: pasja do drzew” po prawej stronie."	"R559_question05_q05itemDirections_56fc783b2928b3.13861690_0_0"	"PISA_pol-POL_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"5924"	"Then click on the NEXT arrow."	"Następnie kliknij strzałkę DALEJ.&lt;/i&gt;"	"q00a-body_q00a-itemDirections_56fc787974a2a3.06881981_1_0"	"PISA_pol-POL_REA_R570-TheFavour_en18_MS2022.xlf"
"2316"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R547_question6_itemDirections_56fc782e0d8454.46459147_1_0"	"PISA_pol-POL_REA_R547-BookSurvey_en18_MS2022.xlf"
"4618"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź.&lt;/i&gt;"	"R563_question09_q09itemDirections_56fc786b4ba5d3.14167925_1_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5600"	"Click on the choices in the table to answer the question."	"Kliknij, aby wybrać odpowiedź w tabeli. &lt;/i&gt;"	"R568_question07_q07itemDirections_56fc784aab9398.42636422_1_0"	"PISA_pol-POL_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3957"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R560_question04_q04itemDirections_56fc784a7c0426.30672562_1_0"	"PISA_pol-POL_REA_R560-GarbagePatch_en18_MS2022.xlf"
"2406"	"8 zeds"	"8 zedów"	"R547_question10_q10t1r8c3_56fc782e152869.29823801_0"	"PISA_pol-POL_REA_R547-BookSurvey_en18_MS2022.xlf"
"4536"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź.&lt;/i&gt;"	"R563_question04_q04itemDirections_56fc786b4263f7.31451763_1_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4500"	"Then click on the NEXT arrow."	"Następnie kliknij strzałkę DALEJ. &lt;/i&gt;"	"q00-body_q00-itemDirections_56fc786b3bd0d1.16007011_1_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1462"	"Type your answer to the question."	"Wpisz odpowiedź na pytanie.&lt;/i&gt;"	"Q02R542_question_Q02itemDirections_56fc782107ec84.31306512_1_0"	"PISA_pol-POL_REA_R542-BulletinBoard_en18_MS2022.xlf"
"3227"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R553_question01_q01itemDirections_56fc784a5c0894.93353663_1_0"	"PISA_pol-POL_REA_R553-HealthForum_en18_MS2022.xlf"
"4860"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R565_question5_itemDirections_56fc785d5ef754.99956789_1_0"	"PISA_pol-POL_REA_R565-SittingDisease_en18_MS2022.xlf"
"4902"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R565_question8_itemDirections_56fc785d634c08.07217589_1_0"	"PISA_pol-POL_REA_R565-SittingDisease_en18_MS2022.xlf"
"5329"	"Refer to “Requirements” on the right."	"&lt;i&gt;Zapoznaj się z tekstem &quot;Wymagania dla strażaków-spadochroniarzy” po prawej stronie."	"R567_question09_q09itemDirections_56fc7879177010.04490145_0_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"2802"	"Winter"	"Zimą"	"R550_question01_question01_6_56fc785cdd7479.34532891_0"	"PISA_pol-POL_REA_R550-CliffPalace_en18_MS2022.xlf"
"5602"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Kliknij &lt;b&gt;Tak&lt;/b&gt; lub  &lt;b&gt;Nie&lt;/b&gt; przy każdym stwierdzeniu."	"R568_question07_q07p1_56fc784aab9828.09212164_1_0"	"PISA_pol-POL_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5073"	"Refer to the Web Search on the right."	"&lt;i&gt;Zapoznaj się z wynikami wyszukiwania w Internecie po prawej stronie."	"R566_question05_q05itemDirections_56fc786b884b06.27057078_0_0"	"PISA_pol-POL_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5012"	"Read the information below."	"&lt;i&gt;Przeczytaj poniższe informacje, a"	"q00c-body_q00c-itemDirections_56fc786b7db3f5.52043399_0_0"	"PISA_pol-POL_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5374"	"Then click on the NEXT arrow."	"Następnie kliknij strzałkę DALEJ.&lt;/i&gt;"	"q0a-body_q0a-itemDirections_56fc787919c1f3.79340677_1_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5811"	"Bottles"	"Butelek"	"q4R569_question_question04_4_56fc787951f7a9.77277158_0"	"PISA_pol-POL_REA_R569-TheCleanup_en18_MS2022.xlf"
"3262"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R553_question4_q04itemDirections_56fc784a5fe943.11595551_1_0"	"PISA_pol-POL_REA_R553-HealthForum_en18_MS2022.xlf"
"3093"	"Type your answer to the question."	"Wpisz odpowiedź na pytanie.&lt;/i&gt;"	"R552_question05_q05itemDirections_56fd794264d092.27315344_1_0"	"PISA_pol-POL_REA_R552-FestiRock_en18_MS2022.xlf"
"3828"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R559_question04_q04itemDirections_56fc783b27f456.31679060_1_0"	"PISA_pol-POL_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"2877"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R550_question07_q07itemDirections_56fc785ce9aa50.47831080_1_0"	"PISA_pol-POL_REA_R550-CliffPalace_en18_MS2022.xlf"
"5739"	"Read the Introduction."	"&lt;i&gt;Przeczytaj wstęp."	"q00a-body_q00a-itemDirections_56fc78794b5369.48599087_0_0"	"PISA_pol-POL_REA_R569-TheCleanup_en18_MS2022.xlf"
"5310"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Kliknij &lt;b&gt;Prawda&lt;/b&gt; lub &lt;b&gt;Fałsz&lt;/b&gt; przy każdym stwierdzeniu."	"R567_question08_q08p1_56fc78791575d5.59175189_1_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5928"	"Read the information below."	"&lt;i&gt; Przeczytaj poniższe informacje."	"q00b-body_q00b-itemDirections_56fc787975ae90.73732058_0_0"	"PISA_pol-POL_REA_R570-TheFavour_en18_MS2022.xlf"
"2101"	"Is the statement true or false?"	"Na podstawie broszury powiedz, czy to stwierdzenie jest prawdziwe czy fałszywe?"	"R545_question03_Q03tr1th1_56fc7821ad8e59.97792072_0"	"PISA_pol-POL_REA_R545-MachuPicchu_en18_MS2022.xlf"
"5002"	"Then click on the NEXT arrow."	"Następnie kliknij strzałkę DALEJ.&lt;/i&gt;"	"q00a-body_q00a-itemDirections_56fc786b7b49b2.24533594_1_0"	"PISA_pol-POL_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4729"	"Refer to “Portrait of a Photographer” on the right."	"&lt;i&gt; Zapoznaj się z tekstem &quot;Portret fotografa&quot; po prawej stronie."	"R564_question05_q05itemDirections_56fc783b60b828.68348774_0_0"	"PISA_pol-POL_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"5639"	"“No, I don’t believe this idea is the solution."	"&quot;Nie, nie sądzę, że ten pomysł to dobre rozwiązanie."	"R568_question09_q09p1_56fc784aaf54f2.48102179_1_0"	"PISA_pol-POL_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3426"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R556_question3_itemDirections_56fc783ac55ff8.32442383_1_0"	"PISA_pol-POL_REA_R556-Microlending_en18_MS2022.xlf"
"2797"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R550_question01_q01itemDirections_56fc785cdd5b03.75076790_1_0"	"PISA_pol-POL_REA_R550-CliffPalace_en18_MS2022.xlf"
"5373"	"Read the Introduction."	"&lt;i&gt;Przeczytaj wstęp."	"q0a-body_q0a-itemDirections_56fc787919c1f3.79340677_0_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5942"	"Click on the NEXT arrow to read the story."	"Kliknij strzałkę DALEJ, aby przeczytać bajkę."	"q00c-body_q00c-p2_56fc787976c2f9.32730316_0"	"PISA_pol-POL_REA_R570-TheFavour_en18_MS2022.xlf"
"520"	"continuous&lt;br /&gt;daylight"	"dzień&lt;br /&gt;polarny"	"R220_stimulus_label7_50c7c0a1007281.35390592_0"	"PISA_pol-POL_REA_R220-SouthPole_en15_MS2022.xlf"
"2491"	"Read the information below."	"&lt;i&gt;Przeczytaj informacje poniżej."	"q00b-body_q00b-itemDirections_56fc786acb26b7.77035141_0_0"	"PISA_pol-POL_REA_R549-MessageInABottle_en18_MS2022.xlf"
"1485"	"Type your answer to the question."	"Wpisz odpowiedź na pytanie.&lt;/i&gt;"	"Q03R542_question_Q03itemDirections_56fc7821095425.61956300_1_0"	"PISA_pol-POL_REA_R542-BulletinBoard_en18_MS2022.xlf"
"576"	"The worst has happened"	"Stało się najgorsze"	"R220_stimulus_stimulusHQ4_3_50c7c0a1045b71.98864377_0"	"PISA_pol-POL_REA_R220-SouthPole_en15_MS2022.xlf"
"5246"	"Give one example."	"Podaj przykład."	"R567_question03_q03p2_56fc78790e6a67.23961686_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"2575"	"Refer to the Leonid Meteor Shower advertisement on the right."	"&lt;i&gt; Zapoznaj się z ogłoszeniem &quot;Leonidy niedługo nadlecą!&quot; po prawej stronie."	"R549_question07_q07itemDirections_56fc786ad40030.43832098_0_0"	"PISA_pol-POL_REA_R549-MessageInABottle_en18_MS2022.xlf"
"5057"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R566_question04_q04itemDirections_56fc786b86c2c3.21174983_1_0"	"PISA_pol-POL_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3786"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R559_question01_q01itemDirections_56fc783b245423.47469729_1_0"	"PISA_pol-POL_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"5215"	"Click on one or more boxes to answer the question."	"Zaznacz kliknięciem jedną lub więcej odpowiedzi. &lt;/i&gt;"	"R567_question01_q01itemDirections_56fc78790bba85.72707001_1_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4535"	"Refer to the different webpages of the website on the right."	"&lt;i&gt; Zapoznaj się z podstronami strony internetowej po prawej stronie."	"R563_question04_q04itemDirections_56fc786b4263f7.31451763_0_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"407"	"&lt;b&gt;South Pole&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt; BIEGUN POŁUDNIOWY&lt;/b&gt;&lt;br /&gt; Pytanie"	"R220_question_itemTitle_50c7c0a0e95dc6.28272541_0"	"PISA_pol-POL_REA_R220-SouthPole_en15_MS2022.xlf"
"5794"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"q3R569_question_q03itemDirections_56fc7879509f05.07375639_1_0"	"PISA_pol-POL_REA_R569-TheCleanup_en18_MS2022.xlf"
"4566"	"Refer to the different webpages of the website on the right."	"&lt;i&gt; Zapoznaj się z podstronami strony internetowej po prawej stronie."	"R563_question06_q06itemDirections_56fc786b45cd07.83714228_0_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"589"	"continuous&lt;br /&gt;daylight"	"dzień&lt;br /&gt;polarny"	"R220_stimulus_label7_50c7c0a10784c1.90462299_0"	"PISA_pol-POL_REA_R220-SouthPole_en15_MS2022.xlf"
"5825"	"Playground"	"Na placu zabaw"	"q5R569_question_question05_4_56fc7879535184.90433446_0"	"PISA_pol-POL_REA_R569-TheCleanup_en18_MS2022.xlf"
