"Segment"	"en-ZZ"	"kk-KZ"	"ID"	"File"
"3152"	"Then click on the NEXT arrow.&lt;/i&gt;"	"Содан кейін КЕЛЕСІ батырмасының үстінінен тінтуірмен басыңыз.&lt;/i&gt;"	"question00b_1_itemDirections0b_56fc784a5b0b61.65001921_1_0"	"PISA_kaz-KAZ_REA_R553-HealthForum_en18_MS2022.xlf"
"5876"	"Click on the NEXT arrow to read the story."	"Ертегіні оқу үшін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз."	"q00c-body_q00c-p2_56fc787976c2f9.32730316_0"	"PISA_kaz-KAZ_REA_R570-TheFavour_en18_MS2022.xlf"
"271"	"S"	"Жк"	"R219_stimulus_stimulus_10_56cee1d064f979.89925965_0"	"PISA_kaz-KAZ_REA_R219-Employment_en18_MS2022.xlf"
"3468"	"&lt;b&gt;Microlending&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Микронесие&lt;/b&gt;&lt;br /&gt;"	"R556_question11_itemTitle_56fc783ae14b38.98364868_0_0"	"PISA_kaz-KAZ_REA_R556-Microlending_en18_MS2022.xlf"
"3417"	"Click on a choice to answer the question.&lt;/i&gt;"	"Сұраққа жауап беру үшін таңдаған жауабыңыздың үстінен тінтуірмен басыңыз. &lt;/i&gt;"	"R556_question8_itemDirections_56fc783adbd281.82516807_1_0"	"PISA_kaz-KAZ_REA_R556-Microlending_en18_MS2022.xlf"
"5674"	"Then click on the NEXT arrow."	"Одан кейін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз."	"q00a-body_q00a-itemDirections_56fc78794b5369.48599087_1_0"	"PISA_kaz-KAZ_REA_R569-TheCleanup_en18_MS2022.xlf"
"5536"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Әрбір пайымдау үшін  &lt;b&gt;Иә&lt;/b&gt; немесе &lt;b&gt;Жоқ&lt;/b&gt; сөздерінің бірінің үстінен тінтуірмен басыңыз."	"R568_question07_q07p1_56fc784aab9828.09212164_1_0"	"PISA_kaz-KAZ_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3427"	"&lt;b&gt;Microlending&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Микронесие&lt;/b&gt;&lt;br /&gt;"	"R556_question9_itemTitle_56fc783add6467.73915499_0_0"	"PISA_kaz-KAZ_REA_R556-Microlending_en18_MS2022.xlf"
"3651"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Тиісті қосымша веб парақтардың үстінен тінтуірмен басу арқылы оң жақтағы екі дереккөзге қараңыз."	"R558_question8_itemDirections_56fc786b1259f5.61081922_0_0"	"PISA_kaz-KAZ_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"2719"	"Then click on the NEXT arrow."	"Одан кейін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз."	"q00body_q00itemDirections_56fc785cdb7056.90765917_1_0"	"PISA_kaz-KAZ_REA_R550-CliffPalace_en18_MS2022.xlf"
"4068"	"Type your answer to the question."	"Таңдаған жауабыңыздың үстінен тінтуірмен басыңыз және содан кейін сұраққа өз жауабыңызды теріп жазыңыз."	"R561_question02_q02itemDirections_56fc785d28cac5.31556981_1_0"	"PISA_kaz-KAZ_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4947"	"Then click on the NEXT arrow."	"Одан кейін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз."	"q00c-body_q00c-itemDirections_56fc786b7db3f5.52043399_1_0"	"PISA_kaz-KAZ_REA_R566-SkelligRocks_en18_MS2022.xlf"
"1399"	"I’m dreading Friday."	"Мен Жұма күнінен қорқақтап тұрмын."	"Q02R542_question_Convp3_56fc782107f394.57451295_1_0"	"PISA_kaz-KAZ_REA_R542-BulletinBoard_en18_MS2022.xlf"
"2056"	"&lt;b&gt;Machu Picchu&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt; Мачу-Пикчу&lt;/b&gt;&lt;br /&gt;"	"R545_question02_Q06itemTitle_56fc7821b05023.45904023_0_0"	"PISA_kaz-KAZ_REA_R545-MachuPicchu_en18_MS2022.xlf"
"2474"	"Refer to “Message in a Bottle” on the right."	"Оң жақтағы «Бөтелкедегі хат» мәтініне қараңыз"	"R549_question04_q04itemDirections_56fc786ad05882.39043317_0_0"	"PISA_kaz-KAZ_REA_R549-MessageInABottle_en18_MS2022.xlf"
"814"	"&lt;i&gt;Refer to &quot;How to Find a Summer Job&quot; on the right. Type your answer to the question.&lt;/i&gt;"	"&lt;i&gt;Оң жақтағы «Жазғы демалыс кезінде қалай жұмыс табуға болады» мәтініне қараңыз. Сұраққа жауабыңызды теріңіз.&lt;/i&gt;"	"R453_question_itemDirections_56cee1d1725d08.89516222_0"	"PISA_kaz-KAZ_REA_R453-SummerJob_en18_MS2022.xlf"
"4434"	"Then click on the NEXT arrow."	"Одан кейін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз."	"q00-body_q00-itemDirections_56fc786b3bd0d1.16007011_1_0"	"PISA_kaz-KAZ_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"1926"	"&lt;i&gt;Refer to “A Spark of Genius” on the right."	"&lt;i&gt; Оң жақтағы «Данышпан ұшқыны» мәтініне қараңыз."	"R544_question6_itemDirections_56fc78217e75b4.12434036_0_0"	"PISA_kaz-KAZ_REA_R544-Tesla_en18_MS2022.xlf"
"1833"	"&lt;b&gt;Nikola Tesla&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Никола Теслa&lt;/b&gt;&lt;br /&gt;"	"R544_question12_itemTitle_56fc78216b91f5.35957286_0_0"	"PISA_kaz-KAZ_REA_R544-Tesla_en18_MS2022.xlf"
"5925"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each activity."	"Әрбір қызмет үшін &lt;b&gt;«Иə»&lt;/b&gt; немесе &lt;b&gt;«Жоқ»&lt;/b&gt; сөздерінің бірінің үстінен тінтуірмен басыңыз."	"R570_question04_q04p1_56fc78797ba9b4.63482118_1_0"	"PISA_kaz-KAZ_REA_R570-TheFavour_en18_MS2022.xlf"
"4209"	"Read the Introduction."	"Кіріспені озқыңыз."	"q00body_q00itemDirections_56fc783b3f8a36.71119956_0_0"	"PISA_kaz-KAZ_REA_R562-OpeningNight_en18_MS2022.xlf"
"521"	"Then click on the NEXT arrow to view the first question."	"Бірінші сұраққа жауап беру үшін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз."	"R220_question_introBullet3_56cee1d0806255.07194815_0"	"PISA_kaz-KAZ_REA_R220-SouthPole_en18_MS2022.xlf"
